#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3723//b2370//b1615//b3230//
AlaS-L-alanine	b3670//
AllS-allantoin	b4316//b2163//b4177//
AraC-L-arabinose	b1006//b2600//b0182//b3076//b0033//b1902//b2296//b3276//b0861//b1517//b2485//b4097//b2424//b2707//
ArcA-Phosphorylated	b4006//b1683//b0330//b3455//b0606//b2277//b0110//b3214//b2718//b4172//b2430//b3276//b1039//b3477//b1008//b2200//b3725//b3960//b3357//b3961//b2068//b4502//b2373//b2662//b2802//b0161//b0722//b1221//b1519//b3133//b0861//b3328//b4099//b3544//b2077//b3541//b0484//b2571//b1189//b0204//b3700//b1743//b4129//b2288//b4073//b1379//b2147//b2241//b4313//b3543//b2278//b2372//b0019//b3672//b1024//b2728//b1301//b4095//b1706//b3261//b3721//b0184//b0204//b3096//b2094//b0189//b2313//b4005//b2373//b2195//b3725//b1805//b2212//b0683//b2093//b3969//b0907//b4397//b4005//b0974//b2589//b3708//b1656//b4054//b1622//b0565//b1260//b4287//b3605//b1656//b0344//b4266//b0207//b2554//b4100//b2669//b4451//b4172//b4354//b3906//b0365//b3615//b3214//b4287//b2725//b3455//b3671//b1385//b0203//b3127//b2659//b1535//b3533//b3830//b0587//b3701//b0805//b1511//b0020//b1497//b4123//b3667//b3316//b0978//b2202//b0241//b1390//b0311//b1246//b1182//b1519//b0429//b0367//b4013//b1738//b2414//b2630//b0351//b3905//b3394//b1819//b1132//b2754//b0180//b4058//b1826//b3451//b0953//b4671//b2571//b3410//b4383//b0726//b3508//b4202//b1620//b4268//b4237//b3425//b3543//b3242//b4293//b4326//b0484//b4382//b3315//b3601//b2285//b1338//b4249//b4123//b1511//b4000//b3904//b1298//b1796//b2852//
ArgP-L-arginine	b2554//b4599//b4010//b0034//b2152//b3726//b2342//b1719//b0429//b0889//b1881//b2492//b2368//b1805//b2279//b3091//
ArgR-L-arginine	b4138//b3868//b4193//b3330//b1393//b0397//b0432//b2964//b2942//b0365//b1262//b2206//b0353//b3367//b0621//b3408//b0721//b1780//b2723//b1497//b2754//b0183//b3127//b2841//b2232//b4187//b1888//b3608//b4439//b4033//b3971//b2078//b2424//b3578//b3615//b1396//b2342//b1209//b1298//
AtoC-phosphorylated	b2488//b2221//b2583//b2287//
BaeR-Phosphorylated	b4511//b0721//b1987//b0776//b2964//b0461//b2285//b4311//
BirA-bio-5-AMP	b4438//b3312//b4079//b3413//b2341//
CRP-cAMP	b2392//b1713//b4040//b4705//b2277//b1256//b3405//b1516//b2199//b2063//b0180//b4471//b0168//b1589//b0775//b3334//b3415//b2491//b0336//b0896//b3118//b4195//b1617//b3417//b3564//b4267//b2369//b3312//b0202//b3395//b1684//b0880//b3829//b1905//b1798//b3325//b1736//b3601//b1892//b2669//b1901//b4173//b1744//b2530//b1796//b4030//b3114//b4159//b0377//b2912//b2742//b1859//b4354//b2406//b2916//b1016//b4160//b4095//b1211//b2965//b0565//b3424//b3113//b0161//b3830//b2096//b3077//b1780//b0590//b2584//b2916//b3605//b4003//b3766//b0974//b4118//b4111//b2416//b4376//b1712//b0032//b3008//b3709//b3327//b3363//b2424//b0733//b3575//b3276//b4016//b1796//b3925//b0862//b2591//b0048//b1591//b2063//b2963//b4240//b2912//b0517//b3165//b3958//b2231//b2489//b3868//b3026//b1482//b1300//b2095//b2423//b3781//b4194//b2344//b1745//b2713//b0349//b3329//b3452//b4393//b3242//b2206//b4468//b4203//b3904//b2720//b4318//b1745//b1921//b2393//b1745//b0595//b1589//b2208//b0617//b4265//b4139//b0241//b3035//b2675//b3853//b2195//b2364//b1597//b4450//b0241//b3277//b2730//b2223//b2804//b3367//b2156//b3356//b2674//b2208//b1732//b3240//b2572//b3428//b2423//b4320//b1264//b1593//b2277//b3521//b0314//b3093//b3608//b4153//b4174//b1881//b0384//b0034//b0367//b0061//b3356//b4376//b0463//b2367//b4124//b0352//b3605//b3479//phnE_2//b1547//b4168//b1501//b0429//b1011//b2675//b3667//b2801//b2800//b0587//b2223//b1517//b3566//b2296//b4316//b3368//b1324//b2243//b3449//b4322//b4037//b2728//b3225//b2938//b0675//b2840//b2078//b3940//b2205//b3616//b2912//b3170//b3452//b1621//b3615//b1797//b3324//b3437//b3095//b3939//b1384//b0728//b4699//b3165//b3971//b0192//b4139//b3528//b3564//b0019//b4152//b4062//b3912//b1208//b4200//b1597//b3939//b2476//b2313//b0202//b3773//b3903//b2291//b1020//b1299//b4035//b1492//b3521//b1227//b0783//b0110//b0112//b1189//b0154//b2500//b0974//b0367//b1389//b2868//b3405//b0350//b2223//b3070//b1679//b0124//b1022//b3272//b4320//b1589//b0945//b1620//b3938//b0190//b3318//b2095//b2370//b3938//b1393//b4451//b2600//b2342//b1737//b1243//b2572//b0396//b1322//b2029//b1016//b2465//b1390//b2077//b2481//b4037//b4018//b1474//b1321//b3721//b0192//b2726//b3579//b4397//b1883//b1129//b1515//b3672//b2675//b3357//b2200//b1038//b2979//b0863//b3752//b0677//b1796//b0125//b3902//b0349//b3958//b3260//b4123//b4106//b3600//b0177//b0553//b0889//b3531//b4311//b2469//b4384//b0154//b2560//b3223//b2221//b3335//b3859//b0399//b3115//b0202//b1102//b1796//b0517//b2240//b2079//b3600//b2095//b1588//b1719//b0078//b1474//b0515//b2554//b0574//b1211//b3601//b1713//b4311//b0125//b4015//b2573//b4326//b3616//b1302//b4039//b1011//b4426//b1385//b3958//b3458//b2741//b3723//b4367//b3603//b1546//b3223//b0782//b0979//b4313//b1902//b1852//b0615//b0820//b2107//b4293//b1498//b3321//b3330//b2232//b1738//b3957//b4039//b2943//b3934//b3940//b4670//b0368//b4290//b2802//b2728//b0460//b2913//b1220//b1379//b4002//b3438//b4397//b1608//sroD//b1883//b1389//b1226//b3404//b3961//b3940//b4392//b3749//b4034//b4131//b0183//b1511//b0463//b3806//b4123//b2764//b3708//b2503//b1890//b3869//b4123//b1528//b2290//b2707//b3542//b0517//b1008//b1818//b1335//b0038//b4010//b2913//b2211//b2852//b2310//b3806//b2197//b0367//b3531//b2197//b2029//b1671//b0904//b0430//b0396//b4237//b4431//b2755//b1011//b3172//b0621//b1736//b0774//b0728//b0177//b4070//b4393//b0180//b4019//b2963//b1396//b3393//b2417//b2588//b1002//b2152//b2579//b3170//b4392//b2731//b2297//b3927//b1671//b4003//b4015//b1671//b4016//b3509//b4314//b1734//b3221//b1715//b2800//b1817//b1015//b0677//b4002//b0929//b2997//b3116//b4671//b3241//b0782//b4399//b2306//b3134//b2588//b2374//b3231//b0198//b3672//b2503//b3231//b3581//b1023//b0934//b1421//b2372//b2344//b2990//b4075//b1587//b1890//b1337//
ChbR-Monoacetylchitobiose-6P	b4401//b1518//b1540//b4024//b2277//b3588//
CpxR-Phosphorylated	b2993//b2241//b1012//b1036//b4320//b2916//b1748//b3453//b3939//b1532//b2631//b1298//b2279//b1338//b4266//b3616//b2146//b0378//b3242//b3960//b1921//b2417//b1857//b2309//b2201//b0589//b2481//b0351//b2723//b1886//b3578//b1743//b3942//b1220//b3438//b0330//b3277//b1398//b4242//b3127//b0826//b1713//b1679//b1852//b2076//b4154//b4401//b0937//b4115//b2731//b1042//b0189//b4013//b2143//b3852//b4239//b1973//b2196//b1272//b0894//b0191//b1397//b1781//b4093//b0683//b0366//b4381//b3172//b2764//
CreB-Phosphorylated	b3414//b1748//b0765//b1223//b0168//b3424//b0606//b4173//b2415//
CueR-Ag	b0784//b0432//b2487//b1132//b2213//b0953//b2590//
CueR-Cu+	b0863//b1883//sroD//b2341//b3758//b4265//b0036//
CuerR-Au	b1338//b4309//b2424//b0975//b1023//b2609//b4102//
CusR-Pasp	b0575//b2406//b4123//b3454//b0207//b0221//b2202//b3668//b4104//b2095//b0573//b3588//
CynR-Cyanate	b3564//b2284//b1858//b1658//
CysB-N-acetyl-L-serine	b3845//b1210//b2485//b4367//b3617//b0152//b0605//b0124//b3903//b1396//b2470//b1007//b4315//b1322//b1498//b2710//b3616//b2284//b2482//b3237//b3530//b3567//b3332//b4293//b2660//b1713//b2852//b2500//b2313//b0430//
CysB-O-acetyl-L-serine	b0311//b1611//b3510//b4314//b2963//b0368//b1393//b3611//b3393//b3608//b1744//b3939//b3758//b0334//b2669//b0617//b1591//b4376//b3317//b2287//b1817//b0590//b0311//b2415//b3616//b1036//b1517//b3261//b2195//b1655//b2754//
DcuR-Phosphorylated	b1302//b4326//b2367//b0755//b1781//b3533//b2838//b0440//b4671//
DnaA-ATP	b0337//b0726//b0201//b4054//b3572//b1132//b1016//b2709//b1670//b2499//b1612//b3319//
