#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2712//b0112//b3728//b3135//
AlaS-L-alanine	b0111//
AllS-allantoin	b2498//b3214//b2423//
AraC-L-arabinose	b1498//b4468//b4384//b2369//b4058//b0114//b3756//b4106//b2937//b3364//b0350//b1882//b1512//b2392//
ArcA-Phosphorylated	b0583//b0873//b0273//b0517//b2757//b1113//b1334//b1655//b3578//b2590//b3569//b3333//b3333//b1393//b2484//b1817//b3721//b0805//b0350//b4039//b0077//b1430//b1590//b3751//b1393//b4129//b3611//b1337//b3213//b3222//b4293//b3667//b0191//b0820//b1385//b0153//b4124//b4398//b2200//b3970//b3510//b0782//b4171//b3114//b0339//b2938//b3035//b3669//b0722//b0729//b0345//b4175//b1850//b0785//b3450//b4033//b2486//b4010//b1130//b2364//b3332//b1588//b0166//b3906//b4125//b3132//b2584//b4249//b3125//b0880//b2243//b1706//b3134//b3725//b3329//b0178//b2661//b2202//b0781//b0115//b3608//b3934//b4124//b0614//b1430//b2223//b3359//b3757//b0202//b4320//b2195//b1781//b0584//b2223//b2489//b3212//b2597//b2571//b0977//b3724//b0903//b0778//b0061//b0783//b2712//b0757//b0043//b0199//b3311//b0241//b3319//b2341//b3540//b2838//b1227//b3035//b1390//b1276//b0587//b3461//b4322//b0161//b0724//b2993//b2726//b3845//b1301//b0841//b0586//b2662//b4397//b4202//b1265//b0726//b3429//b1589//b4671//b2674//b4431//b1062//b1241//b1548//b1888//b2151//b1656//b3134//b2498//b0198//b1737//b0841//b4213//b0523//b2676//b2106//b0587//b3616//b3521//b2243//b2205//b3902//b3454//b1009//b3860//b0191//b3278//b0124//b4122//b1136//b4193//b3908//b2590//b1210//b4005//b0616//b3241//b2407//b2552//
ArgP-L-arginine	b2937//b0782//b0522//b3331//b0207//b3095//b2009//b3588//b4133//b1037//b2979//b3702//b4037//b0973//b0757//b3828//
ArgR-L-arginine	b0430//b2927//b4393//b0957//b3567//b3480//b4159//b3599//b2731//b1430//b2491//b1670//b2063//b3868//b2673//b0377//b2106//b2551//b4133//b2913//phnE_2//b3133//b2223//b2531//b3260//b1717//b0399//b2421//b0980//b2760//b1671//b3415//b0522//b3329//b0181//b3070//b2669//b2290//b3313//
AtoC-phosphorylated	b0365//b0112//b4355//b3092//
BaeR-Phosphorylated	b4309//b0353//b0152//b0864//b4062//b3037//b0678//b3868//
BirA-bio-5-AMP	b0605//b3509//b1221//b4416//b4032//
CRP-cAMP	b2713//b0516//b0587//b4266//b2993//b4317//b3164//b2996//b3365//b1882//b0584//b1430//b0111//b3076//b2570//b0335//b4319//b0124//b0622//b1337//b1737//b4266//b1265//b1024//b0168//b2803//b4699//b1042//b1611//b2199//b0975//b3453//b2840//b0440//b2489//b0684//b4194//b2993//b0572//b0976//b3870//b1683//b1042//b2465//b2705//b0622//b4637//b4441//b0931//b1207//b2716//b3458//b1907//b4292//b1613//b0591//b1300//b2942//b3759//b2278//b0928//b4406//b2728//b2730//b2306//b0197//b2964//b2469//b3831//b2488//b0683//b4705//b2211//b2429//b1492//b1612//b3757//b3456//b1798//b2961//b0241//b2559//b4309//b1782//b4016//b2077//b0462//b3455//b0350//b4289//b3671//b0342//b4399//b1713//b3583//b0886//b1205//b0907//b4069//b3688//b3096//b2710//b2964//b3958//b2297//b1009//b4320//b3164//b0759//b3366//b2407//b3581//b2465//b0348//b1513//b0557//b0367//b0765//b1515//b0778//b2242//b1982//b2617//b0032//b3610//b1247//b3417//b0896//b0574//b4153//b0996//b0035//b2243//b1818//b3167//b3830//b4034//b3970//b2584//b1021//b2200//b2707//b3616//b0945//b4139//b0463//b1336//b3521//b3429//b1810//b2751//b1673//b0904//b3617//b3077//b0907//b2151//b2200//b1008//b0033//b2151//b1987//b0346//b1296//b4233//b0765//b0240//b1858//b0152//b2507//b3940//b1012//b3461//b3753//b0151//b2221//b0429//b2430//b3458//b1621//b3114//b3457//b4319//b1421//b2241//b0390//b3452//b4438//b2666//b3599//b3870//b0451//b0039//b4175//b2763//b1021//b0783//b1514//b0522//b3608//b1782//b2750//b3759//b1674//b3726//b3356//b0720//b0861//b4131//b2498//b0616//b2374//b0400//b0805//b3095//b0334//b0591//b0523//b0113//b1818//b0112//b3413//b0080//b0152//b1395//b0679//b1846//b1656//b3359//b4015//b1300//b2092//b1594//b4233//b0733//b2964//b0311//b1704//b0330//b1907//b4237//b4092//b1706//b3165//b4054//b0522//b1528//b3275//b2912//b1222//b0606//b3582//b4039//b3543//b3846//b2215//b1587//b1852//b2234//b0273//b2196//b1334//b4174//b1109//b4018//b0908//b0617//b0975//b0557//b4291//b4104//b1540//b0675//b3565//b4032//b2234//b4005//b3828//b2995//b1500//b2194//b0199//b2600//b0064//b4153//b3265//b0118//b0389//b3970//b0972//b3076//b2276//b2296//b0112//b3312//b0032//b3359//b3416//b2482//b1037//b1040//b3441//b3071//b4310//b3701//b2068//b2759//b0336//b3116//b1043//b1243//b2904//b3854//efeU_2//b3609//b1886//b1302//b4122//b1389//b1335//b0928//b2707//b1225//b0933//b1222//b4476//b1904//b3543//b2704//b2492//b4200//b2291//b4599//b2800//b1714//b1476//b2500//b3611//b3860//b1738//b1037//b3968//b2728//b3708//b1589//b3318//efeU_2//b3772//b1476//b4172//b3005//b3167//b3751//b4139//b2799//b1265//b3049//b2531//b3414//b1002//b0335//b3134//b0895//b3568//b2208//b3076//b1732//b1530//b3311//b3449//b1514//b0974//b0331//b1818//b2278//b0597//b1779//b2720//b3511//b4592//b0929//b0887//b3771//b0124//b2804//b3273//b4592//b3311//b2290//b3123//b3569//b2483//b2528//b4426//b2980//b0440//b2417//b3037//b3165//b4310//b0676//b3006//b3671//b0573//b3242//b0587//b4132//b0461//b0183//b2852//b4376//b1010//b3709//b1243//b2146//b2758//b0979//sroD//b2485//b1987//b3363//b1492//b3114//b0676//b1132//b3478//b3113//b3006//b1537//b3750//b0199//b4154//b4123//b2469//b1611//b3453//b4511//b0152//b4153//b4319//b2276//b0190//b2926//b2085//b1891//b2666//b2085//b0182//b2232//b3828//b0111//b1900//b1892//b2669//b3970//b4242//b1321//b4671//b2366//b1337//b0388//b3855//b1821//b0594//b3542//b0342//b0296//b0411//b0116//b0615//b2758//b2804//b1338//b1113//b4317//b0192//b3410//b2223//b0205//b2075//b3415//b3273//b1384//b3164//b2726//b3404//b2231//b2911//b4316//b0112//b3565//b1761//b2223//b0032//b0980//b0805//b0180//b0591//b0974//b1781//b3450//b0763//b1022//b2068//b3564//b4311//b0619//b2706//b0782//b1038//b2728//b4187//b2852//b2990//b1475//b0756//b1036//b4354//b0820//b1547//b3575//b2093//b2705//b3938//b3773//
ChbR-Monoacetylchitobiose-6P	b2407//b3726//b4018//b3274//b3405//b3457//
CpxR-Phosphorylated	b3330//b0841//b0975//b3476//b0566//b3272//b3604//b2720//b4097//b1546//b1670//b3758//b2992//b3225//b3117//b0785//b4098//b3432//b1891//b4382//b2752//b0484//b0368//b4069//b0606//b3164//b2754//b1397//b4240//b1111//b0191//b3752//b2943//b1493//b0115//b3728//b4324//b2730//b1670//b1132//b2155//b1681//b1882//b2369//b0192//b1683//b2430//b0346//b2755//b3038//b3036//b3359//b3567//b3240//b4115//b4013//b2151//b2588//b2078//b4153//b1846//b1920//b2407//b3273//b1907//b1858//b3708//b2492//b1499//
CreB-Phosphorylated	b2476//ilvG_2//b4169//b2489//b2551//b2606//b3581//b3766//b3509//
CueR-Ag	b3903//b0886//b2965//b3266//b2375//b3326//b1617//
CueR-Cu+	b2498//b0166//b1300//b2992//b0722//b0679//b3394//
CuerR-Au	b3049//b2732//b1190//b3869//b3165//b0154//b4007//
CusR-Pasp	b2371//b3260//b0584//b1747//b4267//b3241//b1335//b1209//b3223//b2724//b3115//b4502//
CynR-Cyanate	b1475//b0399//b1892//b1885//
