#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2725//b4014//b3579//b2529//
AlaS-L-alanine	b0566//
AllS-allantoin	b2163//b2224//b4071//
AraC-L-arabinose	b4092//b1588//b0349//b1715//b2149//b0945//b4502//b0575//b0907//b3222//b3227//b1023//b2091//b3599//
ArcA-Phosphorylated	b0827//b1884//b0182//b3005//b1322//b1474//b2203//b1850//b2905//b2155//b1513//b3958//b0523//b1517//b3227//b4233//b1716//b2063//b2470//b2979//b1021//b1920//b3165//b3266//b2429//b1474//b3395//b2755//b2754//b2469//b4290//b0565//b3460//b4287//b0181//b3869//b2312//b2277//b1287//b3860//b2726//b2911//b2280//b0311//b1973//b3404//b4007//b2369//b4096//b2287//b3565//b2716//b3035//b2630//b1062//b1182//b0462//b0724//b1621//b1805//b2483//b1798//b3026//b4111//b3510//b3276//b1521//b2284//b3455//b0335//b3327//b3859//b2406//b3166//b0431//b1531//b3320//b2712//b3575//b1264//b0516//b1973//b4292//b2078//b1611//b3828//b0109//b1042//b0183//b3757//b3564//b2029//b4154//b4198//b4120//b1613//b0205//b1010//b2107//b4669//b2717//b4213//b0623//b4018//b0190//b3571//b1654//b1706//b1669//b0398//b2223//b3364//b0411//b2407//b3460//b4075//b0342//b3957//b4393//b4316//b1225//b4317//b1101//b0553//b3413//b2803//b3469//b3493//b3970//b3580//b4138//b2155//b0557//b0678//b4177//b0979//b0591//b0864//b2205//b0334//b3970//b3261//b3072//b3278//b3707//b2215//b3912//b0615//b0682//b3133//b3855//b4093//b1301//b3214//b1797//b2469//b4006//b3135//b1819//b1429//b1658//b4094//b1670//b3544//b3314//b1887//b3461//b0895//b2805//b1287//b4200//b1421//b1514//b3726//b4177//b3544//b2609//
ArgP-L-arginine	b2800//b2711//b4069//b1851//b4383//b4105//b4036//b2799//b3769//b0995//b0338//b1205//b3265//b1299//b4702//b0553//
ArgR-L-arginine	b0377//b3168//b4067//b3941//b3860//b0596//b4322//b2704//b2601//b3574//b0995//b2309//b1475//b4118//b1421//b3167//b1805//b2284//b4067//b3521//b4381//b2554//b1516//b4592//b3578//b0826//b1622//b0106//b1415//b3025//b4290//b2197//b1497//b2482//b2156//b1043//b0378//b2980//b2147//
AtoC-phosphorylated	b0080//b1062//b2075//b2659//
BaeR-Phosphorylated	b2553//b3772//b3116//b3312//b4702//b0347//b3771//b1593//
BirA-bio-5-AMP	b4058//b2731//b1127//b1497//b2992//
CRP-cAMP	b2313//b4324//b4287//b0937//b3461//b2415//b4132//b1613//b1814//b2754//b4400//b1512//b4139//b0351//b0979//b3478//b0679//b3511//b1611//b1781//b3438//b3242//b2994//b3404//b3453//b0273//b3721//b2406//b3543//b1209//b3688//b2213//b3750//b3127//b1901//b0557//b0826//b2372//b4099//b1857//b4132//b3367//b3481//b1970//b2481//b2286//b3960//b3114//b1886//b1736//b4063//b0202//b2507//b2751//b0826//b2492//b1620//b4451//b2927//b1901//b2421//b3416//b3095//b1518//b1390//b1548//b4323//b1797//b0345//b3453//b4125//b0042//b0593//b0587//b3454//b2279//b1818//b0726//b2726//b3508//b2663//b2991//b1475//b1805//b2617//b3701//b4095//b4092//b3037//b3564//b1302//b3906//b0618//b0123//b1338//b4000//b3603//b2759//b2763//b2306//b0366//b1272//b0201//b1226//b2195//b2470//b2676//b0515//b3668//b1594//b2588//b3906//b1300//b4241//b1611//b0565//b1780//b3221//b4705//b1190//b3961//b0978//b0517//b3531//b1658//b3236//b3172//ilvG_2//b0583//b3221//b0756//b3414//b0975//b2717//b0151//b0973//b2406//b4005//b0240//b1780//b1263//b0313//b2730//b0907//b3005//b4003//b4213//b2243//b2674//b4291//b4233//b3037//b1421//b1429//b4239//b1747//b3575//b2759//b3845//b3851//b1512//b3449//b2530//b1674//b2630//b0758//b2096//b0959//b0338//b0461//b0113//b2927//b4319//b2221//b2942//b3093//b1593//b0063//b2243//b0523//b1518//b1476//b0042//b0204//b3317//b2942//b1275//b0764//b3708//b3006//b2730//b2912//b2957//b3722//b1889//b0826//b1264//b2222//b4132//b1421//b0574//b2868//b0203//b4067//b3578//b3724//b0110//b2282//b3331//b2560//b0106//b1111//b0064//b0863//b1492//b3753//b0784//b2234//b1391//b1111//b3240//b0928//b0593//b4438//b1805//b1609//b1859//b0675//b3327//b4069//b0313//b4321//b2284//b4068//b2606//b0048//b2662//b0313//b4392//b4398//b2470//b4381//b1590//b4101//b1394//b0192//b0113//b1907//b4406//b0827//b4241//b0311//b1109//b2712//b2730//b2207//b0862//b3356//b2597//b1015//b1338//b3611//b1669//b0759//b0411//b0154//b3667//b0040//b3666//b1670//b2211//b3172//b0553//b2709//b0451//b4039//b0044//b3227//b3544//b1222//b4152//b2488//b1334//b0411//b2725//b2484//b3316//b1415//b1299//yegZ//ilvG_2//b2285//b1513//b1884//b4094//b3906//b4319//b1492//b4016//b1851//b1748//b4431//b3726//b3902//b0399//b0062//b3416//b4200//b3851//b4013//b1902//b0183//b3927//b2063//b3127//b4471//b0620//b2490//b4039//b0203//b0894//b3726//b4599//b3458//b3441//b0166//b1209//b2235//b1517//b0974//b3424//b3583//b3575//b3224//b0614//b1973//b4009//sroD//b4406//b3605//b4096//b4032//b1207//b4384//b4450//b3926//b3940//b0063//b0184//b4401//b3481//b1109//b2671//b1476//b1532//b0929//b2242//b3225//b0522//b3565//b2341//b1747//b1859//b2205//b0388//b0350//b3025//b3904//b2758//b3224//b0044//b2370//b2702//b0462//b0365//b3830//b0782//b3057//b3532//b3750//b1023//b2208//b1338//b1208//b0451//b2077//b2580//b1781//b0895//b2721//b1519//b2428//b4005//b2205//b0351//b1021//b2206//b1390//b3908//b1748//b0432//b0973//b2291//b0109//b0344//b2486//b3667//b2715//b2609//b1264//b3328//b0678//b0153//b4431//b3333//b2759//b2630//b4153//b1885//b0201//b2068//b4468//b2992//b1900//b3567//b2344//b0903//b0574//b0734//b2584//b3212//b2286//b3758//b2671//b3324//b0933//b0995//b4315//b0043//b2075//b4382//b2609//b2276//b2962//b3413//b1819//b0367//b1224//b3531//b1398//b2200//b1102//b2979//b1892//b3321//b3853//b3036//b2204//b0933//b2535//b2590//b4320//b1261//b1474//b3266//b1590//b3959//b1819//b4202//b3365//b1611//b2464//b3605//b0571//b2904//b0113//b3170//b2213//b0063//b2962//b2491//b3727//b3604//b2708//b0588//b3161//b2579//b0312//b1244//b3334//b0684//b3223//b0570//b3940//b2758//b0461//b0311//b2675//b2720//b4506//b1511//b2364//b2476//b1819//b4467//b4069//b2659//b4009//b2531//b3277//b0904//b1616//b3575//b0221//b3393//b2528//b2207//b0783//b2905//b3321//b0064//b0594//b3213//b4209//b0333//
ChbR-Monoacetylchitobiose-6P	b3666//b4106//b1024//b2375//b0207//b0450//
CpxR-Phosphorylated	b4401//b0191//b3864//b2923//b3831//b3588//b0345//b4173//b1532//b0754//b0032//b0399//b3072//sroD//b4451//b0615//b2764//b3829//b0034//b3566//b1212//b0463//b0337//b3905//b4322//b1207//b0613//b2392//b2911//b1501//ilvG_2//b1905//b4014//b3408//b0605//b1334//b3701//b3171//b3221//b4054//b3172//b0756//b0191//b1973//b3859//b1621//b2094//b2487//b4119//b0583//b3566//b0296//b1398//b3702//b1798//b2580//b1212//b4511//b1041//b3728//b0461//b1826//b4441//b3449//b3095//b2150//b3609//b4171//b3393//
CreB-Phosphorylated	b4233//b2310//b2725//b3451//b2980//b0757//b0583//b3480//b2085//
CueR-Ag	phnE_2//b1810//b0201//b2720//b1921//b3356//b2490//
CueR-Cu+	b2094//b2964//b2148//b3667//b0565//b4035//b2223//
CuerR-Au	b2489//b2308//b3222//b2719//b1324//b3005//b4393//
CusR-Pasp	b1518//b3912//b2730//b2107//b1243//b2614//b0935//b2364//b4451//b4354//b3164//b0273//
CynR-Cyanate	b4139//b2481//b0959//b0180//
CysB-N-acetyl-L-serine	b0619//b0152//b0755//b1385//b2725//b3321//b0602//b0615//b2994//b4132//b3941//b0192//b3707//b1890//b1594//b2760//b1297//b3260//b2614//b2551//b2091//b0684//b3600//b1492//b3457//b3455//b3437//b1818//b2528//b0340//
CysB-O-acetyl-L-serine	b2573//b1670//b3575//b0777//b3579//b2666//b3908//b4290//b4013//b3543//b3521//b4313//b2428//b3242//b2584//b2912//b3393//b2711//b3212//b1514//b4094//b3333//b4314//b1264//b4173//b4170//b2742//b2221//b1988//b3510//b3404//
DcuR-Phosphorylated	b2093//b0064//b1497//b2375//b1744//b2483//b2215//b2106//b0826//
