#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2583//b1546//b3458//b4671//
AlaS-L-alanine	b2965//
AllS-allantoin	b2202//b3957//b1859//
AraC-L-arabinose	b3772//b3759//b3169//b4019//b4398//b3461//b2148//b0150//b2407//b0755//b1209//b0451//b4193//b2074//
ArcA-Phosphorylated	b1016//b2927//b0721//b2617//b0403//b2079//b0153//b2222//b4397//b1881//b4467//b0583//b2421//b1474//b0976//b2425//b0864//b3324//b4355//b0313//b3077//b2905//b4239//b0621//b4202//b2579//b2074//b0594//b1734//b3275//b2206//b3530//b0618//b1982//b2707//b2476//b2673//b1540//b0389//b3331//b4075//b3452//b3480//b4323//b1226//b4311//b0038//b2224//b1210//b3469//b4059//b3441//b1621//b3907//b0036//b4054//b3511//b0166//b0589//b1735//b2171//b4152//b3365//b2660//b2674//b3008//b3758//b3615//b0617//b2597//b2818//b3577//b1901//b2529//b4008//b4209//b2509//b3769//b3781//b1674//b2077//b4062//b3416//b1798//b0841//b2370//b0113//b2597//b4567//b1743//b2486//b3026//b0197//b1212//b1224//b2371//b0945//b4133//b1043//b3368//b4075//b2151//b0344//b3356//b0397//b4168//b1256//b2243//b3941//b4099//b0758//b1814//b0880//b1212//b4098//b1714//b2206//b2912//b3169//b4354//b3579//sroD//b2992//b2707//b2570//b3608//b0814//b1680//b3095//b1261//b1112//b0616//b3940//b0683//b4071//b0583//b2713//b2281//b3313//b2485//b0314//b2903//b3224//b3461//b1208//b2291//b0108//b3070//b3328//b3477//b2485//b2150//b2728//b3126//b1207//b0764//b1733//b0038//b3610//b2553//b2149//b3169//b0365//b2741//b3530//b2424//b3971//b0378//b3957//b0296//b2241//b1002//b3363//b3449//b3902//b2151//b3601//
ArgP-L-arginine	b2990//b2364//b3169//b1716//b1515//b4195//b3273//b3134//b2591//b4213//b1393//b2485//b0723//b1590//b1622//b1516//
ArgR-L-arginine	b3753//b0118//b0996//b1921//b3318//b1226//b2236//b1747//b2961//b2923//b3758//b2283//b2151//b2152//b0841//b0929//b1528//b1260//b0388//b3603//b2673//b2965//b4467//b3960//b4426//b3240//b2488//b2990//b3906//b0032//b2236//b3580//b0774//b4326//b2281//b0782//b3091//b2507//b0782//
AtoC-phosphorylated	b3092//b1907//b4317//b3769//
BaeR-Phosphorylated	b0038//b3830//b0124//b2429//b3132//b0784//b2476//b1482//
BirA-bio-5-AMP	b0903//b0589//b4120//b2200//b4035//
CRP-cAMP	b4382//b2992//b3582//b1528//b4702//b2309//b3709//b1718//b2923//b2481//b4151//b2197//b0589//b0676//b3864//b4249//b0020//b3432//b3037//b3700//b4124//b2196//b4104//b0729//b1706//b1859//b2676//b3493//b0620//b3571//b3604//b4059//b2423//b3169//b3615//b1892//b4265//b2279//b0221//b0618//b1817//b2718//b1492//b1738//b2705//b1498//b0348//b3223//b4129//b1518//b4105//b2722//b0887//b0907//b3408//b0336//b2559//b0034//b2152//b4067//b4355//b3071//b1252//b3071//b1002//b1609//b4416//b0517//b2609//b2961//b1612//b1127//b4426//b4003//b0273//b0365//b2421//b1129//b3564//b0606//b0886//b0063//b2212//b2757//b3926//b3326//b1264//b2916//b2676//b0345//b3852//b3169//b0178//b3927//b3359//b1102//b1719//b1712//b0517//b3461//b1112//b2285//b3330//b2709//b4702//b2804//b2752//b1680//b4168//b1540//b2663//b3830//b1905//b3450//b2147//b1746//b0574//b0756//b1207//phnE_2//b4002//b2297//b3451//b1881//b3123//b0592//b0177//b3432//b3869//b0928//b0339//b4063//b1246//b1247//b0033//b0429//b3241//b0904//b3261//b1798//b2481//b0125//b2711//b3565//b1301//b0997//b4154//b2741//b0777//b4393//b3168//b2483//b3317//b0151//b3416//b3845//b0572//b0880//b2232//b2469//b2995//b3321//b2706//b0683//b3096//b1222//b2430//b0061//b3118//b4099//b1300//b2243//b0352//b1672//b4073//b0886//b4266//b0190//b2171//b0564//b2366//b0997//b3707//b1734//b1322//b0996//b3938//b3599//b3528//b3934//b3072//b2840//b1002//b2231//b3321//b0887//b4202//b3331//b2708//b3424//b1395//b3688//b1043//b2278//b3317//b3035//b1297//b2241//b1900//b3541//b0620//b3542//b3091//b1038//phnE_2//b4131//b2476//b3969//b2076//b3356//b4431//b1475//b1670//b1682//b0112//b4241//b3702//b3438//b0166//b1852//b2756//b4160//b1589//b2307//b2607//b3240//efeU_2//b0995//b3580//b1247//b0460//b4322//ilvG_2//b2710//b3758//b0723//b2489//b4233//b2509//b2551//b2306//b4451//b3575//b3429//b0616//b3911//b2369//b0595//b2076//b3911//b3460//b3481//b0683//b0114//b4209//b0108//b1396//b2096//b3701//b1321//b2852//b2764//b0880//b1391//b1041//b1781//b2588//b0557//b2308//b0161//b0344//b0934//b4070//b4502//b2095//b2559//b2805//b1112//b1704//b3164//b4637//b1015//b2464//b4198//b2497//b0564//b1747//b3318//b2571//b0192//b1850//b4125//b1817//b3330//b4265//b1243//b0596//b2916//b3571//b4019//b3072//b2666//b0203//b3564//b0614//b1735//b4400//b4392//b3601//b2280//b3324//b0573//b3700//b0683//b1515//b3806//b1528//b1209//b0557//b3605//b1275//b3311//b1902//b4698//b0934//b1683//b3604//b0684//b0523//b1620//b2213//b1387//b0895//b3135//b3213//b0461//b2963//b1532//b0515//b0616//b2372//b4111//b2535//b1241//b2866//b0020//b1622//b3324//b2676//b4119//b3904//b0441//b2964//b3854//b3510//b2313//b3469//b0116//b3864//b3335//b3769//b1821//b1621//b2716//b4502//b1712//b3668//b3904//b4111//b2375//b2707//b2751//b3332//b4187//b2601//b3410//b0061//b1590//b4313//b4239//b4000//b0077//b3227//b2709//b0928//b1988//b1222//b0959//b4129//b3616//b1658//b0953//b2600//b2284//b0367//b2198//b1392//b1023//b3774//b2063//b0484//b3424//b3333//b2617//b3911//b3509//b3480//b3609//b3035//b2280//b1779//b4309//b3081//b2029//b0428//b0044//b0754//b1322//b3906//b3941//b2095//b0723//b4354//b3906//b2344//b2476//b1335//b2107//b1888//b1591//b3071//b2288//b4323//b1737//b4197//b4139//b0575//b0976//b2092//b3312//b1020//b0398//b0620//b2704//b2063//b2708//b3037//b3771//b2497//b0575//b1514//b3237//b3521//b2093//b3449//b1517//b1208//b2342//b3831//b0151//b1745//b0784//b0862//b2579//b0124//b4401//b0341//b0587//b1718//b4054//b3845//b0429//b4009//b3416//b2675//b4006//b0411//b0675//b1818//b1609//b3571//b2716//b0450//b3599//b4502//b1547//b4175//b2276//b4315//b0061//b0432//b2231//b4376//b0675//b0602//b2660//b2489//b3037//b4058//b4242//b2367//b2705//b2756//b0335//b2799//b1819//b1043//b3769//b3828//b4037//b2590//b1796//b0860//b4401//b0388//
ChbR-Monoacetylchitobiose-6P	b0727//b3405//b3941//b2470//b2224//b0451//
CpxR-Phosphorylated	b1746//b0123//b2551//b4321//b3429//b2204//b1207//b2490//b2153//b3276//b3324//b4384//b0757//b2211//b1160//b1540//b1323//b3670//b0814//b4170//b0595//b0874//b0676//b1858//b2207//b2553//b0826//b3070//b3261//b4054//b2236//b2741//b3853//b3912//b4036//b1212//b3332//b3751//b3320//b4194//b2560//b2374//b1518//b2840//b1131//b3493//b4120//b1301//b0778//b1024//b0976//b1062//b2153//b4159//b3207//b3961//b1300//b1335//b3773//b4074//b1038//b1654//b0109//b1136//b1224//b2416//b2344//b1512//b0340//
CreB-Phosphorylated	b4133//b0676//b2482//b2414//b1297//b3476//b3236//b0044//b1982//
CueR-Ag	b0192//b1683//b3214//b0077//b3770//b2470//b2009//
CueR-Cu+	b2079//b2716//b1717//b0350//b0398//b4313//b3576//
CuerR-Au	b3544//b1475//b4018//b3441//b4069//b3970//b2308//
CusR-Pasp	b1587//b1322//b4153//b0345//b1621//b1704//b3312//b2752//b1262//b3367//b3125//b0156//
CynR-Cyanate	b1716//b3325//b4326//b2068//
CysB-N-acetyl-L-serine	b1476//b3425//b0594//b1714//b0557//b2150//b2429//b4009//b2535//b2722//b3214//b0880//b1859//b2852//b2469//b1744//b0384//b3541//b3261//b2093//b0618//ilvG_2//b3907//b3709//b0111//b2942//b1021//b3863//b2366//b2236//
CysB-O-acetyl-L-serine	b0723//b4099//b2925//b0344//b1296//b0112//b1970//b1227//b1973//b0191//b0152//b1593//b4311//b2756//b4233//b3311//b1395//b1301//b2148//b1608//b2148//b4451//b0598//b0367//b1012//b4293//b4310//b0062//b3781//b4167//b2570//
DcuR-Phosphorylated	b1612//b1547//b0757//b1210//b0347//b3076//b0565//b2840//b0754//
DnaA-ATP	b1389//b4240//b3314//b2106//b0331//b3135//b0428//b2528//b1296//b3725//b2291//b1712//
DpiA-Pasp	b0388//b2803//b4705//b1022//b1597//b3751//b4202//b2600//b0347//b1902//b1189//
DsdC-D-serine	b3171//b2993//b2757//
EvgA-Phosphorylated	b4125//b2583//b2707//b0759//b2997//b0311//b1501//b1540//b1779//b1499//b0782//b4326//b0936//b1300//b1611//
FNR-Fe_reduced	b1324//b1102//b2208//b3724//b1252//b3577//b3940//b0190//b0591//b2372//b1712//b2759//b1613//b0388//b2483//b2076//b0734//b1007//b2486//b2942//b0565//b1393//b2993//b1222//b0313//b1039//b3960//b1482//b3334//b3363//b3415//b0168//b0383//b2617//b2916//b2369//b1817//b3072//b0113//b4070//b4007//sroD//b1302//b4240//b4599//b1744//b1513//b3868//b0078//b2093//b2867//b3766//b3331//b2344//b2553//b4171//b4399//b1706//b0390//b1109//b1297//b1546//b3860//b0107//b3759//b2751//b3426//b3610//b4160//b2499//b1716//b2702//b1857//b3577//b1384//b0591//b0907//b0377//b0814//b1499//b0345//b1796//b1546//b0390//b2570//b3669//b1518//b0111//b2342//b3426//b0351//b0204//b3853//b4233//b3670//b4115//b2310//b2197//b4013//b0154//b2415//b1182//b4119//b0077//b1852//b1719//b4392//b0931//b3057//b3135//b3700//b0461//b1243//b2987//b0682//b3576//b0862//b1302//b4663//b1717//b0679//b0333//b0108//b1385//b1127//b1796//b0874//b1683//b4003//b0598//b0784//b3723//b1042//b0929//b4006//b3604//b4139//b1039//b4073//b3276//b2994//b4154//b1654//b4287//b2281//b2903//b3116//b3599//b4106//b4095//b1041//b4173//b1321//b0522//b3727//b0566//b2204//b2716//b1062//b0114//b3579//b4367//b3461//b3321//b3581//b3008//b3166//b1593//b0781//b0348//b1385//b1798//b1982//b3609//b1398//b3756//b1265//b0573//b4008//b0976//b0805//b4599//b1475//b0312//b4637//b4004//b2852//b4324//b0043//b4467//b0036//b4311//b3408//b3957//b3773//b3708//b2342//b2276//b2916//b2741//b3454//b0953//b0111//b2223//b2278//b3905//b3319//b1904//b2486//b1669//b0042//b2976//b3225//b2925//b0340//b1712//b0411//b2156//b4317//b3364//b4209//b2937//b2719//b3432//b3212//b0031//b1241//b4381//b0019//b1516//b2079//b2584//b0996//b2074//b2923//b3868//b4671//b3213//b1009//b1261//b3934//b0928//b3368//b1276//b3392//b4384//b3329//b4406//b3316//b0043//b4502//b2751//b1205//b0273//b4669//b4599//b1226//b2964//b4400//b4105//b0019//b1429//b4439//b4007//b2727//b2290//b4441//b0571//b4152//b3604//b2201//b3237//b0390//b3091//b0346//b0203//b3222//b1734//b2964//b3709//b0618//b2195//b2198//b0979//b2490//b2198//b4506//b3036//b1608//b3616//b4153//b4040//b3450//b1818//b2731//b1211//b2483//b0080//b1038//b3668//b1673//b3224//b0342//b3608//efeU_2//
FhlA-Formate	b2280//b4401//b0190//b3276//b3242//b3168//b0345//b0125//b0889//b1132//b3868//b3124//b0167//b3171//b0722//b3038//b1012//b3403//b1616//b0945//b1988//b2866//b0107//b3927//b2147//b4268//b3541//b4431//b1101//b1706//
FucR-L-fuculose-1-phosphate	b1892//b0841//b1890//b4099//b2297//b3828//b1797//
Fur-Fe2+	b4238//b4073//b2367//b3365//b1407//b1882//b4062//b3864//b0566//b2371//b1887//b2147//b0862//b4314//b3860//b3113//b0388//b1682//b4290//b0682//b1190//b0191//b1226//b3368//b1015//b0205//b2606//b1113//b3260//b4196//b0062//b2281//b0937//b3453//b3366//b4187//b1037//b1743//b2428//b2372//b1385//b2923//b3428//b3750//b2009//b1243//b4698//b1498//b2222//b2416//b2148//b3959//b1516//b0205//b4316//b0597//b4319//b4075//b2497//b2285//b3902//b1482//b0034//b3460//b3758//b2414//b0346//b2763//b3093//b0722//b2764//b0889//b3532//b1501//b0161//b3118//b2368//b0880//b2364//b3124//b2584//b2673//b1220//b3829//b3231//b4381//b2911//b1920//b0874//b0935//b4292//b3864//b0863//b4417//b0365//b1275//b0570//b3479//b2196//b4399//b3605//b3169//b0197//b2557//b1889//b1298//b4072//b0383//b2490//b3321//b4202//b4058//b4439//b1205//b3942//b0109//b4032//b4040//b1674//b2559//b1265//b3728//b1205//b3329//b4068//b1748//b3588//b0756//b3006//b1394//b1987//b4115//b3127//b3393//b4074//b1892//b1516//b0115//b4468//b3610//
