#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2374//b4093//b0734//b4016//
AlaS-L-alanine	b3425//
AllS-allantoin	b1680//b0411//b1130//
AraC-L-arabinose	b3025//b4013//b1779//b3753//b3438//b1671//b0937//b4288//b2507//b3127//b3609//b3727//b2486//b1921//
ArcA-Phosphorylated	b0596//b1430//b0202//b3477//b1587//b0034//b0397//b2535//b1016//b2490//b0431//b2079//b3540//b0596//b2662//b1324//b2482//b1430//b2483//b0517//b2926//b0896//phnE_2//b0586//b3071//b0619//b3616//b2719//b1530//b4015//b3583//b0204//b0041//b2503//b0553//b3925//b2570//b0564//b2911//b3124//b4314//b1826//b1474//b0118//b1641//b4160//b4169//b3542//b3576//b0889//b0178//b2485//b2240//b2617//b1010//b3265//b3617//b4174//b1597//b4310//b0181//b1396//b1805//b4175//b4058//b4669//b4383//b2371//b0998//b0063//b3727//b0338//b3161//b2153//b1109//b1398//b3272//b0042//b1012//b1669//b0061//b4072//b0037//b1512//b2342//b2818//b3207//b3700//b4326//b2962//b1988//b1548//b0041//b4237//b1905//b0411//b3117//b2291//b0727//b0178//b0430//b1588//b0078//b3076//b1921//b1982//b3077//b1040//b0109//b3773//b2552//b3359//b4018//b2572//b4320//b1398//b3750//b3750//b3667//b2310//b1225//b1260//b1397//b1781//b1615//b0450//b0515//b4033//b2107//b4202//b2996//b0812//b0880//b3241//b4118//b4202//b0995//b4106//b2757//b4702//b1617//b3969//b4118//b1474//b4151//b1501//b4426//b0431//b2709//b0575//b3409//b4033//b3404//b1547//b0523//b1205//b0032//b3461//b2994//b0048//b3479//b0623//b1712//b4197//b1002//b2727//b1006//b1011//b1987//b3969//b0721//b1190//b1591//b3830//b3971//b2499//b2421//
ArgP-L-arginine	b3566//b2309//b1922//b0679//b0342//b3863//b4315//b1641//b2290//b0389//b4393//b0827//b0681//b3327//b3318//b4063//
ArgR-L-arginine	b2096//b2375//b4129//b1887//b0198//b3831//b3911//b2987//b2213//b0683//b0522//b3752//b1109//b4406//b0757//b1415//b0907//b3395//b1528//b0953//b2231//b1611//b3583//b1205//b1037//b2096//b3318//b4468//b0928//b3242//b2965//b2497//b4036//b4318//b4406//b0061//b0819//b0190//b3424//
AtoC-phosphorylated	b3911//phnE_2//b0937//b2903//
BaeR-Phosphorylated	b1658//b3278//b3608//b0347//b2393//b4401//b4138//b0296//
BirA-bio-5-AMP	b1338//b2242//b2096//b4702//b2589//
CRP-cAMP	b2925//b2800//b2223//b1655//b2979//b0166//b4320//b2231//b4671//b2617//b4034//b3241//b1717//b1301//b0345//b3430//b2241//b4313//b1782//b0819//b1716//b2661//b2077//b1761//b1265//b4439//b2557//b3566//b0602//b0156//b3037//b1415//b0676//b2530//b2551//b3134//b2310//b1010//b4441//b4098//b1818//b4254//b0048//b3333//b3225//b0722//b2573//b0953//b2583//b2313//b2224//b0934//b2923//b1814//b4172//b2912//b3702//b1682//b1415//b4174//b1160//b4201//b3615//b3583//b2497//b3171//b4099//b1190//b4058//b4288//b0814//b1109//b3773//b3260//b3528//b0980//b0184//b2708//b3542//b4070//b1669//b1656//b0353//b2407//b1780//b2155//b0347//b2484//b2579//b3579//b0430//b1515//b2584//b3366//b1902//b4398//b3393//b0619//b1476//b1042//b1594//b3438//b2942//b2606//b3511//b0957//b0977//b3727//b3611//b4441//b3907//b3724//b1814//b0460//b3170//b1779//b1609//b3320//b0861//b4099//b1988//b1208//b3394//b4170//b3395//b3038//b3457//b0583//b2590//b1429//b3604//b1335//b3579//b2312//b3453//b3854//b0180//b2306//b4037//b4005//b3408//b4268//b3441//b3364//b0431//b1397//b2713//b4159//b2085//b1737//b1245//b3426//b0156//b1987//b3324//b0764//b0441//b2309//b4399//b0377//b3541//b3938//b3576//b0959//b0037//b3278//b3417//b0033//b2903//b3852//b1540//b0784//b2758//b0758//b2715//b3265//b2662//b1498//b3405//b3722//b2904//b2661//b1732//b0183//b0933//b4592//b3958//b3853//b3408//b1500//b1548//b0933//b1715//b0428//b3437//b3315//b4316//b0338//b4310//b3311//b3314//b1907//b1658//b0342//b1817//b1613//b0313//b1748//b2307//b3670//b4159//b1241//b1038//b1888//b0339//b0020//b3364//b3574//b2997//b2904//b2580//b1497//b1392//b0161//b2704//b2804//b3225//b1499//b4073//b1588//b3026//b3223//b4237//b3759//b0197//b1713//b1519//b2762//b2312//b1265//b3610//b0330//b0078//b3580//b0621//b0183//b0118//b4125//b3134//b2231//b0040//b3237//b0333//b1389//b3261//b0973//b0043//b1016//b0189//b1590//b0349//b3326//b3903//b1020//b0678//b3939//b2763//b1612//b3317//b0168//b3806//b1922//b0591//b3926//b2912//b4193//b1826//b0350//b0523//b1609//b2224//b2424//b1547//b0368//b4094//b1260//b1672//b2762//b2601//b2485//b1817//b3722//b2726//b3493//b2288//b3845//b4092//b4265//b1407//b2705//b0484//b2277//b1852//b3511//b0184//b0344//b2703//b4201//b0336//b0166//b2489//b4451//b3479//b4097//b4201//b2741//b0349//b1797//b0080//b2152//b4036//b1922//b3702//b1407//b1208//b0019//b3481//b4170//b3940//b2718//b3601//b4198//b0151//b3161//b2723//b2063//b2499//b0106//b2234//b0064//b4075//b4096//b0571//b3528//b4119//b1819//b4476//b0734//b2491//b0620//b3118//b3568//b0998//b2147//b1716//b0959//b2597//b1016//b1901//b0862//b1857//b0312//b4669//b3934//b0116//b3450//b2344//b3225//b1850//b2288//b4202//b4018//b0388//b0201//b2235//b3667//b4062//b0340//b4438//b1744//b4007//b1287//b2727//b0463//b2148//b1009//b3212//b0342//b0311//b1902//b0729//b2925//b2309//b4311//b1613//b2866//b1718//b3091//b1222//b0440//b1245//b1391//b0978//b2583//b3278//b1891//b3828//b1042//b0182//b3392//b1002//b2976//b2234//b2852//b1397//b0377//b2222//b1336//b3957//b2674//b4152//b3331//b3938//b4122//b0590//b3540//b3227//b2937//b0197//b3723//b3437//b4702//b3437//b4355//b3035//b1712//b2370//b4058//b1208//b0080//b2803//b0928//b3368//b0678//b2802//b2600//b2676//b2671//b3276//b4392//b4167//b2713//b1385//b3469//b0368//b3540//b3169//b4072//b2841//b2482//b2372//b1227//b3533//b2957//b0896//b0314//b0778//b2482//b4079//b3530//b0346//b2731//b2996//b1024//b3700//b0037//b1850//b4067//b1846//b1888//b1225//b1189//b4005//b4058//b2659//b0463//b0622//b0036//b0184//b1656//b0343//b4102//b3957//b3521//b4133//b2490//b0061//b0351//b2838//b1210//b3469//b2148//b3940//b3225//b0929//b2728//b2992//b1531//b1719//b0190//b1297//b0340//b2535//b4702//b0784//b0733//b4003//b4119//b2727//b2490//b0383//b3452//b4004//b4314//b4073//
