#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b1223//b1714//b3770//b2528//
AlaS-L-alanine	b3668//
AllS-allantoin	b4197//b3771//b0350//
AraC-L-arabinose	b4316//b4193//b1733//b0349//b2697//b2277//b1040//b1225//b1010//b3959//b0043//b0108//b3521//b0429//
ArcA-Phosphorylated	b0785//b1781//b4106//b0754//b2231//b4058//b4002//b2290//b2732//b1733//b3456//b4106//b4319//b2202//b1221//b4239//b2607//b1392//b2601//b4698//b4401//b2146//b0931//b3582//b2590//b4131//b3325//b3461//b1430//b2151//b1704//b0574//b1885//b2197//b0973//b1887//b3605//b4239//b1020//b0183//b2760//b3572//b2913//b2375//b2311//b2215//b3566//b0429//b4506//b2286//b3583//b2590//b0114//b4131//b1674//b2800//b0887//b1681//b4399//b0995//b4068//b4004//b4071//b3132//b0400//b2203//b1851//b1519//b3902//b2077//b3367//b2009//b1296//b3124//b1482//b2597//b3274//b3008//b0889//b1608//b4393//b0156//b1384//b0111//b1850//b4169//b0463//b2155//b0934//b2964//b2197//b0765//b2597//b2029//b2600//b3864//b4506//b0118//b0191//b4172//b0365//b1905//b4097//b1241//b1335//b0042//b1010//b2107//b0019//b2063//b3425//b3438//b3902//b2365//b1111//b0107//b0862//b2483//b4010//b4416//b2149//b1904//b3860//b4138//b1301//b1208//b1397//b2148//b4592//b4264//b2147//b1882//b2758//b4115//b3166//b4173//b0366//b4092//b3367//b0523//b3409//b3542//b3328//b0720//b3214//b4169//b0819//b4101//b2938//b2106//b1590//b0344//b0682//b3321//b4203//b2407//b0342//b3312//b0384//b4416//b3603//b4367//b0623//b3236//b1747//b2723//b3413//b0031//b4288//b0620//b0953//b2029//b4399//b0032//b1672//b0928//b3855//
ArgP-L-arginine	b3395//b2370//b4382//b3846//b1226//b2937//b0564//b1002//b0043//b3037//b2075//b3829//b3240//b0335//b1392//b1321//
ArgR-L-arginine	b1207//b0764//b4160//b0557//b3941//b2799//b0181//b0313//b2963//b2282//b3115//b3331//b3599//b3859//b1396//b2370//b0522//b0595//b0198//b4125//b3408//b1302//b3934//b0763//b4384//b0523//b3133//b4209//b0388//b3037//b0116//b1617//b2415//b0378//b1210//b1746//b0805//b2224//b4376//
AtoC-phosphorylated	b1672//b3333//b1593//b2704//
BaeR-Phosphorylated	b3751//b2291//b3261//b3404//b2287//b2994//b4663//b0191//
BirA-bio-5-AMP	b0614//b0785//b3603//b0729//b3161//
CRP-cAMP	b2481//b2205//b4071//b2675//b2509//b0778//b4313//b2224//b2307//b4024//b4122//b3408//b3166//b3278//b2535//b1920//b2236//b2241//b2800//b1684//b2107//b0733//b1608//b0886//b4079//b1609//b2278//b1744//b2194//b3057//b4016//b0344//b4092//b1521//b0150//b4013//b3329//b0184//b0044//b3604//b1747//b2805//b1111//b2224//b1008//b3509//b0678//b2276//b1241//b4018//b0908//b3508//b4010//b3359//b2063//b2392//b2755//b2725//b4034//b0273//b3312//b2149//b0350//b3904//b4033//b3416//b1493//b2754//b3577//b1669//b4079//b4268//b2904//b4467//b3752//b3567//b3902//b2937//b2095//b3133//b3438//b4315//b2994//b3395//b0336//b2143//phnE_2//b3968//b0733//b3532//b3942//b4079//b1615//b0411//b2464//b0044//b0168//b2470//b0063//b4030//b4240//b2724//b4160//b3569//b2980//b2242//b1415//b3461//b3753//b2589//b2531//b4381//b4321//b4175//b1901//b2212//b2285//b4171//b4067//b2706//b1859//b2242//b4314//b2717//b2961//b2754//b2995//b2720//b1101//b4129//b3458//b4238//b3544//b1681//b1021//b4599//b2660//b4100//b2631//b2801//b1859//b4111//b2276//b0399//b3774//b0575//b0996//b1821//b0727//b3126//b3863//b1738//b0935//b1379//b0205//b1500//b3604//b0605//b0115//b0684//b1007//b4040//b4005//b2757//b4177//b3168//b0451//b2487//b0039//b0034//b0754//b1498//b1814//b2199//b4120//b3325//b3766//b2962//b0979//b2938//b2206//b0167//b2663//b3236//b1714//b3316//b2279//b1850//b2280//b0677//b1407//b0161//b0352//b2202//b3356//b1737//b0347//b1744//b0827//b1252//b2068//b4670//b1713//b1715//b0168//b0973//b0312//b4006//b2375//b0784//b4670//b0605//b4313//b4177//b2912//b2852//b1587//b1902//b2224//b0190//b2731//b0461//b1498//b3392//b3709//b4400//b3368//b0515//b0431//b2717//b2706//b2416//b3335//b1706//b1387//b1475//b0860//b0826//b2805//b0429//b2282//b3756//b2710//b1391//b3363//b2079//b3265//b1041//b2713//b1287//b0333//b1500//b0451//b2368//b2963//b1798//b2903//b3164//b3942//b2147//b1669//b2570//b0044//b1498//b3580//b3461//b1334//b1387//b2206//b3320//b2239//b4102//b0777//b4071//b2277//b2373//b0681//b2923//b2009//b2710//b2485//b4033//b2993//b2279//b1131//b2942//b4174//b1008//b0574//b2937//b3333//b0841//b2197//b0273//b4177//b1336//b2204//b1593//b4115//b3707//b2703//b2143//b4599//b3318//b3430//b3424//b0396//b3273//b2309//b0934//b2414//b0616//b1015//b2904//b1515//b2198//b3416//b1518//b0114//b1492//b2297//b2421//b4068//b1609//b3449//b4323//b3275//b2976//b2660//b2375//b1515//b2996//b2077//b4125//b2994//b2406//b3668//b0062//b2375//b2148//b0886//b2757//b2868//b1519//b4249//b0566//b0903//b0151//b4471//b0957//b0935//b2205//b0622//b2278//b1513//b4321//b2499//b3438//b0349//b4194//b1260//b1617//b2224//b0934//b2276//b1256//b1704//b1988//b4093//b4040//b0515//b4054//b3864//b4075//b0451//b2425//b2551//b2375//b1719//b1886//b2207//b2075//b3905//b3722//b3870//b3577//b0340//b3368//b3533//b2278//b1252//b1588//b0366//b1039//b2417//b3455//b2676//b4670//b0997//b3911//b3395//b1493//b1814//b3453//b1819//b0973//b3452//b3851//b1902//b0895//b1622//b2291//b3273//b2367//b2962//b2428//b2508//b2204//b4009//b1245//b1500//b3906//b2590//b3366//b0335//b3580//b0873//b0428//b3275//b3441//b2752//b3241//b0929//b2731//b2606//b3311//b3582//b2470//b2904//b0430//b2488//b2469//b0896//b0863//b1746//b2236//b4018//b2285//b1263//b2242//b4238//b0205//b0564//b0313//b3616//b1475//b4198//b3575//b0333//b1041//b4310//b3722//b4393//b0166//b0781//b2630//b4203//b4393//b1334//b0515//b0895//b0450//b4705//b3313//b3600//b1658//b0602//b3277//b3272//b1016//b0344//b1011//b0574//b2977//b1210//b3316//b2674//b1252//b4233//b1010//b0945//b1207//b0727//b2428//b3752//b4197//b3727//b0440//b2583//b2392//b1392//b0606//b2980//b4104//b3166//b2085//b3457//b1043//b3772//b1497//b1421//b3868//b4266//b4317//b3565//b4153//b1654//b2223//b1210//b3241//b0763//b3579//b3750//b2528//b0207//
ChbR-Monoacetylchitobiose-6P	b2291//b3905//b4441//b1617//b3117//b2283//
CpxR-Phosphorylated	b4354//b1881//b2674//b2867//b2724//b1396//b4104//b2151//b4289//b0383//b2283//b1252//b1394//b3170//b2852//b3451//b3367//b3540//b2942//b4326//b0596//b4451//b1130//b3724//b3095//b3582//b1429//b4467//b2721//b3167//b0755//b1227//b1715//b0995//b0678//b3456//b1684//b4669//b2904//b1658//b0615//b0573//b3752//b2497//b4195//b0678//b1987//b0827//b4290//b3540//b1810//b0678//phnE_2//b3608//b1901//b2726//b4118//b2009//b4354//b0311//b0313//b1513//b3077//b0450//b3753//b2417//b2751//b2927//b4036//
CreB-Phosphorylated	b2094//b3828//b1734//b4213//b1189//b4132//b0312//b4209//b2425//
CueR-Ag	b4592//b3942//b2075//b3460//b0573//b3566//b3453//
