#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3870//b0814//b0333//b3609//
AlaS-L-alanine	b3428//
AllS-allantoin	b3115//b4265//b2146//
AraC-L-arabinose	b3242//b0484//b1780//b3277//b0614//b3774//b3477//b3332//b3118//b2799//b1211//b3035//b2802//b0311//
ArcA-Phosphorylated	b1718//b1493//b2063//b3688//b4193//b1747//b3076//b2373//b3026//b0221//b4698//b2802//b4019//b3939//b1015//b3312//b1594//b0109//b3617//b4104//b0759//b2617//b4139//b0334//b1429//b0682//b2283//b1260//b1891//b3450//b1719//b3161//b0778//b0904//b1129//b2868//b3207//b3912//b1500//b1616//b4406//b0621//b0078//b4004//b3437//b0863//b3426//b0782//b2465//b0613//b3518//b2297//b2492//b3450//b2704//b3126//b1334//b1036//b2802//b2213//b4321//b0041//b0109//b1818//b4073//b3405//b4132//b0106//b3165//b0339//b1245//b1733//b3321//b3169//b3441//b0594//b3756//b3276//b1501//b1890//b2365//b0894//b1023//b1182//b4382//b2675//b0980//b3363//b4406//b4431//b0805//b3403//b0894//b3005//b1220//b0781//b4438//b3367//b0365//b1260//b3688//b2163//b0819//b3480//b1298//phnE_2//b3134//b2373//b4698//b0039//b3610//b0778//b0078//b4003//b2425//b2905//b1658//b1129//b2393//b3164//b1655//b0199//b0314//b2979//b2375//b1715//b2281//b3758//b0874//b2313//b4203//b2497//b1656//b0161//b4094//b1397//b3851//b3970//b2509//b4439//b3608//b4122//b4384//b1819//b0461//phnE_2//b1322//b2912//b3532//b2509//b2107//b0156//b2155//b4209//b3958//b4567//b1515//b4118//b3669//b1391//b2498//b0166//b3266//b3480//b0756//b2572//b1015//b0936//b0597//ilvG_1//b2091//b3510//b1111//b2063//b2707//b0516//b0116//
ArgP-L-arginine	b2341//b3123//b1819//b1492//b3394//b1988//b0205//b0571//b4034//b1514//b1007//b2428//b0115//b3666//b0062//b4288//
ArgR-L-arginine	b1613//b0339//b1299//b2801//b0588//b4381//b2905//b3708//b4392//b2096//b2669//b1518//b3415//b3277//b0622//b1296//b3902//b1857//b0123//b1704//b2239//b4315//b2029//b4439//b0078//b2927//b3081//b3166//b1617//b2976//b0886//b0037//b0350//b3135//b3049//b2741//b3453//b0587//b0110//
AtoC-phosphorylated	b0595//b3227//b4115//b1262//
BaeR-Phosphorylated	b3319//b0365//b4197//b2207//b2286//b2925//b0814//b0177//
BirA-bio-5-AMP	b3851//b0154//b1221//b1733//b0432//
CRP-cAMP	b4200//b0178//b2423//b2406//b1780//b3070//b0043//b1818//b0998//b1497//b0997//b2580//b0111//b1211//b3670//b1023//b1738//b2866//b0887//b3408//b0398//b3750//b4599//b4241//b0198//b2760//b0035//b0062//b0933//b0484//b2963//b1748//b3939//b0190//b2614//b3169//b1500//b1900//b2211//b0108//b1101//b2711//b0156//b1498//b0296//b0151//b4506//b1679//b4239//b1132//b2570//b1262//b2961//b1302//b3852//b4242//b3603//b3008//b2465//b1260//b4384//b4068//b1907//b2726//b1497//b3569//b0020//b4318//b1518//b2143//b1858//b0886//b1719//b1224//b3603//b3599//b2365//b0240//b1530//b0861//b1101//b2905//b4201//b0935//b2710//b2290//b3828//b3223//b0116//b3392//b0759//b2369//b4367//b0150//b2730//b1620//b0152//b2584//b2364//b0953//b3450//b0617//b0042//b4032//b1394//b2342//b0602//b4007//yegZ//b0151//b1904//b3907//b2029//b0114//b3461//b2980//b3392//b1039//b2147//b1475//b0775//b0039//b1680//b1262//b2551//b1245//b2425//b2202//b1733//b2344//b0977//b2528//b3508//b4264//b2912//b2802//b1850//b1062//b4194//b3773//b0515//b4567//b2674//b4233//b3567//b4106//b3333//b2222//b3530//b0758//b0061//b0590//b3902//b2489//b0622//b3583//b3829//b0880//b2614//b1241//b2553//b2489//b1670//b2868//b2730//b2961//b4322//b3959//b3845//b0995//b0390//b2196//b1622//b3006//b2702//b2234//b4054//b0976//b0152//b3528//b3425//b4193//b0048//b0515//b0622//b2148//b4406//b1857//b4326//b0880//b1393//b0620//b1528//b2093//b2926//b0039//b3425//b2485//b3829//b0462//b4426//b2078//b1655//b1298//b3580//b4439//b3934//b2725//b1890//b3902//b2557//b1322//b4392//b3132//b4202//b3432//b2977//b4406//b3968//b2975//b0812//b1528//b3392//b3417//b0592//b4381//b2076//b4101//b0180//b4075//b3759//b0595//b1211//b3326//b2709//b1265//b2149//b2660//b4240//b1747//b4120//b0180//b3072//b3961//b1885//b1247//b3277//b1020//b2222//b2308//b2764//b4187//b3903//b3701//b4153//b1587//b3036//b4092//b0675//b4471//b4174//b2757//b2838//b0904//b3076//b0977//b1901//b3036//b0183//b2559//b1272//b1223//b2200//b3057//b3510//b3583//b3455//b1021//b2470//b4401//b3672//b2312//b2961//b3449//b3721//b2710//b4670//b1207//b2976//b2750//b0679//b4417//b1537//b0997//b0590//b0337//b2926//b0112//b4399//b2838//b3321//b2925//b0351//b1982//b3751//b0343//b2367//b0340//b2200//b0733//b0872//b2198//b3493//b4468//b4139//b3025//b0198//b2606//b0312//b1904//b3092//phnE_2//b0935//b0522//b3314//b2965//b4119//b4406//b3413//b2499//b1244//b2096//b4322//b0202//b4209//b3240//b2079//b1736//b1515//b3161//b4003//b2995//b1224//b4399//b0571//b2199//b3611//b3441//b3123//b2977//b3408//b2393//b0953//b0341//b1007//b4426//b3170//b0351//b3575//b3242//b1621//b3450//b1514//b2489//b2608//b3572//b3601//b1736//b0755//b2715//b4242//b1732//phnE_2//b1301//b0758//b4367//b2424//b3957//b3942//b2741//b0107//b4265//b0430//b2730//b0931//b1261//b4018//b3828//b2756//b4266//b0574//b2666//b0183//b2557//b1890//b0333//b2150//b1857//b4173//b2671//b4004//b3750//b3476//b2146//b0777//b1885//b3726//b1021//b2976//b3265//b0777//b2200//b2153//b0399//b0571//b2312//b2171//b3769//b1714//b1658//b2591//b0781//b0430//b1714//b2674//b3223//b4324//b1298//ilvG_1//b2074//b2572//b2572//b2497//b2430//b4152//b2428//b3429//b1300//b4439//b2712//b0080//b1301//b3364//b4201//b2751//b1334//b2756//b0331//b4400//b4242//b0585//b2235//b2764//b3025//b4175//b2211//b3316//b1851//b2417//b1797//b4506//b3366//b4702//b1276//b4289//b1670//b3912//b4213//b1016//b1430//b2221//b3938//b3320//b0676//b2710//b0199//b0676//b2222//b1389//b3831//b1391//b2597//b1669//b3542//b3603//b2369//b2163//b4416//b3207//b4074//b2407//b2368//b3566//b3968//b3939//b2841//b1682//b1212//b1062//b2964//b1597//b2372//b1656//b2716//b0934//b4592//b0044//b3314//b3456//b1006//b1500//b4195//b1205//b0166//b4460//b4195//b1706//b3572//b0734//b0959//b0621//b0617//b2552//b3277//b2222//
