#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0377//b3578//b1015//b1517//
AlaS-L-alanine	b4096//
AllS-allantoin	b0124//b3758//b2938//
AraC-L-arabinose	b2107//b0594//b4115//b3455//b1499//b1102//b2631//b3772//b1706//b4063//b2211//b3927//b3756//b3057//
ArcA-Phosphorylated	b1010//b4201//b4075//b4093//b0019//b0153//b3926//b3315//b4092//b3242//b4670//b0774//b0035//b2979//b1738//b1298//b0124//b2528//b1062//b2280//b0106//b4431//b1796//b3277//b3431//b3700//b1296//b0617//b4320//b4024//b0107//b3432//b0805//b3544//b0343//b2804//b2205//b3750//b3413//b4203//b3314//b2491//b3320//b2977//b3757//b2297//b0592//b3528//b4097//b4567//b2278//b2584//b3688//b4417//b0586//b2367//b2222//b2990//b3025//b1390//b1039//b0976//b1223//b2290//b4381//b0591//b2153//b0995//b1223//b2224//b0684//b2597//b0998//b4099//b4171//b0450//b0595//b0682//b2943//b2309//b0574//b2211//b2841//b3564//b3278//b2365//b3091//b1620//b2601//b0678//b2284//b4079//b0523//b3414//b0934//b4355//b4008//b4393//b3125//b0516//b3958//b0675//b2724//b1321//b0575//b3454//b0517//b2570//b0754//b0976//b2464//b4293//b1517//b1221//b3668//b1901//b3449//b3115//b3222//b2720//b2800//efeU_2//b2406//b2392//b3869//b2206//b2279//b0975//b0397//b3575//b0396//b4310//b0957//b0202//b4197//b0553//b2310//b3272//b3753//b3726//b1396//b3493//b0161//b1208//b3127//b1287//b2711//b3617//b3753//b4511//b3167//b1062//b0583//b0677//b3364//b1012//b0198//b1590//b3313//b4201//b2962//b2572//b0484//b0621//b4322//b2429//b0336//b0161//b2232//b3274//b3417//b3261//b3611//b0111//b2212//b1814//b1900//
ArgP-L-arginine	b1392//b4094//b0019//b0764//b3565//b0904//b0167//b4024//b1826//b2557//b3574//b2673//b3207//b3925//b4102//b3608//
ArgR-L-arginine	b3845//b0430//b2095//b1891//b4309//b2201//b3567//b2424//b1907//b0179//b3416//b0934//b0557//b4397//b2584//b3567//b0019//b3846//b4074//b4173//b2925//b2630//b3958//b0889//b3940//b1656//b0352//b3165//b3328//b4154//b3461//b0124//b4384//b0841//b3414//b0342//b0934//b0178//b0390//
AtoC-phosphorylated	b3394//b0451//b1517//b2313//
BaeR-Phosphorylated	b2148//b3008//b0903//b3604//b3451//b0038//b4059//b1797//
BirA-bio-5-AMP	b2868//b1850//b4037//b1501//b3511//
CRP-cAMP	b2728//b1130//b0061//b4000//b4138//b0597//b1160//b1884//b0451//b3169//b0763//b0517//b4174//b3317//b3672//b0037//b1223//b4324//b4033//b0678//b1008//b3458//b2481//b3855//b4094//b1907//b3125//b2758//b0682//b0765//b3521//b2571//b1244//b0977//b2913//b2234//b4592//b2938//b0064//b2708//b1499//b0353//b2009//b1782//b1223//b4015//b1548//b3077//b1669//b4354//b0343//b0676//b0199//b1127//b0583//b2241//b2240//b4202//b0592//b0114//b1127//b4097//b2231//b2091//b0995//b0571//b0591//b1010//b2570//b1262//b2508//b0592//b3461//b4237//b3772//b2552//b4268//b3753//b2763//b3510//b3237//b4098//b1393//b4177//b4637//b3273//b0181//b2171//b3423//b4138//b2762//b3721//b3227//b2492//b1885//b3830//b1039//b3511//b4170//b1850//b2079//b2607//b0733//b2310//b1593//b1265//b1531//b2393//b2559//b0593//b4416//b2601//b0908//b2671//b0757//b3326//b2957//b1430//b3324//b3752//b2074//b2990//b1127//b3115//b4400//b2992//b1744//b1007//b4102//b1672//b4092//b1537//b2669//b3752//b1902//b1511//yegZ//b4471//b4139//b2221//b0037//b3510//b0522//b4399//b1008//b1796//b3329//b2234//b1482//b2713//b3564//b0080//b2535//b1537//b3458//b1982//b3359//b4567//b4032//b1210//b1024//sroD//b2755//b4287//b0586//b0330//b4009//b2428//b1300//b4451//b2078//b1531//b4266//b3911//b0398//b1287//b1474//b0192//b1398//b1205//b3911//b1036//b1901//b0934//b3831//b1113//b1209//b0728//b4203//b0573//b2368//b3960//b0756//b0826//b1227//b4063//b0937//b0167//b3363//b1591//b3759//b4159//b4441//b0019//b4132//b2977//b2367//b1821//b2500//b2497//b1226//b0587//b4014//b2726//b0337//b3403//b4400//b2240//b0183//b0034//b1247//b2676//b3615//b3441//b2205//b3117//b3093//b4241//b1814//b4291//b1546//b4319//b3766//b1782//b4213//b0048//b0827//b3225//b0110//b0107//b3357//b0819//b3460//b1857//b0593//b3213//b0205//b3863//b4426//b0461//b4032//b1673//b0754//b0114//b4702//b3364//b1262//b2155//b4315//b3223//b2631//b4355//b1189//b1516//b1612//b0978//b3070//b2600//b2366//b0451//b0826//b3273//b0959//b3049//b3451//b3414//b4067//b0340//b3669//b3329//b2706//b0933//b0339//b3926//b2927//b4160//b2868//b0903//b2429//b3165//b1670//b3049//b4382//b4318//b4193//b4071//b4173//b1970//b2373//b3588//b2937//b2076//b2723//b3049//b4288//b0974//b4198//b2712//b3959//b2093//b1970//b3416//b1136//b4670//b1859//b1324//b2215//b0061//b0429//b0515//b2509//b3457//b3454//b3117//b2762//b0205//b4567//b3709//b1617//b0827//b1389//b2729//b1016//b1797//b4209//b3574//b4400//b1846//b0721//b1890//b2152//b3940//b0995//b2818//b1516//b3095//b1883//b3118//b0403//b2589//b3037//b3725//b4122//b3912//b1679//b4125//b3721//b0904//b0928//b3319//b1379//b2723//b3171//b1022//b4106//b2311//b4039//b0019//b2470//b0199//b3772//b3166//b0183//b3576//b3334//b4014//b2584//b4131//b3413//b0553//b4014//b0035//b3531//phnE_2//b0678//b0764//b1430//b0403//b3615//b3906//b4067//b1537//b2728//b4097//b3869//b4132//b2580//b1532//b2500//b2152//b0461//b3510//b1535//b2369//b0189//b2867//b0201//b1111//b0451//b4160//b2417//b0972//b3577//b3728//b2707//b2993//b1717//b4705//b2535//b1501//b1272//b4007//b1102//b0575//b2200//b1334//b1718//b3115//b3359//b4002//b1189//b3574//b2964//b0572//b3049//b3276//b4316//b2156//b1900//b1684//b3530//b0336//b4003//b2486//b4669//b1323//b1300//b4670//b0605//b2199//b3939//b0975//b4471//b0757//b1621//b3169//b2754//b0785//b0997//b4070//b0430//b0974//b1396//b0203//b3425//b3565//b2296//b2428//b2609//b1323//b3724//b3961//b0785//b3005//b3727//b0976//b0564//b0061//b4153//b2801//b0587//b1548//b0959//b2838//b1743//b0192//b1737//b4383//b4173//b0124//b3479//b2492//b0335//b3134//b0572//b0440//b2962//b3423//b1658//b3327//b3394//b4382//b3127//b4671//b4209//b1591//b3781//b1482//b1654//b0184//b2093//b0819//b0462//b0820//b2371//b3167//b1189//b1224//b2243//b2724//b3688//b3566//b2368//b2754//b0460//
