#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3912//b2710//b2198//b3316//
AlaS-L-alanine	b1241//
AllS-allantoin	b0572//b4122//b1130//
AraC-L-arabinose	b4092//b0366//b3265//b1714//b1407//b2662//b4008//b4291//b1516//b0620//b3432//b2285//b3581//b2282//
ArcA-Phosphorylated	b2606//b1905//b4705//b1851//b4197//b3417//b0151//b2153//b2570//b1882//b0722//b4070//b2147//b1189//b0676//b1888//b3437//b3581//b3164//b3117//b1042//b3688//b2709//b1265//b2570//b2215//b4393//b0936//b0975//b0887//b3364//b3961//b1846//b2281//b2095//b0678//b0336//b4092//b0557//b3544//b2290//b1209//b3940//b1922//b1113//b3224//b3311//b4233//b3605//b2476//b3518//b2838//b4309//b2076//b3403//b1859//b2481//b0724//b1226//b0975//b2498//b0156//b0345//b2614//b4095//b3616//b3172//b2554//b0781//b1500//b0062//b1681//b4242//b4233//b2531//b4124//b2584//b4129//b3222//b3334//b0523//b0125//b4401//b3870//b1612//b2804//b3437//b3357//b3770//b2085//b4705//b0337//b1241//b2308//b1613//b2630//b4063//b2760//b1296//b3049//b3328//b4024//b1712//b3476//b3231//b4167//b4669//b1015//b0062//b0384//b0862//b1530//b4171//b0383//b4292//b3311//b3125//b3852//b2852//b4431//b2528//b0722//b4010//b3317//b4384//b1532//b3093//b0977//b0681//b1680//b3311//b2579//b4174//b0979//b0776//b2717//b1323//b3275//b2207//b0678//b2464//b0998//b2143//b3225//b3223//b4067//b0390//b4451//b4169//b0764//b2508//b1987//b0931//b2866//b0937//b1611//b2553//b2091//b3133//b2923//b0589//b0997//b1429//b0383//b1706//b3172//b2195//b1736//b0205//b2977//b3907//b2286//b4106//b1779//b4119//b1182//b0335//
ArgP-L-arginine	b4139//b2152//b2728//b3582//b3328//b0221//b4393//b2425//b0614//b3315//b3532//b1297//b4171//b0758//b3752//b1656//
ArgR-L-arginine	b1389//b4393//b3904//b0591//b1743//b4111//b3222//b1516//b2703//b0937//b0781//b4062//b2373//b1608//b0033//b3114//b1039//b1620//b2344//b0860//b1732//b1546//b2987//b2150//b3132//b1062//b4310//b2407//b4266//b2903//b1256//b1737//b1817//b3831//b0970//b0586//b4290//b4321//b3572//
AtoC-phosphorylated	b1246//b4367//b4291//b3451//
BaeR-Phosphorylated	b1973//b3855//b0896//b2508//b0974//b1002//b3134//b2722//
BirA-bio-5-AMP	b2600//b3450//b4024//b2938//b1613//
CRP-cAMP	b3905//b0348//b1287//b3969//b2528//b0980//b4094//b1205//b0205//b3756//b0724//b1682//b1887//b0566//b2674//b1243//b1781//b3579//b2203//b0908//b0389//b1594//b1609//b0861//b1622//b2464//b1113//b2485//b2710//b1885//b0863//b1922//b1588//b2980//b1716//b2236//b2661//b3317//b3756//b2425//b4074//b2713//b2975//b0189//b4233//b1761//b1301//b0676//b1530//b4033//b2977//b3477//b2979//b4032//b0616//b2207//b4567//b3320//b0383//b2725//b1207//b3700//b4322//b2393//b1546//b3942//b0726//b1679//b4138//b0461//b0378//b3035//b3616//b0341//b2631//b1260//b1588//b3095//b0181//b2718//b1514//b3700//b0729//b2085//b3335//b2470//b2199//b0907//b1846//b4309//b2750//b2938//b1007//b2029//b3478//b3392//b1684//b3275//b4670//b3334//b0153//b3272//b2661//b2676//b2029//b2799//b2487//b1189//b3911//b3531//b2499//b1324//b0591//b3224//b0450//b2407//b0400//b1037//b3773//b3724//b0781//b4034//b3134//b0523//b0598//b1547//b2215//b3425//b4104//b4367//b1039//b1528//b0929//b4195//b4094//b0197//b0031//b4009//b0125//b0684//b1136//b2091//b2421//b2964//b0675//b2666//b2239//b2718//b2485//b0733//b1819//b1530//b2150//b4323//b0340//b0190//b3049//b1398//b0606//b0729//b4241//b4125//b3319//b3969//b2309//b0365//b3454//b4240//b2757//b2281//b0183//b0873//b2942//b4168//b3828//b1492//b3610//b2365//b2965//b4005//b1498//b0351//b0873//b1500//b2579//b2153//b1301//b2143//b1024//b1041//b3569//b4007//b4292//b0976//b1042//b1501//b2283//b3172//b1247//b4213//b4100//b0192//b3828//b2492//b4291//b4009//b4441//b1616//b1190//b2197//b0431//b0353//b2240//b1987//b3213//b2236//b3610//b3221//b0397//b2964//b3231//b1797//b0411//b3169//b1415//b3911//b2465//b2571//b4406//b1920//b0945//b2584//b0150//b3319//b1904//b3599//b0889//b1392//b2203//b4398//b4013//b3600//b1591//b4139//b0462//b0978//b0613//b1814//b3410//b0573//b3278//b0570//b0621//b3531//b2584//b0754//b1390//b3404//b3314//b3272//b4319//b3769//b4698//b2980//b2085//b3414//b3393//b1748//b2759//b4018//b0111//b3532//b4209//b4040//b0190//b2903//b1706//b2470//b1023//b1011//b2206//b3036//b0896//b0774//b2992//b3135//b1814//b2800//b1706//b4705//b0181//b0384//b0782//sroD//b4072//b0523//b4019//b1396//b4266//b3276//b4016//b3441//b2601//b1393//b1021//b3480//b1737//b0367//b4268//b3574//b0349//b2903//b1182//b0331//b1222//b4599//b3480//b0398//b0112//b0995//b3118//b3852//b0334//b0207//b2498//b3911//b4376//b2212//b0204//b2483//b2311//b1672//b2508//b1407//b0151//b1243//b0622//b0974//b1670//b3417//b3450//b3315//b4040//b0156//b3851//b2240//b2997//b4384//b3721//b0199//b2147//b4393//b3758//b1851//b0203//b1002//b2729//b3315//b1113//b2143//b3035//b3135//b1852//b1888//b4451//b3941//b1532//b1298//b3564//b3319//b2583//b0570//b0204//b1901//b0428//b2279//b4322//b4037//b2965//b3311//b1821//b4265//b0978//b2212//b3133//b4698//b0061//b3479//b2570//b2076//b0517//b3934//b1656//b3126//b0182//b4599//b4122//b2153//b3831//b3225//b2406//b1519//b2666//b2800//b2464//b1901//b1389//b4431//b0618//b1252//b3672//b0936//b1704//b1511//b2961//b1302//b2200//b4119//b1430//b2242//b4670//b1620//b2609//b4194//b2553//yegZ//b0678//b0728//b2286//b2414//b3451//b2557//b4096//b1712//b2296//b3574//b1796//b3125//b0125//b2211//b1389//b4567//b0460//b3757//b0574//b0311//b3368//b3902//b4019//b3701//b4398//b1388//b0182//b1782//b2925//b2805//b3672//b3615//b3902//b3458//b3868//b3759//b1322//b0020//b1588//b4290//b2559//b3357//b4054//b1407//b4131//b4160//b0107//b1682//b4266//b4197//b2503//b0723//b0124//b2077//b0184//b1390//b1805//b1041//b3273//b4129//b3223//b4013//b2752//b1656//b2911//b2199//b0388//b1130//b3410//b1009//b4032//b4292//b1261//b2801//b2491//b3828//b1002//b2553//b0754//b0573//b2676//b0184//b0341//b3769//b0031//b0683//b2606//b3070//b3605//b1988//b2584//b1500//b2601//b2221//b1015//b0937//b2703//b3569//b0862//
ChbR-Monoacetylchitobiose-6P	b0827//b4013//b2660//b3368//b2631//b1287//
CpxR-Phosphorylated	b2092//b1748//b2709//b4159//b1224//b3318//b4131//b3359//b2489//b3831//b2660//b3971//b0957//b0763//b3528//b2296//b3333//b2674//b2553//b1622//b3958//b2584//b4098//b1546//b3274//b3578//b4265//b2482//b0168//b3275//b3364//b3403//b3124//b0755//b3432//b2570//b0353//b2106//b4003//b1516//b0080//b3276//b1476//b1641//b2366//b4406//b0036//b1036//b1546//b3906//b3114//b3574//b1243//b1224//b3828//b2800//b2584//b1209//b3701//b1224//b0933//b0928//b3237//b0368//b4502//b1670//b2239//b1814//b1901//
CreB-Phosphorylated	b2296//b1020//b1038//b1883//b0351//b0352//b3236//b4115//b0585//
CueR-Ag	b3165//b2075//b0928//b3477//b4311//b2942//b2076//
CueR-Cu+	b1530//b4196//b1300//b2392//b0197//b2393//b0729//
CuerR-Au	b4123//b2290//b4467//b3081//b2711//b2499//b3113//
CusR-Pasp	b0338//b1241//b4699//b1890//b0337//b2374//b1394//b4406//b3968//b0805//b3458//b0684//
CynR-Cyanate	b2143//b3317//b4196//b1041//
CysB-N-acetyl-L-serine	b0032//b2407//b1846//b0729//b4289//b3860//b2976//b3510//b4018//b1207//b2148//b2711//b1415//b4417//b2531//b0595//b4417//b1514//b2147//b0937//b1492//b2367//b3912//b3728//b2840//b4354//b0935//b4322//b1297//b2489//
CysB-O-acetyl-L-serine	b4074//b2554//b0044//b2371//b0523//b3869//b2196//b0895//b0040//b1226//b3609//b1476//b1782//b0931//b3750//b2961//b2232//b0189//b2867//b2198//b0343//b0032//b1745//b1654//b1042//b2282//b3752//b4320//b2213//b0886//b4067//
DcuR-Phosphorylated	b3601//b4381//b3603//b2197//b0597//b1713//b0080//b1038//b2094//
DnaA-ATP	b3617//b2203//b3365//b4154//b1615//b4059//b0113//b0384//b1394//b4287//b2421//b1160//
DpiA-Pasp	b1037//b4467//b1530//b0880//b4122//b4003//b0180//b2912//b1390//b3363//b1779//
DsdC-D-serine	b1921//b3941//b3960//
EvgA-Phosphorylated	b3572//b2211//b4005//b2417//b1042//b3450//b3531//b4200//b4318//b4705//b3688//b2428//b3070//b1734//b1681//
FNR-Fe_reduced	b1970//b3870//b1780//b2867//b3212//b2243//b1338//b2213//b0396//b2597//b1261//b3070//b4058//b1738//b3368//b3479//b1900//b2150//b1335//b4309//b0826//b1748//b2163//b0337//b3925//b2284//b4398//b3363//b0349//b1209//b3528//b3035//b4193//b3451//b4013//b3578//b1920//b4174//b3451//b4030//b0064//b0523//b0345//b0765//b1226//b0675//b3751//b2241//b3927//b0189//b2559//b2731//b3457//b2207//b1656//b2710//b1015//b2202//b4406//b3770//b3318//b2607//b0945//b3509//b1857//b3227//b4068//b3335//b4172//b2717//sroD//b3481//b3449//b2482//b0432//b1589//b1272//b1852//b0441//b1008//b4502//b0202//b1265//b3583//b2708//b3416//b0592//b3093//b2674//b2663//b1042//b1042//b0995//b2278//b0019//b2912//b4175//b3311//b1511//b4104//b2196//b4036//b2492//b1474//b2572//b3125//b2488//b0931//b3237//b2904//b4439//b4240//b0977//b0613//b1546//b2239//b0597//b1680//b3265//b0755//b4324//b0335//b2852//b4153//b4426//b4131//b1673//b4439//b3133//b1223//b2481//b2759//b2675//b0998//b1683//b4198//b0774//b4075//b1338//b4213//b4439//b2725//b0202//b1656//b4309//b3582//b1474//b1737//b4323//b1009//b3124//b3518//b0080//b4242//b2498//b0062//b1298//b3092//b3583//b2155//b4320//b2731//b0114//b1497//b1394//b0516//b2234//b2994//b0764//b0727//b3127//b0336//b0343//b3414//b0571//b1920//b0345//b1706//b4417//b2308//b2801//b1039//b2297//b2803//b3854//b1738//b2147//b3329//b0775//b2242//b3329//b0574//b2802//b3260//b1744//b1492//b3454//b4132//b0613//b0889//b1882//b0063//b3038//b2990//b3231//b1683//b0575//b2406//b3335//b3242//b4323//b0107//b1591//b4393//b2499//b3214//b3510//b1492//b1334//b0973//ilvG_1//b3367//b3960//b1398//b2597//b2617//b0675//b2215//b1712//b0864//b0151//b0862//b3461//b1684//b4383//b3432//b4311//b3709//b2529//b4376//b1587//b0775//b0861//b3669//b2485//b2660//b3908//b3576//b3752//b0860//b2600//b0907//b2590//b4101//b0336//b0574//b0621//b2911//b0675//b2406//b2663//b2730//b2580//b0107//b1335//b1736//b2370//b0676//b0729//b1515//b2675//b0516//b3460//b4131//b1547//b3759//b0585//b2903//b4431//b3579//b0368//b1006//b3008//b2992//b4120//b3960//b3540//b2393//b2911//b2150//b3970//b0181//b2997//b2724//b1887//b3860//b3222//b0675//b0115//b2079//b1904//b2279//b0571//b1672//b1669//
FhlA-Formate	b1780//b4314//b0166//b0040//b4309//b0574//b3091//b2091//b0592//b4268//b4318//b4054//b0572//b3477//b1246//b1476//b3414//b2706//b2241//b2279//b3757//b2009//b1782//b3221//b0390//b0192//b4698//b1243//b0313//b4426//
FucR-L-fuculose-1-phosphate	b2732//b3037//b3070//b2712//b0953//b2499//b0774//
Fur-Fe2+	b2243//b1745//b2702//b4317//b2760//b0398//b2096//b4290//b0313//b0575//b2528//b0400//b0110//b1900//b0349//b3317//b2147//b4076//b3846//b3845//b4079//b3855//b1620//b0111//b0353//b4238//b2718//b3437//b4233//b2503//b0677//b2912//b2731//b2076//b1208//b2096//b2241//b1704//b2926//b0205//b3611//b3428//b2799//b3326//b1821//b3167//b0020//b0383//b3207//b1023//b4313//b3223//b2078//b0929//b0035//b2310//b3580//b3701//b2406//b1252//b1301//b1612//b3127//b1745//b3312//b2961//b2591//b1482//b1761//b0933//b2840//b0313//b3771//b0112//b2196//b0977//b3530//b1517//b0152//b1616//b3958//b3845//b1336//b3124//b3225//b2372//b3170//b4670//b2370//b0183//b1611//b3766//b3320//b0937//b2079//b4268//b2977//b1617//b2802//b2757//b3321//b1207//b4318//b1920//b3870//b2077//b4319//b2591//b4267//b3225//b0584//b0063//b1211//b3425//b4320//b1680//b1591//b1040//b1515//b0450//b0998//b2374//b4200//b0078//b3756//b2374//b0729//b0894//b0019//b0976//b1132//b0077//b0115//b3413//b1796//b3126//b3317//b3904//b2927//b4399//
Fur-Mn2+	b3265//b0156//b0587//b1016//b2485//b1796//b3365//b3869//b4267//b0861//b1492//b4502//b1744//b3072//b1680//b2697//b1256//b3958//b1131//b3508//b2608//b2156//b0728//b3425//b2151//b1513//b3601//b3750//b4154//b0432//b2617//b2483//b4039//b0241//b4506//b2977//b2715//b3070//b3569//b2492//b1616//b1300//b4095//b1674//b2156//b0933//b3126//b1810//b1532//b1514//b4438//b4039//b1851//b2235//b3601//b2609//b2818//b1002//b0350//b0722//b0998//b0035//b1817//b0344//b2943//b3324//b2406//b3093//b0365//b0757//b3493//b3903//b4289//b2996//b3939//b4323//b1761//b3610//b3207//b3564//b4118//b4468//b3272//b3449//b0774//b2905//b2957//b1608//b4014//b2341//b1745//b0614//b3846//b2197//b3702//b3240//b2500//b3366//b2107//b2712//b2068//b1264//b2584//b0204//b4699//b1388//b4293//b2417//b2406//b2243//b0722//b3368//b3274//b1482//b3969//b0191//b2074//b1748//b2852//b2601//b2741//b4016//b0431//b4076//b2584//b2199//b4159//b1322//b3460//b3169//b3393//b3458//b0872//b1322//phnE_2//b0107//b2280//b3038//b2659//b3416//
GlcC-Acetate	b1225//b0864//b1022//b0936//b3266//b4322//b1890//
GlcC-Glycolate	b3207//b4068//b1780//b2096//b1492//b1733//b3908//
GlrR-Pasp56	b2075//
IclR-pyruvate	b1501//b1040//b0733//b3133//
IdnR-5-ketogluconate	b2804//b1528//b0181//b2841//b4040//b0184//b1225//b4318//
IdnR-Idonate	b0826//b1821//ilvG_2//b0032//b3026//b2311//b3092//b3601//
IlvY-2-acetolactate	b2306//b2979//
IlvY-Alfa-acetohydroxybutirate	b2283//b2094//
IscR-2Fe	b4426//b3165//b3846//b2600//b1474//b2284//b3118//b2579//sroD//b0240//b1132//b3958//b3403//b4016//b0312//b2507//b1747//b1796//b2075//b1393//b1901//b2535//b0722//b0575//b1512//b4670//b4705//b3394//b3005//b2923//b2422//b2492//b4699//b0733//b1474//b2093//b0785//b3903//b3356//b4289//b0754//
LldR-L-lactate	b1337//b3392//b3828//
Lrp-Leucine	b1715//b0177//b4153//b2755//b1669//b3438//b2296//b3469//b0353//b2531//b0776//b4669//b2503//b0676//b2925//b0207//b2731//b1190//b3241//b1810//b4238//b0311//b1746//b3942//b0440//b2280//b1022//b2148//b2838//b3912//b4324//b2742//b2957//b4169//b0863//b1037//b2276//b1396//b0593//b3213//b0350//b3334//b3312//b2995//b0112//b4467//b4159//b0937//b1262//b0765//b0367//b3564//b2286//b0894//b3413//b0161//b4209//b4005//b2760//b0586//b3756//b0957//b4000//b3423//b0755//b3451//b3221//b2009//b2205//b0400//b2243//b3961//b3854//b2194//b0113//b2430//b3072//b4105//b0199//b0682//b4139//b1109//b4122//b4152//b2091//b2554//b1189//b1492//b2977//b2500//b0565//b3971//b4123//b4105//b1111//b3038//b2980//b3076//b3320//b4426//b2212//yegZ//b4637//b1015//b3870//b2206//
LsrR	b1212//b0124//b1102//b0574//b1597//b0061//b0032//b3431//b2365//
MalT-ADP-Maltotriose	b2841//b1516//b4438//efeU_2//b3925//b1611//b0166//b2106//b2630//b3603//
MalT-Maltotriose-ATP	b1609//b2092//b2284//b0383//b2344//b2804//b3510//b1535//b3317//b1717//
MelR-Melibiose	b1275//b4062//b3035//
MetJ-S-adenosylmethionine	b4292//b3455//b2393//b3428//b1208//b2572//b3241//b2239//b3670//b0221//b0313//b2721//b1388//b2721//b0177//
MetR-L-homocysteine	b0109//b3603//b4073//b0602//b2222//
MhpR-3-DHPP	b3395//b0042//b2208//b2554//b1246//b2310//
MhpR-3HPP	b1498//b2990//b2957//b1517//b4241//b1324//
MntR-Cd2+	b4198//b0724//phnE_2//b0935//b1814//
ModE-MoO42-	b2818//b3769//b1733//b4013//b4326//ilvG_1//b0036//b0032//b2309//b4416//b2942//b1247//b0936//b4002//b0366//b3773//b2903//b3227//b0462//b2509//b1264//b1734//b2805//b1109//b4293//b4175//ilvG_2//b3781//b0062//b0723//b0623//b2222//b2290//b2424//b0296//b3116//b3430//b4170//b3766//efeU_2//b2309//b0366//b1612//b3225//b4154//b0352//
NarL-Phosphorylated	b1712//b1516//b0937//b4177//b3709//b2232//b2751//b1684//b0040//b3759//b0351//b2754//b2150//b3610//b3036//b1611//b4093//b3426//b0516//b4705//b4015//b3274//b3359//b4451//b1658//b3125//b4288//b1062//b3461//b0727//b0153//b2312//b3968//b1798//b4468//b3774//b3774//b4383//b2416//b3830//b1252//b3609//b1737//b0197//b1679//b1733//b2243//b2282//b2208//b2368//b1612//b4071//b1621//b4123//b2029//b2424//b2147//b2994//b1038//b4071//b2375//b0814//b3273//b3134//b2491//b4071//b1798//b2149//b1987//b3852//b1715//b1102//b1040//b4092//b0564//b0367//b3225//b1002//b3117//b3164//b2281//b3315//b2163//b1227//b3409//b4174//b1796//b0040//b2838//b4101//b4417//b1335//b1810//b1589//b2802//b3927//b4292//b1521//b2211//b1611//b2724//b0997//b1683//b2597//b1482//b2369//b1395//b0874//b1391//b3574//b0553//b4118//b4599//b1670//b2106//b2661//b2726//b2365//b3243//b0724//b1101//b0184//b2311//b3541//b3671//
NarP-Phosphorylated	b0595//b3942//b2554//b2341//b1020//b3617//b4125//b3243//b3772//b0778//b3576//b3214//b2942//b3479//b4698//b3312//b3722//b2428//b3240//b0038//b3572//b2428//b4382//b3722//b1136//b3701//b1588//b3750//b3564//b4309//b3274//b2718//b2732//b4471//b2724//b2741//b4138//b4289//b3869//b2231//b3668//b3971//b2153//b3318//b0182//b4154//b0339//b1704//b2232//b4376//
