#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3481//b0397//b0344//b1819//
AlaS-L-alanine	b3854//
AllS-allantoin	b3312//b2726//b4177//
AraC-L-arabinose	b4323//b1338//b0350//b0755//b3324//b4132//b2726//b1609//b0756//b3461//b3278//b4209//b4067//b3394//
ArcA-Phosphorylated	b0516//b2239//b0976//b4101//b4123//b1221//b2375//b2579//b2666//b1673//b2278//b1810//b3707//b2676//b3008//b1109//b3773//b4194//b0221//b4101//b3904//b3093//b3581//b4238//b3479//b4033//b0189//b1246//b1518//b1261//b3758//b0038//b2278//b2590//b3096//b1252//b4168//b2499//b2074//b2370//b3272//b2222//b3222//b0765//b1497//b2009//b3603//b4195//b2964//b4266//b2307//b2406//b1850//b3469//b2364//b3757//b2393//b3477//b4010//b1743//b4076//b3727//b0570//b3727//b0399//b1252//b3318//b4063//b0864//b0198//b0734//b3934//b1622//b2588//b2607//b0398//b0037//b3277//b0724//sroD//b2074//b3316//b4099//b3076//b0177//b1002//b4071//b1798//b4106//b1336//b1973//b2464//b2799//b1387//b1670//b2730//b2287//b1337//b0726//b2499//b2241//b3331//b4671//b1492//b1781//b1591//b3906//b2063//b4067//b3431//b2763//b4311//b0064//b2591//b3846//b0974//b4592//b2752//b2617//b3456//b3906//b1392//b3601//b1902//b2583//b3315//b3722//b4401//b3076//b3969//b1012//b0124//b3531//b1521//b3116//b0584//b1379//b0109//b1189//b0339//b0345//b3616//b0557//b2508//b3330//b1528//b1007//b2484//b3221//b3960//b4120//b3395//b3172//b0335//b4213//b2491//b1796//b2571//b0805//b4154//b1210//b4118//b3356//b1112//b3241//b1015//b4367//b4567//b0589//b4314//b2204//b2143//b3008//b1902//b2606//b2962//b4239//
ArgP-L-arginine	b1324//b3261//b2483//b2715//b1512//b1589//b1393//b1970//b0936//b3366//b2310//b3275//b1901//b2588//b1276//b3164//
ArgR-L-arginine	b0595//b2430//b4015//b2583//b0161//b3170//b0032//b1245//b2551//b2196//b0945//b2286//b2344//b1111//b0330//b0774//b2068//b4599//b0335//b2234//b0618//b2763//b1737//b4451//b1501//b3904//b0864//b0728//b4398//b4035//b1654//b3902//b2148//b3806//b2201//b1818//b1321//b1387//b3616//
AtoC-phosphorylated	b3940//b0764//b3455//b3511//
BaeR-Phosphorylated	b3165//b3038//b1389//b2661//b0273//b2757//b3316//b2469//
BirA-bio-5-AMP	b3335//b4009//b1209//b4460//b1127//
CRP-cAMP	b1905//b0116//b0403//b2903//b3214//b2852//b0620//b0616//b0343//b1247//b3852//b2370//b1797//b3415//b0887//phnE_2//b0972//b0032//b4104//b3172//b3852//b1622//b2704//b3424//b3240//b4115//b0205//b1713//b2840//b2297//b0723//b0756//b3230//b0861//b0107//b0570//b3769//b3610//b0863//b0182//b1826//b2938//b0039//b3311//b4160//b3576//b0346//b0033//b0377//b0341//b2838//b3221//b0975//b2718//b3224//b2092//b1891//b0352//b4323//b1226//b4241//b0591//b4310//b3868//b1796//b4035//b1296//b1260//b2553//b0366//b3605//b2720//b2428//b2802//b3313//b2375//b4289//b0063//b2992//b0192//b1015//b4123//b3968//b4201//b2470//b2163//b2476//b3904//b0931//b1547//b4129//b0812//b1337//b3942//b0615//b2284//b2979//b4118//b2852//b2703//b4059//b2429//b3393//b0619//b0880//b1597//b1988//b2279//b2489//b3367//b4059//b0570//b2063//b2840//b3722//b1393//b2211//b3609//b3429//b1205//b3925//b3212//b0570//b3167//b4506//b2470//b2194//b4309//b0123//b1130//b1493//b4213//b2662//b3610//b2728//b0677//b4401//b0429//b3171//b0781//b0584//b3071//b3224//b2716//b3071//b3275//b0019//b2631//b4106//b1907//b1012//b1338//b4292//b1008//b3940//b1474//b4151//b0758//b3161//b1475//b2584//b2852//b3756//b0031//b0827//b3670//b3277//b3530//b1706//b2904//b4002//b3477//b0606//b1220//b0106//b3603//b3566//b2483//b2726//b2203//b1587//b3326//b0755//b2153//b3311//b1782//b1597//b1718//b3432//b2107//b2092//b4152//b4019//b2367//b3708//b3207//b0400//b3722//b1429//b4323//b3357//b1617//b1474//b4288//b1129//b3096//b0874//b4441//b2662//b2197//b1805//b2993//b2198//b4177//b0296//b0557//b3049//b3480//b3781//b4310//b1335//b4239//b0574//b0353//b3456//b3212//b3049//b0908//b1391//b2199//b1528//b0313//b0348//b1226//b1892//b0110//b4249//b3125//b0350//b2804//b1021//b4076//b4292//b0020//b4702//b3458//b2365//b3424//b2911//b3604//b0889//b1321//b2732//b2962//b0388//b4196//b0602//b1498//b1654//b2342//b1641//b1111//b3037//b1743//b3413//b1734//b3599//b2371//b3671//b1590//b1241//b1040//b0998//b0342//b1818//b0177//b1779//b4417//b3828//b4016//b1779//b0428//b0179//b0123//b0197//b3727//b3869//b2760//b4451//b3392//b0997//b3311//b1655//b1591//b1475//b0384//b3410//b3115//b3957//b4058//b0432//b0675//b3753//b2926//b4062//b1101//b3450//b1718//b1388//b0720//b2009//b0814//b1390//b2721//b2758//b3038//b1245//b3870//b2965//b2283//b3124//b2554//b0812//b3171//b0181//b4376//b0812//b0782//b3577//b1023//b1020//b2152//b0378//b4451//b1858//b3049//b0080//b3125//b2508//b1008//b2553//b4071//b2732//b2729//b3161//b2867//b4450//b0860//b0125//b1744//b1673//b2755//b1109//b2673//b2580//b0383//b0553//b3829//b4111//b3750//b4502//b2306//b3316//b0684//b0980//b1256//b4438//b0585//b4323//b3781//b1805//b2591//b1612//b3725//b1493//b2503//b1336//b4138//ilvG_2//b2937//b4007//b1246//b0863//b1530//b4381//b1781//b0337//b2282//b0396//b3081//b1252//b2341//b0998//b1287//b3423//b2964//b2716//b2911//b3237//b4289//b2724//b2503//b3700//b1883//b0775//b0463//b0678//b3240//b0602//b1737//b4071//b2963//b3076//b4123//b0605//b3934//b2393//b2995//b3395//b4471//b2757//b0972//b2551//b3414//b3458//b4096//b4118//b1224//b0020//b1851//b3766//b3707//b0585//b3688//b0036//b2676//b4105//b1988//b4268//b3418//b2673//b1818//b4381//b3860//b3708//b2095//b1857//b0462//b2588//b1594//b4079//b1338//b0783//b3903//b3511//b0860//b4013//b2091//b1779//b0776//b1672//b2509//b1112//b1160//b2196//b1818//b3477//b2242//b3425//b1655//b1796//b3165//b3774//b0595//b1015//b1394//b2509//b2852//b3960//b2393//b2469//b1287//b2662//b3572//b3117//b0860//b3236//b3938//b1335//b0397//b1020//b0331//b4451//b3934//b0161//b3425//b2702//b0679//b0590//b2717//b3510//b1884//b4073//b0462//b3432//b0184//b2291//b2406//b1882//b4069//b4034//b3276//b3135//b0682//b2197//b2465//b2156//b3581//b3752//b2365//b2905//b1297//b2800//b3541//b1680//
