#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b4059//b1810//b2150//b2425//
AlaS-L-alanine	b2470//
AllS-allantoin	b2531//b1859//b3571//
AraC-L-arabinose	b0620//b3113//b2422//b3510//b0945//b3903//b3927//b4120//b1883//b2078//b3096//b0615//b4187//b2991//
ArcA-Phosphorylated	b2666//b0062//b2428//b0758//b0977//b3037//b0179//b3273//b4006//b3758//b0340//b1207//b4019//b0431//b2481//b4035//b3171//b0998//b2757//b1743//b2755//b2732//b0389//b1797//b4316//b0124//b0043//b3134//b0040//b1038//b3221//b0202//b4292//b0031//b0450//b2194//b0192//b1682//b2207//b0107//b2571//b3759//b3026//b0957//b1247//b4406//b1009//b1746//b4265//b3725//b0431//b1797//b0109//b1656//b2202//b1887//b3364//b3957//b4702//b2282//b1516//b2367//b4169//b4104//b0606//b3403//b0296//b2149//b1920//b2163//b0110//b4381//b2662//b3214//b0613//b4058//b2497//b4171//b1881//b3070//b3542//b1780//b0344//b1514//b0108//b2425//b3864//b4406//b3493//b1588//b3722//b0860//b0602//b0757//b1530//b4311//b3365//b0197//b1748//b1287//b3414//b4317//b0118//b0313//b1859//b3266//b3572//b4293//b4075//b3026//b0776//b2528//b0826//b3455//b1246//b1746//b3461//b2923//b2239//b3117//b3321//b2205//b3568//b3540//b3853//b4511//b2676//b2373//b2528//b2215//b0765//b2149//b4316//b0574//b4100//b4663//b1256//b2368//b3171//b0574//b3770//b0785//b2756//b0589//b0333//b2660//b0040//b2199//b3170//b1736//b0390//b2207//b1300//b1781//b3530//b1015//b1798//b2763//b0203//b4637//b1011//b2367//b2716//b1902//b0575//b3510//b2312//b3666//b3417//b2284//b0314//b2430//b3904//b1890//b1335//b3241//b3413//
ArgP-L-arginine	b3461//b3037//b2234//b4068//b3118//b4131//b2607//b2310//b4315//b1782//b0161//b2232//b0111//b2571//b3859//b4010//
ArgR-L-arginine	b3863//b3480//b3414//b1714//b0587//b3116//b2309//b1337//b4098//b4265//b3508//b0729//b4392//b3114//b0784//b1883//b3357//b2943//b4249//b2617//b3207//b4198//b2310//b1223//b3441//b1300//b2223//b1852//b2591//b0928//b0584//b1023//b0153//b2729//b1921//b4319//b3359//b4202//b0783//
AtoC-phosphorylated	b3528//b2703//b0616//b3438//
BaeR-Phosphorylated	b4039//b4151//b1384//b3123//b1588//b0340//b2916//b3588//
BirA-bio-5-AMP	b2597//b4037//b2962//b3431//b2281//
CRP-cAMP	b3702//b0202//b4233//b0042//b3114//b0411//b2481//b2150//b0400//b1882//b2704//b2430//b3230//b1021//b2096//b1970//b3331//b1886//b0367//b4309//b2530//b2278//b2417//b0564//b0037//b0036//b1302//b3453//b3907//b2799//b3771//b3395//b4119//b2725//b1882//b0759//b3115//b1482//b3868//b2200//b4092//b0184//b4201//b4321//b3430//b2584//b4119//b1385//b2279//b0593//b4033//b1265//b2085//b0953//b0774//b0043//b3493//b2964//b4099//b1513//b3469//b2240//b3709//b1062//b2711//b2979//b3311//b3221//b3116//b4511//b4151//b3707//b1011//b0198//b1682//b0618//b0764//b1210//b0896//b3668//b4599//b3532//b2497//b0313//b0116//b0152//b3334//b0886//b2991//b1224//b3577//b3449//b2607//b4173//b2198//b2464//b4671//b2407//b2290//b3925//b0378//b4173//b4376//b1043//b0153//b4309//b1905//b1612//b0973//b4153//efeU_2//b2729//b4096//b1244//b1622//b1002//b3393//b3359//b1476//b0589//ilvG_2//b1858//b0970//b3057//b3770//b3356//b4209//b3368//b0179//b1129//b3574//b2481//b3170//b0880//b1221//b4014//b2290//b3223//b4074//b0756//b1743//b1858//b3617//b1745//b2584//b3908//b0182//b1796//b2464//b4075//b3413//b3912//b2590//b1540//b0109//b3315//b3508//b0584//b2591//b1226//b2196//b0584//b3476//b2307//b0035//b3274//b2609//b4450//b0566//b3905//b3126//b0872//b4010//b3708//b0996//b0953//b1821//b3327//b0166//b3860//b0331//b4076//b3771//b2927//b2483//b4398//b1497//b2241//b1041//b1208//b0192//b0757//b2242//b0034//b2673//b1846//b1390//b2671//b2197//b3903//b3424//b0296//b0311//b2728//b0728//b2606//b2207//b1336//b3528//b2601//b2198//b1109//b0396//b2291//b2727//b2242//b4160//b2938//b1531//b3766//b1389//b0616//b2943//b0515//b2943//b0596//b2078//b3124//b3449//b4040//b0887//b3430//b4320//b0367//b3172//b1537//b2310//b3902//b2146//b4004//b4382//b2151//b2706//b0597//b1514//b2912//b2964//b1337//b2422//b2712//b0908//b4131//b0123//b1021//b3460//b0331//b4698//b4400//b2957//b1385//b0450//b2310//b2866//b1323//b1276//b1247//b0429//b1535//b3727//b1389//b1007//b2715//b3125//b2197//b2497//b1920//b0812//b1540//b0064//b3318//b4203//b0428//b3726//b2241//b0330//b4062//b0945//b2424//b3114//b3969//b4059//b2393//b1814//b3430//b4249//b2755//b3773//b2528//b1531//b0411//b4417//b0184//b0872//b0783//b4511//b0440//b2757//b1243//b2676//b1042//b3236//b2424//b4095//b0181//b0781//b2213//b1276//b3828//b0574//b1007//b1669//b4034//b1532//b4070//b1593//b2617//b2163//b3907//b0177//b2199//b3971//b0765//b2372//b4153//b4267//b0397//b0593//b2484//b4201//b4092//b1734//b2993//b3316//b3908//b1129//b0935//b2535//b1780//b3324//b2234//b4170//b1007//b1782//b2223//b2608//b4287//b4438//b1818//b4105//b4101//b3230//b2903//b4160//b1622//b4451//b1012//b3959//b4320//b1973//b1901//b4289//b3325//b2600//b1020//b4239//b4111//b1226//b4476//b4100//b1334//b2803//b1683//b4007//b2573//b1015//b3518//b3564//b4237//b1781//b2803//b0190//b4102//b1781//b1890//b0463//b0976//b3096//b0191//b1882//b4382//b4238//b0819//b4003//b0033//b0758//b3081//b4071//b3707//b2964//b4326//b0933//b3759//b0907//b3869//b2760//b3669//b3870//b1256//b2344//b4268//b0957//b2913//b2916//b2961//b2148//b1591//b0378//b2963//b1882//b0997//b2535//b2092//b3577//b0180//b2281//b4160//b0341//b4195//b3134//b4006//b4699//b2631//b2728//b3588//b0191//b3366//b0763//b3327//b0348//b2307//b4010//b2429//b1511//b1982//b1782//b3726//b0621//b3580//b1492//b3911//b3863//b1016//b2923//yegZ//b2224//b1011//b3756//b2662//b0588//b1857//b3236//b2991//b0240//b1190//b1597//b0775//b0684//b4705//b0347//b1220//b3212//b1717//b2421//b1519//b2485//b4062//b1654//b0571//b0207//b2528//b4313//b3709//b4100//b0602//b3869//b3414//b1609//b3318//b4381//b2804//b2205//b3240//b2962//b0114//b2221//b2199//b4254//b0908//b0061//b1189//b2171//b0724//b1670//b2762//b3831//b0977//b0349//b1621//b0522//b2224//b1009//b3766//b0996//b1622//b0516//
