#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0776//b3225//b4317//b3855//
AlaS-L-alanine	b3542//
AllS-allantoin	b4024//b3567//b1006//
AraC-L-arabinose	b0344//b1532//b0389//b0181//b0602//b3469//b2590//b0077//b2838//b4152//b4355//b1476//b4106//b4119//
ArcA-Phosphorylated	b2149//b4323//b0432//b1127//b4209//b2093//b1476//b0928//b2801//b0179//b0341//b0043//b1246//b0112//b3721//ilvG_2//b1620//b0184//b4200//b4460//b0450//b4013//b1243//b0331//b1612//b4241//b4393//b4460//b1718//b2215//b2803//b4268//b1680//b0996//b1010//b1673//b0676//b0613//b4399//b1006//b2213//b0623//b1851//b1714//b1501//b2367//b3265//b1782//b1394//b4324//b2717//b2342//b3728//b4314//b4097//b0872//b1982//b2975//b0348//b0111//b0166//b0198//b1670//b4099//b0116//b0613//b0584//b1782//b1501//b3708//b2406//b4171//b1296//b0908//b2211//b0862//b1276//b4075//b3751//b1748//b2805//b0352//b2204//b4438//b4322//b0805//b0063//b2207//b4239//b2074//b1682//b2975//b2507//b2276//b2866//b3478//b3576//b1717//b0333//b2470//b3708//b3480//b0765//b3721//b0204//b1988//b2370//b3727//b2531//b0378//b2990//b1009//b2741//b4671//b0040//b2422//b2373//b4209//b3566//b1672//b0774//b4663//b1221//b1023//b3316//b1615//b0109//b4198//b1612//b1737//b0522//b0180//b0339//b2937//b2309//b3869//b0366//b1655//b0240//b4174//b3212//b4039//b0183//b3603//b3477//b2741//b0889//b2597//b4476//b3971//b0874//b4268//b1002//b1852//b3116//b1658//b3392//b4070//b3325//b2702//b0154//b0616//b0827//b3608//b3700//b3429//b3117//b2705//b3035//b3276//b1497//b4467//b1263//b2760//b2239//b3426//b4200//
ArgP-L-arginine	b4384//b2285//b4416//b3580//b2530//b3564//b3432//b2704//b2799//b1297//b2507//b3118//b4310//b2757//b0945//b4032//
ArgR-L-arginine	b0565//b4382//b3135//b3092//b1391//b0872//b2278//b1798//b3438//b2424//b3906//b2481//b2483//b2153//b1392//b1531//b4506//b2703//b3669//b2660//b1208//b2726//b3863//b1682//b2937//b2588//b0180//b0593//b0826//b0935//b0365//b1394//b0345//b1519//b1205//b3392//b2241//b2707//b2560//
AtoC-phosphorylated	b4698//b2715//b1517//b2630//
BaeR-Phosphorylated	b3970//b1514//b0574//b2366//b3566//b2579//b2096//b0778//
BirA-bio-5-AMP	b1818//b4476//b3126//b0156//b3869//
CRP-cAMP	b3335//b4008//b3902//b2151//b1300//b2987//b2912//b3672//b0618//b2079//b0594//b3669//b3961//b3854//b3603//b4094//b4131//b3860//b4173//b2307//b3365//b0062//b2470//b2730//b0517//b0874//b2589//b0776//b4268//b2614//b3599//b0557//b4670//b0312//b2725//b0179//b0873//b2150//b2607//b1335//b0757//b1921//b4313//b1748//b2600//b4392//b0411//b2531//b4054//b2717//b3092//b4062//b0411//b3332//b4195//b2961//b3753//b4095//b1131//b0116//b3957//b0368//b2203//b2200//b2291//b1387//b3727//b3430//b1982//b1516//b3781//b2222//b3260//b0587//b3167//b2719//b1658//b0462//b4014//b1680//b3324//b3668//b4014//b0184//b1540//b3852//b1212//b4663//b4268//b0814//b4125//b3049//b2964//b3868//b0152//b3230//b2276//b3313//b2926//b2728//b0044//b3577//b2943//b4054//b1299//b2149//b0976//b0785//b1593//b3409//b2751//b1244//b2719//b4032//b0349//b0429//b3566//b0571//b1656//b4079//b3542//b2498//sroD//b0064//b2509//b2224//b2718//b2805//b0296//b2630//b2150//b2243//b0342//b4093//b4376//b3432//b1608//b0061//b2804//b3213//b1227//b4000//b0161//b2341//b1684//b4059//b1287//b1189//b4034//b4392//b3277//b2609//b0313//b3318//b0107//b3092//b0333//b0107//b2903//b3531//b3854//b2727//b1712//b2727//b3599//b3081//b4004//b1511//b1265//b3845//b2711//b3317//b2414//b0841//b0584//b2663//b3036//b0192//b0365//b1669//b3957//b1397//b3728//b0484//b1857//b2674//b2995//b3774//b2486//b3403//b4099//b4450//b0820//b4123//b2242//b3599//b4439//b0350//b1398//b4209//b2152//b0553//b4187//b2579//b1336//b2975//b1798//b2580//b4034//b1589//b0733//b1430//b1521//b3911//b1390//b0039//b1241//b2342//b2296//b2152//b2589//b1006//b1395//b4062//b3508//b3852//b3564//b2719//b0398//phnE_2//b4133//b0339//b4319//b3831//b2674//b2375//b2661//b0586//b2673//b4292//b3332//b4392//b2469//b2957//b0895//b3313//b2707//b0591//b2800//b2601//b3318//b3172//b3669//b2552//b1782//b3006//b3320//b3091//b4417//b2728//b4073//b4460//b1492//b2717//b3971//b1673//b0061//b0351//b0585//b2704//b3365//b0565//b4120//b4441//b2092//b0895//b4397//b1622//b3076//b1262//b4426//b1130//b1887//b2009//b4416//b3394//b4314//b3565//b1517//b3437//b1015//b2713//b0678//b2673//b2868//b2730//b3566//b1263//b0333//b3231//b2465//b0078//b0676//b2365//b2150//b4014//b2374//b4102//b3855//b3167//b4132//b0776//b2987//b2143//b2375//b3480//b2223//b1335//b4313//b3582//b3609//b2374//b2987//b0311//b0623//b4669//b2465//b1021//b1782//b3081//b2203//b2590//b0841//b0812//b0201//b0775//b1037//b2763//b2287//b2975//b1641//b2423//b4311//b3207//b0190//b1513//b4101//b2741//b2063//b3236//b1244//b3227//b1337//b2976//b1517//b0873//b2995//b3224//b3408//b3133//b1516//b0463//b3171//b3242//b3541//b4268//b3278//b2868//b2421//b3222//b3272//b3221//b0177//b2663//b2487//b0754//b0675//b4376//b4200//b0619//b3781//b0606//b1851//b3751//b2428//b2995//b3829//b1682//b4292//b1608//b0757//b0124//b4671//b0396//b1591//b2993//b4705//b1738//b1519//b2239//b4003//b3569//b4015//b0977//b3414//b3212//b2146//b2671//b1540//b4119//b1670//b3277//phnE_2//b2195//b2009//b3413//b3530//b0907//b2282//b4439//b2662//b1263//b0617//b4007//b2726//b1302//b4111//b1611//b0676//b4118//b0592//b2553//b3161//b3165//b0972//b4393//b4441//b3275//b1301//b4032//b0758//b0589//b1587//b3424//b2723//b0997//b4106//b2240//b2571//b2710//b1391//b1246//b2029//b1241//b4073//b3752//b3314//b4663//b2222//b2992//ilvG_1//b0758//b2203//b1982//b1241//b3970//b1516//b4092//b4476//b0778//b3772//b4039//b3615//b3172//b0783//b3542//b2200//b0240//b1719//b4311//b3758//b2194//b1008//b0367//b0061//b3961//b1904//b2407//b2730//b0430//b3429//b3616//yegZ//b1390//b3418//b1717//b2800//b4160//b3577//b1858//b1782//b2659//b3941//b4439//b0347//b3477//b4567//b4096//b2425//b0729//b0677//b1336//b4167//b4367//b3405//b1810//b0936//b2508//b0368//b2755//b3221//b3940//b1672//b1392//b0151//
