#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2591//b1182//b0400//b2756//
AlaS-L-alanine	b2630//
AllS-allantoin	b3925//b1717//b1421//
AraC-L-arabinose	b3327//b3727//b0334//b1706//b2465//b1302//b4115//b0617//b3275//b3265//b0428//b0180//b4005//b2156//
ArcA-Phosphorylated	b1127//b3773//b2943//b4239//b0929//b1680//b2554//b2554//b0862//b0606//b0683//b0463//b2923//b0724//b3615//b1392//b4238//b4254//b0168//b0390//b2492//b0207//b4197//b3227//b2428//b2718//b0178//b3266//b1287//b4073//b0933//b2660//b1621//b4288//b3207//b0019//b1641//b0378//b2143//b2415//b3404//b3759//b3278//b2868//b1546//b3828//b0683//b1113//b2590//b2204//b4002//b2866//b1988//b1390//b4316//b1334//b3091//b1241//b2239//b3115//b2911//b4018//b3749//b2029//b0035//b0812//b0349//b1588//b0349//b4172//b0864//b0605//b0396//b4058//b2486//b3432//b2702//b4154//b1884//b3476//b2925//b3971//b0584//b3231//b3241//b0679//b2584//b2799//b3670//b4213//b1779//b1805//b2283//phnE_2//b1207//b2309//b4313//b2143//b2580//b0933//b4355//b2202//b0805//b1129//b2242//b0573//b4567//b3240//b3332//b2852//b2979//b3721//b2430//b3521//b3774//b1519//b1515//b3272//b2285//b1852//b3070//b1888//b4637//b3772//b2367//b4133//b2489//b2078//b2705//b2731//b2751//b3672//b0613//b4170//b2341//b2481//b0776//b0584//b1885//b1514//b1680//b3335//b4198//b0340//b2866//b3124//b3971//b0931//b0575//b3903//b2096//b2284//b1902//b0177//b3424//b3773//b4152//b3870//sroD//b1515//b1212//b3460//b2631//b0343//b3321//b3957//b3566//b1501//b2912//b3773//b4310//b0428//b0273//b0182//b3723//b3274//b0755//
ArgP-L-arginine	sroD//b0763//b3242//b0313//b0754//b0587//b4506//b3750//b3222//b2996//b1222//b3453//b1209//b2759//b2375//b2912//
ArgR-L-arginine	b3753//b4511//b0777//b0573//b3170//b0931//b3167//efeU_2//b3579//b0166//b4123//b1379//b0623//b4441//b0564//b2503//b0613//b2840//b2092//b4006//b4005//b3278//b4054//b3769//b2095//b3126//b3702//b3609//b4670//b0598//b2371//b2666//b1207//b4313//b0605//b4058//b4167//b0403//b1245//
AtoC-phosphorylated	b2365//b0403//b2079//b0111//
BaeR-Phosphorylated	b0594//b3313//b3481//b3911//b1852//b1020//b4068//b3261//
BirA-bio-5-AMP	b2200//b2675//b3317//b0042//b1684//
CRP-cAMP	b2106//b1528//b3231//b3168//b0431//b4268//b1597//b2150//b0368//b2755//b2943//b1398//b3221//b1011//b2572//b1395//b1621//b3511//b2093//b0341//b3392//b4200//b2717//b1189//b3025//b4015//b0588//b1669//b3125//b3426//b4416//b1881//b2224//b1589//b1858//b3749//b1023//b0522//b2716//b4451//b1907//b0118//b4058//b0928//b2965//b4406//b3431//b2962//b3724//b2709//b0150//b4599//b4132//b4203//b3669//b1535//b2392//b3314//b2583//b0605//b2916//b3772//b0429//b1859//b1493//b2868//b3168//b3599//b3070//b4669//b1182//b3480//b3750//b3424//b1324//b0441//b0889//b3724//b1888//b4152//b3528//b4287//b0178//b3365//b1673//b3453//phnE_2//b3394//b0553//b4063//b2487//b0349//b4240//b4398//b3365//b3578//b0032//b2491//b0179//b4193//b4024//b3038//b2723//b3424//b1007//b3568//b1716//b4104//b4070//b1324//b2146//b2200//b3133//b1262//b3170//b0191//b1113//b2204//b4265//b1518//b4024//b1012//b2659//b4169//b1136//b3528//b4406//b2490//b1738//b1006//b3863//b0684//b1210//b2630//b4094//b1594//b1385//b1131//b1501//b2675//b2801//b4173//b2718//b3769//b0826//b3759//b3036//b4699//b0973//b3774//b1190//b0592//b3076//b2163//b1819//b1818//b2202//b1260//efeU_2//b3095//b0166//b4062//b1260//b4471//b1209//b1885//b1761//b2277//b4393//b2285//b2422//b2498//b2416//b0895//b1389//b3357//b3759//b3748//b1716//b3940//b2393//b4171//b3617//b2762//b2660//b3224//b4097//b2580//b2430//b2498//b3969//b0333//b3934//b2711//b3608//b2509//b1492//b1682//b2375//b2344//b2608//b1275//b3037//b1761//b2488//b0862//b1920//b2799//b3666//b1210//b4200//b0367//b1276//b3479//b2202//b3725//b0118//b1493//b0812//b2750//b1681//b2276//b3127//b2597//b2231//b2152//b2224//b3902//b1298//b0377//b0675//b1682//b4197//b2415//b1337//b2963//b3312//b1530//b3530//b2803//b2285//b3223//b1922//b1780//b1208//b3318//b1546//b0953//b0042//b0205//b0975//b0389//b2911//b1881//b0908//b0044//b3405//b2207//b3751//b3359//b3671//b1246//b4268//b2201//b4502//b3240//b1987//b0819//b1394//b1388//b4311//b2068//b4092//b3403//b3758//b3580//b3600//b2290//b0959//b2751//b2095//b0564//b2296//b1385//b3781//b2240//b1324//b0619//b2486//b2470//b3081//b2470//b2866//b0887//b1514//b3530//b1671//b2373//b2720//b3092//b3125//b3114//b1615//b1038//b2203//b3700//b4007//b0860//b4315//b2976//b3124//b4268//b3368//b1475//b2497//b0972//b1256//b2852//b4511//b3773//b2500//b3172//b1007//b4438//b2429//b0189//b3241//b2554//b1515//b2308//b1492//b0240//b2242//b2994//b1212//b3700//b3231//b2607//b1988//b3481//b1713//b4431//b3330//b2279//b3759//b3757//b0343//b3969//b3617//b1681//b3748//b0934//b3325//b4393//b3429//b2490//b3356//b0841//b1264//b2840//b2725//b1263//b1129//b2987//b4266//b1397//b1300//b2709//b1023//b3701//b3092//b3408//b2588//b0591//b3214//b2416//b2313//b2992//b0517//b3231//b0596//b2802//b1511//b1881//b4699//b2673//b2308//b0886//b1182//b1892//b0110//b4000//b0400//b3437//b0570//b3038//b2198//b1537//b4383//b0384//b1040//b4167//b1022//b4384//b3125//b3236//b3521//b2311//b1136//b2366//b2365//b2096//b0583//b2631//b1287//b2469//b2470//b0782//b1680//b0974//b4160//b2752//b1594//b4502//b0077//b1398//b4010//b4008//b4451//b0333//b4036//b3493//b0183//b2371//b4076//b2704//b4068//b3480//b2993//b2373//b3037//b2277//b3667//b1888//b2313//b3781//b3942//b4010//b3324//b0597//b0862//b0733//b1024//b2852//b2719//b1713//b2916//b1817//b1970//b1221//b3416//b3518//b0931//b3394//b3851//b2091//b1608//b1920//b0785//b1655//b1511//b0461//b2492//b4058//b4167//b4266//b3480//b4311//b0340//b0602//b3277//b1499//b4030//b2364//b2373//b2212//b3766//b3510//b2232//b3854//b4058//b2414//b4101//b2093//b3758//b3854//b2705//b3417//b3326//b0353//b0450//b1062//b0863//b3970//b1430//b1681//b0937//b2841//b4401//b1492//b4174//b0313//b0110//b0366//b3574//b4024//b3393//b1136//b2571//b0037//b3940//b3750//b0863//b2962//b1421//
