#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2994//b3530//b0515//b4093//
AlaS-L-alanine	b1904//
AllS-allantoin	b1397//b1208//b4177//
AraC-L-arabinose	b1043//b3319//b0106//yegZ//b3091//b0198//b4124//b2916//b1010//b2975//b0574//b1674//b1297//b4451//
ArcA-Phosphorylated	b1039//b4663//b2206//b2580//b1516//b0205//b3852//b1338//b4323//b0313//b3528//b0618//b3081//b0178//b2153//b1590//b4289//b0204//b0754//b0957//b2607//b1718//b0340//b3320//b2703//b1011//b3852//b1881//b2673//b1379//b1518//b4063//b4069//b1674//b0396//b3461//b0378//b0080//b2723//b1321//b1517//b0778//b4160//b3476//b2606//b2153//b1298//b4293//b4106//b3906//b4120//b4288//b3567//b3125//b3455//b4213//b3418//b0728//b0826//b2156//b0782//b3971//b1518//b2482//b1851//b0411//b3855//b4013//b4071//b0959//b4309//b3134//b1761//b2152//b2481//efeU_2//b1973//b1474//b2422//b2531//b3508//b2725//b4138//b3135//b4669//b1679//b4233//b4702//b3616//b0778//b2498//b1719//b1127//b2152//b4398//b3132//b0199//b0575//b3969//b0571//b3532//b3864//b1275//b2608//b3605//b3409//b0035//b0383//b0783//b2660//b3335//b2868//b2423//b2284//b0860//b2762//b3242//b1718//b3572//b0152//b0191//b2171//b2994//b4663//b3441//b3830//b1009//b0590//b4100//b2937//b1588//b3273//b2963//b2760//b4187//b4289//b2291//b2240//b2852//b3530//b0998//b0935//b0722//b2278//b4152//b3275//b0597//b4059//b0785//b4122//b3413//b2591//b1245//b0241//b0197//b2368//b2663//b4095//b4195//b2406//b1337//b0062//b1655//b2373//b3457//b3368//b4290//b2529//b1302//b4266//b3758//b4376//b0181//b3113//b1021//b3171//b0153//
ArgP-L-arginine	b2551//b2717//b1265//b1902//b0035//b2143//ilvG_1//b2428//b4005//b1881//b2488//b1881//b2286//b4160//b4200//b2572//
ArgR-L-arginine	b0592//b3708//b4441//b1245//b2588//b3392//b0153//b4431//b2727//b2415//b2307//b3617//b2196//b1744//b0928//b3008//b3774//b4476//b2927//b2223//b2759//b2224//b1922//b0451//b0774//b3600//b0841//b3237//b0112//b3708//b3368//b2075//b1302//b0679//b1482//b1252//b3416//b2203//b1885//
AtoC-phosphorylated	b3940//b0125//b0596//b1113//
BaeR-Phosphorylated	b2979//b2630//b0077//b3072//b4106//b2722//b2730//b2207//
BirA-bio-5-AMP	b3423//b1716//b4118//b4040//b1225//
CRP-cAMP	b2996//b0557//b4416//b3543//b4201//b1779//b1391//b2961//b3221//b0812//b2497//b0080//b3911//b3124//b1015//b3853//b3325//b1732//b3278//b2996//b1041//b3335//b2208//b0342//b2705//b4290//b4314//b0118//b4030//b1337//b3114//b4309//b2464//b2703//b0461//b3508//b4292//b0396//b3161//b0311//b4326//b4392//b4172//b2926//b0894//b4313//b2708//b2731//b0571//b4241//b3960//b2529//b0820//b1338//b3458//b1189//b3722//b3831//b1335//b2715//b3006//b3367//b2573//b1041//b1205//b2486//b3493//b3721//b1421//b1264//b2904//b1883//b1131//b0522//b0557//b4323//b1190//b3603//b1780//b4007//b1324//b0995//b1519//b2597//b2290//b2995//b2490//b3314//b1337//b4100//b1761//b3171//b0978//b0462//b3564//b4063//b0722//b2588//b2996//b0785//b2979//b4102//b4266//b3424//b3394//b3325//b4193//b3575//b0591//b0734//b1593//b0585//b1743//b4267//b3511//b2152//b3756//b2222//b3133//b1007//b0114//b0205//b0935//b0366//b1021//b4037//b4039//b1521//b4467//b2236//b3906//b2727//b4024//b1684//b1407//b0928//b1735//b4669//b1669//b0587//b2093//b3961//b1713//b1209//b3329//b2234//b4264//b0974//b2296//b1323//b4169//b0864//b2818//b1040//b2243//b0595//b0975//b3278//b1160//b1761//b2211//b1246//b0959//b4159//b2703//b2231//b4450//b3852//b0377//b3457//b2155//b2614//b0805//b0198//b0573//b2285//b2553//b4384//b2992//b3567//b4367//b4313//b4123//b0777//b2204//phnE_2//b2666//b0199//b1921//b1782//b0594//b4197//b0616//b0972//b2709//b4289//b1548//b2308//b1272//b0726//b2367//b3404//b3168//b0937//b1007//b0872//b2589//b0945//b2758//b1851//b3135//b3926//b2751//b2572//b4002//b1407//b4398//b2606//b3934//b4241//b3927//b2096//b1323//b2306//b0826//b1016//b1735//b2724//b3277//b0575//b2805//b0972//b0353//b4062//b2803//b2607//b1886//b4401//b2923//b3926//b0734//b0516//b2752//b4287//b4102//b4193//b1748//b3118//b2964//b1883//b1397//b2199//b3469//b0151//b3609//b0776//b2029//b3544//b4125//b0388//b0805//b0585//b3845//b4355//b1102//b1244//b1988//b1493//b4154//b1748//b3605//b1211//b3214//b3124//b4002//b4102//b1737//b4313//b1617//b3864//b1474//b2203//b1796//b2762//b3135//b4268//b3415//b3868//b3773//b3912//b3480//b3942//b1394//b4316//b0614//b3026//b4311//b0724//b1587//b2296//b0564//b0759//b2551//b1322//b2580//b0861//b4159//b0953//b2092//b0336//b1260//b0178//b1011//b0997//b2867//b3853//b0970//b3243//b2147//b2957//b0895//b3368//b0995//b2818//b3332//b4313//b2805//b2469//b4018//b1684//b3925//b3243//b3758//b0586//b2199//b0933//b4160//b3868//b1704//b4318//b2719//b4004//b3395//b4381//b2965//b1015//b1275//b3096//b4069//b2278//b0345//b1779//b2085//b1613//b3521//b4321//b0589//b1656//b3905//b0351//b2085//b4120//b0887//b3071//b3278//b4309//b3476//b2508//b3616//b3161//b3759//b1717//b3604//b0184//b3438//b3368//b2800//b1588//b0341//b0777//b1041//b0622//b1388//b2617//b1492//b0111//b1982//b4476//b1672//b0078//b4035//b3335//b3330//b4502//b1244//b3265//b2232//b2078//b2416//b4209//b2282//b1883//b2375//b3708//b3456//b2288//b2916//b0399//b2367//b3528//b0907//b0754//b4702//b0935//b3671//b4105//b1617//b0974//b1514//b3368//b3265//b3958//b2697//b3510//b2799//b4033//b2367//b1514//b1136//b3207//b0862//b0720//b3008//b4213//b2987//b0273//b2801//b1519//b1212//b1297//b3092//b1746//b0107//b2407//b0463//b2916//b1272//b2589//b1512//b4036//b2308//b2926//b1780//b0765//b2801//b3335//b1704//b1719//b3828//b3026//b1719//b2287//b0167//b1223//b1513//b3333//b1009//b1252//b0677//b3222//b1796//b2716//b4172//b2163//b2208//b2572//b4069//b1921//b2278//b2163//b3478//b0887//b2212//b4288//b0463//b1881//b4193//b1043//b2366//b3096//b0368//b0366//b2488//b2203//b3243//b4069//b2197//b3521//b1684//b0613//b3167//b4125//b2297//b0593//b2486//b4098//b3688//b4160//b4316//b1252//b4355//b2149//b1182//b4669//b2591//b3572//b3165//b2708//b3753//b2584//b1535//b1226//b2091//b1222//b0205//
