#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0150//b0805//b3413//b2600//
AlaS-L-alanine	b0020//
AllS-allantoin	b2291//b1008//b3601//
AraC-L-arabinose	b4314//b3722//b2597//b0177//b2297//b0880//b2085//b3509//b0812//b1515//b2231//b2760//b2149//b3394//
ArcA-Phosphorylated	b0622//b3701//b2718//b0862//b4476//b1904//b2868//b3569//b2708//b0338//b4400//b3493//b4170//b3164//b4024//b2221//b0077//b0995//b3320//b4202//b0107//b1518//b4072//b0336//b2719//b0682//b2429//b3242//b4013//b4320//b2481//b3564//b0341//b0038//b0841//b0031//b0722//b0765//b0389//b3318//b4098//b4093//b0522//b2208//b3671//b3771//b0042//b0516//b3750//b3727//b3521//b1127//b2282//b2085//b2281//b3667//b1712//b2364//b1227//b4439//b1379//b1379//b4069//b0114//b0368//b0908//b4670//b2484//b3116//b0592//b3582//b1287//b4320//b0723//b4393//b0080//b2488//b3725//b3511//b3161//b2962//b0594//b2242//b3721//b0339//b1262//b4355//b2490//b4153//b3564//b3432//b0484//b1264//b2296//b0606//b1390//b0116//b0039//b3781//b2600//b4313//b1298//b1761//b1513//b3617//b3364//b2712//b3113//b3477//b1886//b4467//b2719//b3365//b1241//b2841//b4007//b2760//b2232//b1718//b1131//b2957//b2715//b3428//b4170//b3566//b4254//b2365//b2557//b1680//b4416//b2364//b4354//b0887//b4265//b3581//b2009//b3261//b2631//b3859//b4289//b2608//b3368//b0618//b0399//b0586//b2722//b2150//b3460//b2224//b1611//b2235//b3335//b4123//b2366//b1743//b1415//b2725//b0352//b3113//b3236//b4016//b2938//b4439//b2198//b0038//b2278//b3521//b4431//b2630//b1208//b2609//b1475//b0613//b3722//b0584//b2231//b1497//
ArgP-L-arginine	b0396//b3869//b2221//b1846//b0904//b4265//b1499//b3757//b1476//b1398//b1890//b4173//b1010//b4669//b1335//b0887//
ArgR-L-arginine	b2993//b0150//b2666//b2718//b4131//b1022//b3135//b2241//b3508//b1922//b0620//b3025//b0957//b3243//b1681//b1713//b4382//b4203//b0945//b1392//b2282//b2497//b1111//b3615//b2759//b4074//b4177//b2588//b4287//b1851//b3026//b2509//b3774//b0352//b1379//b3425//b2731//b2557//b1260//
AtoC-phosphorylated	b3583//b4036//b1532//b4292//
BaeR-Phosphorylated	b1335//b0827//b0720//b2554//b1889//b0679//b3971//b4451//
BirA-bio-5-AMP	b1109//b2465//b2223//b2093//b2313//
CRP-cAMP	b1008//b2093//b4439//b0078//b1041//b1387//b1041//b2631//b3508//b2476//b1252//b1296//b4024//b2075//b2980//b0240//b2487//b0570//b3724//b2078//b1127//b4004//b2589//b4200//b4124//b0976//b3604//b0167//b2143//b3452//b0589//b2312//b2297//b1421//b2706//b2609//b0182//b2718//b1517//b1006//b4160//b0618//b1826//b1208//b4467//b1296//b3927//b2631//b0177//b4476//b1016//b1396//b2730//b4153//b3036//b0908//b3863//b0350//b3528//b0887//b0592//b2911//b2528//b3392//b2092//b0590//b4451//b0517//b3410//b4151//b2285//b0346//b0959//b4702//b1222//b3405//b1227//b1706//b3241//b4094//b4318//b0343//b2490//b3668//b0346//b2342//b3860//b4315//b2666//b4383//b0313//b2609//b3575//b1612//b3479//b2211//b0757//b4197//b0345//b3911//b3171//b2213//b3367//b3726//b0377//b4476//b4032//b1805//b0116//b2243//b4014//b2092//b2588//b1482//b4100//b0976//b3564//b2867//b3241//b0367//b3859//b0726//b1037//b0957//b2241//b1669//b0430//b1039//b4502//b1671//b2589//b3423//b2095//b0202//b2607//b3781//b4010//b0907//b3769//b1037//b0441//b4471//b3274//b1136//b2727//b1907//b4115//b2307//b2579//b3077//b4239//b3670//b4313//b3521//b0241//b1112//b0184//b3544//b1334//b2601//b3851//b3670//b3758//b0198//b2726//b2559//b3864//b4169//b4104//b2725//b3528//b2280//b4069//b0887//b1779//b1182//b1798//b0048//b0517//b0080//b4092//b1669//b1113//b1513//b1591//b3223//b0679//b2715//b3476//b0977//b0352//b2425//b0150//b4095//b4451//b2417//b2414//b3458//b0166//b3070//b2297//b3476//b0904//b2212//b3404//b1846//b0390//b0782//b0153//b2148//b2669//b0037//b3528//b3830//b1719//b0116//b3222//b4073//b0763//b1613//b1396//b0441//b3224//b4293//b3911//b4381//b4637//b0035//b3077//b1781//b0929//b0937//b3852//b0763//b1713//b2415//b0583//b1798//b3430//b2313//b2964//b2465//b0522//b4173//b0314//b3577//b3829//b2916//b0775//b4426//b1256//b0428//b2659//b4014//b1518//b3457//b1821//b4111//b2911//b1227//b2497//b2535//b3414//b3870//b4104//b2205//b2486//b1590//b1136//b0587//b3115//b3026//b3168//b4095//b4241//b1889//b4007//b0874//b4030//b0841//b0389//b4401//b2424//b2751//b3521//b0108//b2406//b4054//b3941//b4071//b3334//b4267//b0333//b2631//b3006//b0314//phnE_2//b2288//b2676//b1715//b4382//b3431//b3845//b2704//b4326//b4008//b3260//b0934//b0522//b1881//b2571//b1656//b0062//b4097//b1189//b2156//b3960//b4669//b2424//b0573//b2469//b3864//b3569//b3868//b3830//b1205//b0182//b0979//b3611//b2752//b0340//b2937//b4198//b4397//b3116//b0378//b1322//b1421//b0153//b2498//b0311//b4392//b4059//b3611//b0337//b0937//b2199//b2583//b3070//b4101//b1858//b4006//b1498//b4016//b2937//b3312//b0403//b1850//b4323//b2149//b4637//b3532//b4311//b4198//b1516//b0976//b0331//b2202//b2156//b4169//b2996//b2721//b2867//b0863//b2584//b0180//b1430//b0108//b1900//b4592//b3213//b1615//b3418//b2718//b0619//b3870//b4097//b3455//b0775//b2559//b1782//b1302//b2938//b2509//b0931//b1321//b2866//b2488//b3616//b2597//b4318//b2750//b0720//b3906//b2312//b1010//b0403//b1892//b0353//b3392//b4599//b0020//b2094//b1022//b0343//b2588//b2503//b1262//b1656//b2078//b1658//b3938//b0168//b0106//b2163//b1297//b2572//b0729//b0678//b3237//b3035//b0733//b4320//b4502//b2106//b0676//b0347//b4094//b0191//b2277//b2152//b0676//b0041//b2151//b0886//b1501//b0403//b0384//b1669//b1225//b2818//b2236//b1594//b4381//b4005//b4009//b2607//b0682//b3609//b0726//b4265//b2201//b4096//b3413//b3476//b4670//b1881//b0864//b2367//b4059//b0314//b3565//b0156//b2204//b3577//b1888//b2661//b1039//b0726//b1041//b1323//b0152//b3828//b0574//b0383//b0035//b0180//b1797//b2803//b0340//b1043//b0585//b3940//b4075//b4376//b3870//b1679//b3261//b4175//b1590//b4268//b2417//b1007//b4070//b2199//b3509//b0570//b0928//b3405//b2372//b3037//b1970//b4287//b1712//b0734//b3906//b4292//b3912//b2311//b0114//b2926//b4132//b0872//b4010//b3333//
