#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0573//b0583//b4035//b3707//
AlaS-L-alanine	b0182//
AllS-allantoin	b2215//b3908//b3132//
AraC-L-arabinose	b1715//b2963//b2421//b4131//b3266//b3326//b3721//b0179//b2903//b0191//b4438//b3212//b2285//b3225//
ArcA-Phosphorylated	b3096//b3572//b2631//b3727//b4264//b4324//b2223//b1498//b4233//b4070//b2076//b1593//b0682//b0450//b3135//b4120//b1780//b3225//b1621//b2091//b2703//b3688//b2942//b3357//b2310//b3416//efeU_2//b1588//b1641//b3240//b2925//b2868//b0377//b2663//b2904//b2661//b4167//b2150//b4382//b2231//b1335//b1654//b0199//b4511//b3115//b0777//b2755//b1265//b0733//b0342//b1519//b1716//b1109//b0864//b1023//b3425//b1493//b4016//b3611//b0936//b0125//b3908//b2671//b0314//b3273//b3581//b1718//b0935//b4068//b0605//b0864//b2992//b4291//b4383//b0619//b2852//b0684//b1223//b2509//b2464//b1987//b3037//b4317//b2702//b3702//b2589//b2712//b2507//b2659//b2497//b3367//b1921//b4201//b2153//b4240//b4264//b2762//b0605//b4237//b2151//b1881//b2201//b1499//b4118//b1548//b1888//b2709//b2365//b0041//efeU_2//b1704//b3450//b0168//b0880//b1392//b2905//b0150//b1042//b1920//b3588//b4171//b0860//b2713//b2312//b1715//b2583//b0998//b2364//b1324//b1674//b2755//b2235//b1744//b0118//b1733//b2407//b3750//b0461//b2206//b2868//b2406//b0979//b1501//b0166//b1761//b3708//b3333//b1744//b4171//b1262//b1322//b4698//b0997//b3567//b3005//b1921//b1519//b3404//b0928//b3859//b1275//b0757//b0596//b2106//b4067//b0721//b1540//b4072//b2392//b4003//b0617//b4290//phnE_2//b4070//b1819//b4167//b0978//
ArgP-L-arginine	b3426//b2106//b3478//b1796//b3207//b1735//b2201//b0929//b3601//b1111//b3049//b0241//b1658//b4104//b1797//b3863//
ArgR-L-arginine	b3096//b3005//b4024//b3671//b2291//b0411//b0399//b0959//b0734//b2507//b3574//b4326//b2482//b2675//b0311//b1622//b4249//b2673//b2375//b1016//b1299//b0595//b3242//b1679//b1597//b3452//b3609//b2606//b4324//b3869//b3493//b4702//b4406//b3126//b0734//b3855//b4451//b0765//b0733//
AtoC-phosphorylated	b4173//b2589//b4398//b0931//
BaeR-Phosphorylated	b0959//b2751//b3311//b3230//b3961//b4015//b1654//b2573//
BirA-bio-5-AMP	b2866//b0342//b2171//b1748//b1514//
CRP-cAMP	b2707//b1982//b3610//b0620//b3441//b1613//b1819//b0873//b2488//b1883//b3902//b1252//b0441//b1683//b3363//b0764//b3455//b3037//b2923//b1888//b4152//b0755//b4019//b1113//b0617//b1669//b2868//b3564//b3481//b3221//b3124//b1220//b0463//b4119//b2240//b3757//b2195//b1129//b1042//b4040//b0388//b1904//b0398//b2752//b2572//b2729//b2588//b0594//b2241//b0935//b0346//b0040//b4115//b0207//b0038//b4193//b4062//b4567//b1009//b1859//b4202//b1209//b0348//b3581//b0724//b3904//b4032//b4177//b1920//b0972//b1517//b1672//b1846//b3404//b3774//b2702//b2236//b1493//b2557//b0584//b4290//b2373//b3458//b0450//b1247//b2607//b0727//b1102//b3533//b1008//b2152//b4451//b3168//b3509//b0031//b2531//b1475//b4100//b3772//b2926//b0429//b3096//b1782//b3241//b1817//b3533//b0728//b4037//b1546//b2671//b1608//b3750//b4102//b0585//b0203//b4159//b3938//b0617//b1921//b3934//b3005//b4153//b3116//b4168//b3601//b2213//b2392//b3926//b0241//b0031//b2232//b0113//b3314//b0431//b1287//b1905//b4195//b2078//b4154//b2423//b4383//b3960//b3968//b0311//b0203//b1127//b2029//b3750//b1714//b1500//b3669//b3616//b0583//b1859//b3326//b3404//b4123//b0755//b3567//b3576//b3213//b2710//b2297//b2711//b0202//b0368//b1622//b2702//b4417//b2091//b2805//b1738//b1129//b1337//b2221//b0515//b3864//b3925//b4264//b4416//b0463//b3859//b1189//b0621//efeU_2//b2284//b0763//b2631//b3318//b1516//b1588//b3905//b0400//b1224//b1734//b1611//b0729//b1748//b3164//b4663//b0684//b4105//b4067//b0724//b4383//b4310//b4111//b3167//b1131//b2570//b4323//b2148//b4030//b0589//b0826//b3707//b0676//ilvG_2//b0048//b1531//b3415//b0484//b2009//b2617//b3330//b4241//b0032//b3571//b2579//b2600//b3167//b3315//b4013//b2976//b2147//b1430//b3855//b3565//b1548//b3091//b2867//b2313//b3366//b2424//b1379//b4006//b2425//b3365//b0377//b0675//b0755//b2278//b2703//b4323//b3701//b4174//b2631//b4355//b0889//b3721//b0350//b2609//b3415//b0125//b2091//b4467//b1588//b0342//b1821//b2372//b0177//b0192//b3852//b2429//b4249//b4033//b1907//b0114//b3971//b3540//b1499//b0441//b1263//b0384//b1746//b4115//b2674//b0727//b0462//b4040//b3571//b2196//b1009//b4355//b4016//sroD//b2279//b4196//b0151//b2840//b2492//b1338//b4118//b4002//b0430//b2764//b0978//b2197//b2029//b1224//b0936//b3368//b4705//b4233//b4068//b3846//b0207//b2308//b1683//b2979//b2669//b3831//b1679//b3333//b2308//b2236//b1881//b4013//b1817//b0041//b2106//b1846//b3272//b4506//b3135//b0037//b1407//b1817//b3667//b4265//b4320//b3564//b0783//b3846//b2393//b0571//b2818//b0997//b3479//b3213//b0617//b3455//b2341//b3672//b1761//b1212//b0384//b1716//b3477//b3671//b0349//b3603//b0886//b2197//b1474//b2724//b3326//b3580//b1681//b1817//b4040//b2661//b0976//b1391//b3132//b2718//b1499//b3756//b2800//b2708//b3480//b3275//b0201//b1038//b1243//b0755//b4439//b3493//b3408//b4096//b4287//b3757//b0754//b1810//b3530//b1111//b0995//b0759//b2196//b1658//b1430//b1747//b1272//b2710//b1208//b0035//b4123//b0573//b2718//b1716//b1658//b0675//b3846//b4115//b3221//b0676//b3908//b1498//b1810//b4169//b2757//b0110//b4131//b1393//b2240//b3212//b1531//b3431//b3566//b4018//b3853//b2507//b3604//b3237//b0683//b2155//b3572//b1379//b0820//b1421//b3242//b3431//b1189//b3751//b4124//b4016//b1022//b1011//b2579//b1211//b2215//b0764//b1594//b1300//b2965//b2659//b0617//b1324//b2697//b3367//b2095//b1421//b3317//b4406//b4059//b4249//b4102//b4265//b3611//b1684//b1336//b4502//b4200//b4249//b3225//b3616//b0972//b1738//b4067//b3392//b1302//b4241//b3092//b4062//b0622//b2085//b1973//b0390//b4209//b1221//b0620//b3728//b4008//b2905//b3437//b0106//b3727//b1260//b0334//b0975//b0063//b0062//b2751//b3416//b3324//b0106//b0019//ilvG_2//b4004//b3224//b2904//b3708//b3243//b2551//b1547//b2763//b3604//b1846//b2756//b4040//b3414//b0515//b3771//b4367//b0348//
