#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3940//b1036//b0368//b3134//
AlaS-L-alanine	b0107//
AllS-allantoin	b1716//b4054//b3117//
AraC-L-arabinose	b3904//b1287//b3166//b3869//b2078//b4169//b3222//b3860//b2977//b3864//b4132//b0179//b0929//b2344//
ArcA-Phosphorylated	b1511//b4637//b2201//b3608//b0341//b3766//b2469//b2723//b0179//b2375//b0978//b2429//b1393//b0522//ilvG_1//b3091//b3328//b4133//b3757//b3722//b1500//b1704//b1482//b0863//b4313//b4187//b3579//b2078//b1519//b0585//b2530//b4095//b0400//b4102//b2417//b3509//b3356//b0776//b2659//b2531//b3165//b3331//b3026//b3093//b2754//b0114//b0622//b3902//b0996//b0338//b1022//b4669//b4315//b1679//b1272//b2194//b4438//b0781//b1323//b0588//b4098//b1590//b3702//b4014//b2204//b4177//b3165//b0450//b4264//b3224//b1821//b1517//b1612//b1718//b0181//b3600//b3423//b3405//b2310//b0978//b1136//b4238//b2671//b0296//b0334//b3868//b0995//b3709//b0593//b1336//b2342//b3773//b2153//b3610//b0063//b1615//b1905//b2224//b2911//b0827//b4123//b0390//b1324//b1482//b4018//b3860//b1589//b0199//b1858//b2206//b0904//b3432//b4177//b0241//b2728//b2552//b2560//b0904//b3912//b2741//b0756//b2243//b3072//b4010//b1300//b2741//b0896//b3430//b3274//b2675//b3751//b3941//b0589//b2838//b3666//b2207//b2507//b3318//b4194//b1594//b0588//b3576//b3961//b2307//b4125//b1609//b2990//b3326//b1620//b2107//b0460//b4104//b2203//b2707//b4074//b1012//b2500//b2029//b2805//b2488//b4197//b0931//b1024//b0596//b0931//b0676//b0583//b2818//b1886//b1814//b0763//b3261//b1015//b1782//b4125//b0311//b4006//
ArgP-L-arginine	b2614//b0115//b3432//b3960//b0351//b1920//b0451//b0463//b1882//b0207//b0192//b3970//b1512//b2662//b0679//b1591//
ArgR-L-arginine	b3450//b2557//b3509//b3828//b0972//b3214//b2729//b2913//b3583//b3223//b3212//b1891//b2151//b1901//b3477//b2962//b0201//b3456//b1499//b1041//b0515//b1617//b3207//b2429//b0945//b0995//b0619//b0616//b2838//b3135//b2279//b0441//b1617//b3960//b2990//b4417//b3481//b2106//b4059//
AtoC-phosphorylated	b3452//b3970//b2372//b0763//
BaeR-Phosphorylated	b2841//b0179//b3025//b0106//b4072//b0338//b4400//b1817//
BirA-bio-5-AMP	b1537//b1252//b3461//b2590//b3672//
CRP-cAMP	b0340//b2590//b2277//b2552//b3582//b0430//b3753//b1301//b1499//b2497//b1716//b0996//b1263//b4195//b0198//b1498//b1016//b3170//b2486//b2149//b0933//b2308//b0595//b3404//b3723//phnE_2//b3313//b1407//b3313//sroD//b3076//b4406//b2482//b4268//b3911//b1987//b0805//b0571//b3722//b2417//b2464//phnE_2//b3688//b2147//b3451//b1476//b3565//b3576//b0997//b2498//b3455//b1988//b4324//b2669//b2697//b1781//b4249//b4059//b4171//b4172//b3753//b2222//b4076//b2942//b3135//b3161//b4092//b1227//b2497//b4092//b1016//b0565//b1900//b3095//b3579//b3481//b1324//b2206//b3278//b1970//b1679//b1008//b2068//b1798//b0342//b4320//b0182//b3542//b3036//b0872//b4431//b4401//b0330//b1743//b0812//b0862//b3568//b3726//b1009//b4311//b0933//b0484//b4209//b0996//b3451//b4287//b3457//b0343//b2342//b3222//b3577//b1256//b2195//b1817//b1430//b2705//b4322//b0889//b4237//b3221//b0167//b2803//b3669//b1761//b3568//b2469//b2704//b3752//b0441//b4310//b0063//b2091//b3588//b3758//b2149//b4376//b1851//b3320//b1040//b2718//b0311//b2715//b1300//b1810//b2729//b2942//b3274//b3510//b1734//b2923//b3969//b2673//b3437//b3852//b2464//b3329//b1717//b4471//b2195//b4313//b0929//b4439//b0344//b3831//b0886//b0296//b1883//b2415//b1884//b3169//b2375//b3096//b2721//b1518//b1062//b1287//b1338//b3038//b4401//b4123//b2374//b1207//b4003//b3164//b4239//b0566//b3273//b3599//b1517//b1207//b2364//b3314//b2866//b4242//b2727//b0776//b4198//b4702//b3600//b0972//b2852//b2415//b4266//b3364//b1212//b2486//b3227//b3469//b1736//b1225//b4152//b2905//b1851//b1041//b3671//b1881//b2530//b3213//b1497//b3328//b0111//b0440//b1622//b4104//b3611//b2309//b2306//b2916//b4376//b3846//b3905//b0979//b1022//b0872//b1501//b0189//b3409//b2963//b3113//b4322//b1681//b2717//b4249//b4097//b3724//b4054//b0428//b1732//b2076//b0861//b2421//b3868//b3332//b3132//b0571//b0515//b3426//b2725//b1299//b1593//b0729//b3583//b0733//b4196//b2675//b2288//b3530//b3925//b0344//b3903//b0384//b3863//b1264//b0759//b0396//b3748//b1132//b0154//b1780//b4238//b1407//b2470//b3957//b0683//b4000//b0957//b0352//b2063//b4431//b2095//b0864//b1387//b2676//b0728//b4006//b2428//b2371//b4506//b3911//b3581//b3727//b1518//b3113//b1243//b2553//b2609//b3604//b0782//b4398//b3772//b4035//b2311//b1109//b0583//b2428//b0241//b3026//b1641//b4118//b4194//b0241//b2487//b0895//b0344//b2481//b1548//b2614//b3510//b3404//b3224//b2422//b3902//b1226//b1132//b2215//b0063//efeU_2//b2763//b1781//b2497//b2236//b0400//b3960//b3859//b0190//b0574//b4016//b0036//b2867//b2215//b4125//b1222//b1734//b3260//b1476//b2996//b4005//b4197//b2925//b1222//b2368//b3583//b0125//b1594//b0064//b1299//b2607//b3237//b0721//b2464//b2341//b2671//b1394//b1390//b2509//b1160//b4309//b1338//b1392//b0184//b2490//b3925//b4209//b0311//b3478//b3724//b1973//b0757//b4003//b4170//b3541//b2818//b1482//b1859//b1670//b3846//b0758//b2706//b0619//b2313//b1260//b3942//b1684//b1513//b4416//b3313//b0107//b0441//ilvG_1//b2297//b1616//b3260//b3940//b1671//b2499//b3134//b1682//b4467//b4073//b3518//b2344//b3934//b2307//b0812//b3425//b3846//b2200//b2963//b0602//b2741//b3668//b3070//b4018//b1521//b2730//b2590//b2580//b4123//b2464//b3926//b2156//b4073//b0553//ilvG_2//b1673//b2171//b1535//b1015//b4355//b3223//b2196//b2291//b4169//b2911//b0734//b4309//b3508//b4193//b1518//b3451//b0819//b2279//b1389//b2078//b4599//b3241//b1850//b1719//b4072//b0350//b3540//b2531//b3438//b3569//b1015//b3452//b2553//b3167//b3617//b0995//b4213//b1160//b4315//b3939//b3071//b2375//b2424//b0398//b2584//b4324//b0777//b1042//b2422//b3757//b1261//b3540//b0872//b0384//b0602//b2990//b3460//b3868//b1609//b2800//b1881//b4094//b3481//b2717//b0112//b0347//b2485//b0167//b3727//b0037//b0827//b0345//b2659//b1514//b4120//b3403//b1920//b3601//b0118//b2977//b2676//
