#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3701//b1672//b3324//b0368//
AlaS-L-alanine	b4115//
AllS-allantoin	b1476//b2096//b4399//
AraC-L-arabinose	b4438//b0894//b0575//b1037//b3528//b4240//b2500//b3403//b4009//b3417//b3333//b1015//b3852//b2469//
ArcA-Phosphorylated	b0615//b0575//b2078//b3926//b2202//b2572//b0384//b4242//b4059//b0451//b0388//b0106//b4197//b3127//b1889//b0184//b4196//b3860//b0353//b2364//b3565//b2508//b2306//b0675//b4073//b3752//b3356//b1743//b3329//b0728//b4233//b3272//b0588//b3441//b0333//b0827//b0063//b3393//b4105//b3666//b3451//b4200//b1243//b2570//b2414//b0202//b2728//b2991//b4101//b2342//b3230//b2706//b0618//b2222//b3941//b4669//b1009//b3528//b4439//b0043//b4018//b0167//b0597//b0754//b3415//b0037//b3600//b2392//b0613//b0378//b0602//b0589//b0333//b4152//b1390//b3438//b4468//b3531//b2009//b1612//b1296//b0724//b2573//b2279//b3212//b4071//b3035//b3035//b1988//b2965//b1712//b1921//b2009//b0619//b1397//b3394//b3008//b2423//b3237//b3479//b2421//b3906//b3566//b3610//b0615//b4322//b2149//b4008//b1497//b0722//b2374//b0197//b3366//b1043//b2107//b1673//b2106//b2208//b4460//b3959//b4105//b3410//b1476//b1744//b0340//b2150//b3318//b0036//b1379//b1227//b0860//b3781//b3709//b3315//b2279//b1546//b3327//b4293//b2911//b3766//b3571//b4290//b3480//b0347//b1395//b2606//b2223//b0621//ilvG_1//b1007//b3667//b2609//b4016//b1136//b0221//b0936//b3320//b0613//b2306//b4310//b2818//b0313//b2199//b2242//b0974//b0042//b2093//b1745//b1718//b1037//b4039//b3326//b0592//b3077//b1016//b4242//b3326//
ArgP-L-arginine	b3319//b1886//b4417//b4242//b2242//b3366//b1620//b3456//b3961//b2942//b1717//ilvG_1//b1890//b3830//b1321//b2310//
ArgR-L-arginine	yegZ//b0618//b2674//b2236//b1517//b3071//b3668//b3829//b3312//b1736//b2425//b0517//b2659//b0774//b2029//b1221//b3394//b3237//b0038//b4122//b1224//b0602//b1287//b3766//b0311//b4291//b0826//b3926//b2503//b0935//b1324//b4663//b3126//b0615//b0864//b2234//b4123//b3970//b1015//
AtoC-phosphorylated	b2995//b2531//b4323//b2671//
BaeR-Phosphorylated	b1859//b3723//b3772//b2503//b4119//b1889//b0383//b2278//
BirA-bio-5-AMP	b1528//b2661//b1734//b0043//b0755//
CRP-cAMP	b1818//b2801//b1012//b3480//b4095//b1421//b2601//b3781//b3240//b2866//b3542//b0860//b1246//b0936//b2609//b3510//b4097//b4151//b1024//b2551//b2215//b3476//b1016//b0337//b3328//b3357//b0756//b3425//b1859//b3081//b3450//b0862//b3077//b1335//b2075//b0339//b4094//b0970//b2092//b1814//b2606//b0346//b3721//b2232//b3907//b0937//b0593//b2659//b4101//b4198//b0182//b3469//b0199//b2243//b0341//b2923//b2509//b2497//b1922//b1798//b2107//b2552//b1521//b0571//b1385//b1190//b4100//b3266//b4316//b0430//b4005//b0031//b0873//b0841//b1735//b2280//b0348//b3670//b1037//b0154//b3902//b2580//b1745//b0353//b4323//b3236//b4063//b2867//b1521//b1684//b0106//b1421//b2281//b1407//b2841//b4105//b1810//b0677//b1748//b1227//b2757//b2994//b2095//b4314//b3911//b1272//b2992//b0183//b1674//b3544//b0390//b2206//b1886//b2464//b3759//b2239//b3458//b1040//b2957//b1641//b1781//b2912//b0221//b2368//b4174//b1714//b2528//b4168//b3709//b4702//b1674//b2029//b0937//b1622//b3036//b3242//b3076//b2704//b4319//b3672//b1608//b3870//b0349//b3076//b0678//b2609//b0886//b0042//b2957//b2429//b2751//b3667//b4367//b2152//b4067//b0346//b3912//b3437//b1388//b1892//b2417//b2841//b0622//b2341//b4131//b4003//b0034//b3752//b4073//b3076//b4033//b0184//b0204//b1713//b2584//b3580//b0759//b4169//b3237//b1335//b0621//b3829//b0221//b0061//b3415//b1482//b1430//b2752//b4002//b4398//b3781//b2705//b2630//b3533//b2223//b0033//b4426//b0432//b1395//b2659//b0998//b3320//b0368//b0161//b0044//b3450//b0389//b2240//b2311//b4037//b1379//b1713//b0313//b0587//b3164//b2421//b3403//b4009//b1298//b3091//b2283//b0585//b1498//b1008//b1745//b1210//b3418//b1713//b3906//b2503//b1243//b4018//b2197//b2571//b1712//b0352//b2923//b1337//b4238//b1587//b0863//b0038//b3829//b3579//b3722//b2308//b2661//b3610//b3329//b0998//b2485//b1224//b1654//b4075//b2239//b2957//b0776//b3317//b1814//b2802//b0616//b2980//b1020//b0388//b3325//b0450//b4671//b1655//b3240//b4016//b3432//b2937//b3242//b4094//b2470//b0622//b2913//b3005//b1819//b0623//b4438//b2866//b1892//b3958//b2487//b1020//b2711//b1391//b0341//b2531//b0908//b3568//b0976//b2234//b3038//b0734//b1388//b1336//b2591//b2276//b3243//b1717//b2662//sroD//b2085//b4320//b2078//b1220//b2476//b1208//ilvG_2//b4239//b3571//b3509//b3575//b3410//b0240//b2425//b2963//b0378//b1132//b4467//b2393//b1747//b0179//b1748//b4309//b3166//b3968//b2818//b1617//b3569//b1622//b2243//b0516//b2530//b1810//b0976//b1546//b1256//b1482//b0827//b3863//b1548//b4315//b2222//b3454//b3332//b3125//b4009//b2278//b2572//b0350//b3324//b3723//b2720//b0887//b0586//b2029//b2841//b0979//b0156//b3277//b3356//b1669//b2992//b0429//b0522//b2393//b3333//b2469//b2205//b2429//b2009//b0110//b4074//b2584//b2195//b4092//b0515//b2091//b2709//b1276//b3702//b0959//b1387//b3241//b0933//b2943//b4511//b4062//b0619//b2916//b3927//b4702//b4172//b3830//b1973//b2993//b1008//b1593//b2499//b1748//b1223//b3413//b3273//b3395//b2311//b3518//b0722//b0841//b0339//b4438//b4287//b1398//b1421//b2631//b2279//b0241//b4129//b0150//b1593//b3236//b3528//b2375//b0622//b0352//b3493//b1673//b2601//b3326//b3518//b1591//b1587//b1515//b3508//b2153//b1252//b3478//b1622//b0588//b0759//b2997//b4266//b3213//b1515//b0583//b3532//b3429//b3728//b4383//b0571//b3314//b2706//b0349//b0484//b2197//b3321//b1528//b2243//b0339//b3672//b1512//b2535//b2607//b0997//b2943//b0367//b2976//b1528//b3393//b3114//b1243//b0484//b0613//b4197//b0198//b1712//b1738//b3394//b3168//b0820//b3423//b3071//b0178//b3134//b3356//b4005//b1389//b3758//b0945//b3707//b1398//b2570//b4024//b3311//b1714//b2421//b1732//b1761//b3091//b1850//b0515//b3911//b0684//b4075//b1385//b3940//b4119//b4092//b4111//b1620//b2424//b3456//b4115//b3912//b0861//b0886//b3752//b3575//b4062//b0616//b0977//b1492//b2423//
