#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3480//b1205//b3441//b3477//
AlaS-L-alanine	b1011//
AllS-allantoin	b1884//b4376//b2198//
AraC-L-arabinose	b3225//b1615//b2710//b3366//b0754//b0957//b1246//b1338//b3070//b3221//b3860//b3458//b2838//b1921//
ArcA-Phosphorylated	b0886//b1037//b3854//b4502//b4397//b3169//b0311//b3925//b3424//b4663//b1037//b3326//b3326//b3364//b0777//b0108//b2659//b2674//b0125//b0182//b3601//b2296//b3207//b0044//b2203//b1882//b2278//b1973//b2371//b1798//b3576//b2509//b1719//b3331//b2866//b2728//b2755//b0997//b2074//b0908//b1517//b2369//b4032//b2310//b3170//b0977//b4467//b0166//b0338//b3123//b2497//b2805//b4202//b1537//b2085//b4174//b0678//b0348//b0365//b4073//b1243//b1612//b0367//b4119//b3479//b1781//b1223//b4062//b0333//b1040//b3533//b2965//b3756//b0812//b2481//b2704//b4502//b0587//b0345//b1886//b1885//b0523//b0970//b0908//b2106//b0606//b1885//b4096//b3133//b1261//b0334//b1884//b3927//b2203//b1501//b3461//b3860//b4266//b2368//b3912//b3320//b4239//b4152//b3092//b2242//b4037//b0345//b2961//b2148//b0221//b3769//b0296//b1102//b0440//b4008//b1421//b3356//b1245//b3161//b2662//b0907//b4168//b0334//b2223//b0872//b3863//b1821//b3617//b0675//b1887//b0154//b0019//b4451//b1208//b3049//b4471//b2991//b0723//b2742//b2913//b3365//b3432//b0937//b3057//b1885//b3164//b2279//b2718//b3599//b2092//b0460//b3132//b3231//b3134//b3161//b0679//b1241//b4070//b4384//b3331//b2283//b2580//b2470//b2487//b0970//b4671//b1210//b0515//b2482//b0038//b2580//b4153//b2280//b3125//b1226//b3223//b3941//
ArgP-L-arginine	b0431//b3831//b3405//b0619//b3096//b2313//b4241//b1136//b3277//b0722//b3770//b2470//b0273//b1658//b1982//b4151//
ArgR-L-arginine	b4468//b0125//b2208//b2551//b4441//b3070//b1850//b2840//b2601//b0931//b3276//b4401//b3227//b3581//b2464//b1890//b0873//b0153//b3410//b3960//b0523//b1182//b3227//b4024//b2912//b1669//b3600//b4197//b1275//b3328//b1008//b2074//b2760//b1781//b3902//b4292//b3428//b1429//b3508//
AtoC-phosphorylated	b0973//b1901//b1588//b4063//
BaeR-Phosphorylated	b4699//b2215//b4315//b3476//b0411//b0565//b2155//b2092//
BirA-bio-5-AMP	b1814//b2291//b2560//b4032//b0997//
CRP-cAMP	b0296//b0782//b2091//b0203//b0343//b2804//b2075//b3509//b3214//efeU_2//b1415//b2903//b2754//b3859//b3479//b0153//b2231//b0733//b4233//b0774//b4132//b3970//b0617//b1846//b0366//b2751//b3600//b3846//b0908//b0590//b2608//b1379//b4014//b4024//b3617//b1388//b4309//b0461//b3049//b2617//b0936//b2074//b3721//b0181//b0296//b1300//b1851//b3912//b4310//b0344//b1921//b1260//b0116//b4062//b0591//b3723//b1265//b4035//b1388//b4120//b2987//b2965//b2213//b2148//b4138//b1882//b0678//b1009//b2732//b4063//b4120//b1112//b0335//b3666//b2912//b1036//b1904//b1209//b2483//b0192//b0784//b0886//b3368//b2993//b4381//b2482//b2905//b0199//b4039//b1421//b2096//b1902//b3611//b4450//b2425//b1016//b2342//b3222//b4037//b3225//b2092//b0340//b0586//b2286//b0429//b3260//b0035//b2801//b2589//b4097//b3449//b3328//b0931//b2560//b1322//b0734//b1883//b2212//b4195//b4174//b2464//b0726//b0191//b1037//b1252//b4249//b1415//b4074//b2805//b1779//b4200//b4381//b0683//b2500//b2367//b2732//b1717//b1716//b1593//b0153//b1673//b0430//b2309//b0887//b0152//b0347//b4416//b2286//b0063//b1515//b1546//b0995//b1712//b1821//b1407//b1858//b2429//b2156//b4197//b2990//b2373//b2801//b1907//b4439//b1719//b1039//b3329//b0621//b2630//b4266//b0273//b0584//b2709//b2107//b0729//b3278//b4125//b3117//sroD//b2631//b3403//b1429//b0583//b2962//b1817//b1846//b1973//b2211//b2617//b3961//b0979//b0041//b3851//b1225//b1037//b3701//b1733//b4367//b2904//b0484//b3081//b2287//b1782//b0036//b0221//b3095//b3608//b1208//b3531//b4036//b3541//b3006//b4072//b1010//b1160//b3325//b2818//b1744//b0463//b0945//b1322//b3117//b1041//b0814//b0957//b0826//b2614//b2866//b1247//b3367//b2407//b4322//b1127//b3326//b0620//b0337//b1011//b3770//b0019//b3124//b2866//b1011//b4062//b3115//b3908//b0887//b2992//b2368//b2801//b0113//b0031//b4310//b3214//b4068//b1821//b1385//b2278//b3927//b0819//b3404//b2731//b1779//b0347//b2197//b0432//b3757//b0517//b1672//b0344//b0037//b2703//b3907//b0061//b1620//b3038//b0587//b1475//b0758//b4169//b3133//b2009//b0936//b2424//b0584//b3669//b3906//b3493//b1222//b3005//b1817//b3418//b3902//b3278//b3242//b2288//b0523//b1321//b3426//b3572//b3604//b4438//b2763//b0043//b0588//b0335//b0167//b3509//b3750//b4355//b1336//b0403//b4118//b4240//b2606//b1537//b0756//b2199//b2106//b1190//b0934//b4702//b2222//phnE_2//b0037//b2499//b4287//b1221//b2607//b3312//b2553//b1716//b4039//b1852//b3408//b0038//b3906//b2718//b0313//b0106//b3540//b3324//b4006//b2430//b3449//b1334//b0350//b2469//b4118//b2155//b2673//b3213//b4018//b0614//b2721//b0755//b2818//b4197//b0296//b4073//b2215//b0516//b4097//b0903//b4098//b0156//b2852//b2307//b3277//b2705//b2722//b3223//b1301//b2392//b3458//b3125//b1982//b1261//b0432//b4451//b0378//b3221//b0602//b3167//b3275//b1407//b2938//b4016//b4450//b4400//b0112//b3404//b1681//b3318//b4153//b3449//b2718//b3077//b2369//b2601//b4293//b3332//b1656//b3831//b0116//b2553//b2905//b4003//b4195//b3971//b1819//b3541//b2171//b4105//b2367//b0389//b3772//b0123//b2063//b3961//b0353//b4233//b0826//b2992//b4292//b0584//b0064//b4032//b4324//b1706//b1531//b0400//b4399//b4384//b3049//b1589//b0367//b0167//b3241//b0403//b3133//b3845//b3359//b2491//b2559//b1321//b3326//b2076//b3438//b0621//b3038//b0935//b1132//b2980//b0675//b4058//b0970//b1492//b4265//b4201//b0429//b0757//b2938//b3115//b3236//b0517//b0755//b4439//b0367//b1982//b2153//b0192//b3753//b3071//b3035//b2750//b1715//b1641//b1265//b1102//b2732//b2723//b0350//b1684//b3319//b3583//b2529//b3617//b1272//b4313//b1736//b3335//b2309//b2490//b0755//b1656//b3418//b3275//b0903//b1243//b0034//b4468//b1713//b0351//b2092//b1798//b2560//b0515//b0614//b0970//b1321//b1884//b1390//b0591//b3957//b1745//b0166//b4265//b0591//b4037//b0522//b4476//b0784//b3707//b4104//b0048//
