#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b4123//b2992//b1885//b2716//
AlaS-L-alanine	b3530//
AllS-allantoin	b1852//b3265//b4397//
AraC-L-arabinose	b1220//b4237//b3961//b0720//b3230//b1037//b1733//b2528//b1500//b2756//b4120//b3057//b3564//b1393//
ArcA-Phosphorylated	b2310//b4381//b1732//b0778//b1719//b2583//b4171//b3404//b2284//b0826//b3404//b1037//b4152//b0980//b2841//b1011//b2803//b3171//b0974//b1654//b0929//b2202//b4034//b4099//b1040//b3748//b3410//b1039//b3542//b1501//b3005//b3578//b1826//b2755//b0774//b3410//b1036//b3938//b2725//b0346//b3722//b0819//b0594//b0314//b0043//b4093//b0683//b4102//b3781//b4187//b0461//b3828//b2236//b1129//b2977//b0764//b2309//b2703//b4111//b4104//b2499//b2239//b0826//b0945//b1261//b3222//b4095//b0114//b2535//b2927//b3941//b1846//b3356//b4663//b2557//b4003//b4326//b3752//b0597//b0273//b0812//b3724//b2905//b3449//b2841//b3071//b0042//b2676//b2212//b3423//b3572//b0440//b4467//b2589//b2153//b2669//b0587//b3038//b0681//b3366//b0349//b3831//b1818//b2199//b4267//b0400//b1548//b3357//b0864//b2078//b4153//b0862//b1516//b2800//b0759//b1658//b1301//b3409//b1384//b4101//b0396//b2751//b3725//b1890//b4104//b4381//b2491//b3940//b0399//b4168//b3426//b1890//b0777//b4242//b3828//b4354//b1886//b1430//b1260//b0048//b3751//b4019//b2476//b0598//b0109//b0345//b2311//b3093//b1160//b0602//b1322//b3320//b0125//b3599//b0880//b1901//b1246//b3721//b3319//b4168//b3600//b2993//b3414//b2373//b0936//b3356//b2476//b4123//b3927//b1594//b2285//b4093//b4439//b2583//b3476//b3728//b0399//
ArgP-L-arginine	b3393//b4399//b2234//b2503//b2977//b4317//b3830//b3722//b3572//b3325//b2279//b0564//b3315//b3959//b4383//b0593//
ArgR-L-arginine	b0124//b4431//b0565//b4054//b1392//b1589//b0935//b2751//b4567//b2757//b0887//b2430//b4118//b0064//b2751//b4393//b2085//b2712//b3428//b2963//b1111//b2588//b3543//b2754//b4382//b3273//b2719//b0061//b2372//b1227//b3171//b1609//b1379//b4159//b3531//b3223//b0584//b1532//b3230//
AtoC-phosphorylated	b3265//b2063//b2666//b1500//
BaeR-Phosphorylated	b3117//b3723//b2572//b0314//b1391//b0615//b1920//sroD//
BirA-bio-5-AMP	b1882//b0996//b2278//b0819//b2996//
CRP-cAMP	b4237//b4172//b2965//b2617//b2203//b2911//b2149//b2198//b0205//b1226//b2085//b3432//b3959//b1540//b2904//b2508//b3601//b0763//b0998//b0123//b1002//b3670//b4132//b4102//b0461//b3403//b3571//b3171//b3091//b1388//b4320//b3125//b3115//b2760//b1654//b4355//b0296//b2702//b2428//b1011//b4417//b3542//b2407//b0161//b2804//b0240//b0777//b1335//b3460//b3758//b1859//b1857//b3170//b4058//b1594//b2726//b1714//b2077//b2508//b3413//b4451//b0972//b1429//b0590//b0683//b2669//b0889//b3164//b2213//b2223//b4233//b0451//b2852//b0589//b3906//b1322//b3957//b2943//b3330//b4104//b2608//b2609//b0353//b4115//b0682//b0895//b0928//b3453//b0062//b3461//b0154//b2430//b0168//b1537//b0061//b2584//b0675//b0754//b2553//b0177//b1041//b1415//b4200//b3574//b3330//b4034//b0566//b4194//b3925//b0184//b3617//b0945//b2096//b2535//b1922//b3223//b4014//b2666//b1131//b1037//b3906//b2991//b3912//b1298//b0889//b3113//b0827//b0903//b4016//b4131//b2076//b2710//b3581//b0995//b0841//b3604//b1336//b0048//b3276//b2222//b4393//b3544//b1209//b1613//b2963//b4170//b1732//b2609//b0399//b0515//b0061//b1210//b4003//b4292//b2278//b0765//b0945//b0729//b2415//b3905//b3118//b0484//b4070//b2313//b1062//b1851//b4471//b0312//b2489//b1321//b0399//b3601//b0109//b1669//b0684//b3225//b1518//b3702//b1736//b3096//b3332//b1101//b4238//b0430//b3609//b0970//b0733//b2704//b4471//b3118//b2464//b0183//b2201//b1223//b0976//b4438//b3772//b1613//b1012//b1519//b3604//b3903//b2614//b1826//b2903//b3318//b4070//b1512//b2464//b2310//b0812//b4106//b3600//b4118//b3166//b4003//b0403//b1641//b3957//b3207//b4431//b2344//b3493//b4004//b0812//b1022//b0908//b2224//b3037//b0338//b4383//b3574//b4169//b0389//b3452//b1246//b4016//b3335//b2147//b1041//b0572//b4321//b0684//b2676//b4324//b0557//b0440//b1658//b0039//b3364//b2606//b0377//b1511//b1474//b3582//b2079//b3769//b0032//b0564//b2509//b4293//b4167//b4265//b2068//b1102//b0755//b0152//b2942//b1006//b4123//b1597//b2223//b1012//b0584//b3667//b0774//b2560//b3568//b3171//b2756//b2392//b0566//b0861//b2732//b0061//b3441//b0440//b0594//b4033//b4354//b4172//b3477//b4468//b1733//b2095//b3476//b1615//b0596//b1616//b3426//b3330//b0463//b2234//b0606//b0819//b0197//b0041//b2661//b1669//b3611//b1512//b4399//b0523//b2236//b3460//b0873//b0945//b3272//b1392//b3161//b1322//b4200//b2205//b4067//b3773//b1131//b2076//b2723//b0783//b3335//b2601//b4398//b4313//b0198//b2671//b1889//b4030//b3615//b0114//b0038//b4399//b1590//b2584//b4099//b2171//b1023//b2508//b4319//b2286//b2530//b3958//b2150//b0733//b1532//b2290//b0199//b3133//b1670//b3242//b2676//b3123//b2676//b3941//b1679//b4322//b0907//b1712//b0677//b2483//b2239//b2147//b1256//b4063//b1704//b1671//b0192//b2755//b2491//b1528//b2903//b4426//b1037//b3242//b4669//b0338//b3725//b2203//b1394//b0150//b0572//b0062//b3214//b1540//b4124//b3569//b4105//b1038//b0757//b3410//b2904//b2207//b0020//b1540//b0396//b3368//b1654//b4033//b4376//b1988//b0350//b1518//b1212//b2200//b2481//b4019//b3335//b2943//b1817//b3394//b1859//b2704//b0758//b2717//b4237//b4115//b2074//b0109//b1814//b3424//b4209//b4705//b4118//b3828//b1109//b2150//b0765//b4035//b1211//b4125//b4139//b2286//b1779//b0191//b1102//b3070//b2368//b1704//b4431//b4194//b3774//b2306//b3565//b3906//b3403//b1881//b3542//b3356//ilvG_2//b0390//b1970//b1892//b3008//b2529//b2963//b0353//b2313//b4015//b0572//b4316//b3221//b3938//b3582//b0399//b3403//b0617//b3769//b3724//b2075//b4000//b0864//b2729//b3942//b2278//b1593//b0038//b1038//b0484//b3037//b3571//b4670//b2096//b1748//b0978//b2151//b2149//b4431//b0113//b0115//b2721//b2800//b4198//b2344//b2094//b3533//b2724//b2867//b2987//b0929//b3959//b2199//b1608//b2716//b3725//b1038//b1588//b4133//b3237//b3432//b4467//b2063//b0181//b3418//b4398//b3574//b3035//
