#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b4005//b2726//b2415//b3423//
AlaS-L-alanine	b3395//
AllS-allantoin	b4104//b2507//b0979//
AraC-L-arabinose	b3430//b4169//b0110//b1516//b2199//b3830//b3941//b4174//b1492//b0431//b3356//b2709//b3528//b4075//
ArcA-Phosphorylated	b0596//b0397//b0975//b0976//b3941//b1391//b0723//b0570//b0180//b2286//b2600//b4702//b3769//b2243//b2608//b4173//b4174//b2486//b0557//b3533//b0273//b1036//b2600//b1221//b0827//b3478//b4383//b0589//b3572//b0594//b0765//b1511//b0613//b0462//b0937//b3600//b2530//b3528//b3672//b0191//b2489//b0861//b3452//b0819//b1611//b2095//b3906//b0681//b0614//b0523//b4237//b3260//b3531//b0035//b3125//b1302//b1015//b0432//b4438//b2476//b1889//b4004//b0616//b4133//b2742//b0202//b0684//b3616//b2213//b1127//b3567//b3037//b4063//b2341//b0451//b2091//b3724//b1111//b1590//b2291//b4160//b3223//b2481//b3859//b3769//b0020//b2239//b0894//b2498//b3076//b3169//b0338//b2491//b1620//b0597//b1301//b1322//b4171//b1594//b0586//b1743//b1264//b1907//b0339//b2371//b3393//b3902//b0873//b3429//b1265//b0108//b2277//b0062//b3608//b1587//b1798//b3408//b2732//b1883//b1535//b2799//b0728//b3096//b4233//b3026//b3456//b0683//b4702//b2239//b1209//b1300//b1012//b1207//b3359//b0190//b3123//b2425//b0343//b2286//b4451//b4441//b2195//b3392//b1621//b0336//b1528//b0204//b4154//b4468//b4406//b3588//b3265//b2507//b0928//b4006//b0934//b3852//b3230//b1287//b2992//b1112//b0777//b0755//b4268//b1221//b4467//b4254//b2755//b1160//b2755//b1336//b3616//b3243//b0861//b3852//b3431//yegZ//
ArgP-L-arginine	b1296//b0428//b2867//b4292//b0615//b3316//b1296//b4005//b0973//b4266//b1497//b1299//b0841//b4177//b0343//b3846//
ArgR-L-arginine	b1337//b0996//b3531//b2481//b0908//b0339//b0036//b0980//b2306//b1007//b1922//b3395//b0573//b0929//b2923//b1322//b1737//b3672//b0517//b3609//b2666//b3668//b2530//b3600//b1224//b3134//b2942//b0191//b0178//b2296//b0205//b4384//b1904//b1384//b3164//b2198//b2572//b3168//b0606//
AtoC-phosphorylated	b3781//b3565//b3568//b1391//
BaeR-Phosphorylated	b1704//b0978//b3113//b1641//b3081//b1672//b0827//b1713//
BirA-bio-5-AMP	b2938//b3701//b3166//b2702//b4069//
CRP-cAMP	b1904//b1212//b0150//b3846//b3403//b2150//b2507//b2482//b2424//b1127//b3959//b3958//b3960//b4030//b4000//b2278//b2725//b1247//b1336//b3829//b0450//b2720//b0722//b2374//b0887//b3723//b2341//b1334//b4131//b2283//b1922//b1430//b3601//b2150//b0038//b1515//b0039//b2912//b2838//b4004//b4125//b3579//b0241//b1887//b1207//b4115//b2243//b3970//b3368//b3357//b3830//b3581//b0997//b0190//b2724//b0564//b2151//b2725//b2416//b0872//b0352//b0461//b0517//b1513//b3688//b2392//b2370//b2961//b1476//b2573//b4097//b1846//b4266//b0037//b4101//b3328//b2283//b2342//b1298//b2469//b2923//b4200//b0273//b2147//b1136//b3902//b2414//b0400//b4010//b4171//b2428//b1587//b2727//b2801//b3708//b1814//b2231//b2285//yegZ//b1301//b2551//b4115//b0161//b2560//b2741//b0605//b1264//b2800//b1609//b2205//b0613//b1474//b1920//b3726//b0904//b0590//b2866//b2559//b3672//b2675//b1548//b0675//b1102//b3428//b2279//b0440//b1681//b1532//b0976//b3769//b3168//b1287//b0110//b1737//b0841//b3207//b3532//b1826//b4093//b4072//b0606//b2572//b1160//b0729//b0388//b4054//b0572//b1857//b1851//b3781//b3393//b2092//b2464//b3907//b0034//b1226//b1890//b4699//b2428//b3766//b2205//b4471//b4242//b0450//b3926//b4322//b2608//b0593//b3610//b4071//b2722//b1857//b1889//b0728//b2341//b2500//b1415//b2243//b2758//b2276//b0189//b4213//b0588//b2344//b0583//b1714//b0350//b1299//b1501//b0937//b1744//b0451//b1379//b1671//b0618//b0616//b3326//b4239//b3477//b0722//b3124//b1252//b4268//b0189//b3170//b1324//b4040//b4000//b1499//b4233//b0378//b0778//b3167//b1474//b1734//b0723//b4233//b3939//b3331//b3726//b0077//b4699//b2373//b1207//b4152//b2987//b2852//b3415//b2092//b0167//b3969//b1826//b2764//b1392//b1493//b2076//b3707//b3852//b2489//b1892//b0826//b1252//b3324//b3460//b4098//b3934//b3752//b3938//b1888//b2938//b0063//b3669//b2557//b0861//b0523//b3870//b4699//b3958//b3076//b3567//b0048//b2085//b0889//b3926//b0039//b0348//b0724//b4266//b3356//b0677//b0399//b2428//b2156//b3037//b0125//b3510//b4287//b0190//b3604//b3333//b2392//b2287//b3460//b3265//b3476//b1323//b4318//b4063//b0596//b0365//b4079//b2148//b2296//b2937//b3124//b2750//b3908//b0978//b4075//b1817//b1208//b1658//b3425//b3758//b0337//b0781//b0972//b1679//b2367//b3315//b4125//b0937//b3424//b3566//b2424//b2483//b4172//b3927//b3313//b4197//b2503//b1501//b1805//b2464//b2147//b1587//b1920//b2428//b0596//b4237//b3615//b3518//b2492//b1889//b3478//b0585//b4000//b2094//b2913//b0763//b0827//b0728//b3431//b2235//b4111//b1530//b0759//b3038//b0314//b4119//b0337//b2614//b0734//b2204//b0190//b1883//b1796//b2344//b0339//b1415//b4663//b3668//b3006//b2341//b3236//b1296//b2078//b3319//b3617//b4383//b1224//phnE_2//b3906//b3314//b0296//b3541//b0183//b3169//b2414//b3425//b3603//b0116//b2617//b0312//b0931//b0935//b3123//b3968//b2913//b0190//b0980//b0763//b3756//b2286//b0873//b1043//b0587//b0168//b3752//b0622//b4426//b2535//b0904//b4159//b2600//b4203//b3773//b1391//b3392//b0622//b1241//b2211//b3580//b3212//b0614//b2987//b2085//b2485//b0114//b3605//b3707//b1922//b3528//b0812//b1398//b0623//b4115//b0110//b1482//b3424//b3230//b3165//b2725//b3521//b3469//b2923//b3410//b2151//b1020//b4323//b0812//b2221//b2717//b3214//b1299//b2281//b2374//b0565//b2481//b0935//b0814//b0678//b0684//b0978//b2151//b2712//b0034//b2278//b0042//b0463//yegZ//b1884//b4187//b3907//b1859//b3564//b1597//b2551//b2590//b1111//b0557//b2728//b0343//b1421//b2750//b2306//b3939//b2424//b2171//b0166//b2758//b4193//b2675//b4241//b4315//b1102//b1587//b4267//b3859//b0814//b0763//b1782//b0724//b3727//b2729//b3036//b3431//b0107//b4254//b4266//b1474//b2284//b4004//b0874//b2723//b3222//b3081//b4067//b4426//b1532//b4315//b1131//b0765//b1594//b1252//b1810//b2483//b1735//b2231//b2079//b3781//b2754//b2485//b0397//b2584//
