#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b2464//b4592//b2079//b4311//
AlaS-L-alanine	b2286//
AllS-allantoin	b0314//b3852//b4213//
AraC-L-arabinose	b2232//b3330//b4381//b2589//b4115//b1672//b0154//b2752//b2152//b3722//b1589//b0778//b2146//b3441//
ArcA-Phosphorylated	b3758//b1397//b0198//b3934//b2608//b1038//b2279//b3231//b3957//b2708//b2197//b3117//b2703//b4172//b2163//b4131//b1528//b0041//b2993//b3428//b3008//b1211//b2205//b2243//b3171//b1920//b1492//b2242//b0995//b3328//b2364//b3091//b1021//b4138//b3221//b2106//b3509//b4036//b2964//b3567//b4058//b0311//b3609//b0763//b2297//b4318//b3456//b1275//b1322//b0862//b4511//b4460//b3416//b4382//b3265//b3565//b0036//b4441//b1907//b3315//b3541//b4169//b3907//b3456//b0040//b3904//b3727//b2529//b2661//b2721//b1037//b4092//b3469//b4376//b1297//b1421//b3701//b3172//b1655//b3038//b2903//b2287//b3511//b2800//b3574//b0183//b3671//b0116//b3968//b1587//b2723//b2754//b0726//b0334//b1429//b3751//b2488//b0602//b0333//b0595//b3600//b3115//b1009//b3766//b2710//b3581//b2601//b0904//b3418//b2085//b0593//b2718//b1682//b0353//b4096//b3167//b3368//b4267//b0872//b3333//b1546//b3581//b0463//b1395//b0313//b0431//b0679//b0596//b1821//b1620//b3903//b4416//b2942//b1009//b2572//b0862//b2078//b0204//b3575//b0184//b2722//b3357//b3567//b2663//b4172//b2531//b2607//b3241//b4242//b3725//b3424//b4068//b0350//b0864//b4007//b4239//b3266//b2673//b3543//b2803//b3582//b4367//b4431//b0783//b2589//b3521//b2282//b0179//b4151//b2705//b2732//b3224//b1130//b3579//b2963//b4467//b3325//
ArgP-L-arginine	b0400//b3667//b1888//b0189//b3334//b2666//b3748//b3666//b0202//b0784//b1022//b2713//b1482//b0677//b3313//b2709//
ArgR-L-arginine	ilvG_1//b1658//b1265//b2416//b4014//b1745//b1540//b1548//b2422//b3416//b2208//b3709//b3132//b3859//b3938//b3758//b0330//b2818//b0584//b1009//b4310//b0908//b4159//b2803//b1530//b2751//b3773//b3970//b0585//b3575//b4014//b2470//b0348//b0613//b0754//b1621//b3036//b3405//b1132//
AtoC-phosphorylated	b2288//b2818//b0931//b2416//
BaeR-Phosphorylated	b1973//b1532//b3057//b4133//b0039//b0178//b3172//b3688//
BirA-bio-5-AMP	b3095//b2465//b3532//b4024//b0977//
CRP-cAMP	b0619//b0450//b0116//b3451//b4383//b0108//b0957//b2554//b1654//b1521//b3117//b4200//b4399//b0384//b4467//b2368//b3320//b0044//b0516//b3957//b0617//b3393//b3417//b0598//b3970//b0389//b1852//b1780//b4106//b1907//b2557//b2307//b3456//b1511//b2075//b1797//b2708//b3753//b3260//b2163//b2730//b3006//b0597//b2415//b4426//b1654//b2312//b0972//b2995//b2720//b0935//b0880//b2091//b2068//b2235//b1609//b3721//b3938//b3726//b0623//b2486//b0516//b2991//b2288//b3275//b0197//b2151//b2310//b1521//b0573//b2149//b4132//b2375//b4093//b2207//b0814//b1846//b0161//b4471//b0684//b0614//b3441//b3905//b0861//b2867//b0019//b3405//b2722//b1738//b2425//b3118//b3925//b3518//b3212//b0342//b2106//b3008//b3750//b4237//b2198//b2341//b0040//b2485//b4376//b2152//b3671//b0575//b0183//b4125//b4705//b3441//b0113//b3096//b2991//b0978//b0724//b2676//b3393//b4290//b2366//b4416//b1857//b3481//b3070//b0190//b3458//b3329//b0682//b1039//b0588//b0350//b3275//b1780//b2590//b2763//b0572//b2485//b2223//b0150//b2469//b4138//b2756//b4122//b3481//b2196//b0311//b3026//b3242//b0152//b0723//b2483//b2800//b0679//b4201//b0313//b0400//b1226//b2957//b3334//b4326//b1390//b2163//b3461//b0614//b2579//b0125//b1210//b0111//b2476//b3721//b2993//b1591//b2554//b1379//b4502//b1781//b0020//b0106//b1587//b4040//b2571//b2600//b3721//b1222//b3578//b4096//b0038//b0682//b0597//b0240//b1518//b3829//b0907//b2597//ilvG_2//b1492//b3231//b2559//b2993//b3508//b1016//efeU_2//b4187//b1683//b0342//b2751//b3530//b3707//b3237//b1474//b4209//b1885//b0339//b4200//b1597//b2742//b3927//b4321//b0933//b1888//b2078//b3941//b3092//b2029//b3600//b2469//b1846//b3113//b0107//b4093//b2717//b1531//b4698//b3166//b1810//b1587//b4321//b2094//b2751//b3773//b4241//b2751//b2528//b0819//b3164//b4267//b1781//b0904//b2509//b1212//b0061//b4382//b0033//b3404//b1737//b0398//b2583//b3423//b3707//b1851//b1039//b3615//b3404//b2942//b1393//b3672//b4168//b0606//b0613//b3363//b1684//b4152//b2841//b3243//b4702//b3116//b1591//b3363//b2430//b0400//b0042//b1265//b1593//b0682//b1501//b0976//b0684//b3578//b3701//b1819//b4032//b4058//b1513//b4124//b3751//b1889//b2732//b0123//b2313//b1901//b4431//b0077//b1296//b3091//b4398//b3236//b0044//b4024//b0183//b0613//b3312//b2674//b4381//b2591//b1589//b1012//b2469//b1746//b1988//b0591//b3225//b2584//b3230//b4037//b4076//b1190//b2091//b2313//b2155//b3366//b3540//b4197//b3905//b2163//b0972//b2712//b4315//b3926//b0602//b4209//b2905//b0341//b4015//b3367//b3072//b2213//b0874//b4131//b0048//b1388//b2925//b2673//b3961//b2993//b1684//b0037//b3611//b2344//b1588//phnE_2//b1587//b1296//b0043//b4392//b1901//b0887//b2591//b2992//b0377//b0123//b0783//b4599//b2531//b1737//b3518//b4506//b1474//b0570//b0619//b3417//b0343//b0154//b2709//b1245//b0728//b3667//b0451//b3325//b2572//b3567//b2750//b0933//b2483//b3480//b2243//b3414//b0110//b1745//b3170//b2205//b2528//b4467//b3414//b3543//b4154//b0080//b4266//b4092//b3429//b3770//b0451//b3532//b0998//b2092//b3314//b1745//b1973//b0592//b4097//b1302//b0109//b0156//b1021//b0590//b2215//b1515//b3165//b4450//b3325//b0154//b1805//b2676//b2503//b0861//b4254//b2288//b2243//b1622//b1531//b2764//b2666//b0118//b0019//b1519//b4592//b2200//b2407//b4426//b2198//b3114//b1973//b1616//phnE_2//b0123//b2673//b2535//b3852//b0678//b4008//b4237//b2278//b2224//b2727//b4063//b3855//b2942//b1681//b0862//b4451//b3450//b2241//b2212//b1616//b1826//b0400//b3316//b2669//b1718//b3601//b0864//b3479//b3123//b2290//b1884//b0273//b2660//b3025//b2287//b2497//b1885//b0827//b3428//b1515//b2943//b3748//b2757//b1798//b4705//b3423//b2369//b2666//b0566//b0729//b2943//b2224//b4096//b2913//b2559//b2762//b3806//b0205//b3135//b3667//b4039//b4169//b4209//b1733//b3329//b3564//b1321//b1042//b2284//b4101//b3432//b2009//
