#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0450//b0311//b3314//b3769//
AlaS-L-alanine	b0615//
AllS-allantoin	b4132//b1654//b0894//
AraC-L-arabinose	b3410//b2600//b4468//b2799//b0684//b3070//b1220//b4288//b3326//b0785//b3846//b3605//b3752//b2741//
ArcA-Phosphorylated	b4671//b3616//b3769//b3752//b2671//b0783//b0557//b3845//b4197//b2153//b2342//b1498//b4321//b2721//b3318//b0378//b2977//b3599//b3576//b2215//b2803//b3241//b0928//b2666//b4032//b3509//b0314//b0368//b2583//b0429//b0819//b2729//b1132//b3859//b1009//b1858//b3616//b0777//b2601//b2284//b0115//b4287//b3600//b3332//b0330//b3958//b3906//b1922//b1275//b2279//b1021//b2085//b3478//b2554//b1132//b0484//b0020//b1207//b2206//b2754//b1101//b1734//b1498//b2607//b4288//b4016//b2717//b3672//b4426//b1672//b4320//b4384//b4313//b0108//b0873//b0367//b2485//b1826//b3781//b3413//b3071//b3476//b0895//b1225//b1591//b2551//b4105//b2660//b3260//b3540//b3667//b2094//b2724//b3493//b4124//b4000//b3424//b3116//b2208//b4416//b0605//b0428//b1398//b1475//b1397//b3321//b1782//b0935//b0429//b2483//b1515//b3580//b2221//b0975//b4120//b3006//b4417//b0205//b2206//b2497//b4265//b2962//b1041//b4062//b2601//b1748//b1224//b2976//b2911//b2312//b1002//b3118//b2675//b2800//b4074//b1210//b3542//b3241//b0895//b0221//b3278//b2306//b0116//b2713//b4104//b3576//b3365//b2710//b3509//b1846//b2597//b1904//b4392//b2503//b2904//b0570//b3365//b3409//b3530//b3568//b0980//b2200//b2096//b3223//b3846//b4171//b4450//b2804//b2990//b4007//b0778//b1396//b1713//b4171//b4203//b0038//b1517//
ArgP-L-arginine	b1684//b3610//b2204//b3165//b3958//b0273//b2840//b3806//b3541//b4197//b4355//b3727//b0606//b4202//b3853//b3957//
ArgR-L-arginine	b1512//b0571//b2291//b2759//b3072//b3429//b2416//b0570//b4416//b1476//b4290//b3688//ilvG_2//b2152//b4323//b3772//b1883//b1528//b3458//b2617//b1207//b0720//b3904//b0353//b2993//b0038//b2307//b3774//b4040//b4076//b2923//b2092//b1276//b2155//b0365//b0777//b1891//b0063//b0972//
AtoC-phosphorylated	b3870//b1391//b3276//b3904//
BaeR-Phosphorylated	b2430//b0338//b3036//b1593//b4098//b0928//b2529//b4249//
BirA-bio-5-AMP	b4115//b1591//b2063//b1008//b4100//
CRP-cAMP	b2406//b3461//b3781//b1882//b0181//b2614//b3026//b1883//b0720//b2092//b4010//b1493//b0765//b1680//b1300//b3542//b3321//b4123//b3095//b0597//b4139//b0615//b4003//b1892//b3854//b0970//b2075//b3599//b2804//b3326//ilvG_2//b1398//b0517//b4240//b3331//b1744//b0733//b3095//b0451//b3091//b1654//b3430//b4007//b0553//b2366//b0757//b3927//b3025//b3171//b3164//b3461//b4233//b0151//b3404//b1714//b0311//b2029//b1674//b0062//b0331//b3938//b0384//b2240//b3326//b4073//b4168//b4416//b0039//b3908//b1900//b2977//b0396//b4266//b1245//b4151//b3428//b0785//b0620//b4241//b0756//b4384//b2530//b2198//b2286//b3437//b1321//b4326//b1904//b1397//b3469//b0411//b1733//b3568//b4010//b1223//b3326//b4004//b0515//b3227//b0428//b2675//b2285//b1429//b3566//b0598//b0937//b2802//b0590//b3723//b0063//b0150//b3320//b3759//b2283//b3601//b1611//b1733//b3403//b0378//b2728//b2171//b0384//b0344//b2009//b3363//b3751//b4287//b3571//b2716//b3405//b1210//b3721//b0574//b2903//b0957//b2720//b3672//b1041//b3851//b1528//phnE_2//b4100//b3409//b0190//b3868//b0411//b0111//b1589//b2583//b4288//b2964//b0062//b2106//b2676//b0020//b3903//b3854//b4125//b4291//b0314//b2194//b2240//b3231//b1887//b4264//b3368//b2659//b3531//b1264//b3727//b2153//b1385//b2373//b1252//b2369//b0976//b3611//b3934//b2975//b3091//b2202//b0343//b3392//b0078//b1297//b1858//b4309//b1498//b3415//b4100//b1036//b0345//b1109//b2674//b2213//b2802//b4139//b1379//b3213//b1613//b3450//b1744//b2153//b3457//b2236//b2079//b3707//b3766//b0598//b1392//b4058//b2075//b3469//b1210//b0384//b3092//b0460//b2373//b2607//b2342//b2674//b3275//b1884//b2152//b2476//b0367//b4096//b0107//b2866//b3751//b1587//b0378//b2240//b0153//b2096//b1041//b2417//b3451//b1518//b2508//b0441//b0861//b2709//b2804//b4151//b4203//b1391//b0040//b3172//b1334//b0953//b2429//b1225//b3460//b1182//b4326//b0390//b0399//b3603//b1287//b3616//b3170//b3170//b2152//b4289//b3481//b1021//b1324//b3611//b0020//b1654//b2718//b1745//b4313//b3666//b0177//b0451//b1301//b1245//b4322//b0586//b0032//b4129//b3327//b3213//b4196//b0034//b1641//b3319//b2365//b0043//b3771//b3357//b0043//b1261//b0623//b3260//b3123//b2430//b2957//b3273//b2996//b2392//b2199//b4240//b1011//b2571//b2077//b0978//b0617//b2277//b4321//b3325//b1612//b3461//b4014//b2481//b2428//b2560//b0681//b0678//b3709//b2232//b4014//b2992//b1129//b3222//b0957//b3395//b2755//b4267//b1113//b4093//b4024//b2417//b2559//b0759//b0589//b2212//b3318//b3578//b3114//b0043//b3481//b1210//b1225//b2063//b1512//b2554//b3912//b0484//b1587//b0614//b2288//b2076//b0431//b1224//b0033//b3723//b1886//b0678//b2208//b4175//b1160//b0203//b3325//b1227//b1905//b2282//b0180//b0032//b3365//b0995//b4311//b4310//b4037//b3959//b1222//b4233//b0957//b0077//b3076//b4040//b2961//b4310//b1901//b0675//b1684//b1040//b4032//b2469//b0623//b1323//b4399//b2669//b2661//b3666//b1797//b4187//b2195//b3477//b0727//b3542//b2716//b0152//b4567//b3772//b1748//b3393//b1537//b1732//b1337//b2284//b2980//b0564//b0181//b0111//b0161//b0764//b1385//b1518//b2925//b3957//b4063//b4431//b1407//b4401//b3541//ilvG_2//b2717//b4006//b2085//b2551//b1597//b3311//b2805//b2559//b0623//b1920//b3757//b2232//b2279//b0557//b2085//b2571//b3449//b0676//b0553//b1892//b0031//b3571//b1889//b3172//b3454//b2571//b0775//b3335//b0348//b3006//b3275//b1512//b1043//b3971//b0614//b1884//b4663//b2206//b3542//b1852//b0679//b0997//b0349//b2497//b3265//b3670//b3769//b2937//b2709//b1674//b1922//b2600//b1011//b4287//b0783//b2485//b3926//b4096//b4240//b0977//b2429//b3925//b4426//b2531//b3272//b2208//b3908//b0042//b2530//b3479//b3325//b2366//b0995//b0614//b1780//b3317//b2926//b2961//b0676//b0349//b3604//b1532//b1041//b3035//b3454//b1038//b2277//b1594//b4016//b1499//b2277//b3904//b4196//b2171//b1743//b0388//
