#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b4291//b4100//b4399//b1851//
AlaS-L-alanine	b3166//
AllS-allantoin	b4468//b0313//b0034//
AraC-L-arabinose	b2802//b4069//b1008//b2803//b2559//b4170//b4698//b2286//b2508//b1041//b2107//b3404//b2369//b2994//
ArcA-Phosphorylated	b2553//b4316//b2905//b2406//b3753//b0367//b4069//b4175//b0179//b1337//b4239//b3666//b0339//b2370//b3701//b1040//b1850//b4018//b1385//b3461//b2764//b4268//b3670//b2588//b3118//b2307//b2368//b3868//b1393//b4292//b4007//b2662//b1263//b2241//b3469//b3543//b0343//b2963//b2994//b2703//b3321//b0873//b3542//b3026//b2489//b1846//b4139//b0312//b3509//b3906//b3036//b0347//b4004//b2414//b1858//b1297//b1212//b3428//b3575//b1518//b4450//b2076//b1987//b3903//b3569//b4101//b0114//b1113//b0928//b1300//b2913//b3452//b4096//b4233//b4067//b1715//b2206//b0346//b3533//b3458//b3076//b1612//b3968//b4416//b2509//b3008//b2306//b1537//b4702//b4240//b3757//b0734//b2286//b0874//b2721//b0827//b2483//b3708//b1597//b0937//b3455//b0063//b0198//b3359//b1987//b0350//b2509//b2279//b3611//b3408//b1684//b4355//b0975//b4399//b1904//b1973//b1244//b0933//b1397//b2284//b0431//b0037//b3769//b0764//b0064//b2942//b1674//b0351//b1684//b2029//b4067//b4160//b1334//b3330//b3410//b3479//b1020//b1744//b0814//b0722//b3603//b4417//b3615//b2755//b4009//b3960//b1733//b4154//b3441//b3316//b4383//b1038//b3758//b3165//b2732//b2717//b3418//b2590//b2279//b0589//b1735//b3770//b2742//b3394//b1209//b0366//b2799//b3960//b2091//b0523//b0722//b2198//b0617//b3092//b3115//b1531//b0115//
ArgP-L-arginine	b1264//b2365//b3859//b4203//b2509//b0615//b0605//b1884//b4008//b4097//b2416//b1859//b3123//b2499//b2476//b2240//
ArgR-L-arginine	b1746//b1589//b0935//b1655//b3230//b0516//b2085//b4067//b2483//b2717//b1744//b2530//b2754//b3583//b3481//b0184//b2077//b4124//b1136//b0571//b2579//b1781//b3324//b3113//b4004//b2676//b2584//b4213//b2280//b1492//b0118//b2756//b1247//b1883//b3392//b4319//b3478//b3566//b0399//
AtoC-phosphorylated	b3566//b1905//b0757//b4267//
BaeR-Phosphorylated	b1395//b1221//b2703//b0312//b4131//b3959//b2601//b0221//
BirA-bio-5-AMP	b4288//b0614//b3165//b4264//b3724//
CRP-cAMP	b3863//b2153//b3334//b0620//b0125//b1735//b0935//b1499//b2074//b0041//b2367//b3615//b3230//b2607//b1587//b2147//b0903//b0411//b3432//b0335//b1819//b3077//b0397//b0929//b2676//b2287//b1658//b2719//b3168//b3540//b1859//b3864//b2964//b1208//b2282//b2660//b1321//b2487//b0677//b0189//b1415//b1900//b0903//b0572//b4172//b1594//b4008//b3364//b3222//b3172//b2840//b2195//b4460//b4393//b0384//b0676//b4468//b4393//b1982//b0570//b0064//b1287//b1528//b4005//b3005//b3117//b2312//b1669//b3320//b2631//b0348//b1680//b4035//b0167//b3456//b2840//b1323//b4125//b1379//b3773//b0606//b3868//b3925//b3313//b3961//b1921//b0400//b2531//b0182//b0019//b0682//b1515//b4242//b1010//b1190//b3971//b0684//b3905//sroD//b3077//b3168//b1010//b0431//b2155//b4392//b0078//b4400//b3567//b0064//b1136//b4076//b2242//b0429//b3911//b4168//b4291//b3616//b0605//b0431//b2284//b2979//b3449//b0614//b4194//b1672//b2607//b0996//b1681//b3541//b2202//b3469//b4355//b2421//b1207//b1272//b2716//b1395//b3133//b0683//b1672//b3430//b3480//b2756//b2661//b2143//b1540//b1225//b3701//b2095//b3927//b0886//b0889//b3405//b0431//b0207//b0240//b2297//b3845//b4201//b1715//b1302//b3313//b3437//b0679//b2573//b4383//b3318//b2485//b1797//b3438//b1223//b4314//b3774//b3038//b1225//b4326//b0996//b3588//b2213//b0620//b0785//b2923//b2962//b1511//b3266//b1641//b2280//b3425//b2571//b4399//b4202//b3123//b3134//b3417//b0365//b1264//b4398//b3409//b3213//b1890//b1498//b0109//b1921//b2711//b0390//b1012//b0591//b0334//b0039//b2926//b0583//b1982//b1396//b4106//b2571//b2838//efeU_2//b4122//b4068//b2417//b1658//b2552//b0945//b2497//b0677//b0388//b3126//b0346//b2068//b0397//b3426//b4288//b1020//b4096//b4476//b2927//b1622//b3855//b0929//b3770//b0679//b2148//b3315//b4008//b0335//b3165//b1220//b0586//b3428//b3540//b1041//b0150//b2201//b1297//b2206//b0396//b3571//b3709//b4698//b0044//b4209//b4037//b4193//b2976//b3214//b1321//b1922//b1889//b0177//b3405//b4669//b4511//b3008//b4039//b0903//b2589//b1182//b2196//b0759//b0675//b4173//b0619//b4122//b0605//b1012//b3356//b2155//b0080//b0411//b0620//b0606//b3416//b3870//b4292//b0198//b2676//b2241//b4310//b2729//b1922//b3359//b0778//b4173//b0778//b1207//b2498//b3273//b3528//b2068//b0756//b0781//b2205//b2535//b0198//b2676//b3702//b1276//b2995//b2297//b0724//b2281//b3430//b1262//b0764//b2606//b2708//b3331//b1009//b0113//b0998//b0333//b0125//b4401//b3708//b2705//b1474//b2531//b1658//b0622//b2241//b4175//b1850//b4322//b2980//b3037//b1514//b3426//b2368//b0997//b0880//b3748//b0043//b2075//b0296//b4153//b4467//b0959//b4401//b1021//b0041//b1476//b2202//b0617//b0197//b0928//b2530//b0048//b2500//b3773//b2224//b0350//b1673//b3225//b0765//b2470//b0592//b2287//b4105//b4698//b2313//b1857//b1738//b2720//b2280//b3441//b4239//b3243//b2704//b3531//b4076//b2195//b1256//b3451//b1334//b2156//b1745//b2750//b0348//b2752//b4139//b0338//b3568//b1850//b4167//b3417//b2661//b1220//b1658//b3456//b2867//b1982//b2904//b0557//b2866//b2425//b1276//b0970//b0827//b2429//b0180//b0038//b0063//b2553//b0032//b1669//b3774//b3095//b2280//b1498//b2715//b2799//b2221//b4201//b3748//b3756//b0178//b2341//b1275//b2763//b1407//b3318//b0106//b4381//b1385//b1265//b0383//b3403//b3581//b4151//b1641//b2583//b2916//b4072//b3859//b2492//b2674//b0613//b1247//b2718//b3476//b0774//b2980//b1521//b4008//b4169//b1043//b0998//b2236//b2280//b0623//b4007//b2754//b2535//b0945//b0312//b3566//b4320//b1901//b0106//b1615//b0205//b3583//b4174//b0241//b0862//b2211//b3481//b0523//b2367//b2430//b4173//b0106//b1798//b1587//b2282//b0463//b0035//b0616//b4670//b3854//b2155//b3580//b1819//b0034//b0035//b2841//b3454//b0931//b4096//b1747//b4014//b3701//b3544//b2702//b0764//b0116//b1387//b2223//b4213//b4355//b3688//b0430//b3469//b0383//b0241//
