#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b3980//b1390//
AcrR	b0345//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2584//b3266//b3128//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1285//b0403//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0189//b3461//
AcrR_FNR_Fur_SoxR	b2679//
AcrR_FNR_Fur_SoxR_SoxS	b3969//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2075//
Ada	b2143//b0034//b2840//
Ada_AidB_Lrp	b2490//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2799//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1071//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0440//b1263//b1306//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4213//b0814//
AdiY_H-NS_IHF	b3525//
AgaR	b1517//b1091//b0597//b0342//b1948//b0921//b2584//
AgaR_CRP	b3265//b2009//b4036//b0092//
AlaS	b0040//
AllR	b1165//b2342//b4392//b0296//b2530//b4003//b2603//b4592//b1987//
AllS	b4117//b3038//b3266//
AlsR	b4264//b0655//b2373//b2367//b1684//b4015//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2528//b3326//b1904//b3971//b3528//b0863//
AppY_ArcA_YdeO	b4160//b3116//b4100//b2531//
AraC_CRP	b3568//b2060//b1880//b1924//b1512//b1207//b2756//b1519//b3365//
AraC_CRP_XylR	b4662//b2660//b1982//
AraC_NagC	b3581//b2232//
ArcA	b4431//b2150//
ArcA_BetI_Cra	b0595//b2925//b1702//b1386//
ArcA_CRP_CaiF_FNR_H-NS	b2306//b4043//b3969//b0341//b4150//b2078//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1511//b4139//b2726//b4264//b2077//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3073//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1739//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b4201//b4073//
ArcA_CRP_Cra_Fis	b0075//
ArcA_CRP_Cra_IHF_IclR	b0106//b0536//b3517//
ArcA_CRP_DcuR	b4099//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3941//b2167//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b1712//
ArcA_CRP_DnaA_FNR	b4062//
ArcA_CRP_DpiA_FNR_NarL	b1205//b3141//b1421//b1224//b3164//b1277//
ArcA_CRP_DpiA_FlhDC	b2663//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3140//b0763//
ArcA_CRP_FNR	b0677//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1081//b0925//b4070//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2283//
ArcA_CRP_FNR_Fis_IHF_NarL	b3416//
ArcA_CRP_FNR_Fur	b1396//b1223//b2068//b0684//
ArcA_CRP_FNR_Fur_IHF	b0118//b1306//b2152//b2341//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1937//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b4154//
ArcA_CRP_FNR_IHF_NarL	b1878//
ArcA_CRP_FNR_NarL	b3612//
ArcA_CRP_FadR	b3506//b1681//
ArcA_CRP_FadR_HipB	b2149//
ArcA_CRP_FadR_OmpR_PhoP	b2364//
ArcA_CRP_Fis_Mlc_SoxS	b2465//
ArcA_CRP_Fis_XylR	b3797//
ArcA_CRP_Fur_GadX_MqsA	b2481//
ArcA_CRP_GatR	b2965//b3273//b2789//b3604//b3540//b2212//
ArcA_CRP_GlpR	b4426//
ArcA_CRP_IHF	b1261//
ArcA_CRP_PuuR	yegZ//b3853//b4013//b1229//b0167//
ArcA_CRP_RhaS	b0153//
ArcA_CRP_TreR	b3432//b2980//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b0205//b1781//
ArcA_Cra	b0903//
ArcA_Cra_FNR_H-NS_HypT	b0734//b0682//
ArcA_CysB_FNR	b0178//
