#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b3269//b0975//
AcrR	b1187//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1378//b0619//b1779//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b2194//b0313//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3859//b4102//
AcrR_FNR_Fur_SoxR	b1092//
AcrR_FNR_Fur_SoxR_SoxS	b1924//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3603//
Ada	b3851//b2719//b2281//
Ada_AidB_Lrp	b1970//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2787//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b2402//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b4268//b1707//b1396//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	gadF//b3645//
AdiY_H-NS_IHF	b2993//
AgaR	b3241//b1682//b3786//b3116//b3725//b3186//b2938//
AgaR_CRP	b4000//b2207//b3769//b4105//
AlaS	b2205//
AllR	b0074//b1308//b2911//b1260//b2308//b1650//b2231//b4197//b3242//
AllS	b2094//b2631//b1902//
AlsR	b1535//sroA//b3708//b2309//b1333//b0068//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3544//b0734//b4132//b2540//b3038//b3070//
AppY_ArcA_YdeO	b4289//b1075//b2150//b0475//
AraC_CRP	b2167//b2401//b3515//b0032//b4034//b1717//b0974//b2530//b2509//
AraC_CRP_XylR	b2282//b4102//b2708//
AraC_NagC	b4480//b3547//
ArcA	b3831//b1322//
ArcA_BetI_Cra	b4111//b0037//b4320//b0571//
ArcA_CRP_CaiF_FNR_H-NS	b0044//b0849//b3071//b0873//b3806//b3729//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2286//b1719//b4040//b2802//b3752//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1655//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1386//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3645//b3749//
ArcA_CRP_Cra_Fis	b3903//
ArcA_CRP_Cra_IHF_IclR	b2993//b2712//b1950//
ArcA_CRP_DcuR	b4079//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3214//b2155//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2278//
ArcA_CRP_DnaA_FNR	b1590//
ArcA_CRP_DpiA_FNR_NarL	b2508//b0799//b4073//b0233//b3870//b0721//
ArcA_CRP_DpiA_FlhDC	b2063//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b0185//b2171//
ArcA_CRP_FNR	b0588//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1080//b0090//b2484//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2422//
ArcA_CRP_FNR_Fis_IHF_NarL	b3316//
ArcA_CRP_FNR_Fur	b4396//b3323//b4101//b0578//
ArcA_CRP_FNR_Fur_IHF	b2784//b2706//b3275//b1079//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b4209//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b1160//
ArcA_CRP_FNR_IHF_NarL	b1475//
ArcA_CRP_FNR_NarL	b2722//
ArcA_CRP_FadR	b4326//b3022//
ArcA_CRP_FadR_HipB	b1683//
ArcA_CRP_FadR_OmpR_PhoP	b1112//
ArcA_CRP_Fis_Mlc_SoxS	b1729//
ArcA_CRP_Fis_XylR	b1042//
ArcA_CRP_Fur_GadX_MqsA	b3114//
ArcA_CRP_GatR	b0604//b2762//b0447//b3613//b2499//b2224//
ArcA_CRP_GlpR	b2673//
ArcA_CRP_IHF	b0793//
ArcA_CRP_PuuR	b4444//b1611//b0570//b0778//b4270//
ArcA_CRP_RhaS	b2401//
ArcA_CRP_TreR	b1826//b3394//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b4522//b3671//
ArcA_Cra	b3437//
ArcA_Cra_FNR_H-NS_HypT	b2784//b1814//
ArcA_CysB_FNR	b0726//
ArcA_FNR	b0198//b2605//b1073//b2837//b3469//b0440//b1377//b4044//b1735//b0049//b1020//b3223//b2372//b4471//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1623//
ArcA_FNR_Fis_IHF_NarL	b4040//b3082//b3453//b1010//b3274//b0896//b1887//b3441//b0764//b2708//b0620//b0708//b0221//
ArcA_FNR_Fur_IHF	b0557//
ArcA_FNR_IHF	b1516//b1264//b0873//
ArcA_FNR_IHF_NarL	b0855//b2755//
ArcA_FNR_NarL	b1818//b1398//b0887//b3184//
ArcA_FNR_PhoP	b0655//
ArcA_FNR_PuuR	b3806//b1762//
ArcA_FadR	b2903//b1226//b4451//
ArcA_FadR_Fis	b1476//b1322//
ArcA_Fur_Lrp_ModE	b4138//b2481//b3243//b0863//b1729//
ArcA_GlcC_IHF_PdhR	b2724//b3066//b1608//b1016//b0964//b1588//
ArcA_LexA	b0107//b3421//
ArcA_LldR	b3140//b2686//b0954//
ArcA_NarL	b1621//b2371//b1988//b2231//b4098//b4196//b1275//b4398//
ArcA_NtrC_PhoP_RutR	b3037//b2557//b0929//b1702//b1578//b3076//b3507//
ArgP	b1818//b3540//b0504//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b0979//b3916//b0516//
ArgP_CRP_FNR_Fur_Nac	b2239//
ArgP_DnaA	b2208//b3133//b1407//
ArgP_Lrp	b1072//b4393//
ArgP_LysR	b3750//
ArgP_PhoB	b3365//
ArgR	b3453//b0826//b4662//b3330//b0578//b4443//b2606//b4015//b0463//b1922//b1498//b0221//b3601//b3278//
ArgR_CRP	b3495//
ArgR_CRP_Fis	b2698//b3083//b4009//b2708//b2617//b0854//b2281//b0190//
ArgR_Fis_IHF_PepA_PurR_RutR	b1579//b2967//
ArgR_H-NS_NtrC	b2731//b2916//b2397//b1187//
ArgR_NtrC	b3828//b1256//b3072//b1389//b2709//
ArgR_PhoP	b1884//
ArsR	b3750//b3700//b2977//
AscG	b3035//
AscG_CRP	b0083//b4173//b0860//
AscG_CRP_PhoB_PrpR	b3625//
AsnC	b0064//
AsnC_MraZ_Nac	b3967//
AsnC_Nac	b1513//b1131//
AtoC_IHF	b2617//b4007//b1378//b3424//
BaeR_CpxR	b2201//b2552//b0312//b2630//b2407//b3063//b3261//
BaeR_CpxR_EvgA	b2805//
BasR	b3978//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b4203//b2211//b1881//b3277//
BasR_CpxR_PdhR	b2605//b0439//
BasR_Fis	b2784//
BasR_H-NS_IHF_NagC_NanR	b0485//
BasR_MarA_PutA	b4003//
BasR_PhoP	b1075//
BasR_QseB	b3065//b0908//
BirA	b0575//b1618//b1113//b2469//b4016//
BluR	b2867//b2964//b4173//b3316//
BolA	b2895//b2541//
CRP	b0198//b3324//b1039//b1970//b1797//b3394//b3513//b0854//b4172//b0031//b2821//b0839//b2805//b4068//b2926//b1745//b3957//b0578//b1043//b4032//b2169//b1783//b3942//b4267//b2719//b2289//b2559//b2236//b0078//b2607//b4669//b0565//b0067//b3831//b4238//b3916//b3073//b4030//b1007//b4513//b0205//b2866//b4131//b3721//b0150//b2802//b4705//b0462//b0976//b0112//b0826//b3134//b3241//b4099//b3787//b1062//b0388//b4132//b0201//b0974//b4460//b0616//b2107//b1163//b1080//b3012//b4460//b1408//
CRP_CaiF_FNR	b1101//b4159//b3532//b4050//
CRP_ChbR_NagC	b4000//b4062//b1537//b0578//b0951//b0782//
CRP_ComR	b2976//
CRP_CpxR	b0232//
CRP_CpxR_CytR	b2150//
CRP_CpxR_CytR_DnaA_IHF	b2820//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b1288//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	phnE_2//b0019//b2539//b0730//
CRP_Cra	b3500//b2211//b1040//b2341//b1487//b4476//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b2153//b1536//b0998//b2758//
CRP_Cra_FNR_PdhR	b1410//
CRP_Cra_Fis	b2425//
CRP_Cra_Fis_GlcC	b2781//
CRP_Cra_Fis_MtlR	b0385//b3230//b2159//
CRP_Cra_Mlc_NagC	b3926//b1007//b2366//b0019//b4357//b2371//
CRP_Cra_PrpR	b1062//b2741//b0852//b0892//
