#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b2276//b0924//
AcrR	b3322//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b0405//b4099//b3601//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1925//b1008//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3449//b0035//
AcrR_FNR_Fur_SoxR	b1111//
AcrR_FNR_Fur_SoxR_SoxS	b2403//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3404//
Ada	b0273//b2342//b3067//
Ada_AidB_Lrp	b3356//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b4326//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3261//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b1819//b0366//b0062//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b1072//b3671//
AdiY_H-NS_IHF	b3319//
AgaR	b2802//b4426//b3671//b0674//b4511//b1891//b0301//
AgaR_CRP	b1015//b3574//b4435//b1231//
AlaS	b0167//
AllR	b2979//b2152//b2280//b0931//b2560//b3528//b1129//b2541//b0429//
AllS	b0388//b2106//b1077//
AlsR	b0786//b0621//b3437//b3794//b0085//b2799//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3021//b1305//b0953//b2296//b2159//b3116//
AppY_ArcA_YdeO	b1902//b3184//b3846//b0810//
AraC_CRP	b4139//b2503//b1070//b1597//b4094//b4111//b4370//b2925//b1187//
AraC_CRP_XylR	b2603//b2085//b1890//
AraC_NagC	b0191//b3790//
ArcA	b0069//b3005//
ArcA_BetI_Cra	b1513//b0311//b3564//b4013//
ArcA_CRP_CaiF_FNR_H-NS	b0781//b0039//b3061//b0756//b0311//b2601//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1299//b2341//b1498//b2207//b4233//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1231//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0031//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3542//b1101//
ArcA_CRP_Cra_Fis	b0886//
ArcA_CRP_Cra_IHF_IclR	b0507//b2662//b2492//
ArcA_CRP_DcuR	b1948//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4196//b0679//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2675//
ArcA_CRP_DnaA_FNR	b1569//
ArcA_CRP_DpiA_FNR_NarL	b3965//b3569//b1923//b0726//b2706//b1076//
ArcA_CRP_DpiA_FlhDC	b3926//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2676//b2499//
ArcA_CRP_FNR	b1511//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b2344//b0623//b0081//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2995//
ArcA_CRP_FNR_Fis_IHF_NarL	b3070//
ArcA_CRP_FNR_Fur	b2529//b2588//b0473//b2400//
ArcA_CRP_FNR_Fur_IHF	b0764//b1791//b3449//b2677//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0620//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2149//
ArcA_CRP_FNR_IHF_NarL	phnE_2//
ArcA_CRP_FNR_NarL	b2167//
ArcA_CRP_FadR	b0343//b3365//
ArcA_CRP_FadR_HipB	b1409//
ArcA_CRP_FadR_OmpR_PhoP	b0192//
ArcA_CRP_Fis_Mlc_SoxS	b0811//
ArcA_CRP_Fis_XylR	b3796//
ArcA_CRP_Fur_GadX_MqsA	b4014//
ArcA_CRP_GatR	b0757//b1487//b3312//b0777//sroA//b2151//
ArcA_CRP_GlpR	b2708//
ArcA_CRP_IHF	b0463//
ArcA_CRP_PuuR	b1609//b4201//b0071//b2530//b3006//
ArcA_CRP_RhaS	b2222//
ArcA_CRP_TreR	b3139//b4019//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3313//b2822//
ArcA_Cra	b3322//
ArcA_Cra_FNR_H-NS_HypT	b2665//b4115//
ArcA_CysB_FNR	b1303//
ArcA_FNR	b1231//b2200//b1199//b4310//b2965//b1780//b1567//b1225//b0811//b2422//b0620//b1237//b0303//b1613//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b4320//
ArcA_FNR_Fis_IHF_NarL	b3766//b3544//b2912//b0400//b0388//b1889//b4267//b0975//b0226//b2800//b1245//b1568//b2727//
ArcA_FNR_Fur_IHF	b0179//
ArcA_FNR_IHF	b2075//b2287//b4201//
ArcA_FNR_IHF_NarL	b1858//b0754//
ArcA_FNR_NarL	b0092//b1296//b2476//b3927//
ArcA_FNR_PhoP	b0851//
ArcA_FNR_PuuR	b3749//b3645//
ArcA_FadR	b4382//b2216//b2061//
ArcA_FadR_Fis	b3335//b3729//
ArcA_Fur_Lrp_ModE	b3225//b0475//b4042//b1042//b1608//
ArcA_GlcC_IHF_PdhR	b0075//b2484//b2927//b3441//b0447//b1302//
ArcA_LexA	b3743//b2819//
ArcA_LldR	b0615//b3480//b2913//
ArcA_NarL	b1712//b0241//b3134//b2614//b2684//b0586//b1683//b1882//
