#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b2804//b4062//
AcrR	b1943//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b4116//b0341//b1563//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0758//b2196//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2559//b1616//
AcrR_FNR_Fur_SoxR	b4671//
AcrR_FNR_Fur_SoxR_SoxS	b3186//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3455//
Ada	b2751//b1226//b3707//
Ada_AidB_Lrp	b1568//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b4076//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3168//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0087//b0841//b2669//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b1576//b3567//
AdiY_H-NS_IHF	b0343//
AgaR	b3923//b2375//b2143//b2368//b0505//b2206//b2341//
AgaR_CRP	b3123//b3722//gadF//b1973//
AlaS	b3926//
AllR	b2665//b0970//b3449//b0156//b3813//b4238//b1939//b0622//b0096//
AllS	b2905//molR_1//b2580//
AlsR	b2224//b2719//b0617//b3516//b0585//b3759//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3502//b2895//b2558//b3141//b1702//b0461//
AppY_ArcA_YdeO	b1780//b3532//b2201//b1483//
AraC_CRP	b0344//b0507//b4086//b3700//b2242//b0873//b1925//b3314//b3558//
AraC_CRP_XylR	b1674//b3140//b2401//
AraC_NagC	b3272//b0167//
ArcA	b2605//b3480//
ArcA_BetI_Cra	b1275//b0862//b2216//b1706//
ArcA_CRP_CaiF_FNR_H-NS	b0383//b2675//b3829//cpxQ//b3860//b3941//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0726//b3503//b3117//b2818//b2911//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3784//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4027//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b2728//b1535//
ArcA_CRP_Cra_Fis	b0974//
ArcA_CRP_Cra_IHF_IclR	b4406//b1950//b1277//
ArcA_CRP_DcuR	b0953//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b1335//b0111//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0853//
ArcA_CRP_DnaA_FNR	b0072//
ArcA_CRP_DpiA_FNR_NarL	b1618//b1327//b0951//b2307//b4315//b2464//
ArcA_CRP_DpiA_FlhDC	b1858//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2805//b4027//
ArcA_CRP_FNR	b4177//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1536//b1970//b0092//
ArcA_CRP_FNR_Fis_Fur_PdhR	b3769//
ArcA_CRP_FNR_Fis_IHF_NarL	b4005//
ArcA_CRP_FNR_Fur	b2436//b2425//b2401//b2370//
ArcA_CRP_FNR_Fur_IHF	b2313//b1229//b3213//b4401//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0019//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b4662//
ArcA_CRP_FNR_IHF_NarL	b1747//
ArcA_CRP_FNR_NarL	b1683//
ArcA_CRP_FadR	b2724//b3938//
ArcA_CRP_FadR_HipB	b0352//
ArcA_CRP_FadR_OmpR_PhoP	b2194//
ArcA_CRP_Fis_Mlc_SoxS	b1070//
ArcA_CRP_Fis_XylR	b0676//
ArcA_CRP_Fur_GadX_MqsA	b3864//
ArcA_CRP_GatR	b2198//b0508//b1497//b3971//b3272//b4018//
ArcA_CRP_GlpR	b2531//
ArcA_CRP_IHF	b0204//
ArcA_CRP_PuuR	b0146//b3134//b4411//b2344//b2231//
ArcA_CRP_RhaS	b2687//
ArcA_CRP_TreR	b0398//b2156//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b2597//b4289//
ArcA_Cra	b0672//
ArcA_Cra_FNR_H-NS_HypT	b3188//b3906//
ArcA_CysB_FNR	b4369//
ArcA_FNR	b0154//b2323//b1305//b3864//b0812//b2308//b1741//b0602//b1521//b0063//b0620//b3784//b3494//b1475//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1741//
ArcA_FNR_Fis_IHF_NarL	b4321//b3959//b4093//b0139//b1739//b1070//b2062//b1967//b0115//b4326//b3404//b0062//b0348//
ArcA_FNR_Fur_IHF	b1512//
ArcA_FNR_IHF	b1132//b2369//b4040//
ArcA_FNR_IHF_NarL	b2784//b4452//
ArcA_FNR_NarL	b1041//b3480//b1954//b2107//
ArcA_FNR_PhoP	b1220//
ArcA_FNR_PuuR	b4408//b1136//
ArcA_FadR	b0856//b3613//b4355//
ArcA_FadR_Fis	b2367//b0971//
ArcA_Fur_Lrp_ModE	b1901//b3236//b4018//b0517//b2296//
ArcA_GlcC_IHF_PdhR	b0751//b2704//b2965//b0774//b4355//b4324//
ArcA_LexA	b1130//b4076//
ArcA_LldR	b0726//b2289//b0108//
ArcA_NarL	b3320//b2604//b1516//b0936//b2718//b1223//b0377//b2306//
ArcA_NtrC_PhoP_RutR	b1075//b0998//b3699//b0383//b0509//b1379//b3903//
ArgP	b0181//b3115//b0586//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b2290//b4159//b2868//
ArgP_CRP_FNR_Fur_Nac	b2757//
ArgP_DnaA	b1818//b1387//b4106//
ArgP_Lrp	b0593//b2093//
ArgP_LysR	b2236//
ArgP_PhoB	b0796//
ArgR	b2559//b0805//b0743//molR_1//b0588//b0889//b0304//b3506//b3924//b3096//b0908//b2106//b3582//b0336//
ArgR_CRP	b0118//
ArgR_CRP_Fis	b0652//b1684//b3968//b1004//b3067//b0891//b0586//b3403//
ArgR_Fis_IHF_PepA_PurR_RutR	b2105//b4467//
ArgR_H-NS_NtrC	b3429//b3772//b4326//b4024//
ArgR_NtrC	b0063//b3855//b3207//b1042//b3460//
ArgR_PhoP	b1924//
ArsR	b1745//b0586//b0894//
AscG	b3564//
AscG_CRP	b3605//b0237//b0777//
AscG_CRP_PhoB_PrpR	b0081//
AsnC	b0038//
AsnC_MraZ_Nac	b3224//
