#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b3503//b3545//
AcrR	b2730//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1411//b3330//b0874//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0777//b4102//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2826//b3408//
AcrR_FNR_Fur_SoxR	b4089//
AcrR_FNR_Fur_SoxR_SoxS	b0089//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2435//
Ada	b0109//b0049//b3227//
Ada_AidB_Lrp	b0782//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1507//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b2660//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0892//b0998//b0903//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3904//b1015//
AdiY_H-NS_IHF	b4200//
AgaR	b1514//b4138//b1484//b3403//b3266//b1850//b2782//
AgaR_CRP	b1245//b1881//b3481//b1859//
AlaS	b2912//
AllR	b2711//b4384//b0226//b2486//b4036//b3405//b0721//b0595//b1920//
AllS	b3062//b1589//b3224//
AlsR	b1651//b3829//b2234//b0067//b1563//b1623//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2617//b0096//b2276//b3133//b2403//b1914//
AppY_ArcA_YdeO	b1892//b2731//b4705//b0756//
AraC_CRP	b0352//b1041//b3784//b1649//b4511//b0400//b0733//b1016//b4153//
AraC_CRP_XylR	b4458//b3494//b4034//
AraC_NagC	b4370//b4129//
ArcA	b2994//b2485//
ArcA_BetI_Cra	b0068//b0083//b0075//b3545//
ArcA_CRP_CaiF_FNR_H-NS	b3169//b4309//b2607//b3275//b3242//b1212//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2092//b3924//b3960//b1528//b1167//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b4397//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0729//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0095//b2943//
ArcA_CRP_Cra_Fis	b3699//
ArcA_CRP_Cra_IHF_IclR	b3221//b3335//b4506//
ArcA_CRP_DcuR	b3912//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3940//b2415//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0083//
ArcA_CRP_DnaA_FNR	b2579//
ArcA_CRP_DpiA_FNR_NarL	b0348//b3601//b2282//b2603//b1201//b2079//
ArcA_CRP_DpiA_FlhDC	b2990//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b0728//b1430//
ArcA_CRP_FNR	b1944//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b3813//b1907//b3726//
ArcA_CRP_FNR_Fis_Fur_PdhR	b4029//
ArcA_CRP_FNR_Fis_IHF_NarL	b2904//
ArcA_CRP_FNR_Fur	b0572//b1904//b4024//b1012//
ArcA_CRP_FNR_Fur_IHF	b0039//b2485//b3699//b2149//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1591//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b4037//
ArcA_CRP_FNR_IHF_NarL	b3979//
ArcA_CRP_FNR_NarL	b3791//
ArcA_CRP_FadR	b4393//b3491//
ArcA_CRP_FadR_HipB	b0190//
ArcA_CRP_FadR_OmpR_PhoP	b0744//
ArcA_CRP_Fis_Mlc_SoxS	b1702//
ArcA_CRP_Fis_XylR	b4203//
ArcA_CRP_Fur_GadX_MqsA	b1814//
ArcA_CRP_GatR	b3278//b3256//b4138//b2163//b1190//b1187//
ArcA_CRP_GlpR	b0794//
ArcA_CRP_IHF	b3359//
ArcA_CRP_PuuR	b1746//b2203//b2277//b2093//b1160//
ArcA_CRP_RhaS	b3616//
ArcA_CRP_TreR	b0762//b3225//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b1042//b2286//
ArcA_Cra	b3428//
ArcA_Cra_FNR_H-NS_HypT	b4172//b3545//
ArcA_CysB_FNR	b0827//
ArcA_FNR	b3221//b4396//b0925//b2801//b1851//b1798//b0110//b0613//b3813//b3457//b0775//b0593//b1568//b3707//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1298//
ArcA_FNR_Fis_IHF_NarL	b4237//b4401//b2912//b3417//b3125//b1634//b1391//b3961//b3578//b0887//b1037//b3565//b1497//
ArcA_FNR_Fur_IHF	b1130//
ArcA_FNR_IHF	b4411//b1575//b4002//
ArcA_FNR_IHF_NarL	b2589//b3260//
ArcA_FNR_NarL	b0083//b3970//b1483//b1072//
ArcA_FNR_PhoP	b2605//
ArcA_FNR_PuuR	b2000//b0115//
ArcA_FadR	b4027//b4024//b1007//
ArcA_FadR_Fis	b4014//b4502//
ArcA_Fur_Lrp_ModE	b4102//b3461//b2485//b0806//b4502//
ArcA_GlcC_IHF_PdhR	b2222//b3787//b4367//b3771//b0511//b1109//
ArcA_LexA	b2728//b2582//
ArcA_LldR	b1243//b4290//b3700//
ArcA_NarL	b1702//b0814//b4322//b0578//b0511//b2435//b1264//b1846//
ArcA_NtrC_PhoP_RutR	b2706//b2093//b0655//b0811//b1006//b0781//b4034//
ArgP	b0586//b4005//b1004//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b4698//b1003//b1783//
ArgP_CRP_FNR_Fur_Nac	b4240//
ArgP_DnaA	b0572//b1970//b1658//
ArgP_Lrp	b3115//b3081//
ArgP_LysR	b2617//
ArgP_PhoB	b4401//
ArgR	b1395//b1390//b2279//b2712//b3813//b0964//b0153//b2171//b4567//b3605//b3518//b3221//b3008//b3575//
ArgR_CRP	b2801//
ArgR_CRP_Fis	b1327//b2721//b1272//b4043//b1732//b3868//b1011//b3791//
ArgR_Fis_IHF_PepA_PurR_RutR	b4408//b0068//
ArgR_H-NS_NtrC	b1609//b0071//b1226//b0124//
ArgR_NtrC	b0064//b0064//b2708//b0765//b0784//
ArgR_PhoP	b1746//
ArsR	b3274//b3127//b0201//
AscG	b4314//
AscG_CRP	b0814//b1225//b3477//
AscG_CRP_PhoB_PrpR	b2609//
AsnC	b2503//
AsnC_MraZ_Nac	b3331//
AsnC_Nac	b2469//b0435//
AtoC_IHF	b2703//b3115//b2490//b0153//
BaeR_CpxR	b3186//b0987//b0076//b2221//b1950//b1386//b3123//
BaeR_CpxR_EvgA	b1071//
BasR	b0367//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b3223//b4085//b1671//b4416//
BasR_CpxR_PdhR	b3269//b0084//
BasR_Fis	b2606//
BasR_H-NS_IHF_NagC_NanR	b2489//
BasR_MarA_PutA	b3005//
BasR_PhoP	b1790//
BasR_QseB	b1513//b3092//
BirA	b1006//b0033//b1321//b1024//b4312//
BluR	b4025//b0590//b0019//b2482//
BolA	b3751//b0405//
CRP	b3456//b1296//b3603//b0978//b3073//b1857//b2588//b0110//b3721//b2675//b2799//b4288//b1684//b3708//b0726//b1922//b4004//b0774//b1590//b1378//b4669//b1334//b4025//b3156//b3729//b2904//b1487//b1321//b2727//b2782//b3567//b1536//b2423//b1779//b2236//b1265//b1032//b2009//b3413//b2530//b2189//b0799//b2159//b2397//b4035//b2541//b2852//b1244//b2590//b2943//b0110//b0857//b1260//b1587//b3167//b1440//b1300//b0087//b0954//b0072//b4702//b4698//b3770//b3223//b1613//b0311//b4004//b4240//
CRP_CaiF_FNR	b0617//b4175//b4393//b2231//
CRP_ChbR_NagC	b1199//b3612//b1301//b3272//b2243//b2094//
CRP_ComR	b0805//
CRP_CpxR	b0031//
CRP_CpxR_CytR	b1013//
CRP_CpxR_CytR_DnaA_IHF	b1039//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b0240//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b0864//b2840//b2975//b3449//
CRP_Cra	b1531//b4397//b0778//b0978//b0202//b4669//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b0683//b1577//b0615//b0517//
CRP_Cra_FNR_PdhR	b0205//
CRP_Cra_Fis	b0794//
