#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b1707//b0039//
AcrR	b1163//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2085//b4193//b1615//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3449//b3161//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b4070//b0732//
AcrR_FNR_Fur_SoxR	b0779//
AcrR_FNR_Fur_SoxR_SoxS	b1904//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b0463//
Ada	b1497//b4539//b2278//
Ada_AidB_Lrp	b1940//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0150//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1257//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b2288//b4577//b0850//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0583//b1061//
AdiY_H-NS_IHF	b0937//
AgaR	b3230//b3006//b3186//b0924//b0110//b4411//b1649//
AgaR_CRP	b2469//b0156//b0892//b2731//
AlaS	b3067//
AllR	b1511//b3266//b0853//b1023//b4025//b4039//b4154//b4321//b0388//
AllS	b0936//b3424//b2105//
AlsR	b0153//b4293//b0696//b1041//b2964//b1334//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2379//b0107//b3789//b1569//b3067//b3095//
AppY_ArcA_YdeO	b2841//b0052//b0999//b1203//
AraC_CRP	b3268//b3603//b3184//b1796//b2348//b0931//b1587//b2094//b3709//
AraC_CRP_XylR	b0389//b1589//b0314//
AraC_NagC	b3457//b0975//
ArcA	b1575//b0675//
ArcA_BetI_Cra	b1322//b0314//b2370//b0785//
ArcA_CRP_CaiF_FNR_H-NS	b4042//b0933//b1782//b2864//b2663//b2779//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1747//b4014//b1681//b1512//b3458//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b4192//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1634//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3724//b4123//
ArcA_CRP_Cra_Fis	b0908//
ArcA_CRP_Cra_IHF_IclR	b4174//b4460//b3578//
ArcA_CRP_DcuR	b2938//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4139//b1385//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b3686//
ArcA_CRP_DnaA_FNR	b3060//
ArcA_CRP_DpiA_FNR_NarL	b2867//b3603//b2487//b2677//b2171//b2482//
ArcA_CRP_DpiA_FlhDC	b2942//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b0039//b4122//
ArcA_CRP_FNR	b0043//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b4310//b3568//b3860//
ArcA_CRP_FNR_Fis_Fur_PdhR	b4662//
ArcA_CRP_FNR_Fis_IHF_NarL	b1617//
ArcA_CRP_FNR_Fur	b0855//b1945//b0162//b4322//
ArcA_CRP_FNR_Fur_IHF	b0430//b0604//b0232//b2712//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1091//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2601//
ArcA_CRP_FNR_IHF_NarL	b0088//
ArcA_CRP_FNR_NarL	b2196//
ArcA_CRP_FadR	b4118//b2239//
ArcA_CRP_FadR_HipB	b2783//
ArcA_CRP_FadR_OmpR_PhoP	b2200//
ArcA_CRP_Fis_Mlc_SoxS	b3721//
ArcA_CRP_Fis_XylR	b1498//
ArcA_CRP_Fur_GadX_MqsA	b4287//
ArcA_CRP_GatR	b3096//b4177//b2429//b1325//b0315//b2284//
ArcA_CRP_GlpR	b0486//
ArcA_CRP_IHF	b0856//
ArcA_CRP_PuuR	b3794//b0921//b1528//b3113//b0451//
ArcA_CRP_RhaS	b3169//
ArcA_CRP_TreR	b4384//b1042//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b0886//b1225//
ArcA_Cra	b2990//
ArcA_Cra_FNR_H-NS_HypT	b0743//b2980//
ArcA_CysB_FNR	b3956//
ArcA_FNR	b3568//b3260//b3125//b1378//b0085//b3700//b1858//b1077//b1746//b1199//b4365//b1225//b0827//b1300//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b3479//
ArcA_FNR_Fis_IHF_NarL	b1083//b0089//b2422//b0039//b0430//b0937//b0733//b2368//b1905//b2531//b3961//b0673//b4019//
ArcA_FNR_Fur_IHF	b3942//
ArcA_FNR_IHF	b0039//b2029//b1194//
ArcA_FNR_IHF_NarL	b1796//b2905//
ArcA_FNR_NarL	b1728//b4484//b0197//b1670//
ArcA_FNR_PhoP	b2097//
ArcA_FNR_PuuR	b0849//b4125//
ArcA_FadR	b1951//b2096//b3062//
ArcA_FadR_Fis	b0564//b4174//
ArcA_Fur_Lrp_ModE	b1323//b3961//b3424//b3164//b1569//
ArcA_GlcC_IHF_PdhR	b0204//b4699//b2728//b0330//b4239//b2800//
ArcA_LexA	b0106//b0277//
ArcA_LldR	b0784//b2365//b1563//
ArcA_NarL	b2584//b2801//b2721//b3071//b0809//b2916//b3770//b2905//
ArcA_NtrC_PhoP_RutR	b3771//b0505//b2751//b3132//b3326//b0950//b3828//
ArgP	b0971//b2741//b3081//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b1223//b0353//b2153//
ArgP_CRP_FNR_Fur_Nac	b4323//
ArgP_DnaA	b2205//b3517//b2665//
ArgP_Lrp	b3686//b0366//
ArgP_LysR	b0921//
ArgP_PhoB	b3581//
ArgR	b0860//b1387//b2540//b4324//b0486//b4196//b1926//b0759//b1010//b3968//b0733//b3582//b4177//b0614//
ArgR_CRP	b4028//
ArgR_CRP_Fis	b2234//b1947//b3236//b0557//b1609//b3065//b2756//b3327//
ArgR_Fis_IHF_PepA_PurR_RutR	b2365//b0764//
ArgR_H-NS_NtrC	b4102//b0972//b1513//b1486//
ArgR_NtrC	b3574//b3829//b0782//b2707//b3242//
ArgR_PhoP	b4458//
ArsR	b1223//b4094//b4120//
AscG	b3567//
AscG_CRP	b1041//b1079//b3171//
AscG_CRP_PhoB_PrpR	b1881//
AsnC	b0731//
AsnC_MraZ_Nac	b1131//
AsnC_Nac	b0874//b3478//
AtoC_IHF	b2396//b3071//b0084//b0672//
BaeR_CpxR	b2606//b3357//b2604//b1783//b2788//b2709//b3426//
BaeR_CpxR_EvgA	b0850//
BasR	b3117//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b4260//b2203//b3829//b3670//
BasR_CpxR_PdhR	b1323//b4054//
BasR_Fis	b4116//
BasR_H-NS_IHF_NagC_NanR	b2508//
BasR_MarA_PutA	b3978//
BasR_PhoP	b0447//
BasR_QseB	b2660//b4150//
BirA	b2143//b2374//b4431//b4119//b2241//
BluR	b2751//b4397//b0077//b0851//
BolA	b0849//b2987//
CRP	b0937//b2821//b2217//b0109//b4699//b4382//b1220//b3781//b3785//b1075//b1500//b4120//b3161//b3730//b0349//b1113//b4241//b1166//b2058//b3329//b2375//b2942//b3418//b3967//b2481//b2535//b3319//b4481//sroC//b4416//b0475//b4086//b0855//b3231//b2756//b0553//b1229//b1308//b0072//b3753//b1038//b2417//b4438//b0118//b1658//b4076//b2852//b3959//b1885//b3577//b3123//b2673//b3136//b0031//b1613//b1566//b3564//b4093//b0443//b3366//b0205//b0782//b1942//b1857//b3127//b1009//b1016//b4397//
CRP_CaiF_FNR	b4073//b1670//b0751//b3317//
CRP_ChbR_NagC	b1483//b4313//b3441//b4054//b3543//b4129//
CRP_ComR	b0786//
CRP_CpxR	b3317//
CRP_CpxR_CytR	b3521//
CRP_CpxR_CytR_DnaA_IHF	b1166//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b3070//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b0895//b0294//b2342//b2758//
CRP_Cra	b2531//b0441//b4471//b4279//b4443//b0925//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b4484//b1007//b1393//b1011//
CRP_Cra_FNR_PdhR	b0724//
CRP_Cra_Fis	b1389//
CRP_Cra_Fis_GlcC	b3127//
CRP_Cra_Fis_MtlR	b3916//b1408//b4270//
CRP_Cra_Mlc_NagC	b1440//b0964//b2063//b2938//b2207//b3506//
CRP_Cra_PrpR	b2551//b2094//b4068//b0957//
CRP_CreB_Fis_MalT	b3278//b1707//b2212//
CRP_CsiR_H-NS_Lrp	b2096//b2926//
CRP_CsiR_H-NS_Lrp_Nac	b3450//b1948//b1590//
CRP_CspA_Fis	b3255//
CRP_CytR	b2938//b0108//b0598//
CRP_CytR_DeoR	b0679//b4072//
CRP_CytR_DeoR_Fis_ModE	b4105//b2207//b4254//b1655//
CRP_CytR_Nac	b4133//
CRP_CytR_NsrR	b3450//
CRP_DcuR_FNR_NarL	b4293//
CRP_DinJ-YafQ	b2741//
CRP_DnaA_Fis_PurR	b3334//b4400//
CRP_DpiA_ExuR	b0301//
CRP_DsdC	b2987//b3699//
CRP_EbgR	b2808//b2417//
CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_YdeO	b3927//b1007//
CRP_ExuR	b4008//
CRP_ExuR_FNR	sroC//b0330//
CRP_ExuR_OxyR_UxuR	b3514//b4197//
CRP_ExuR_UxuR	b2485//
CRP_FNR	b3118//
CRP_FNR_FhlA_HyfR	b3271//b4002//b0352//b3511//b0759//b1702//b3157//b0462//b3965//b4381//b0204//b1499//
CRP_FNR_Fis	b4238//b3237//b1921//
CRP_FNR_Fis_GlpR_IHF	b4613//b0904//
CRP_FNR_Fis_H-NS_SlyA	b1568//
CRP_FNR_GcvA_Lrp_PurR	b0082//b1487//b0335//
CRP_FNR_H-NS_NarL	b0929//
CRP_FNR_IHF_TdcA_TdcR	b0809//b3510//b0588//b0594//b3806//b4270//b1485//
CRP_FNR_NarL	b2509//b3365//b3138//
CRP_FeaR_NsrR	b1484//
CRP_Fis	b4310//b1042//b1654//b1622//b3791//
CRP_Fis_FlhDC_GalR_GalS	b4075//b3967//
CRP_Fis_FliZ_IHF_Lrp	b3800//
CRP_Fis_H-NS_HipAB_HipB_MazE_MazE-MazF	b3956//b3076//
CRP_Fis_H-NS_LeuO_RcsB-BglJ_StpA	b3092//b1988//b1702//
CRP_Fis_IHF	b0907//b1819//b2669//b3513//b3421//
CRP_Fis_NanR	b3608//b2839//b2279//b1407//b3601//
CRP_Fis_NtrC	b0040//b3904//b3976//
CRP_Fis_XylR	b2509//b0070//b0349//
CRP_FlhDC_GalR_GalS	b3578//
CRP_FucR	b2675//b4364//b3231//b1222//b3451//b4138//b3788//
CRP_Fur	b3128//b1440//b2364//b2754//b2427//b1386//b1940//b4160//b2222//
CRP_Fur_HypT_PdhR	b1482//b2607//b0112//b1714//b2397//
CRP_Fur_OxyR_SoxS	b0484//
CRP_GalR_GalS	b0336//
CRP_GalR_GalS_H-NS_HU	b1707//b4445//b0605//b2507//
CRP_GalR_GalS_NagC	b1713//
CRP_GlpR	b1257//b0124//b2061//
CRP_GntR	b2584//b0462//
CRP_GntR_IdnR	b1430//b3615//b0074//b4321//b0811//b3502//b4316//
CRP_GntR_IscR	b4293//
CRP_GutM_GutR_H-NS	b2820//b2151//b0971//b4320//b0338//b1948//b2722//
CRP_H-NS	b1377//
CRP_H-NS_HipAB_HipB_NtrC	b0073//
CRP_H-NS_LacI	b0783//b4613//b2344//
CRP_H-NS_LeuO	b1712//b2755//b2489//b2895//b0598//b0964//b1589//
CRP_H-NS_MqsA	b2201//
CRP_IHF	b0432//b0891//b1379//b0945//
CRP_IHF_MprA_OmpR	b3315//
CRP_IHF_NsrR	b0511//
CRP_IHF_PaaX	b3049//b2867//b1167//b0728//b2278//b0114//b2093//b0891//b3854//b4523//b2764//b2424//
CRP_IHF_UlaR	b4019//b4062//b2372//b4368//b0953//b3751//
CRP_IHF_YiaJ	b3326//b2716//b3114//b0201//b0614//b1515//b3566//b1669//b2977//b2758//
CRP_LexA	b0596//
CRP_Lrp	b0430//b0964//b4119//b3125//
CRP_Lrp_Mlc	b3227//
CRP_Lrp_Nac	b2074//
CRP_LsrR	b4567//b0782//b1136//b0758//b3405//b1797//b2309//b4241//b1738//
CRP_MalI	b3904//b2757//b0348//
CRP_MalT	b0334//b4417//b1877//
CRP_MalT_PhoP	b1947//
CRP_MelR	b2212//b1227//b3572//
CRP_MetJ	b4098//
CRP_MhpR	b0793//b1386//b0744//b3077//b0758//b2605//
CRP_Mlc	b1245//b3367//
CRP_ModE	b1004//b3026//b3771//
CRP_MurR	b2589//ilvG_2//
CRP_Nac_NsrR_PhoB	b4102//
CRP_NadR	b1073//
