#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b1486//b0353//
AcrR	b0108//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2852//b3852//b0733//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1275//b0066//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b4288//b0863//
AcrR_FNR_Fur_SoxR	b2601//
AcrR_FNR_Fur_SoxR_SoxS	b4002//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b0924//
Ada	b4076//b2822//b3528//
Ada_AidB_Lrp	b1482//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1220//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0063//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0688//b2570//b3071//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3709//b3416//
AdiY_H-NS_IHF	b4129//
AgaR	b4445//b3417//b4153//b2903//b1493//b4025//b1129//
AgaR_CRP	b2764//b4444//b0799//b3613//
AlaS	b2469//
AllR	b2198//b2156//b2781//b0429//b1481//b0734//b0679//b2893//b2669//
AllS	b4044//b3976//b3011//
AlsR	b0996//b4079//b3268//b0351//b0397//b3828//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4268//b0796//b3959//b3134//b3413//b3405//
AppY_ArcA_YdeO	b1136//b2677//b3603//b4451//
AraC_CRP	b0111//b0192//b1945//b3531//b2927//b4093//b2428//b1861//b0522//
AraC_CRP_XylR	b0400//b1391//b0396//
AraC_NagC	b2159//b2712//
ArcA	b2818//b3751//
ArcA_BetI_Cra	b1410//b1552//b1591//b2574//
ArcA_CRP_CaiF_FNR_H-NS	b3328//b0622//b0161//b4003//b0759//b0153//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0681//b3794//b0392//b2281//b2296//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2666//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1681//
ArcA_CRP_Cra_FNR_NsrR_PdhR	ilvG_2//b2077//
ArcA_CRP_Cra_Fis	b0114//
