#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b2078//b1577//
AcrR	b4450//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2707//b3501//b1078//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1784//b3455//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3728//b2895//
AcrR_FNR_Fur_SoxR	b2987//
AcrR_FNR_Fur_SoxR_SoxS	b4122//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3357//
Ada	b4129//b1884//b1858//
Ada_AidB_Lrp	b2839//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2206//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b2782//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0365//b0871//b2729//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b1892//b4101//
AdiY_H-NS_IHF	b2287//
AgaR	b0189//b3749//b3516//b2705//b3772//b2752//b3798//
AgaR_CRP	b2093//b2616//b0066//b1738//
AlaS	b3942//
AllR	b2287//b0596//b3521//b3748//b1925//b2788//b2366//b0684//b3672//
AllS	b3140//ilvG_1//b2659//
AlsR	b4239//b3670//b0688//b3236//b2673//b4435//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2708//b0850//b1889//b1737//b3577//b2097//
AppY_ArcA_YdeO	b0744//b4397//b0799//b0862//
AraC_CRP	b0683//b2421//b2427//b2483//b1702//b2715//b4030//b2819//b2582//
AraC_CRP_XylR	b4287//b0978//b3062//
AraC_NagC	b3730//b1476//
ArcA	b1492//b1308//
ArcA_BetI_Cra	b1221//b4376//b0977//b0613//
ArcA_CRP_CaiF_FNR_H-NS	b1043//b1611//b4669//b2759//b0051//b2221//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4669//b3545//b1111//b2819//b2287//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2507//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1093//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b1715//b3338//
ArcA_CRP_Cra_Fis	b2805//
ArcA_CRP_Cra_IHF_IclR	b2196//b4310//b0118//
ArcA_CRP_DcuR	b3395//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b2236//b0039//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b1285//
ArcA_CRP_DnaA_FNR	b0447//
ArcA_CRP_DpiA_FNR_NarL	b4669//b3092//b0123//b0044//b0365//b0751//
ArcA_CRP_DpiA_FlhDC	b3357//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b0439//b2059//
ArcA_CRP_FNR	b1194//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b3670//b3190//b3321//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2469//
ArcA_CRP_FNR_Fis_IHF_NarL	b2498//
ArcA_CRP_FNR_Fur	b1531//b4366//b3416//b0392//
ArcA_CRP_FNR_Fur_IHF	b1817//b4441//b4267//b0179//
