#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b3073//b3363//
AcrR	b2296//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1262//yegZ//b2764//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3021//b0033//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b1040//b1257//
AcrR_FNR_Fur_SoxR	b3934//
AcrR_FNR_Fur_SoxR_SoxS	b4539//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3569//
Ada	b3426//b3547//b2676//
Ada_AidB_Lrp	b3072//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0863//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0614//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b4118//b1676//b3868//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b1399//b2435//
AdiY_H-NS_IHF	b0953//
AgaR	b1732//b3225//b0973//b1733//b2373//b3157//b3800//
AgaR_CRP	b1535//b1483//b3666//b3860//
AlaS	b2078//
AllR	b0069//b3452//molR_1//b2675//b0622//b2406//b0655//b4324//b2912//
AllS	b0190//b2976//b3188//
AlsR	b3608//b3315//b3334//b1883//b3852//b0068//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2489//b1492//b1230//b3036//b4662//b2017//
AppY_ArcA_YdeO	b1498//b1163//b2866//b3139//
AraC_CRP	b4567//b4279//b0784//b2671//b0061//b3128//b0585//b4577//b3319//
AraC_CRP_XylR	b2308//b1914//b2416//
AraC_NagC	b4111//b0957//
ArcA	b1922//b0411//
ArcA_BetI_Cra	b4382//b3315//b0032//b2715//
ArcA_CRP_CaiF_FNR_H-NS	b1641//b3242//b2508//b0950//b0606//b0908//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0365//b1078//b4111//b4150//b2316//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1683//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4408//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b4016//b3036//
ArcA_CRP_Cra_Fis	b1921//
ArcA_CRP_Cra_IHF_IclR	b0971//b0080//b0668//
ArcA_CRP_DcuR	b1988//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3242//b0166//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b3912//
ArcA_CRP_DnaA_FNR	b0432//
ArcA_CRP_DpiA_FNR_NarL	b2943//b2491//b2499//b0367//b1569//b2528//
ArcA_CRP_DpiA_FlhDC	b3083//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3521//b1434//
ArcA_CRP_FNR	b4457//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1920//b4173//b0890//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2607//
ArcA_CRP_FNR_Fis_IHF_NarL	b3853//
ArcA_CRP_FNR_Fur	b3458//b3868//b1199//b0571//
ArcA_CRP_FNR_Fur_IHF	b3423//b1706//b3096//b1111//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b3859//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b0485//
ArcA_CRP_FNR_IHF_NarL	b0118//
ArcA_CRP_FNR_NarL	b2756//
ArcA_CRP_FadR	b0933//b2938//
ArcA_CRP_FadR_HipB	b3569//
ArcA_CRP_FadR_OmpR_PhoP	b2508//
ArcA_CRP_Fis_Mlc_SoxS	b1716//
ArcA_CRP_Fis_XylR	b0553//
ArcA_CRP_Fur_GadX_MqsA	b2323//
ArcA_CRP_GatR	b3317//b4316//b2708//b4670//b0574//b3493//
ArcA_CRP_GlpR	b3118//
ArcA_CRP_IHF	b4260//
ArcA_CRP_PuuR	b4506//b3437//b3413//b3322//b0805//
ArcA_CRP_RhaS	b0071//
ArcA_CRP_TreR	b1408//b0233//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b4088//b0113//
ArcA_Cra	b2323//
ArcA_Cra_FNR_H-NS_HypT	b4187//b2202//
ArcA_CysB_FNR	b0775//
ArcA_FNR	b1594//b1075//b0513//b4027//b2779//b3326//b2063//b1530//b0977//b3800//b4097//b2307//b1513//b0234//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1011//
ArcA_FNR_Fis_IHF_NarL	b3757//b1621//b4673//b2323//b4129//b3625//b1944//b1400//b3230//b1747//b1246//b2752//b1623//
ArcA_FNR_Fur_IHF	b0060//
ArcA_FNR_IHF	b3335//b1512//b3037//
ArcA_FNR_IHF_NarL	b4106//b3131//
ArcA_FNR_NarL	b0234//b4265//b3531//b2903//
ArcA_FNR_PhoP	b3321//
ArcA_FNR_PuuR	b0044//b2365//
ArcA_FadR	b3114//b2723//b0853//
ArcA_FadR_Fis	b2704//b3416//
ArcA_Fur_Lrp_ModE	b0730//b1939//b4322//b0850//b0140//
ArcA_GlcC_IHF_PdhR	b1061//b3449//b0750//b3414//b0894//b1226//
ArcA_LexA	b2149//b3452//
ArcA_LldR	b2758//b0602//b1579//
ArcA_NarL	b2994//b3665//b0087//b0812//b2403//b1536//b0382//b1892//
ArcA_NtrC_PhoP_RutR	b0957//b0593//b2839//b0201//b4002//b0852//b3926//
ArgP	b1552//b3509//b4069//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b0623//b3126//b0805//
ArgP_CRP_FNR_Fur_Nac	b0052//
ArgP_DnaA	b1111//b3926//b1129//
ArgP_Lrp	b0954//b0785//
ArgP_LysR	b3699//
ArgP_PhoB	b3081//
ArgR	b1650//b3571//b0606//b4637//b1676//b1205//b1308//b0684//b1326//b1747//b1594//b3970//b1393//b2215//
ArgR_CRP	b4025//
ArgR_CRP_Fis	b2705//b2396//b1131//b2396//b2427//b4355//b4132//b1399//
ArgR_Fis_IHF_PepA_PurR_RutR	b1736//b1747//
ArgR_H-NS_NtrC	b0081//b3334//b4152//b3367//
ArgR_NtrC	b3333//b4000//b1223//b3860//b1387//
ArgR_PhoP	b2428//
ArsR	b4484//b3331//b0086//
AscG	b1597//
AscG_CRP	b0590//b4441//b2825//
AscG_CRP_PhoB_PrpR	b4173//
AsnC	b3316//
AsnC_MraZ_Nac	b1222//
AsnC_Nac	b3853//b2754//
AtoC_IHF	b1511//b4198//b1579//b0331//
BaeR_CpxR	b2313//b2715//efeU_2//b3558//b3781//b1669//b1112//
BaeR_CpxR_EvgA	b2912//
BasR	b0665//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b0185//b0574//b4079//b0377//
BasR_CpxR_PdhR	b2665//b3430//
BasR_Fis	b3959//
