#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b0597//b0796//
AcrR	b0958//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1079//b4132//b4443//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b4043//b1476//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b1706//b1518//
AcrR_FNR_Fur_SoxR	b3793//
AcrR_FNR_Fur_SoxR_SoxS	b0192//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3625//
Ada	b3730//b1656//b2979//
Ada_AidB_Lrp	molR_1//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1415//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1577//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3133//b3793//b4026//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b2697//b2604//
AdiY_H-NS_IHF	b4172//
AgaR	b0826//b0923//b0094//b2783//b0860//b1041//b3583//
AgaR_CRP	b0688//b4699//b4400//b0443//
AlaS	b1041//
AllR	b4267//b1674//b1384//b4663//b0204//b1762//b0792//b4662//b0998//
AllS	b0959//b2485//b2074//
AlsR	b1287//b3976//b2491//b3331//b4129//b3117//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2092//b2489//b4511//b2150//b3614//b0517//
AppY_ArcA_YdeO	b1861//b3661//b1748//b4293//
AraC_CRP	b0564//b4152//b3213//b4202//b3566//b2607//b3161//b4347//b0810//
AraC_CRP_XylR	b4192//b1798//b3564//
AraC_NagC	b2837//b1790//
ArcA	b4099//b4264//
ArcA_BetI_Cra	b4392//b4313//b1306//b1857//
ArcA_CRP_CaiF_FNR_H-NS	b0034//b4445//b1452//b1746//b0451//b4075//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b3313//b0221//b1748//b0957//b0571//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3829//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0082//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0205//b1907//
ArcA_CRP_Cra_Fis	b2603//
ArcA_CRP_Cra_IHF_IclR	b1041//b2416//b2584//
ArcA_CRP_DcuR	b3786//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4443//b2424//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b1227//
ArcA_CRP_DnaA_FNR	b1230//
ArcA_CRP_DpiA_FNR_NarL	b2279//b1850//b1010//b0653//b2096//b3423//
ArcA_CRP_DpiA_FlhDC	b0618//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b4577//b1511//
ArcA_CRP_FNR	b0237//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0040//b1634//b0958//
ArcA_CRP_FNR_Fis_Fur_PdhR	b3066//
ArcA_CRP_FNR_Fis_IHF_NarL	b3757//
ArcA_CRP_FNR_Fur	b4025//b4072//b4087//b4019//
ArcA_CRP_FNR_Fur_IHF	b0571//b3855//b3766//b3393//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1521//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b1335//
ArcA_CRP_FNR_IHF_NarL	b0757//
ArcA_CRP_FNR_NarL	b4467//
ArcA_CRP_FadR	b3478//b2669//
ArcA_CRP_FadR_HipB	b0439//
ArcA_CRP_FadR_OmpR_PhoP	b4040//
ArcA_CRP_Fis_Mlc_SoxS	b0440//
ArcA_CRP_Fis_XylR	b4233//
ArcA_CRP_Fur_GadX_MqsA	b3450//
ArcA_CRP_GatR	b1394//b2239//b3094//b0075//b1221//b3758//
ArcA_CRP_GlpR	b1552//
ArcA_CRP_IHF	efeU_2//
ArcA_CRP_PuuR	b4293//b2675//b3141//b4039//b0783//
ArcA_CRP_RhaS	b0987//
ArcA_CRP_TreR	b1967//b1850//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b2975//b2584//
ArcA_Cra	b3322//
ArcA_Cra_FNR_H-NS_HypT	b2905//b1013//
ArcA_CysB_FNR	b2704//
ArcA_FNR	b2789//b3541//b3243//b2697//b4699//b2344//b0728//b0892//b4457//b2224//b2211//b1003//b4173//b3426//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b3514//
ArcA_FNR_Fis_IHF_NarL	b3314//b1535//b1881//b3851//b4138//b0107//b2528//b3672//b3727//b2905//b2222//b0724//b0565//
ArcA_FNR_Fur_IHF	b3666//
ArcA_FNR_IHF	b0166//b2542//b2703//
ArcA_FNR_IHF_NarL	b1256//b0081//
ArcA_FNR_NarL	b0221//b0204//b1101//b2725//
ArcA_FNR_PhoP	b0587//
ArcA_FNR_PuuR	b2839//b4637//
ArcA_FadR	b2539//b2759//b0346//
ArcA_FadR_Fis	b1682//b2893//
ArcA_Fur_Lrp_ModE	b1940//b1430//b0180//b2659//b4415//
ArcA_GlcC_IHF_PdhR	b2926//b0392//b0620//b2242//b4400//b0124//
ArcA_LexA	b0031//b2711//
ArcA_LldR	b1283//b3404//b1013//
ArcA_NarL	b1878//b3961//b1942//b1441//b0998//b0516//b1741//b0385//
ArcA_NtrC_PhoP_RutR	b2379//b3140//b0523//b4312//b1798//b0666//b1564//
ArgP	b1577//b1567//b2762//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b1566//b0679//b1301//
ArgP_CRP_FNR_Fur_Nac	b3579//
ArgP_DnaA	b2373//b4347//b3414//
ArgP_Lrp	b2313//b4444//
ArgP_LysR	b2757//
ArgP_PhoB	b2156//
ArgR	b2470//b1032//b3979//b4398//b3067//b3625//b1848//b2676//b2557//b0070//b0226//b3128//b3141//b2091//
ArgR_CRP	b1670//
ArgR_CRP_Fis	b2704//b3859//b0078//b0353//b4034//b2163//b3331//b3521//
ArgR_Fis_IHF_PepA_PurR_RutR	b2371//b2423//
ArgR_H-NS_NtrC	b3800//b0153//b1480//b2608//
ArgR_NtrC	b4319//b1706//b0071//b1483//b1321//
ArgR_PhoP	b2277//
ArsR	b3565//b4317//b4309//
AscG	b2486//
AscG_CRP	b2756//b1860//b2782//
AscG_CRP_PhoB_PrpR	b1905//
AsnC	b1552//
AsnC_MraZ_Nac	b2235//
AsnC_Nac	b4036//b2542//
AtoC_IHF	b0687//b3091//b3864//b4310//
BaeR_CpxR	b1949//b0812//b2029//b2237//b4319//b1297//b2077//
BaeR_CpxR_EvgA	b2241//
BasR	b2715//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b0727//b1399//b4452//b0754//
BasR_CpxR_PdhR	b4085//b1651//
BasR_Fis	b2416//
BasR_H-NS_IHF_NagC_NanR	b2927//
BasR_MarA_PutA	b0352//
