#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:08 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/complex_regulons_bnum.txt
AccB_FadR	b4177//b3980//
AcrR	b3531//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2092//b0970//b2127//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0861//b2242//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0575//b2163//
AcrR_FNR_Fur_SoxR	b1038//
AcrR_FNR_Fur_SoxR_SoxS	b0191//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3744//
Ada	b1194//b2106//b2757//
Ada_AidB_Lrp	b0303//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0084//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1378//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0440//b2074//b1083//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b2151//b2499//
AdiY_H-NS_IHF	b3806//
AgaR	b0923//b1226//b0198//b2868//b2582//b1967//b0201//
AgaR_CRP	b1493//b2196//b2706//b3787//
AlaS	b0330//
AllR	b0397//b0683//b3312//b3829//b1043//b2727//b3166//b3403//b0060//
AllS	b3926//b1071//b3770//
AlsR	b4397//b4323//b4123//b0621//b4522//b0852//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4035//b4068//b1160//b1508//b1784//b0751//
AppY_ArcA_YdeO	b1256//b2481//b4279//b1552//
AraC_CRP	b1589//b4034//molR_1//b3956//b3968//b1020//b0430//b1791//b3477//
AraC_CRP_XylR	b3599//b1112//b1924//
AraC_NagC	b0106//b1062//
ArcA	b1650//b2208//
ArcA_BetI_Cra	b0799//b2240//b0733//b4068//
ArcA_CRP_CaiF_FNR_H-NS	b2492//b0726//b2365//b4016//b0726//b2571//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4119//b0729//b2373//b0234//b1613//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b4290//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b1887//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3067//b0345//
ArcA_CRP_Cra_Fis	b0107//
ArcA_CRP_Cra_IHF_IclR	b1620//b0616//b2722//
ArcA_CRP_DcuR	b2755//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3449//b3394//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b4174//
ArcA_CRP_DnaA_FNR	b3329//
ArcA_CRP_DpiA_FNR_NarL	b1021//b0979//b3911//b4093//b1109//b2212//
ArcA_CRP_DpiA_FlhDC	b0889//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b4029//b2678//
ArcA_CRP_FNR	b4013//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1498//b3035//b1306//
ArcA_CRP_FNR_Fis_Fur_PdhR	b0294//
ArcA_CRP_FNR_Fis_IHF_NarL	b4439//
ArcA_CRP_FNR_Fur	b4671//b3851//b1102//b1165//
ArcA_CRP_FNR_Fur_IHF	b4364//b0509//b3670//b3416//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b4117//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2713//
ArcA_CRP_FNR_IHF_NarL	b1950//
ArcA_CRP_FNR_NarL	b3256//
ArcA_CRP_FadR	b3727//b1002//
ArcA_CRP_FadR_HipB	b0696//
ArcA_CRP_FadR_OmpR_PhoP	b1892//
ArcA_CRP_Fis_Mlc_SoxS	b1211//
ArcA_CRP_Fis_XylR	b2507//
ArcA_CRP_Fur_GadX_MqsA	b3049//
