#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b1615//b3600//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	gadF//b2675//b2196//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0221//b2200//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0089//b1715//
AcrR_FNR_Fur_SoxR	b3416//
AcrR_FNR_Fur_SoxR_SoxS	b4384//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b4291//
Ada_AidB_Lrp	b3845//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b3414//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3275//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b1039//b3408//b1160//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4354//b2905//
AdiY_H-NS_IHF	b0085//
AgaR_CRP	b2784//b0040//b0683//b2763//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b0314//b4312//b0727//b2393//b0042//b4125//
AppY_ArcA_YdeO	b0411//b2416//b3266//b3564//
AraC_CRP	b3256//b0733//b0681//b2470//b3577//b0759//b1513//b0037//b3615//
AraC_CRP_XylR	b0019//b2285//b2287//
AraC_NagC	b3418//b1398//
ArcA_BetI_Cra	sroD//b2393//b2484//b1973//
ArcA_CRP_CaiF_FNR_H-NS	b2757//b0311//b1621//b3037//b1227//b0390//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0368//b0931//b1010//b0586//b1006//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3312//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0205//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b1679//b1475//
ArcA_CRP_Cra_Fis	b1243//
ArcA_CRP_Cra_IHF_IclR	b2205//b4320//b4376//
ArcA_CRP_DcuR	b1190//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b1922//b4154//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0396//
ArcA_CRP_DnaA_FNR	b1388//
ArcA_CRP_DpiA_FNR_NarL	b3727//b2215//b1136//b4193//b3314//b2762//
ArcA_CRP_DpiA_FlhDC	b1388//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b0931//b1210//
ArcA_CRP_FNR	b0087//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0435//b3582//b3413//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2094//
ArcA_CRP_FNR_Fis_IHF_NarL	b0197//
ArcA_CRP_FNR_Fur	b0087//b3413//b2507//b4323//
ArcA_CRP_FNR_Fur_IHF	b0895//b2195//b3709//b3405//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0091//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2483//
ArcA_CRP_FNR_IHF_NarL	b2760//
ArcA_CRP_FNR_NarL	b2342//
ArcA_CRP_FadR	b1042//b4383//
ArcA_CRP_FadR_HipB	b2993//
ArcA_CRP_FadR_OmpR_PhoP	b0583//
ArcA_CRP_Fis_Mlc_SoxS	b1308//
ArcA_CRP_Fis_XylR	b2805//
ArcA_CRP_Fur_GadX_MqsA	b4122//
ArcA_CRP_GatR	b0903//b0951//b4319//b1482//b1245//b0954//
ArcA_CRP_GlpR	b4072//
ArcA_CRP_IHF	b0096//
ArcA_CRP_PuuR	b0312//b3750//b0929//b1300//b3224//
ArcA_CRP_RhaS	b3363//
ArcA_CRP_TreR	b1109//b4067//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b4058//b0348//
ArcA_Cra	b2712//
ArcA_Cra_FNR_H-NS_HypT	b3414//b3115//
ArcA_CysB_FNR	b3135//
ArcA_FNR	b3869//b1852//b1237//b0090//b0411//b0623//b0431//b2729//b2234//b3331//b0048//b1987//b3449//b2703//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b0366//
ArcA_FNR_Fis_IHF_NarL	b3759//b2223//b2415//b4441//b0826//b2717//b0154//b0083//b3116//b3868//b1101//b0810//b2712//
ArcA_FNR_Fur_IHF	b2198//
ArcA_FNR_IHF	b2591//b2492//b2200//
ArcA_FNR_IHF_NarL	b0678//b2674//
ArcA_FNR_NarL	b0199//b1900//b1182//b0019//
ArcA_FNR_PhoP	b3571//
ArcA_FNR_PuuR	b4071//b1014//
ArcA_FadR	b0203//b0621//b2499//
ArcA_FadR_Fis	b1587//b2283//
ArcA_Fur_Lrp_ModE	b3451//b2282//b0620//b2159//b0084//
ArcA_GlcC_IHF_PdhR	b3517//b4067//b4119//b3313//b2199//b2490//
ArcA_LexA	b3702//b3326//
ArcA_LldR	b1304//b3576//b2205//
ArcA_NarL	b2760//b3207//b2706//b4475//b1658//b2912//b1301//b0809//
ArcA_NtrC_PhoP_RutR	b0757//b4152//b0572//b0783//b0428//b2215//b1716//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b3036//b3274//b3481//
ArgP_CRP_FNR_Fur_Nac	b0758//
ArgP_DnaA	b1041//b4079//b4019//
ArgP_Lrp	b1101//b4367//
ArgP_LysR	b2079//
ArgP_PhoB	b1101//
ArgR_CRP	b1476//
ArgR_CRP_Fis	b4032//b4072//b1010//b2660//b1744//b0682//b2572//b2925//
ArgR_Fis_IHF_PepA_PurR_RutR	b3256//b0593//
ArgR_H-NS_NtrC	b3751//b3276//b0602//b3568//
ArgR_NtrC	b4193//b2143//b3605//b2760//b1257//
ArgR_PhoP	b2151//
AscG_CRP	b1716//b3450//b1622//
AscG_CRP_PhoB_PrpR	b1735//
AsnC_MraZ_Nac	b4072//
AsnC_Nac	b3751//b3430//
AtoC_IHF	b3600//b3082//b0973//b1747//
BaeR_CpxR	b0722//b0095//b0602//b3161//b1109//b0764//b0350//
BaeR_CpxR_EvgA	b2913//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b3429//b1535//b4669//b1393//
BasR_CpxR_PdhR	b2805//b3365//
BasR_Fis	b1015//
BasR_H-NS_IHF_NagC_NanR	b3230//
BasR_MarA_PutA	b3869//
BasR_PhoP	b0044//
BasR_QseB	b4071//b1129//
CRP_CaiF_FNR	b1396//b1712//b0064//b1905//
CRP_ChbR_NagC	b1761//b1819//b4439//b0945//b4311//b2927//
CRP_ComR	b3316//
CRP_CpxR	b0605//
