#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0827//b4357//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2943//b1323//b2570//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0765//b3314//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b4265//b2243//
AcrR_FNR_Fur_SoxR	b0198//
AcrR_FNR_Fur_SoxR_SoxS	b2755//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3700//
Ada_AidB_Lrp	b0757//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1747//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3508//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b4237//b0997//b1007//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0762//b1391//
AdiY_H-NS_IHF	b3868//
AgaR_CRP	b0812//b3707//b3752//b1516//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b0903//b3275//b3366//b4267//b2163//b1679//
AppY_ArcA_YdeO	b3908//b0593//b1223//b3902//
AraC_CRP	b1817//b1061//b0083//b2096//b2367//b3076//b4069//b2722//b3940//
AraC_CRP_XylR	b2676//b0850//b0976//
AraC_NagC	b0205//b3429//
ArcA_BetI_Cra	b3515//b4457//b0573//b2741//
ArcA_CRP_CaiF_FNR_H-NS	b3035//b3038//b3600//b1531//b3509//b2712//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b4016//b3753//b1743//b4132//b2677//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3604//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0034//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0116//b3260//
ArcA_CRP_Cra_Fis	b3320//
ArcA_CRP_Cra_IHF_IclR	b3514//b2196//b0578//
ArcA_CRP_DcuR	b2911//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3970//b1562//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b1530//
ArcA_CRP_DnaA_FNR	b0349//
ArcA_CRP_DpiA_FNR_NarL	b2370//b3165//b0092//b0586//b2717//b1515//
ArcA_CRP_DpiA_FlhDC	b0040//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3161//b2663//
ArcA_CRP_FNR	b3907//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b4076//b1671//b4123//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2669//
ArcA_CRP_FNR_Fis_IHF_NarL	b3481//
ArcA_CRP_FNR_Fur	b1733//b1943//b4009//b2236//
ArcA_CRP_FNR_Fur_IHF	b1650//b4266//b3528//b4076//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b4131//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b0683//
ArcA_CRP_FNR_IHF_NarL	b0081//
ArcA_CRP_FNR_NarL	b0853//
ArcA_CRP_FadR	b1299//b0756//
ArcA_CRP_FadR_HipB	b1732//
ArcA_CRP_FadR_OmpR_PhoP	b2156//
ArcA_CRP_Fis_Mlc_SoxS	b1042//
ArcA_CRP_Fis_XylR	b1805//
ArcA_CRP_Fur_GadX_MqsA	b0041//
ArcA_CRP_GatR	b0584//b1301//b3168//b3870//b2392//b3770//
ArcA_CRP_GlpR	b1507//
ArcA_CRP_IHF	b0811//
ArcA_CRP_PuuR	b1136//b1256//b1160//b4233//b1421//
ArcA_CRP_RhaS	b3751//
ArcA_CRP_TreR	b3311//b0724//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3750//b0390//
ArcA_Cra	b1012//
ArcA_Cra_FNR_H-NS_HypT	b3770//b3800//
ArcA_CysB_FNR	b1746//
ArcA_FNR	b0124//b2487//b1040//b1612//b4003//b0197//b0723//b4314//b0204//b3771//b4240//b4316//b2091//b3478//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b0092//
ArcA_FNR_Fis_IHF_NarL	b0729//b0462//b3324//b4007//b0078//b1611//b0167//b2703//b4070//b2285//b2838//b1062//b3417//
ArcA_FNR_Fur_IHF	b1517//
ArcA_FNR_IHF	b2674//b3903//b0205//
ArcA_FNR_IHF_NarL	b4319//b1621//
ArcA_FNR_NarL	b2485//b2107//b4324//b3164//
ArcA_FNR_PhoP	b1531//
ArcA_FNR_PuuR	b0575//b3971//
ArcA_FadR	b3277//b3231//b1071//
ArcA_FadR_Fis	b3579//b3037//
ArcA_Fur_Lrp_ModE	b4511//b1651//b0727//b2425//b1739//
ArcA_GlcC_IHF_PdhR	b2755//b3582//b1591//b0623//b3426//b3939//
ArcA_LexA	b2507//b0850//
ArcA_LldR	b1039//b3757//ilvG_1//
ArcA_NarL	b0980//b1160//ilvG_1//b3478//b0578//b3510//b2679//b0039//
ArcA_NtrC_PhoP_RutR	b2713//b1421//b0980//b4039//b4019//b4238//b1817//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b0032//b1716//b4264//
ArgP_CRP_FNR_Fur_Nac	b4028//
ArgP_DnaA	b2552//b1519//b0615//
ArgP_Lrp	b2096//b0903//
ArgP_LysR	b1508//
ArgP_PhoB	b4034//
ArgR_CRP	b1211//
ArgR_CRP_Fis	b2723//b0954//b3118//b4239//b4132//b0596//b2222//b4321//
ArgR_Fis_IHF_PepA_PurR_RutR	b2481//b1391//
ArgR_H-NS_NtrC	b0081//b2705//b1973//b2579//
ArgR_NtrC	b1387//b1941//b0349//b1023//b1389//
ArgR_PhoP	b4059//
AscG_CRP	b4035//b2074//b3942//
