#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b3415//b0161//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2201//b2234//b2725//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b4289//b1519//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2728//b2195//
AcrR_FNR_Fur_SoxR	b1779//
AcrR_FNR_Fur_SoxR_SoxS	b2994//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2492//
Ada_AidB_Lrp	b1649//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0334//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1497//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3408//b0812//b0573//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3756//b1745//
AdiY_H-NS_IHF	b3272//
AgaR_CRP	b2659//b3363//b0087//b3852//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b1501//b3567//b0734//b3365//b4004//b1530//
AppY_ArcA_YdeO	b2470//b3906//b1521//b3702//
AraC_CRP	b2156//b4003//b1852//b0085//b0041//b0114//b1922//b4311//b0678//
AraC_CRP_XylR	b1257//b3036//b3971//
AraC_NagC	b2155//b2486//
ArcA_BetI_Cra	b3312//b1616//b1588//b2231//
ArcA_CRP_CaiF_FNR_H-NS	b3748//b0605//b3758//b4384//b0389//b2364//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0032//b0805//b1892//b3083//b2277//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3363//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0950//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b4123//b2492//
ArcA_CRP_Cra_Fis	b1622//
ArcA_CRP_Cra_IHF_IclR	b1247//b0035//b0975//
ArcA_CRP_DcuR	b1621//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3266//b1299//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0430//
ArcA_CRP_DnaA_FNR	b0349//
ArcA_CRP_DpiA_FNR_NarL	b0586//b1649//b1492//b1301//b3036//b2307//
ArcA_CRP_DpiA_FlhDC	b0090//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b2756//b2732//
ArcA_CRP_FNR	b1939//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b2759//b1519//b3313//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2660//
ArcA_CRP_FNR_Fis_IHF_NarL	b3118//
ArcA_CRP_FNR_Fur	b0762//b1298//b3314//b3771//
ArcA_CRP_FNR_Fur_IHF	b2713//b1852//b1246//b2757//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b4287//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b3418//
ArcA_CRP_FNR_IHF_NarL	b0950//
ArcA_CRP_FNR_NarL	b3092//
ArcA_CRP_FadR	b3940//b4400//
ArcA_CRP_FadR_HipB	b2661//
ArcA_CRP_FadR_OmpR_PhoP	b4376//
ArcA_CRP_Fis_Mlc_SoxS	b2107//
ArcA_CRP_Fis_XylR	b1276//
ArcA_CRP_Fur_GadX_MqsA	b2392//
ArcA_CRP_GatR	b1937//b3132//b3600//b0933//b0613//b2370//
ArcA_CRP_GlpR	b2307//
ArcA_CRP_IHF	b0903//
ArcA_CRP_PuuR	b0221//b1670//b2481//b0675//b2483//
ArcA_CRP_RhaS	b1500//
ArcA_CRP_TreR	b0114//b1515//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b0044//b0998//
ArcA_Cra	b2572//
ArcA_Cra_FNR_H-NS_HypT	b2762//b0043//
ArcA_CysB_FNR	b0351//
ArcA_FNR	b2804//b2977//b0764//b4034//b1622//b2579//b0765//b1014//b4062//b3507//b0019//b3926//b4239//b3751//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b3507//
ArcA_FNR_Fis_IHF_NarL	b0221//b1508//b0199//b1515//b0682//b0976//b2674//b3544//b1499//b4382//b2489//b3770//b4153//
ArcA_FNR_Fur_IHF	b4365//
ArcA_FNR_IHF	b1589//b3092//b4383//
ArcA_FNR_IHF_NarL	b1285//b4367//
ArcA_FNR_NarL	b0575//b2235//b1061//b0070//
ArcA_FNR_PhoP	b0683//
ArcA_FNR_PuuR	b3083//b2677//
ArcA_FadR	b0682//b3508//b0756//
ArcA_FadR_Fis	b2904//b3604//
ArcA_Fur_Lrp_ModE	b3543//molR_1//b3091//b4237//b1531//
ArcA_GlcC_IHF_PdhR	b2239//b0573//b4240//b3743//b2236//b3037//
ArcA_LexA	b1256//b0347//
ArcA_LldR	b2429//b4471//b1395//
ArcA_NarL	b3869//b4233//b3772//b3359//b3324//b3855//b0720//b1973//
ArcA_NtrC_PhoP_RutR	b3728//b0575//b2661//b2674//b1612//b0762//b0996//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b2782//b2425//b0113//
ArgP_CRP_FNR_Fur_Nac	b2756//
ArgP_DnaA	b0722//b1226//b3405//
ArgP_Lrp	b2486//b2571//
ArgP_LysR	b1594//
ArgP_PhoB	b1302//
ArgR_CRP	b0784//
ArgR_CRP_Fis	b3742//b3971//b3581//b4040//b3701//b0088//b2077//b4026//
ArgR_Fis_IHF_PepA_PurR_RutR	b1589//b0907//
ArgR_H-NS_NtrC	b1588//b3449//b4111//b0721//
ArgR_NtrC	b0617//b2912//b1987//b2758//b1040//
ArgR_PhoP	b4460//
AscG_CRP	b1594//b1564//b0602//
AscG_CRP_PhoB_PrpR	b1500//
AsnC_MraZ_Nac	b0602//
AsnC_Nac	b2992//b1670//
AtoC_IHF	b3404//b1257//b3771//b3357//
BaeR_CpxR	b0764//b1517//b1682//b1112//b0945//b2755//b2296//
BaeR_CpxR_EvgA	b2308//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b0979//b0977//b0887//b2838//
BasR_CpxR_PdhR	b4059//b0342//
BasR_Fis	b3452//
BasR_H-NS_IHF_NagC_NanR	b3366//
BasR_MarA_PutA	b3569//
BasR_PhoP	b3924//
BasR_QseB	b2205//b3083//
CRP_CaiF_FNR	b2916//b3167//b3769//b2107//
CRP_ChbR_NagC	b1222//b4192//b0564//b3576//b0727//b0366//
CRP_ComR	b4071//
CRP_CpxR	b3276//
CRP_CpxR_CytR	b2234//
CRP_CpxR_CytR_DnaA_IHF	b0314//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b0044//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b4075//b2195//b0429//b0574//
CRP_Cra	b4152//b2711//b3851//b2095//b3903//b3092//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b1943//b2802//b0951//b2762//
CRP_Cra_FNR_PdhR	b2703//
CRP_Cra_Fis	b0114//
CRP_Cra_Fis_GlcC	b3071//
CRP_Cra_Fis_MtlR	b3212//b1070//b4265//
