#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b1285//b2997//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b4539//b2669//b2197//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0330//b1211//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2551//b4357//
AcrR_FNR_Fur_SoxR	b1987//
AcrR_FNR_Fur_SoxR_SoxS	b1738//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b1905//
Ada_AidB_Lrp	b0396//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2717//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b2990//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0886//b0461//b0734//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0198//b0112//
AdiY_H-NS_IHF	b2423//
AgaR_CRP	b2243//b1891//b1517//b0429//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3093//b4209//b0347//b4267//b2571//b4268//
AppY_ArcA_YdeO	b3315//b3025//b4033//b3514//
AraC_CRP	b1298//b3902//b1850//b2996//b0734//b2285//b2488//b2197//b0886//
AraC_CRP_XylR	b2092//b4007//b2731//
AraC_NagC	b2199//b1589//
ArcA_BetI_Cra	b0950//b3123//b1515//b3588//
ArcA_CRP_CaiF_FNR_H-NS	b2423//b4000//b4366//b1492//b3528//b1222//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2490//b2589//b1011//b1210//b4468//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2149//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4240//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0396//b3330//
ArcA_CRP_Cra_Fis	b0758//
ArcA_CRP_Cra_IHF_IclR	b3325//b3366//b0087//
ArcA_CRP_DcuR	b0390//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4209//b1669//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b4239//
ArcA_CRP_DnaA_FNR	b3169//
ArcA_CRP_DpiA_FNR_NarL	b0682//b1304//b2009//b1518//b2223//b3265//
ArcA_CRP_DpiA_FlhDC	b0593//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b4290//b0091//
ArcA_CRP_FNR	b3170//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1241//b0784//b3260//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1851//
ArcA_CRP_FNR_Fis_IHF_NarL	b2107//
ArcA_CRP_FNR_Fur	b1716//b3579//b4028//b2091//
ArcA_CRP_FNR_Fur_IHF	b1508//b0043//b2837//b3114//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b4511//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b3556//
ArcA_CRP_FNR_IHF_NarL	b3428//
ArcA_CRP_FNR_NarL	b0572//
ArcA_CRP_FadR	b2277//b2782//
ArcA_CRP_FadR_HipB	b0124//
ArcA_CRP_FadR_OmpR_PhoP	b2279//
