#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b3038//b3236//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3132//b4267//b1071//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b2905//b1297//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3939//b3512//
AcrR_FNR_Fur_SoxR	b4005//
AcrR_FNR_Fur_SoxR_SoxS	b2916//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3743//
Ada_AidB_Lrp	b4467//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2279//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b4026//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b2710//b3417//b3565//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4320//b1564//
AdiY_H-NS_IHF	b3480//
AgaR_CRP	b0873//b0574//b0873//b3748//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3577//b1745//b3564//b2093//b2195//b0871//
AppY_ArcA_YdeO	b1302//b4062//b1922//b2662//
AraC_CRP	b3207//b2195//b3513//b3770//b0724//b1681//b1222//b1680//b4117//
AraC_CRP_XylR	b1007//b1531//b0758//
AraC_NagC	b2708//b0679//
ArcA_BetI_Cra	b3213//b0333//b1299//b3870//
ArcA_CRP_CaiF_FNR_H-NS	b0811//b3094//b3742//b1521//b1493//b0336//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b3164//b1299//b3569//b2199//b3415//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1390//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b2239//
