#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2196//b4321//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2783//b2009//b0179//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b4310//b3726//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b1951//b0041//
AcrR_FNR_Fur_SoxR	b0782//
AcrR_FNR_Fur_SoxR_SoxS	b1398//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b1852//
Ada_AidB_Lrp	b3624//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2729//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0811//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b0330//b4004//b2782//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b2392//b4431//
AdiY_H-NS_IHF	b1210//
AgaR_CRP	b3324//b1712//b0679//b2159//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b0070//b1421//b0226//b1305//b3225//b3325//
AppY_ArcA_YdeO	b3514//b3117//b2163//b3038//
AraC_CRP	b3073//b3332//b2150//b2724//b4040//b2731//b0954//b0451//b3325//
AraC_CRP_XylR	b1673//b0618//b1817//
AraC_NagC	b3772//b2151//
ArcA_BetI_Cra	b4365//b2757//b3225//b4381//
ArcA_CRP_CaiF_FNR_H-NS	b1009//b0161//b1501//b3766//b3117//b0564//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b2942//b0064//b4475//b3265//b1532//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b0979//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0460//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b3969//b3437//
ArcA_CRP_Cra_Fis	b1716//
ArcA_CRP_Cra_IHF_IclR	b3325//b1296//b2470//
ArcA_CRP_DcuR	b2675//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b1222//b1307//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b1040//
ArcA_CRP_DnaA_FNR	b2287//
ArcA_CRP_DpiA_FNR_NarL	b1621//b2076//b2236//b1735//b2482//b2762//
ArcA_CRP_DpiA_FlhDC	b3721//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3124//b3970//
ArcA_CRP_FNR	b3541//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b0937//b0112//b1394//
ArcA_CRP_FNR_Fis_Fur_PdhR	b1211//
ArcA_CRP_FNR_Fis_IHF_NarL	b2368//
ArcA_CRP_FNR_Fur	b2107//b1850//b3581//b3366//
ArcA_CRP_FNR_Fur_IHF	b1475//b2490//b3800//b0945//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b4059//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b4322//
ArcA_CRP_FNR_IHF_NarL	b2508//
ArcA_CRP_FNR_NarL	b1511//
ArcA_CRP_FadR	b2368//b2708//
ArcA_CRP_FadR_HipB	b3757//
ArcA_CRP_FadR_OmpR_PhoP	b2591//
ArcA_CRP_Fis_Mlc_SoxS	b0958//
ArcA_CRP_Fis_XylR	b2215//
ArcA_CRP_Fur_GadX_MqsA	b2763//
ArcA_CRP_GatR	b3170//b3025//b1109//b1247//b2194//b2221//
ArcA_CRP_GlpR	b2570//
ArcA_CRP_IHF	b1393//
ArcA_CRP_PuuR	b4267//b1190//b1616//b1041//b0951//
ArcA_CRP_RhaS	b4009//
ArcA_CRP_TreR	b3579//b1738//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b0757//b2205//
ArcA_Cra	b3133//
ArcA_Cra_FNR_H-NS_HypT	b4032//b4289//
ArcA_CysB_FNR	b0086//
ArcA_FNR	b0934//b3126//b4400//b2759//b2993//b4028//b2759//b0201//b2800//b0765//b0606//b2231//b2283//b0904//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b3316//
ArcA_FNR_Fis_IHF_NarL	b0564//b2709//b3925//b2484//b2282//b4669//b3265//b0928//b0675//b2760//b3329//b1851//b1851//
ArcA_FNR_Fur_IHF	b0180//
ArcA_FNR_IHF	b3969//b4015//b2709//
ArcA_FNR_IHF_NarL	b2905//b0440//
ArcA_FNR_NarL	b0978//b1276//b1257//b3971//
ArcA_FNR_PhoP	b3133//
ArcA_FNR_PuuR	b3723//b0351//
ArcA_FadR	b2923//b1391//b4187//
ArcA_FadR_Fis	b0461//b2507//
ArcA_Fur_Lrp_ModE	b3828//b0178//b1907//b3541//b3224//
ArcA_GlcC_IHF_PdhR	b1222//b1384//b4267//b1301//b4120//b1226//
ArcA_LexA	b1384//b0091//
ArcA_LldR	b3332//b1243//b3118//
ArcA_NarL	b1615//b2342//b2535//b0819//b3070//b0785//b3939//b0977//
ArcA_NtrC_PhoP_RutR	b0616//b0887//b1514//b2926//b4264//b0085//b3770//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b1298//b3742//b0850//
ArgP_CRP_FNR_Fur_Nac	b3574//
ArgP_DnaA	b4139//b0367//b1038//
ArgP_Lrp	b1669//b3512//
ArgP_LysR	b1521//
ArgP_PhoB	sroD//
ArgR_CRP	b3461//
ArgR_CRP_Fis	b3133//b0887//b3507//b0463//b0614//b0088//b4396//b0894//
ArgR_Fis_IHF_PepA_PurR_RutR	b1392//b2239//
ArgR_H-NS_NtrC	b2242//b3666//b0203//b0062//
ArgR_NtrC	b3541//b0181//b1306//b0872//b4290//
ArgR_PhoP	b2702//
AscG_CRP	b3334//b2241//b3512//
AscG_CRP_PhoB_PrpR	b1398//
AsnC_MraZ_Nac	b0578//
AsnC_Nac	b1518//b0451//
AtoC_IHF	b2570//b4471//b2092//b0431//
BaeR_CpxR	b3869//b4266//b3278//b3256//b0723//b2224//b3413//
BaeR_CpxR_EvgA	b2429//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b1129//b1515//b0623//b3357//
BasR_CpxR_PdhR	b3515//b2572//
BasR_Fis	b2957//
BasR_H-NS_IHF_NagC_NanR	b4438//
BasR_MarA_PutA	b4400//
BasR_PhoP	b1475//
BasR_QseB	b0978//b0087//
CRP_CaiF_FNR	b2241//b3829//b4192//b2728//
CRP_ChbR_NagC	b4209//b3165//b3311//b3481//b0040//b2484//
CRP_ComR	b3265//
CRP_CpxR	b0950//
CRP_CpxR_CytR	b1006//
CRP_CpxR_CytR_DnaA_IHF	b4475//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b3508//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b3081//b1043//b1672//b1921//
CRP_Cra	b3940//b3127//b0951//b2483//b2425//b2712//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b4357//b1514//b4237//b3414//
CRP_Cra_FNR_PdhR	b1715//
CRP_Cra_Fis	b4315//
CRP_Cra_Fis_GlcC	b0086//
CRP_Cra_Fis_MtlR	b4005//b0679//b3476//
CRP_Cra_Mlc_NagC	b2424//b1397//b0351//b3491//b1493//b1301//
CRP_Cra_PrpR	b2416//b3324//b4177//b1244//
CRP_CreB_Fis_MalT	b0349//b1597//b3769//
CRP_CsiR_H-NS_Lrp	b0077//b1390//
CRP_CsiR_H-NS_Lrp_Nac	b4037//b3605//b0873//
CRP_CspA_Fis	b2903//
CRP_CytR	b4151//b2243//b4309//
CRP_CytR_DeoR	b0597//b0977//
CRP_CytR_DeoR_Fis_ModE	b4267//b1323//b3132//b3222//
CRP_CytR_Nac	b1817//
