#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2306//b2905//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b1129//b2756//b0756//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0873//b2996//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2660//b2992//
AcrR_FNR_Fur_SoxR	b1301//
AcrR_FNR_Fur_SoxR_SoxS	b2617//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b3868//
Ada_AidB_Lrp	b3461//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b2429//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1246//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b2702//b1904//b2194//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0820//b3429//
AdiY_H-NS_IHF	b1680//
AgaR_CRP	b0367//b4115//b2307//b0573//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2572//b2923//b4376//b0597//b2234//b2729//
AppY_ArcA_YdeO	b3769//b3414//b2369//b0931//
AraC_CRP	b3749//b0593//b1259//b1593//b0315//b3421//b0675//b0980//b3601//
AraC_CRP_XylR	b2074//b1973//b3568//
AraC_NagC	b1012//b2278//
ArcA_BetI_Cra	b1563//b3207//b0972//b3828//
ArcA_CRP_CaiF_FNR_H-NS	b1745//b1243//b2573//b0181//b2702//b0352//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b0038//b1796//b2702//b0619//b0048//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1014//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b2366//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b2709//b4119//
ArcA_CRP_Cra_Fis	b0763//
ArcA_CRP_Cra_IHF_IclR	b3311//b3506//b2365//
ArcA_CRP_DcuR	b4357//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3925//b0204//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2995//
ArcA_CRP_DnaA_FNR	b3319//
ArcA_CRP_DpiA_FNR_NarL	b1817//b2535//b1651//b4323//b2488//b4018//
