#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2663//b1387//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b4376//b4357//b1014//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b0765//b3708//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2957//b1733//
AcrR_FNR_Fur_SoxR	b2428//
AcrR_FNR_Fur_SoxR_SoxS	b4132//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b0850//
Ada_AidB_Lrp	b4366//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b3073//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b4010//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3091//b4468//b4384//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b4195//b2237//
AdiY_H-NS_IHF	b4036//
AgaR_CRP	b3275//b0411//b0390//b0450//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b2423//b1304//b0605//b2215//b3800//b0114//
AppY_ArcA_YdeO	b1324//b2424//b0998//b1335//
AraC_CRP	b3542//b1241//b1212//b1010//b1334//b0594//b4071//b2725//b2241//
AraC_CRP_XylR	b3759//b4233//b1761//
AraC_NagC	b2980//b0574//
ArcA_BetI_Cra	b2719//b2976//b3507//b2296//
ArcA_CRP_CaiF_FNR_H-NS	b2721//b0114//b2674//b3428//b3452//b2783//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1246//b0606//b2994//b0728//b2279//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2804//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0564//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b2757//b0850//
ArcA_CRP_Cra_Fis	b0618//
ArcA_CRP_Cra_IHF_IclR	b2223//b4131//b4511//
ArcA_CRP_DcuR	b2706//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b2703//b1588//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b0221//
ArcA_CRP_DnaA_FNR	b2481//
ArcA_CRP_DpiA_FNR_NarL	b0785//b2281//b2991//b3359//b3924//b3961//
ArcA_CRP_DpiA_FlhDC	b1508//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3214//b2710//
ArcA_CRP_FNR	b2589//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1160//b2204//b1038//
ArcA_CRP_FNR_Fis_Fur_PdhR	b3506//
ArcA_CRP_FNR_Fis_IHF_NarL	b2370//
ArcA_CRP_FNR_Fur	b4291//b0197//b1779//b3314//
ArcA_CRP_FNR_Fur_IHF	b3904//b0679//b0895//b1385//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b1736//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b3070//
ArcA_CRP_FNR_IHF_NarL	b3721//
