#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b2964//b1735//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3368//b0125//b0573//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b2365//b3313//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b0198//b1743//
AcrR_FNR_Fur_SoxR	b3491//
AcrR_FNR_Fur_SoxR_SoxS	b2704//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b1682//
Ada_AidB_Lrp	b1508//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b4354//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b0570//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3567//b3924//b1190//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0180//b0757//
AdiY_H-NS_IHF	b0352//
AgaR_CRP	b3542//b4194//b2487//b4062//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b1531//b3724//b0886//b4003//b2679//b3118//
AppY_ArcA_YdeO	b2916//b4059//b3093//b0553//
AraC_CRP	b1988//b3117//b1387//b2727//b2428//b0929//b0976//b3564//b1497//
AraC_CRP_XylR	b2366//b4003//b0623//
AraC_NagC	b0762//b1189//
ArcA_BetI_Cra	b3073//b1513//b0928//b1651//
ArcA_CRP_CaiF_FNR_H-NS	b1737//b2911//b3314//b0090//b0812//b3853//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b3741//b0886//b0734//b0077//b3227//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2078//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b0679//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b4441//b0586//
ArcA_CRP_Cra_Fis	b0411//
ArcA_CRP_Cra_IHF_IclR	b2276//b2923//b2366//
ArcA_CRP_DcuR	b2837//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b3317//b3752//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2205//
ArcA_CRP_DnaA_FNR	b3071//
ArcA_CRP_DpiA_FNR_NarL	b2095//b1101//b1398//b3517//b4153//b2707//
ArcA_CRP_DpiA_FlhDC	b1070//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3495//b3416//
ArcA_CRP_FNR	b2507//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b4662//b0619//b2309//
ArcA_CRP_FNR_Fis_Fur_PdhR	b3870//
ArcA_CRP_FNR_Fis_IHF_NarL	b0331//
ArcA_CRP_FNR_Fur	b3328//b2490//b1480//b1951//
ArcA_CRP_FNR_Fur_IHF	b4367//b0998//b4030//b1285//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0935//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b3036//
ArcA_CRP_FNR_IHF_NarL	b2425//
ArcA_CRP_FNR_NarL	b3771//
ArcA_CRP_FadR	b1492//b0980//
ArcA_CRP_FadR_HipB	b0907//
