#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0682//b0889//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2323//b3605//b0886//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b1393//b2482//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3542//b2482//
AcrR_FNR_Fur_SoxR	b3743//
AcrR_FNR_Fur_SoxR_SoxS	b0089//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b4119//
Ada_AidB_Lrp	b0553//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b0093//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b1679//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3450//b2720//b0729//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0765//b4037//
AdiY_H-NS_IHF	b2483//
AgaR_CRP	b1390//b4314//b1922//b0894//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b3335//b1904//b3926//b0928//b2729//b4291//
AppY_ArcA_YdeO	b1308//b3082//b3321//b3170//
AraC_CRP	b4318//b2159//b3134//b4138//b1987//b2707//b1043//b4592//b2429//
AraC_CRP_XylR	b1594//b3971//b4383//
AraC_NagC	b1136//b3583//
ArcA_BetI_Cra	b2997//b3115//b3275//b2659//
ArcA_CRP_CaiF_FNR_H-NS	b3506//b1324//b3723//b1735//b4009//b2242//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b3851//b3728//b4152//b3331//b3540//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b3588//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4070//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b4075//b2416//
ArcA_CRP_Cra_Fis	b4073//
ArcA_CRP_Cra_IHF_IclR	b0564//b4376//b3036//
ArcA_CRP_DcuR	b3077//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b2730//b2802//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b2286//
ArcA_CRP_DnaA_FNR	b0851//
