#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b0978//b0181//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b3969//b2200//b2277//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b3224//b0594//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b2231//b1747//
AcrR_FNR_Fur_SoxR	b2579//
AcrR_FNR_Fur_SoxR_SoxS	b2421//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b2095//
Ada_AidB_Lrp	b0809//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b1296//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b2712//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b3906//b1923//b0763//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b0805//b4237//
AdiY_H-NS_IHF	b1011//
AgaR_CRP	b3580//b4287//b2759//b1302//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	sroD//b0596//b1516//b2235//b2149//b3331//
AppY_ArcA_YdeO	b3076//b3312//b3510//b2309//
AraC_CRP	b1562//b1621//b0020//b0226//b4319//b2155//b1071//b3905//b0978//
AraC_CRP_XylR	b2489//b2235//b0201//
AraC_NagC	b3429//b0809//
ArcA_BetI_Cra	b0587//b0784//b1421//b0344//
ArcA_CRP_CaiF_FNR_H-NS	b3566//b0221//b2278//b4037//b2491//b2284//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1396//b2799//b4323//b3541//b4050//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b1745//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b4036//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b1224//b1224//
ArcA_CRP_Cra_Fis	b1010//
ArcA_CRP_Cra_IHF_IclR	b2996//b3556//b0903//
ArcA_CRP_DcuR	b2995//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b4467//b4032//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b1901//
ArcA_CRP_DnaA_FNR	b4381//
ArcA_CRP_DpiA_FNR_NarL	b0181//b2993//b1014//b0096//b2277//b2283//
ArcA_CRP_DpiA_FlhDC	b3724//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b3604//b3278//
ArcA_CRP_FNR	b0553//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b1819//b1398//b1679//
ArcA_CRP_FNR_Fis_Fur_PdhR	b0896//
ArcA_CRP_FNR_Fis_IHF_NarL	b0783//
ArcA_CRP_FNR_Fur	b3580//b2296//b4357//b1237//
ArcA_CRP_FNR_Fur_IHF	b1042//b3575//b1732//b4309//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b0810//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b2704//
ArcA_CRP_FNR_IHF_NarL	b2234//
ArcA_CRP_FNR_NarL	b4008//
ArcA_CRP_FadR	b1531//b2489//
ArcA_CRP_FadR_HipB	b1245//
ArcA_CRP_FadR_OmpR_PhoP	b0572//
ArcA_CRP_Fis_Mlc_SoxS	b2197//
ArcA_CRP_Fis_XylR	b2243//
ArcA_CRP_Fur_GadX_MqsA	b2223//
ArcA_CRP_GatR	b3707//b1397//b3416//b3408//b1734//b2195//
ArcA_CRP_GlpR	b1299//
ArcA_CRP_IHF	b0782//
ArcA_CRP_PuuR	b3749//b1101//b2483//b0997//b1593//
ArcA_CRP_RhaS	b1736//
ArcA_CRP_TreR	b1682//b2093//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b3581//b3135//
ArcA_Cra	b0976//
ArcA_Cra_FNR_H-NS_HypT	b2499//b0973//
ArcA_CysB_FNR	b1071//
ArcA_FNR	b0602//b0311//b0765//b4354//b1513//b2076//b0728//b3368//b0115//b4239//b2231//b3925//b0179//b1616//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1136//
ArcA_FNR_Fis_IHF_NarL	b1009//b4075//b3582//b1940//b2659//b4367//b1591//b1715//b3083//b4074//b3742//b1014//b4323//
ArcA_FNR_Fur_IHF	b3428//
ArcA_FNR_IHF	b0896//b2423//b3750//
ArcA_FNR_IHF_NarL	b0039//b0388//
ArcA_FNR_NarL	b2912//b3077//b2757//b0908//
ArcA_FNR_PhoP	b2429//
ArcA_FNR_PuuR	b0936//b4376//
ArcA_FadR	b3429//b0570//b1040//
ArcA_FadR_Fis	b3261//b0226//
ArcA_Fur_Lrp_ModE	b2838//b4457//b1736//b1817//b4003//
ArcA_GlcC_IHF_PdhR	b4005//b3516//b4310//b1061//b1611//b0095//
ArcA_LexA	b2416//b1021//
ArcA_LldR	b3277//b1042//b3256//
ArcA_NarL	b3225//b2711//b3256//b4187//b0872//b1564//b2957//b1715//
ArcA_NtrC_PhoP_RutR	b1508//b1391//b2278//b2905//b4122//b3363//b0757//
ArgP_CRP_DnaA_Fis_H-NS_NrdR	b4311//b3701//b1257//
ArgP_CRP_FNR_Fur_Nac	b3544//
ArgP_DnaA	b0204//b3908//b3701//
ArgP_Lrp	b0570//b4383//
ArgP_LysR	b0451//
ArgP_PhoB	b3026//
ArgR_CRP	b0154//
ArgR_CRP_Fis	b0880//b2715//b0113//b2423//b3575//b3116//b0221//b2662//
ArgR_Fis_IHF_PepA_PurR_RutR	b0765//b2221//
ArgR_H-NS_NtrC	b4122//b4005//b2840//b4475//
ArgR_NtrC	b0091//b0720//b4028//b3479//b0312//
ArgR_PhoP	b0975//
AscG_CRP	b1391//b2975//b0113//
AscG_CRP_PhoB_PrpR	b2904//
AsnC_MraZ_Nac	b1988//
AsnC_Nac	b2492//b2196//
AtoC_IHF	b0083//b3312//b4005//b3223//
BaeR_CpxR	b0851//b3357//b1497//b3082//b2500//b1922//b1492//
BaeR_CpxR_EvgA	b1189//
BasR_CRP_CpxR_Cra_CsgD_FliZ_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	b3759//b0039//b4400//b3070//
BasR_CpxR_PdhR	b3961//b1680//
BasR_Fis	b3855//
BasR_H-NS_IHF_NagC_NanR	b0330//
BasR_MarA_PutA	b4122//
BasR_PhoP	b2235//
BasR_QseB	b3855//b0936//
CRP_CaiF_FNR	b3583//b4324//b0124//b0615//
CRP_ChbR_NagC	b1797//b0039//b0587//b3576//b2991//b0083//
CRP_ComR	b3416//
CRP_CpxR	b2617//
CRP_CpxR_CytR	b1531//
CRP_CpxR_CytR_DnaA_IHF	b4637//
CRP_CpxR_EnvY_Fur_IHF_OmpR_PhoB_RstA	b0334//
CRP_CpxR_GlrR_IHF_NtrC_RcsB	b4037//b3328//b3213//b0728//
CRP_Cra	b0585//b4034//b2285//b3902//b4118//b2800//
CRP_Cra_FNR_Fis_H-NS_IHF_NarL_NarP	b0782//b1482//b4194//b2673//
CRP_Cra_FNR_PdhR	b0928//
CRP_Cra_Fis	b3319//
CRP_Cra_Fis_GlcC	b4662//
CRP_Cra_Fis_MtlR	b3414//b4120//b2155//
CRP_Cra_Mlc_NagC	b1850//b0734//b0764//b0889//b0759//b2837//
CRP_Cra_PrpR	b3091//b4441//b1323//b1476//
CRP_CreB_Fis_MalT	b2905//b0396//b1552//
CRP_CsiR_H-NS_Lrp	b0181//b2764//
CRP_CsiR_H-NS_Lrp_Nac	b3934//b2236//b0998//
CRP_CspA_Fis	b3207//
CRP_CytR	b2707//b3318//b3723//
CRP_CytR_DeoR	b3072//b0333//
CRP_CytR_DeoR_Fis_ModE	b2716//b0677//b2308//b2926//
CRP_CytR_Nac	b3726//
CRP_CytR_NsrR	b0429//
CRP_DcuR_FNR_NarL	b4317//
CRP_DinJ-YafQ	b3845//
CRP_DnaA_Fis_PurR	b4030//b3579//
CRP_DpiA_ExuR	b4209//
CRP_DsdC	b1512//b4366//
CRP_EbgR	b0336//b3025//
