#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:14:41 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/rcomplex_bnum.txt
AccB_FadR	b3326//b2243//
AcrR_CRP_CpxR_Cra_Fis_MarA_MarR_Rob_SoxS	b2617//b0178//b1011//
AcrR_CRP_FliZ_Fur_H-NS_HdfR_IHF_LrhA_MatA_OmpR_QseB_RcsAB_YjjQ	b4018//b2571//
AcrR_EnvR_MarA_MprA_PhoP_Rob_SoxS	b3518//b0115//
AcrR_FNR_Fur_SoxR	b4322//
AcrR_FNR_Fur_SoxR_SoxS	b3169//
AcrR_H-NS_HU_IHF_Lrp_MarA_OmpR_Rob_SoxS	b1761//
Ada_AidB_Lrp	b1241//
AdiY_ArcA_CRP_FNR_Fis_GadE-RcsB_GadW_GadX_H-NS_RcsB_TorR	b3556//
AdiY_ArcA_CRP_FNR_Fis_GadE_GadE-RcsB_GadW_GadX_H-NS_PhoB_RcsB_RutR_TorR	b3117//
AdiY_ArgR_CRP_FNR_Fur_GadE_HdfR_IHF_Lrp_Nac	b1507//b2074//b0682//
AdiY_CRP_Fis_FliZ_GadE_GadW_GadX_RcsB	b3906//b2904//
AdiY_H-NS_IHF	b0827//
AgaR_CRP	b0347//b4313//b0062//b4192//
AppY_ArcA_Fis_IscR_NarL_NarP_YdeO	b4467//b1324//b0904//b2722//b3615//b4266//
AppY_ArcA_YdeO	b2236//b3117//b2661//b0390//
AraC_CRP	b3725//b3971//b2163//b3135//b3451//b3707//b0677//b2508//b2201//
AraC_CRP_XylR	b0315//b3367//b2231//
AraC_NagC	b2942//b4312//
ArcA_BetI_Cra	b1682//b1497//b2508//b3451//
ArcA_CRP_CaiF_FNR_H-NS	b2805//b1738//b2661//b2802//b0077//b1818//
ArcA_CRP_Cra_CusR_FNR_Fis_Fur_GadE_PdhR_YedW	b1744//b2094//b0334//b1892//b0575//
ArcA_CRP_Cra_FNR_Fis_Fur_PdhR	b2679//
ArcA_CRP_Cra_FNR_MarA_Rob_SoxS	b3725//
ArcA_CRP_Cra_FNR_NsrR_PdhR	b0366//b2551//
ArcA_CRP_Cra_Fis	b4376//
ArcA_CRP_Cra_IHF_IclR	b2308//b1937//b3328//
ArcA_CRP_DcuR	b0756//
ArcA_CRP_DcuR_DpiA_FNR_NarL	b1734//b0390//
ArcA_CRP_DcuR_FNR_Fis_Fur_NarL	b3588//
ArcA_CRP_DnaA_FNR	b3476//
ArcA_CRP_DpiA_FNR_NarL	b3359//b0895//b2804//b1943//b0313//b1391//
ArcA_CRP_DpiA_FlhDC	b2370//
ArcA_CRP_EvgA_FliZ_GadE_GadW_GadX_H-NS_PhoP_YdeO	b0348//b2713//
ArcA_CRP_FNR	b1852//
ArcA_CRP_FNR_Fis_FlhDC_GlpR	b2976//b2661//b4324//
ArcA_CRP_FNR_Fis_Fur_PdhR	b2551//
ArcA_CRP_FNR_Fis_IHF_NarL	b0315//
ArcA_CRP_FNR_Fur	b0311//b3418//b4008//b4311//
ArcA_CRP_FNR_Fur_IHF	b3751//b4311//b1246//b0311//
ArcA_CRP_FNR_Fur_IHF_MarA_Rob_SoxS	b2369//
ArcA_CRP_FNR_Fur_MarA_Rob_SoxR_SoxS	b1514//
ArcA_CRP_FNR_IHF_NarL	b3403//
ArcA_CRP_FNR_NarL	b2079//
ArcA_CRP_FadR	b4015//b2284//
ArcA_CRP_FadR_HipB	b0044//
ArcA_CRP_FadR_OmpR_PhoP	b0115//
ArcA_CRP_Fis_Mlc_SoxS	b0063//
ArcA_CRP_Fis_XylR	b4367//
ArcA_CRP_Fur_GadX_MqsA	b1671//
ArcA_CRP_GatR	b3845//b2706//b0070//b1500//b4010//b0762//
ArcA_CRP_GlpR	b4008//
ArcA_CRP_IHF	b0729//
ArcA_CRP_PuuR	b2990//b1922//b4194//b1901//b0333//
ArcA_CRP_RhaS	b2717//
ArcA_CRP_TreR	b0592//b2674//
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp	b0344//b1988//
ArcA_Cra	b1393//
ArcA_Cra_FNR_H-NS_HypT	b3429//b3324//
ArcA_CysB_FNR	b4366//
ArcA_FNR	b0729//b4058//b1421//b2488//b0335//b2997//b1039//b0081//b1656//b0203//b1518//b1023//b0785//b1564//
ArcA_FNR_Fis_Fur_IHF_NsrR_PdhR	b1006//
ArcA_FNR_Fis_IHF_NarL	b1682//b3236//b4238//b0571//b3582//b2712//b0167//b1040//b1732//b2106//b2923//ilvG_2//b0675//
ArcA_FNR_Fur_IHF	b0043//
ArcA_FNR_IHF	b0904//b4152//b1851//
ArcA_FNR_IHF_NarL	b2579//b4287//
ArcA_FNR_NarL	b3082//b2579//b3212//b1021//
ArcA_FNR_PhoP	b1651//
ArcA_FNR_PuuR	b0887//b4030//
ArcA_FadR	b1512//b2943//b1512//
ArcA_FadR_Fis	b2077//b2196//
ArcA_Fur_Lrp_ModE	b2730//b2308//b2799//b2996//b4192//
ArcA_GlcC_IHF_PdhR	b3512//b0336//b0432//b0081//b4441//b0203//
ArcA_LexA	b1591//b1384//
ArcA_LldR	b1298//b4117//b1819//
