#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1512//b3907//
Ada-Methylated_pos	b4289//b2572//b1735//b2676//
AlaS-L-alanine_neg	b0889//
AllS-allantoin_pos	b1704//b3541//b1227//
AraC-L-arabinose_neg	b2485//b1900//b0566//b3425//b3335//b2153//b2675//b0896//
AraC-L-arabinose_pos	b2290//b2029//b3565//b1673//b3430//b0997//b2731//b2840//b1260//b3207//
ArcA-Phosphorylated_neg	b1714//b0113//b2606//b2368//b3438//b3610//b0198//b4068//b4094//b2485//b2375//b2288//b3542//b0039//b4599//b4702//b4015//b3911//b0344//b0953//b3363//b3278//b2093//b0108//b1516//b2716//b3601//b1111//b4005//b1260//b2727//b4311//b2288//b3242//b3831//b2198//b3331//b3359//b1276//b0161//b0346//b0042//b1041//b2916//b0311//b0726//b4002//b0345//b3454//b3266//b3453//b4381//b0566//b4169//b0886//b4004//b0181//b0757//b1127//b0591//b3329//b2407//b1706//b2704//b1889//b1671//b3423//b0727//b0339//b3572//b0729//b3363//b0682//b3769//b2805//b4254//b1540//b3902//b3313//b0774//b4467//b1012//b0889//b0721//b3425//b2367//b1805//b2280//yegZ//b0572//b1010//b4511//b2171//b2583//b3957//b4200//b2731//b0106//b2804//b1616//b1892//b2674//b2375//b1704//b0429//b0180//b0976//b0759//b3511//b1590//b0676//b4201//b1385//b2609//b2078//b1608//b3117//b3356//b1902//b2085//b2481//b2150//b2085//b4071//b2491//b4119//b4154//
ArcA-Phosphorylated_pos	b3450//b1015//b4035//b2754//b3750//b0759//b2224//b2106//b0063//b1671//b4151//b1611//b0592//b4326//b2676//b4567//b0756//b3478//b4015//b4095//b0484//b2153//b3326//b0756//b0677//b2470//b0040//b0819//b2215//b0615//b4384//b4177//b2407//b1160//b1272//b1884//b4197//b0338//b4698//b2799//b2957//b2942//b1852//b4399//b3569//b1038//b1798//b1011//b2852//b0572//b1109//b2600//b3542//b2291//b0240//b1516//b4167//b2106//
ArgP-L-arginine_neg	b2726//
ArgP-L-arginine_pos	b2991//b2212//b0337//b1819//b0124//b3769//b2417//b1674//b4123//b2492//b4264//b1391//b1515//b2485//b3749//
ArgR-L-arginine_neg	b1658//b2674//b1022//b2722//b4384//b3477//b0570//b1010//b2241//b0681//b4439//b4249//b0573//b1620//b1252//b4323//b3564//b3231//b2232//b1227//b2867//b2608//b2368//b3275//b3569//b1493//b3908//b3410//b3771//b4406//b3318//b0063//b2079//b2976//
ArgR-L-arginine_pos	b3859//b1421//b2741//b0980//b2660//
AtoC-phosphorylated_pos	b3480//ilvG_1//b2609//b4014//
BaeR-Phosphorylated_pos	b0390//b3971//b1393//b1613//b1252//b2756//b2085//b3091//
BirA-bio-5-AMP_neg	b2282//b3432//b4202//b3096//b3430//
CRP-cAMP_neg	b0679//b1612//b2309//b2487//b1859//b4671//b1982//b1243//b2614//b2095//b0812//b2990//b0345//b3278//b3423//b1887//b3543//b4170//b2407//b0390//b3274//b1859//b2713//b2147//b0389//b0781//b1264//b1658//b1009//b4058//b2092//b0566//b0572//b2987//b0180//b2991//b2222//b2484//sroD//b0596//b3165//b4241//b4118//b2093//b2371//b4069//b3224//b2756//b0346//b0338//b1265//b4393//b3049//b0192//b0110//b2342//b3449//b1008//b1744//b2276//b2282//b3115//b1010//b1112//b0936//b1301//b0377//b2923//b0353//b4267//b4382//b1681//b1334//b0166//b2707//b2393//b3364//b0841//b3478//b0904//b4115//b2979//b0587//b0614//b2372//b0484//b4599//b1391//b0341//b1023//b2509//b3242//b2074//b3426//b0040//b2607//b1407//b1817//b4151//b0757//b0198//b2202//b1852//b2212//b3316//b0179//b1039//b3449//b1324//b1818//b0180//b3357//b1324//b1102//b1658//b4123//b0339//b0575//b2155//b0039//b0344//b1252//b4172//b1905//b4168//b2712//b2728//b3457//b3869//b0338//b4315//b3672//b0684//
CRP-cAMP_pos	b3275//b0033//b1746//b1475//b0676//b1127//b3425//b1858//b1817//b1226//b1129//b0995//b1738//b2992//b3600//b3493//b1732//b0723//b3237//b3934//b0573//b1888//b4118//b3222//b2979//b4267//b4239//b4233//b4152//b2307//b1684//b4106//b0522//b4131//b2669//b3437//b1735//b3509//b3165//b0031//b1252//b3759//b3071//b1597//b0613//b3476//b2662//b0178//b4019//b0574//b3036//b2148//b3276//b0564//b4288//b1733//b3318//b0683//b0197//b1641//b3543//b2800//b1015//b2553//b3753//b1531//b2529//b2369//b3845//b0591//b0679//b3455//b2675//b3170//b4040//b4198//b2755//b2912//b0775//b4076//b2676//b2803//b2484//b4198//b1043//b4105//b4397//b2705//b3214//b2904//b1276//b3127//b4670//b4384//b4265//b2802//b3758//b2606//b1207//b0151//b0785//b1020//b3599//b3569//b3335//b3223//b2163//b0583//b3574//b4170//b1891//b2674//b2215//b0814//b1892//b2242//b4669//b0339//b2553//b0977//b2415//b1901//b1732//b3530//b0826//b0388//b4067//b0907//b0588//b1745//b1671//b0397//b3230//b3167//b3608//b2280//b0574//b1546//b0593//b0296//b2281//b3540//b2990//b1023//b3960//b1528//b3126//b2715//b0080//b2560//b4131//b1590//b1493//b4133//sroD//b0591//b2414//b2660//b4416//b2535//b2964//b4120//b1518//b2370//b2470//b3481//b2156//b0111//b0042//b0061//b0945//b4502//b2710//b3368//b2711//b0432//b1009//b3510//b2531//b4400//b0936//b2469//b0182//b0390//b4124//b3830//b4174//b4242//b1613//b3750//b2707//b4511//b3709//b3926//b3845//b4406//b0031//b3666//b1212//b0904//b4004//b3774//b3572//b0617//b3324//b2242//b4034//b0889//b3331//b1243//b2207//b4439//b2278//b0039//b0523//b1208//b1261//b4170//b1212//b4168//b1532//b3230//b1589//b2196//b1160//b0727//b2235//b3320//b3240//b0860//b2759//b2992//b2476//b0331//b3668//b2406//b2156//b1247//b2606//b4073//b3957//b1036//b4120//b3771//b2085//b2719//b4324//b3329//b3688//b1988//b3450//b3599//b0755//b2297//b1669//b4008//b0123//b1334//b1818//b2374//b2661//b3726//b0933//b3772//b2675//b1500//b3225//b2717//b3493//b3091//b0778//b0062//b0341//b0311//b1594//b0758//b1817//b3569//b0755//b1007//b4131//b1988//b3725//b3722//b0957//b3863//b4094//ilvG_1//b2492//b4203//b4293//b3077//b1208//b0722//b0330//b3567//b4072//b2570//b0820//b3912//b1670//b1737//b3518//b3038//b3671//b3457//b2508//b2368//b0863//b3273//b2979//b3709//b2306//b2231//b0934//b2552//b0682//b4249//b1796//b2364//b2904//b2666//b1101//b0428//b4073//b3325//b1224//b1338//b2236//b2991//b1609//b4195//b3437//b2764//b3670//b3773//b3668//b0177//b2559//b0411//b4698//b0623//b2718//b4032//b1262//b3860//b4160//b2713//b1547//b3314//b1224//b0754//b1043//b3968//b3532//b4254//b2497//b0378//b1493//b2992//b1537//b2093//b3117//b2106//sroD//b2311//b3476//b0889//b2148//b3330//b1022//b1384//b0184//b4476//b1973//b1136//b4320//b0032//b1846//b3708//b2092//b0812//b0723//b2198//b2370//b3426//b0894//b2705//b1062//b1617//b0759//b3321//b2722//b1761//b4124//b2029//b1246//b3568//b3005//b4399//b0973//b0586//b4172//b0396//b2990//b4099//b0463//b1296//b3748//b0623//b0037//b2499//b0572//b2312//b1062//b2094//b3565//b4321//b1615//b1546//b1548//b2163//b3410//b1321//b2078//b2211//b3751//b0880//b2977//
ChbR-Monoacetylchitobiose-6P_neg	b2717//b1920//b3709//b3756//b2498//b0044//
ChbR-Monoacetylchitobiose-6P_pos	b4265//b0572//b4076//b4238//b1921//b0311//
CpxR-Phosphorylated_neg	b2838//b2728//b3845//b2607//b0908//b3609//b1334//b2838//b2903//b1388//b3708//b3430//b2818//b3332//b1519//b4175//b3853//b0312//b4123//b0039//b3333//b3356//b2805//b2221//
CpxR-Phosphorylated_pos	b0937//b2095//b4139//b0430//b0886//b3926//b4058//b1826//b3171//b2730//b0064//b2344//b3846//b3610//b0031//b3725//b2675//b2222//b3432//b1222//b0998//b2676//b4314//b2311//b2374//b3403//b3521//b3588//b1334//b2590//b1012//b4079//b2937//b2308//b0908//b4058//b4324//b0341//b2722//b0182//b3356//b2485//b1734//b0564//b2979//
CreB-Phosphorylated_neg	b1337//b4008//b2732//
CreB-Phosphorylated_pos	b4129//b0973//b3781//b4009//b0894//b2579//
CueR-Ag_neg	b0722//b2979//b4120//b1891//b1265//
CueR-Ag_pos	b2236//b4040//
CueR-Cu+_neg	b2991//b2991//b4476//b1673//b3394//
CueR-Cu+_pos	b3859//b0873//
CuerR-Au_neg	b0351//b2551//b1892//b0774//b3961//
CuerR-Au_pos	b3611//b2221//
CusR-Pasp_pos	b0594//b2840//b4092//b1474//b0365//b1530//b1160//b0754//b1615//b2964//b1826//b3959//
CynR-Cyanate_neg	b2704//
CynR-Cyanate_pos	b2583//b1041//b1015//
CysB-N-acetyl-L-serine_neg	b4313//b3957//b3426//b0124//b2092//b1589//b0124//
CysB-N-acetyl-L-serine_pos	b1814//b1515//b0908//b4129//b0862//b1814//b2093//b1613//b3845//b0974//b4129//b4198//b2943//b0111//b2803//b2151//b2492//b1810//b2580//b3968//b0778//b3403//b3171//
CysB-O-acetyl-L-serine_neg	b1209//b1656//b3275//b1884//b0727//b1475//b2223//
CysB-O-acetyl-L-serine_pos	b1593//b3600//b1302//b4019//b4099//b3095//b3773//b2370//b0039//b3469//b4367//b0064//b0935//b3363//ilvG_1//b3772//b4450//b0199//b4318//b2764//b1512//sroD//b0199//b1131//
DcuR-Phosphorylated_pos	b0764//b3212//b1671//b2342//b0151//b3321//b2916//b1528//b1160//
DnaA-ATP_neg	b2600//b2535//b4074//b3327//b0111//b0411//b2552//b3230//b3231//b2528//b0583//
DnaA-ATP_pos	b1338//b4311//b0934//b0178//b3330//b3115//b4316//
DpiA-Pasp_neg	b2977//
DpiA-Pasp_pos	b3161//b4237//b0040//b3542//b3037//b0339//b1323//b2497//b2571//b2415//
DsdC-D-serine_neg	b1886//
DsdC-D-serine_pos	b4030//b4019//
EvgA-Phosphorylated_pos	b3773//b2284//b4122//b4698//b4101//b1011//b3806//b0729//b3569//b0035//b2996//b2630//b0588//b1038//b3368//
