#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2075//b0334//
Ada-Methylated_pos	b2840//b1684//b0775//b1429//
AlaS-L-alanine_neg	b2296//
AllS-allantoin_pos	b0383//b4400//b1276//
AraC-L-arabinose_neg	b1615//b4233//b2068//b4101//b0723//b0570//b3164//b2755//
AraC-L-arabinose_pos	b4398//b4058//b0114//b1970//b0403//b2489//b1921//b3332//b1482//b2416//
ArcA-Phosphorylated_neg	b0153//b3169//b0957//b4167//b3240//b3332//b1884//b4073//b0042//b0622//b1102//b3907//b0733//b0273//b0463//b1224//b2492//b1796//b3608//b0775//b2492//b0887//b2287//b2751//b2800//b0156//b1302//b2979//b4100//b0619//b4175//b2903//b2373//b1921//b0205//b3225//b1302//b0377//b1733//b2392//b4033//b0998//b1500//b1594//b1245//b1597//b1321//b1858//b2285//b2942//b2344//b2717//b3700//b3357//b3934//b1421//b0933//b3403//b1062//b4401//b1736//b3828//b3667//b2407//b2706//b2367//b4100//b3036//b2198//b2076//b0390//b0311//b1111//b4172//b0565//b3126//b0585//b1852//b2589//b3026//b1658//b3530//b3723//b4069//b1719//b4320//b3616//b2171//b2276//b2730//b3327//b4172//b1888//b3707//b4076//b1497//b3077//b4382//b4705//b4393//ilvG_1//b0191//b1129//b2284//b3315//b2838//b0935//b3410//b3601//b4034//b2374//b0432//b4014//b0860//b0620//b1189//b2093//b3230//b4172//b0441//b2715//b0931//b1887//b1243//b2392//b3750//b3126//
ArcA-Phosphorylated_pos	b2530//b3564//b2904//b0400//b1548//b3320//b0109//b1714//b2365//b2239//b2241//b4292//b1885//b4476//b2287//b3853//b1132//b4092//b0484//b0346//b3278//b2728//b3908//b0972//b4151//b4005//b3164//b1733//b3095//b0606//b0440//b3330//b2156//b3315//b4267//b1391//b2571//b2750//b2068//b1902//b2146//b4129//b2583//b2962//b2311//b3605//b2415//b3860//b0572//b0063//b1890//b4195//b3724//b0161//b2591//b1210//b2992//b1683//
ArgP-L-arginine_neg	b3564//
ArgP-L-arginine_pos	b3870//b3237//b2205//b3600//b4319//b3774//b1821//b1588//b2212//b1821//b0676//b3230//b0107//b2705//b0033//
ArgR-L-arginine_neg	b2760//b2799//b4392//b0517//b0110//b2482//b3077//b1322//b1609//b2996//b3274//b2503//b2588//b3912//b2239//b4095//b0597//b0937//b1407//b2422//b3081//b4123//b3724//b4014//b1389//b3430//b1617//b2711//b1921//b2283//b0311//b3037//b3541//b2706//
ArgR-L-arginine_pos	b3724//b2923//b1810//b0039//b2756//
AtoC-phosphorylated_pos	b2997//b3425//b0403//b2976//
