#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2370//b0124//
Ada-Methylated_pos	b2365//b1528//b1713//b0179//
AlaS-L-alanine_neg	b3221//
AllS-allantoin_pos	b4100//b2486//b4105//
AraC-L-arabinose_neg	b2009//b3757//b1499//b1546//b1512//b2278//b3428//b2202//
AraC-L-arabinose_pos	b4004//b0523//b0154//b0042//b3610//b3416//b2147//b1655//b2943//b4169//
ArcA-Phosphorylated_neg	b4267//b2428//b2723//b4072//b1672//b0154//b3723//b0460//b0347//b0061//b2307//b3829//b2499//b3273//b1129//b1385//b3092//b0826//b3425//b3599//b3855//b1517//b2925//b3530//b0151//b1973//b4323//b1821//b3037//b4071//b0341//b0945//b1530//b3725//b2368//b1521//b3543//b2150//b0153//b2223//b4290//b1518//b3571//b3510//b3135//b3425//b3478//b0347//b3405//b2583//b1265//b3603//b3610//b2589//b0312//b2094//b2241//b2096//b3171//b1900//b0758//b1735//b0678//b4010//b3751//b2143//b2106//b1243//b4209//b1514//b2676//b0353//b3409//b3830//b1818//b3460//b4201//b0077//b1888//b1673//b1987//b0167//b1621//b3530//b1039//b1889//b0189//b0957//b0205//b2529//b2243//b3394//b4119//b1591//b2393//b0440//b4416//b1717//b2074//b3863//b3453//b3432//b3458//b2497//b1826//b4265//b3854//b4006//b2614//b3845//b3311//b2727//b4200//b0484//b2085//b3429//b3037//b2282//b0618//b3076//b4168//b3168//b0863//b2417//b2485//b0827//b2283//
ArcA-Phosphorylated_pos	b1532//b3117//b2498//b1396//b3941//b2243//b2867//b3870//b1511//b1500//b3095//b0590//b2369//b4151//b2290//b3670//b2905//b2742//b2483//b2291//b2311//b2741//b0192//b1819//b3859//b0341//b4019//b0584//b3769//b0976//b3207//b3565//b1430//b3749//b4699//b1656//b0590//b2106//b2868//b0515//b2465//b0976//b2588//b1810//b0570//b1513//b4059//b2375//b1746//b1513//b4398//b2728//b4310//b3077//b3403//b2916//b3164//b1392//
ArgP-L-arginine_neg	b0683//
ArgP-L-arginine_pos	b4203//b1042//b4092//b4101//b4123//b4201//b2152//b2156//b0764//b3426//b4159//b2991//b2751//b0814//b2614//
ArgR-L-arginine_neg	b4096//b3167//b0167//b1905//b2486//b0936//b0181//b0945//b0352//b0754//b0150//b4004//b3132//b0389//b0043//b2559//b0396//b1241//b3610//b1905//b0111//b0221//b3564//b2365//b3230//b2554//b2096//b3035//b2221//b1888//b0727//b0908//b1430//b3830//
ArgR-L-arginine_pos	b3863//b3934//b3450//b1656//b1392//
AtoC-phosphorylated_pos	b3275//b3481//b2231//b4133//
BaeR-Phosphorylated_pos	b0112//b2509//b3417//b4125//b3770//b4072//b2491//b3237//
BirA-bio-5-AMP_neg	b2722//b2707//b0366//b0775//b4416//
CRP-cAMP_neg	b1513//b0440//b3852//b3224//b2374//b0523//b1921//b0044//b3329//b2590//b2583//b2551//b0182//b3133//b2199//b0584//b3460//b0765//b4074//b3904//b1683//b1608//b0819//b0615//b4152//b2094//b4290//b0758//b2491//b1022//b0775//b2606//b3333//b3752//b3403//b0043//b1012//b2763//b1387//b2240//b3456//b3095//ilvG_2//b1006//b2241//b3417//b3265//b3958//b4070//b2195//b0583//b4293//b4567//b4193//b3851//b3870//b3240//b0594//b1743//b1588//b3728//b2671//b2757//b2194//b2143//b1040//b3431//b1252//b1591//b2979//b2369//b1036//b4096//b2600//b0352//b4129//b2308//b3702//b1805//b2551//b2243//b0240//b0399//b2591//b3329//b3600//b3852//b2276//b2818//b1390//b1857//b4406//b3927//b1040//b3666//b3214//b2571//b2976//b2583//b0036//b1298//b2803//b0336//b2150//b3236//b2801//b1260//b1857//b2666//b2464//b0207//b0400//b2416//b0523//b3315//b2199//b0887//b1264//b1734//b2393//b0048//b3071//b4111//b1111//b3164//b1857//b2904//b2205//b0602//b3603//b0411//b1535//b4267//
CRP-cAMP_pos	b4016//b2155//b1656//b3903//b3266//b3453//b3571//b0197//b3588//b1041//b1819//b2425//b3332//b3393//b2509//b3616//b3960//b3366//b0339//b0618//b0937//b1737//b2278//b3276//b2202//b1497//b3453//b3425//b1275//b1394//b0109//b2009//b3242//b0812//b2171//b1263//b3749//b2943//b4169//b0378//phnE_2//b2938//b3751//b3855//b0621//b0617//b2482//b2422//b1518//b2371//b3403//b1901//b2488//b2287//b3413//b4171//b0397//b0903//b2757//b1113//b1038//b2727//b0201//b1886//b1007//b0904//b1528//b3126//b0783//b1885//b2584//b2905//b1814//b1385//b3758//sroD//b2600//b0759//b2866//b0431//b4592//b3118//b2979//b1226//b1127//b1011//b3417//b2224//b0776//b1321//b4133//b4073//b2702//b1591//b0616//b4101//b3532//b2606//b4092//b1407//b1821//b0367//b3327//b4034//b1818//b2608//b2195//b4169//b3415//b1620//b0677//b4290//b0733//b4033//b0515//b1334//b0591//b1324//b3771//b2424//b4008//b2669//b3667//b2499//b4265//b2750//b1781//b4438//b1388//b3971//b1901//b4131//b2476//b0621//b3860//b3774//b0115//b0440//b0903//b2211//b1101//b0114//b3277//b4194//b1043//b1297//b2609//b4288//b0720//b1892//b3036//b1262//b1655//b4008//b2923//b1821//b0976//b0593//b4070//b1394//b3274//b2661//b2660//b0557//b3326//b2996//sroD//b0781//b3315//b0377//b1904//b3329//b1858//b1797//b2367//b1387//b3757//b4102//b3333//b2296//b1535//b2702//b3451//b0783//b3615//b2344//b1221//b3126//b1008//b2702//b2732//b1732//b2344//b2758//b3688//b0378//b1222//b0201//b0978//b3076//b0827//b4467//b1323//b2659//b2203//b3117//b3907//b0166//b0682//b1719//b3610//b4035//b2722//b1301//b3751//b0959//b3806//b0440//b2976//b2975//b1020//b3565//b1904//b0613//b3458//b4018//b1391//b2416//b0596//b2429//b1336//b2367//b1475//b2801//b0108//b2957//b3005//b3169//b1680//b3461//b0755//b3221//b3456//b2205//b0586//b4467//b0441//b3438//b1704//b2239//b3450//b3225//b4014//b3968//b0957//b4567//b3132//b1810//b4007//b1733//b3961//b2979//b1532//b2364//b0887//b1814//b4120//b3116//b1511//b0118//b3845//b3906//b1497//b4132//b1221//b2729//b0199//b3939//b1225//b3417//b0201//b0112//b2943//b4399//b3207//b4059//b0588//b1189//b1020//b3725//b0785//b1805//b1497//b2297//b2707//b3905//b2223//b1393//b1987//b3532//b1747//b4320//b0203//b0161//b2723//b1023//b1016//b4309//b0125//b3410//b1189//b3275//b4067//b0873//b3480//b3748//b0078//b3906//b3006//b4104//b2841//b3574//b0177//b0339//b3168//b0616//b0432//b4099//b3902//b3409//b3132//b2663//b2286//b2751//b4014//b2975//b3403//b0411//b3424//b4502//b2464//b4009//b3531//b3927//b2659//b3957//b1540//b4637//b0591//b2927//b0895//yegZ//b3392//b3564//b1889//b0342//b0031//b4319//b1160//b3334//b2407//b0565//b4367//b0063//b1101//b4104//b0886//b2725//b0586//b0862//b3572//b0153//b4076//b0397//b3564//b0616//b3756//b0403//b0440//b1970//b3610//b0997//b0154//b2416//b2617//b1531//b2712//b3960//b0613//b2729//b1474//b0585//b4034//b1982//b2482//b0682//b3395//b1429//b0570//b3478//b3431//b1337//b4663//b2232//b3357//b3426//b1588//b4471//b3424//b0064//b1244//b1112//b3771//b2223//b3326//b2715//b3077//b4187//b3531//b4254//b2375//b2063//b0333//b3753//b2423//b4010//b2727//b1588//b2310//
ChbR-Monoacetylchitobiose-6P_neg	b2076//b3727//phnE_2//b3240//b4702//b3724//
ChbR-Monoacetylchitobiose-6P_pos	b3521//b1514//b2373//b0342//b1679//b4567//
CpxR-Phosphorylated_neg	b0429//b1713//b0037//b2943//b3312//b3311//b0681//b3359//b0515//b2660//b3236//b1737//b3135//b2911//b2242//b2430//b0596//b4476//b2198//b3479//b3708//b2371//b3669//b1622//
CpxR-Phosphorylated_pos	b1429//b2801//b2204//b2092//b3225//b2364//b3171//b1621//b4669//b0908//b3116//b2278//b0333//b1222//b2143//b1987//b2224//b2818//b3726//b0734//b1734//b1226//b4288//b0720//b2282//b3461//b2280//b1846//b0367//b2371//b0177//b2078//b3359//b4170//b3721//b0605//b2482//b4119//b0517//b3429//b0203//b2469//b1681//b2553//b4309//
CreB-Phosphorylated_neg	b3869//b0036//b3609//
CreB-Phosphorylated_pos	b1547//b4173//b0933//b2709//b2240//b2503//
CueR-Ag_neg	b0933//b1221//b2406//b0812//b3212//
CueR-Ag_pos	b3455//b3227//
CueR-Cu+_neg	b0366//b1781//b4154//b3855//b2281//
CueR-Cu+_pos	b0313//b2486//
CuerR-Au_neg	b0178//b0125//b1738//b2591//b2553//
CuerR-Au_pos	b1745//b2085//
CusR-Pasp_pos	b3574//b4019//b2197//yegZ//b0592//b3493//b3330//b2107//b1683//b4450//b3532//b3037//
CynR-Cyanate_neg	b2552//
CynR-Cyanate_pos	b3237//b2803//b1112//
CysB-N-acetyl-L-serine_neg	b3469//b4024//b2415//b2306//b2414//b0598//b3469//
CysB-N-acetyl-L-serine_pos	b2662//b2712//b2429//b3615//b1608//b1658//b2996//b0592//b3751//b4705//b0440//b3863//b4384//b2911//b4292//b2369//b4197//b4213//b0403//b0411//b2937//b0428//b3330//
CysB-O-acetyl-L-serine_neg	b1297//b2965//b3610//b2965//b4015//b2509//b4173//
CysB-O-acetyl-L-serine_pos	b0584//b4007//b4382//b3132//b1388//b4268//b2758//b2369//b2203//b2757//b1780//b0677//b3521//b3316//b0184//b4367//b1225//b2203//b4468//b2407//b2365//b3071//b4567//b2535//
DcuR-Phosphorylated_pos	b4120//b4213//b1528//b0864//b0864//b2705//b0450//b3133//b2208//
DnaA-ATP_neg	b2570//b2235//b3415//b2661//b3906//b4398//b3261//b3225//b2499//b1039//b4076//
DnaA-ATP_pos	b4177//b0937//b2143//b1620//b1621//b1429//b3564//
DpiA-Pasp_neg	b3214//
DpiA-Pasp_pos	b3540//b3493//b1715//b1738//b1130//b2716//b3540//b2573//b3430//b4007//
DsdC-D-serine_neg	b4397//
DsdC-D-serine_pos	b4321//b0590//
EvgA-Phosphorylated_pos	b1012//b0895//b4153//b1226//b0204//b3670//b2570//b0595//b2224//b3164//b0729//b2609//b3331//b4193//b4159//
FNR-Fe_neg	b1921//b3413//b3455//b1276//b3569//b4502//b1265//b2490//b0062//b1276//b4195//b3333//b2715//b1819//b3940//b1398//b4637//b1905//b1670//b4698//b3071//b0678//b2630//b3870//b0861//b1010//b4074//b1761//b1518//b0720//b1298//b2091//b0340//b3319//b0040//b4099//b3566//b3311//b0584//b3096//b4123//b3449//b1779//b4319//b2583//b0152//b2507//b3723//b4310//b2278//b2755//b3329//b3860//b0977//b0894//b1736//b4007//b2571//b0682//b3273//b4008//b2508//b0044//b2551//b2153//b4198//b2291//b4099//b4059//b0734//b0349//b2421//b3566//b2491//b2584//b2676//b3276//b4637//b3166//b0782//b4152//b1043//b0314//b0723//b1511//b2710//b0080//b1021//b3518//b3035//b4265//b3071//b3394//b3869//b4670//b3438//b0997//b3272//b4198//b1038//b3333//b2243//b1901//b4460//b0161//b2607//b0177//b3759//b1244//b4201//b0168//b3315//b0181//b1719//b3728//b3530//b0330//b3392//b2282//b0450//
FNR-Fe_pos	b1299//b0729//b0623//b0586//b2485//b0377//b1902//b3727//b4699//b3125//b3276//b3772//b0755//b2156//b1781//b3393//b3221//b2994//b2282//b3942//b2368//b1323//b1518//b3320//b0389//b2074//b0516//b3025//b2852//b3171//b1891//b1851//b2729//b4202//b0399//b4376//b2029//b3481//yegZ//b0615//b4194//b0365//b2560//b4476//b0241//b2365//b0977//b0399//b2240//b3604//b3571//b1009//b1858//b4323//b0337//b1819//b0064//b3902//b1244//b0819//b2368//b1597//b0108//b3026//b2962//b1514//b3328//b1513//b4129//b2485//b2500//b2757//b0720//b1225//b0908//b3260//b3366//b2499//b1265//b3071//efeU_2//b0336//b3600//b0040//b1421//b1415//b0515//b0041//b3863//b3170//b1641//b3511//b2201//b1337//b1528//b3603//b2155//b2990//b3037//b1814//b0720//b2147//b2925//b2722//b0349//b3751//b0931//b1718//b3968//b4311//b0557//b1006//b1858//b2279//b3314//b3356//b2296//b0861//b0979//b0972//b3757//b4439//b1886//b2198//b2416//b3356//b2987//b1390//b1276//b2553//b0684//b0115//b0384//b3615//b1611//b2077//b1212//b2152//b0590//b3957//b3325//b4067//b1748//b4007//b1621//b3328//b1225//b4007//b3449//b2286//b4196//b0995//b1814//b3567//b1264//b0035//b1036//b0168//b2551//b2143//b4016//b3092//b2818//b1225//b2751//b0908//b4102//b4400//b4289//b0733//b2079//b1706//b2607//b1321//b4468//b3225//b0584//b1395//b0618//b3418//b0151//b1387//b4177//b0189//b3125//b2663//b1389//b0036//b0605//b0192//b4381//b3008//b0557//b0606//b3531//b3125//b2943//b3605//b3728//b4171//b0585//b1747//
FhlA-Formate_pos	b2375//b0572//b0997//b3213//b0339//b4125//b1301//b2529//b0872//b2393//b3394//b4033//b1684//b2943//b1512//b2171//b4398//b1415//b2278//b0368//b2903//b2583//b3727//b4018//b2979//b0312//b2600//b3124//b4293//b3171//
FucR-L-fuculose-1-phosphate_pos	b0586//b1673//b1023//b2702//b3766//b3616//b3906//
