#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0613//b4401//
Ada-Methylated_pos	b0572//b3617//b2423//b3403//
AlaS-L-alanine_neg	b1620//
AllS-allantoin_pos	b1719//b2146//b1393//
AraC-L-arabinose_neg	b3456//b4151//b2143//b0570//b3312//b3135//b2803//b0313//
AraC-L-arabinose_pos	b3609//b4072//b0616//b0314//b3569//b0037//b4315//b4438//b3774//b3081//
ArcA-Phosphorylated_neg	b2662//b2487//b2171//b0517//b0166//b1334//b3903//b3830//b1761//b2077//b2415//b1287//b3242//b4175//b4120//b0348//b4376//b3116//b0063//b0430//b4265//b4382//b0367//b2801//b3117//b3409//b3038//b0399//b4310//b4036//b3395//b1973//b0523//b3057//b4324//b0428//b2963//b4122//b2600//b0462//b0620//b4024//b2528//b0199//b0872//b1336//b1112//b1704//b4169//b0038//b0312//ilvG_2//b3356//b3926//b1301//b2488//b4241//b3668//b4393//b4071//b1024//b1892//b3969//b1826//b2557//b3260//b3093//b3313//b3773//b1826//b4202//b2590//b1620//b4102//b3860//b3572//b1810//b0613//b4315//b1296//b4355//b2661//b0340//b3113//b1798//b3273//b0933//b3939//b0109//b3971//b0677//b0827//b2465//b0037//b4195//b4319//b3317//b2799//b0820//b4175//b4467//b2630//b0785//b0778//b2417//b2731//b2239//b4209//b0177//b3274//b3114//b2290//b3356//b2371//b0729//b3368//b1261//b4074//b0591//b0349//b1221//b3114//b0451//b4237//b3851//b3903//b2704//
ArcA-Phosphorylated_pos	b3904//b3528//b1892//b1540//b1658//b2163//b4151//b0826//b3828//b4209//b3277//b0570//b2600//b2309//b2243//b1682//b3394//b4233//b4397//b4072//b0734//b3424//b1901//b1205//b3773//b2961//b3161//b0572//b2197//b3868//b4249//b0336//b2717//b0182//b4384//b4016//b0782//b3750//b3325//b2708//b3318//b1590//b4169//b1335//b1886//b2476//b2092//b2422//b1209//b2307//b1902//b0343//b2530//b1301//b1891//b2994//b1207//b1735//
ArgP-L-arginine_neg	b4133//
ArgP-L-arginine_pos	b4381//b0180//b4100//b4132//b3961//b0033//b3326//b3905//b2726//b2106//b2498//b4177//b2470//b1537//b2660//
ArgR-L-arginine_neg	b2818//b2096//b4133//b0587//b3367//b1738//b3770//b2911//b1615//b2704//b0161//b2528//b4292//b0783//b0191//b1594//b2730//b1973//b3223//b1040//b1922//b3311//b2406//b2557//b1672//b2425//b3530//b4030//b1039//b3603//b2663//b0571//b4153//b3096//
