#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4071//b2492//
Ada-Methylated_pos	b1245//b3441//b2234//b2559//
AlaS-L-alanine_neg	b3605//
AllS-allantoin_pos	b0031//b3410//b2415//
AraC-L-arabinose_neg	b3870//b2368//b0896//b3566//b2092//b3426//b0330//b0721//
AraC-L-arabinose_pos	b3569//b0728//b3508//b4292//b0783//b0330//b4000//b2464//b2221//b2720//
ArcA-Phosphorylated_neg	b3757//b2152//b3806//b2341//b3510//b4007//b1587//b2591//b1883//b3769//b1858//b3363//b0403//b3124//b1609//b3617//b0937//b2406//b4104//b1531//b2151//b4287//b0814//b4124//b2671//b1546//b0192//b4324//b4170//b3458//b2344//b1805//b1588//b1656//b1656//b3441//b4059//b1062//b4671//b1611//b0109//b1262//b2529//b1737//b2803//b1497//b0980//b1006//b0678//b0314//b1190//b3236//b1654//b1208//b3458//b4030//b3319//b1390//b0151//b0335//b0383//b0484//b3957//b4426//b3480//b0726//b3266//b3221//b3942//b3566//b0179//b2927//b0587//b2751//b0874//b1779//b2661//b4125//b4120//b0953//b0078//b1859//b3405//b0154//b1716//b2964//b0886//b0678//b4063//b0765//b3926//b1302//b3968//b0775//b0080//b2213//b0403//b0190//b0618//b1987//b0338//b3430//b3413//b0819//b4637//b0115//b2487//b3164//b4266//b4324//b3565//b2297//b0591//b0776//b2288//b3441//b1681//b0403//b1497//b3911//b2009//b2675//b3452//b3971//b0959//b0367//b0078//
ArcA-Phosphorylated_pos	b0432//b2203//b4398//b3772//b4094//b3750//b2838//b2085//b1264//b1826//b2756//b2498//b2600//b4177//b3036//b4249//b0873//b1038//b2372//b1040//b1482//b1130//b2588//b3276//b2962//b0152//b1781//b0616//b3828//b0191//b1275//b4460//b1322//b3566//b3510//b0189//b2197//b1476//b0613//b3846//b3225//b0430//b1547//b2764//b2367//b1850//b4071//b3828//b2707//b1671//b1474//b2721//b3511//b1814//b0383//b1008//b1594//b1516//
ArgP-L-arginine_neg	b4039//
ArgP-L-arginine_pos	b0400//b1518//b0819//b4119//b3404//b0181//b3829//b3530//b3757//b2943//b4018//b4105//b4326//b0368//b1132//
ArgR-L-arginine_neg	b4213//b1982//b2508//b4264//b2341//b1272//b3311//b0957//b3070//b1396//b1272//b4014//b4637//b3751//b4670//b1112//b1407//b1475//b1587//b0676//b0574//b1296//b4104//b4076//b1244//b2406//b3395//b3364//b2580//b4476//b4320//b2963//b1748//b2373//
ArgR-L-arginine_pos	b2572//b0061//b2609//b3077//b0617//
AtoC-phosphorylated_pos	b4315//b4004//b4072//b3425//
BaeR-Phosphorylated_pos	b1617//b1716//b0333//b3481//b3907//b1973//b3853//b4471//
BirA-bio-5-AMP_neg	b0602//b0336//b0617//b1474//b2198//
