#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2093//b0204//
Ada-Methylated_pos	b2760//b2223//b3756//b2763//
AlaS-L-alanine_neg	b3437//
AllS-allantoin_pos	b1299//b3904//b1900//
AraC-L-arabinose_neg	b2965//b0729//b3452//b2156//b1797//b1247//b0724//b2406//
AraC-L-arabinose_pos	b0110//b0152//b4036//b0959//b2150//b1746//b1904//b0585//b1398//b4075//
ArcA-Phosphorylated_neg	b1212//b1398//b4167//b3600//b0440//b4014//b0033//b0812//b1907//b1338//b0462//b0177//b4287//b1921//b1547//b2243//b2995//b3240//b2905//b3172//b2912//b0574//b3569//b2676//b3722//b2213//b2093//b1706//b0682//b2757//b2205//b2497//b0592//b2284//b4599//b3312//b2143//b4160//b3278//b2150//b3417//b0998//b1887//b2288//b0312//b2553//b0124//b0035//b3771//b3567//b0728//b4076//b2607//b1858//b2580//b2205//b2755//b1547//b3117//b3413//b0573//b0429//b0675//b3164//b3092//b4073//b2423//b1500//b2406//b0928//b0451//b0333//b4177//b1016//yegZ//b2801//b0880//b1043//b1223//b3942//b1612//b0880//b4506//b1516//b4187//b1392//b1499//b1850//b0785//b0587//b3169//b0153//b0430//b1532//b1597//b0389//b0365//b3969//b2308//b3423//b0312//b1590//b4037//b4058//b2990//b0863//b4196//b1655//b0463//b2617//b0346//b1244//b4092//b4123//b0583//b3829//b1814//b2606//b1982//b1658//b0388//b3456//b3414//b2207//b3005//b2366//b2977//
ArcA-Phosphorylated_pos	b0383//b2992//b1681//b3329//b1385//b2425//b4139//b2281//b2152//b3070//b3363//b3511//b2702//b4097//b2143//b3831//b2284//b3241//b4167//b2156//b2591//b3601//b1796//b2617//b3750//b1683//b0331//b0428//b4125//b2727//b1669//b2704//b4039//b1160//b4398//b1482//b1743//b1528//b3367//b0106//b0063//b3604//b2943//b1900//b1482//b1040//b4139//b4197//b4106//b0204//sroD//b3588//b3971//sroD//b0586//b4355//b0592//b1256//
ArgP-L-arginine_neg	b4198//
ArgP-L-arginine_pos	b3941//b4699//b1042//b2232//b4393//b0296//b2370//b2280//b1970//b4313//b2163//b1537//b0181//b0863//b0805//
ArgR-L-arginine_neg	b2963//b2370//b2499//b0928//b2240//b4671//b1396//b2617//b1712//b2718//b4417//b1656//b1036//b0314//b0812//b3164//b1113//b3709//b3829//b2754//b0167//b2499//b4293//b3609//b1669//b2465//b4007//b2288//b3708//b4506//b1712//b0620//b0151//b1797//
ArgR-L-arginine_pos	b3600//b3601//b0384//b2283//b3368//
AtoC-phosphorylated_pos	b3728//b2720//b2508//b2287//
BaeR-Phosphorylated_pos	b0973//b4249//b2370//b0314//b1622//b3326//b2913//b2551//
BirA-bio-5-AMP_neg	b2234//b2223//b2423//b4106//b4237//
CRP-cAMP_neg	b2287//b2904//b0605//b0764//b3236//b3902//b1704//b1009//b3599//b3603//b4115//b3588//b4468//b1516//b2284//b3970//b3669//b0484//b1299//b0180//b2756//b3611//b0032//b3617//b2867//b3530//b3571//b1322//sroD//b0125//b3164//b0202//b0895//b4506//b4197//b3357//b1109//b0032//b0397//b2489//b4267//b1519//b4063//b3508//b1430//b0593//b4018//b3314//b1337//b1746//b0590//b0035//b0241//b3604//b1021//b2710//b1547//b1261//b1009//b1671//b2606//b2277//b0953//b2374//b3968//b4321//b0048//b1973//b2079//b0589//b0904//b3508//b2234//b2277//b3133//b1679//b2805//b0152//b0440//b0034//b2572//b4160//b0814//b2804//b4315//b3116//b4291//b4030//b3476//b3904//b3461//b3324//b2091//b1390//b3081//b4102//b1429//b4311//b4037//b3830//b3540//b1002//b4213//b1733//b4376//b0880//b4670//b0975//b4035//b3453//b3852//b0781//b4125//b0338//b3273//b2957//b3049//b1497//b3543//b1738//b3036//b4376//b4074//b1129//b3171//b3171//b3758//b2905//ilvG_1//b2554//b2498//b4175//b0080//
CRP-cAMP_pos	b3114//b3530//b2241//b0296//b4003//b1498//b2281//b1011//b2530//b2074//b3118//b0872//b0733//b1537//b3356//b1921//b3845//b0042//b4663//b3037//b3456//b3223//b1613//b0441//b0681//b0589//b2284//b2373//b1747//b4195//b3334//b1302//b1493//b1670//b2666//b3829//b1397//b3364//b4100//b3509//b4592//b2961//b0031//b1212//b0125//b2943//b3934//b3749//b3172//b4439//b2429//b1012//b4316//b0726//b2296//b0033//b0191//b2155//b3830//b2841//b4159//b4324//b4195//b1528//b2751//b1042//b4671//b0463//b0240//b2976//b1884//b1920//b1379//b2500//b3315//b0346//b0035//b0515//b4451//b4314//b0205//b3127//b1385//b1781//b3311//b0342//b2728//b2731//b4096//b2422//b4669//b2481//b1130//b2488//b4293//b2927//b2755//b2481//b3481//b3222//b3617//b2760//b3959//b0296//b2221//b0339//b1335//b2208//b1706//b3212//b2481//b0763//b2280//b2428//b2723//b1748//b2407//b2725//b1475//b2937//b2393//b2091//b3164//b1222//b2094//b3213//b3543//b4663//b1421//b3114//b3457//b3458//b2609//b3334//b3608//b0979//b0573//b1900//b0154//b0061//b2715//b3395//b3072//b0515//b2489//b2727//b0764//b3334//b3667//b2307//b2297//b0812//b0116//b3266//b2724//b1476//b0062//b4324//b2203//b4019//b2277//b1393//b0733//b0557//b1393//b2606//b1987//b0344//b4316//b0032//b3452//b3117//b2373//b2150//b1392//b3167//b4314//b1818//b4105//b0313//b4311//b2508//b1715//b2509//b2286//b0861//b2307//b2152//b0880//b1921//b1670//b0339//b2414//b0931//b4105//b4239//b4393//b4054//b2991//b0108//b3828//b2095//b0975//b1982//b2313//b4033//b0621//b3319//b0583//b2282//b3117//b2211//b3543//b0339//b1002//b4032//b4039//b1608//b2344//b3414//b2589//b3223//b0430//b4006//b3035//b0462//b0368//b2009//b4265//b3115//b1261//b0778//b4313//b3574//b0240//b0572//b1611//b3773//b2572//b0150//b4292//b1244//b3511//b1189//b3759//b2601//b0945//b4120//b3405//b2660//b1211//b2068//b0566//b2149//b3165//b3125//b4062//b2938//b0886//b2713//b4431//b1588//b3213//b2579//b3478//b4397//b1127//b3418//b0523//b3091//b4289//b4194//b3091//b4431//b2430//b4197//b4072//b0681//b2573//b0575//b2980//b1883//b3781//b2498//b2204//b0936//b3356//b2732//b4092//b2703//b3702//b1890//b0205//b1515//b3076//b0602//b4100//b1021//b0728//b1900//b0040//b3408//b2068//b0189//b1036//b1714//b0064//b3666//b0812//b3702//b1388//b4058//b2242//b2009//b0183//b2368//b0928//b0167//b2962//b3168//b1680//b2997//b2151//b4384//b3240//b3721//b2208//b3725//b1043//b0168//b1882//b3771//b2572//b4133//b3700//b0177//b3855//b0432//b1814//b3728//b0864//b3331//b2712//b2242//b2489//b3026//b0781//b1886//b2528//b0114//b3771//b3118//b4016//b1850//b4401//b4124//b3829//b3037//b3207//b2497//b2529//b4037//b3751//b1261//b3970//b2676//b4119//b0042//b1516//b4193//b2905//b2153//b2481//b3860//b1521//b1714//b4074//b4441//b1611//b2242//b1395//b3392//b2369//b2925//b4702//b2482//b0819//b3750//b1493//b3314//b0042//b1818//b2715//b3926//b2428//b3769//b2372//b4441//b4417//b0765//b1499//b0778//b1390//b2372//b0583//b4476//b0978//b0523//b3026//b3829//b0895//b2487//b4468//b2422//b0860//b2977//b3830//b4194//b3237//b1796//b0622//b4097//b2732//b4201//b1387//b3072//b1588//b3321//b4438//
ChbR-Monoacetylchitobiose-6P_neg	b2208//b2732//b2425//b3806//b2095//b1222//
ChbR-Monoacetylchitobiose-6P_pos	b0763//b0606//b0189//b2723//b0727//b0400//
CpxR-Phosphorylated_neg	b0460//b2148//b2063//b1987//b0995//b4160//b1263//b1263//b4426//b3565//b3318//b2393//b2077//b0342//b3367//b0584//b2392//b1733//b0812//b1298//b4354//b3170//b0573//b4037//
CpxR-Phosphorylated_pos	b2666//b1002//b4254//b0367//b2224//b0168//b1008//b1747//b3753//b1922//b4400//b4426//b3854//b4311//b3757//b0240//b1020//b3600//b1587//b4237//b1817//b2491//b1336//b3006//b1517//b1594//b2147//b2202//b3413//b2151//b0484//b3171//b2965//b0621//b3278//b1683//b1882//b4073//b3480//b3125//b3671//b2278//b4289//b3708//b3453//
CreB-Phosphorylated_neg	b0886//b4015//b2482//
CreB-Phosphorylated_pos	b2697//b1008//b2486//b2194//b2530//b1609//
CueR-Ag_neg	b2287//b0934//b3114//b4240//b4097//
CueR-Ag_pos	b2697//b2282//
CueR-Cu+_neg	b2077//b0241//b0734//b1482//b1548//
CueR-Cu+_pos	b2484//b1589//
CuerR-Au_neg	b1673//b1223//b0974//b4197//ilvG_1//
CuerR-Au_pos	b3940//b4502//
CusR-Pasp_pos	b1260//b4074//b4319//b0333//b1615//b4093//b1224//b4125//b2231//b4100//b1887//b2470//
CynR-Cyanate_neg	b0937//
CynR-Cyanate_pos	b4467//b2703//b4200//
CysB-N-acetyl-L-serine_neg	b0335//b3958//b0774//b4265//b2754//b2223//b1337//
CysB-N-acetyl-L-serine_pos	b1641//b3170//b1672//b2147//b4324//b3313//b3167//b2212//b3005//b2727//b3608//b1226//b1297//b1712//b4040//b0908//b3845//b2702//b4326//b3116//b1679//b3959//b4400//
CysB-O-acetyl-L-serine_neg	b4125//b1988//b4201//b0602//b3356//b4129//b4317//
CysB-O-acetyl-L-serine_pos	b2278//b1261//b1718//b1597//b4132//b1889//b4209//b1622//b3667//b0177//b4471//b4671//b4119//b0872//b0619//b2364//b2288//b0978//b3243//b4293//b0398//b2235//b4170//b2276//
DcuR-Phosphorylated_pos	b4132//b3224//b0584//b1745//b1394//b0108//b1734//b2313//b1805//
DnaA-ATP_neg	b3728//b4177//b1887//b2997//b2212//b0441//b1415//b2942//b3312//b1907//b1904//
DnaA-ATP_pos	b0347//b2074//b2762//b1264//b3395//b3829//b3241//
DpiA-Pasp_neg	b0997//
DpiA-Pasp_pos	b3670//b4009//b2306//b2489//b0781//b1500//b2705//b0977//b1109//b3405//
DsdC-D-serine_neg	b1540//
DsdC-D-serine_pos	b2215//b3451//
EvgA-Phosphorylated_pos	b3671//b3461//b3329//b3544//b3113//b4268//b0614//b0757//b0192//b3222//b3115//b4160//b2207//b1043//b3756//
