#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0729//b1716//
Ada-Methylated_pos	b4071//b0154//b2728//b0617//
AlaS-L-alanine_neg	b4076//
AllS-allantoin_pos	b3617//b0757//b2803//
AraC-L-arabinose_neg	b1782//b2976//b4238//b0349//ilvG_1//b2554//b0620//b0167//
AraC-L-arabinose_pos	b4426//b2240//b2234//b0150//b3081//b0207//b1535//b1338//b4093//b0388//
ArcA-Phosphorylated_neg	b0114//b1301//b3708//b2925//b1900//b1850//b0679//b3135//b4071//b0812//b4015//b0763//b3451//b1684//b2676//b2731//b4131//b2481//b0516//b1744//b0593//b4321//b3115//b0107//b0036//b0928//b3566//b2674//b4124//b1041//b2156//b4195//b3572//b4036//b4067//b0390//b1007//b4322//b4267//b2991//b1043//b0337//b4119//b1782//b3392//b1782//b3357//b2152//b2371//b3437//b3321//b2630//b2531//b0038//b3415//b1679//b3941//b0199//b1882//b2240//b2752//b0116//b0331//b3728//b0061//b3117//b2805//b1263//b0758//b0564//b4233//b1714//b1535//b2211//b0973//b3438//b0621//b2759//b2488//b1673//b0221//b2202//b3616//b2925//b2194//b0895//b0190//b0351//b2962//b2803//b3751//b2867//b2852//b4201//b4125//b2206//b1221//b2414//b0575//b4309//b3565//b2715//b2742//b2963//b1858//b2487//b1397//b2079//b2223//b4203//b2095//b2423//b3452//b1656//b4129//b3132//b1263//b1388//b3859//b0396//b3319//b0782//b4196//b0684//b1514//b2976//b1531//
ArcA-Phosphorylated_pos	b2927//b3036//b3829//b0997//b1041//b3166//b1518//b4202//b4098//b0398//b1127//b1531//sroD//b4122//b0975//b0614//b0781//b3905//b0311//b1247//b4384//b2288//b1669//b2029//b2342//b3312//b0721//b1826//b0339//b3941//b0451//b4511//b2425//b0589//b1323//b3758//b0378//b4663//b2155//b0150//b4670//b3460//b1714//b1039//b2207//b0756//b1589//b1745//b1673//b0819//b2943//b4476//b2731//b4209//b4171//b4238//b3666//b0312//
ArgP-L-arginine_neg	b3749//
ArgP-L-arginine_pos	b0523//b2927//b2551//b4007//b3395//b1211//b0154//b4139//b3230//b1038//b0118//b3214//b3325//b2415//b2662//
ArgR-L-arginine_neg	b4267//b0061//b3728//b3093//b2800//b2153//b4133//b2212//b2235//b3569//b4036//b0202//b2531//b3828//b0596//b0980//b1920//b0785//b4177//b2490//b0199//b2867//b1670//b2673//b2489//b2961//b1904//b3096//b1429//b4102//b2344//b2415//b0972//b3123//
ArgR-L-arginine_pos	b2297//b2197//b4699//b0589//b4079//
AtoC-phosphorylated_pos	b1744//b3035//b0429//b4233//
BaeR-Phosphorylated_pos	b1322//b1384//b1160//b1275//b2367//b3773//b2957//b2486//
BirA-bio-5-AMP_neg	b3404//b2278//b1297//b0033//b3751//
CRP-cAMP_neg	b4663//b4198//b0682//b2723//b4376//b3701//b1287//b0197//b2201//b1537//b3359//b2491//b3510//b2841//b4198//b1397//b1511//b1513//b2365//b1272//b1132//b0724//b2240//b1252//b4264//b3224//b1225//b1041//b4426//b4035//b3970//b0124//b0784//b4039//b2666//b3408//b0154//b2155//b1205//b4476//b1246//b4016//b4242//b1679//b1738//b3758//b4321//b3968//b3117//b2092//b1719//b1038//phnE_2//b1396//b1384//b4468//b1334//b0996//b0350//b3957//b0112//b4417//b3356//b0166//b0782//b0339//b4309//b3316//b3321//b4502//b3035//b0347//b0125//b1548//b2215//b2718//b0344//b1655//b2716//b2422//b4288//b1745//b4153//b3115//b1797//b0677//b2341//b3212//b4132//b1300//b2205//b4287//b3530//b0621//b3261//b3480//b3006//sroD//b3425//b3410//b1743//b0584//b3275//b0388//b1883//b3454//b0345//b0619//b4239//b3394//b4354//b4076//b1498//b0296//b4059//b1111//b3425//b2372//b4059//b4039//b3941//b3077//b3829//b4316//b3006//b4009//b1716//b3672//b0431//b2235//b1265//b2852//b0124//
