#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2487//b3941//
Ada-Methylated_pos	b3367//b4324//b3757//b3359//
AlaS-L-alanine_neg	b0978//
AllS-allantoin_pos	b3357//b2507//b0441//
AraC-L-arabinose_neg	b3428//b4431//b2481//b4062//b1658//b3169//b4024//b4008//
AraC-L-arabinose_pos	b0353//b1920//b2584//b1226//b3333//b1656//b2762//b2224//b1160//b2424//
ArcA-Phosphorylated_neg	b4355//b2904//b4079//b4058//b1615//b2957//b0080//b3274//b3456//b3425//b3423//b0390//b3688//b4125//b4151//b3081//b0928//b2977//b4209//b1338//b1616//b2393//b2149//b0516//b4125//b0785//b0517//b0398//b2608//b4024//b1392//b0784//b0614//b0583//b2721//b3477//b1588//b1537//b3429//b2308//b0106//b4567//b4177//b0462//b1390//b1396//b3236//b0872//b2916//b0937//b0523//b1826//b1656//b4139//b4315//b4354//b2964//b0980//b2722//b4169//b3212//b3225//b1521//b0389//b2201//b2799//b0389//b2759//b1493//b1474//b4102//b2529//b4037//b4034//b1227//b2195//b0593//b2286//b2631//b2675//b3057//b3702//b3426//b0207//b4254//b3569//b3707//b1322//b4062//b0462//b3325//b3700//b3773//b2149//b4068//b3430//b0957//b2606//b2671//b0895//b2215//b2800//b4319//b2208//b1973//b2763//b1384//b4441//b4193//b1656//b0396//b0820//b1611//b1920//b2990//b4670//b0783//b2673//b1221//b0063//b4202//b0367//b2531//b3572//b3070//b0241//b4426//
ArcA-Phosphorylated_pos	b2609//b0575//b4670//b0880//b1041//b2096//b1886//b2584//b1190//b1615//b4093//b0895//b2754//b1716//b0726//b1620//b0975//b1746//b0182//b3321//b4309//b4315//b1002//b3611//b3567//b0154//b3458//b3971//b2374//b1039//b3863//b4079//b2703//b1537//b1245//b3081//b3260//b3231//b1973//b1395//b0460//b3564//b3171//b4170//b1613//b2913//b0192//b2499//b4132//b2488//b1819//b0588//b0621//b2962//b2763//b1616//b0384//b1041//
ArgP-L-arginine_neg	b1887//
ArgP-L-arginine_pos	b0564//b2029//b0605//b2221//b3774//b2284//b2416//b1513//b3327//b0462//b0036//b0202//b2742//b1670//b0783//
ArgR-L-arginine_neg	b1015//b3367//b3403//b3725//b0153//b3415//b1130//b1261//b2763//b3568//b4014//b3367//b4313//b0880//b2415//b4034//b2579//b3070//b0241//b2676//b0517//b4669//b3671//b0348//b0572//b2802//b2242//b2421//b2309//b1011//b4439//b0461//b3320//b4168//
ArgR-L-arginine_pos	b3359//b3314//b0723//b0677//b3508//
AtoC-phosphorylated_pos	b3518//b1131//b2308//b3934//
BaeR-Phosphorylated_pos	b2492//b3846//b0863//b3166//b2705//b0615//b1548//b0042//
BirA-bio-5-AMP_neg	b0125//b2630//b1735//b1109//b2143//
CRP-cAMP_neg	b2364//b2706//b0936//b3368//b1263//b3319//b3127//b3510//b0720//b2961//b2485//b4169//b3773//b2085//b2374//b1905//b0390//b0440//b3851//b4309//b1717//b1988//b1797//b1535//b3393//b0759//b2341//b0345//b2866//b2976//b3859//b1415//b3770//b2428//b2482//b2342//b0783//ilvG_1//b1655//b4318//b4120//b1002//b4310//b0571//b1338//b2570//b3132//b0451//b3409//b0777//b3277//b3757//b1655//b3076//b0785//b2712//b3224//b0591//b4101//b3319//b4118//b3567//b0805//b0366//b0350//b0972//b2392//b3316//b3161//b1335//b2987//b3403//b2713//b4007//b4092//b1225//b0062//b3225//b2485//b0755//b3968//b0428//b4138//b2589//b0970//b3772//b2905//b4138//b3164//b1902//b3114//b2151//b3335//b3005//b4291//b4450//b1887//b3311//b4098//b1189//b4002//b3331//b4138//b2803//b3081//b0191//b3707//b0998//b0399//b3276//b2531//b1392//b2222//b3311//b1891//b1009//b4100//b3566//b0400//b3132//b1227//b4054//b1886//b2763//b3756//b0037//b1885//b2630//b1223//b2801//b0675//b1743//b1388//
CRP-cAMP_pos	b2364//b0613//b3709//b2756//b2583//b3725//b0403//b4093//b3454//b1621//b4567//b1970//b0864//b2287//b0221//b0873//b1682//b3428//b3126//b1190//b1263//b1043//b1429//b1264//b1323//b2276//b4671//b4320//b1988//b0031//b4287//b1130//b2732//b1264//b1706//b0827//b0819//b3413//b1261//b0615//b0973//b2429//b0676//b0388//b4097//b1886//b0031//b3431//b0591//b3668//b1717//b3126//b3458//b2485//b3008//b3335//b3416//b4013//b0935//b3261//b3453//b0161//b3600//b4317//b0178//b1738//b0333//b1712//b2927//b3480//b2659//b2430//b1160//b3476//b2662//b4193//b1113//b0723//b0598//b3709//b3164//b3335//b2674//b1511//b2730//b2976//b0190//b0428//b0775//b2203//b3425//b1043//b4663//b0064//b1745//b3616//b0337//b3227//b3615//b2215//b4073//b0336//b2570//b2723//b0684//b3531//b4101//b4292//b1220//b1511//b3588//b3934//b0733//b4355//b0522//b3222//b3670//b3458//b0566//b2365//b2085//b2802//b0598//b2107//b2393//b4035//b2704//b0064//b0383//b2149//b1796//b4115//b3126//b2671//b0606//b3133//b3721//b1530//b2726//b2717//b3961//b2764//b4383//b0903//b1672//b2372//b1379//b4399//b2943//b2584//b1888//b2286//b1987//b3616//b0619//b2279//b0826//b3854//b2721//b2702//b3688//b1243//b2529//b1514//b3164//b3571//b2975//b0523//b0864//b1006//b2508//b1260//b3329//b4018//b4354//b2373//b1519//b2392//b2600//b0345//b1521//b0038//b0974//b3905//b0335//b2913//b0115//b1190//b2091//b4007//b0861//b1244//b4450//b2669//b3828//b0429//b4383//b2571//b3853//b4115//b4450//b1597//b4671//b1335//b3600//b1797//b2212//b3860//b0726//b2719//b4201//b0396//b2710//b1886//b3266//b4036//b2799//b1246//b2156//b0778//b3410//b2068//b3722//b2206//b0727//b1015//b4201//b0783//b0351//sroD//b0034//b4367//b2414//b3748//b1746//b0620//b1297//b4438//b1021//b3479//b1007//b0184//b1781//b4398//b0515//b0756//b2306//b3076//b1007//b3410//b2708//b4030//b3617//b4159//b0331//b1887//b2367//b3756//b4209//b0351//b1654//b1889//b3081//b4122//b3212//b0331//b1515//b3169//b2731//b2425//b3416//b4242//b0351//b4123//b0517//b4198//efeU_2//b4310//b2805//b0346//b1392//b4265//b3855//b4111//b0365//b0571//b2614//ilvG_2//b3571//b2552//b3758//b2429//b2671//b0463//b0043//b4699//b0388//b1732//b3480//b1884//b2750//b3077//b1024//b4242//b0399//b3413//b3666//b2153//b4139//b2557//b1796//b2663//b2416//b3708//b1109//b2741//b3038//b3702//b0432//b1782//b3481//b0314//b0342//b0345//b2151//b1190//b0080//b2407//b3278//b0785//b2943//b1247//b2242//b1714//b0398//b2288//b1263//b0623//b0874//b3237//b1160//b3508//b0203//b3455//b2601//b1394//b1717//b1208//b2702//b1683//b0784//b3476//b4131//b4287//b0183//b1682//b4316//b4292//b2661//b0032//b1256//b1621//b0432//b0221//b2719//b3413//b0384//b1474//b1429//b3902//b0880//b3757//b3236//b0349//b3757//b3868//b2213//b3241//b3038//b2601//b1747//b0933//b0622//b1530//b2703//b1212//b3604//b2990//b1112//b0894//b2571//b0722//b2307//b2231//b1392//b2675//b0756//b3223//b3961//b0907//b4266//b3328//b4670//b2975//b0312//b3413//b1622//b4599//b2804//b1521//b3600//b1546//b0183//b3477//b1415//b0727//b2489//b3478//b1547//b4438//b3478//b2499//b4039//b1261//b0347//b0596//b2155//b4400//b3481//
ChbR-Monoacetylchitobiose-6P_neg	b3617//b4471//b4309//b2732//b2029//b2497//
ChbR-Monoacetylchitobiose-6P_pos	b3417//b3669//b2367//b1407//b0814//b1009//
CpxR-Phosphorylated_neg	b1226//b4213//b3166//b1252//b2490//b3707//b0388//b0154//b4267//b4177//b4439//b4019//b2498//b1430//b3532//b4592//b2868//b0178//b0682//b4290//b2424//b2277//b2553//b1819//
CpxR-Phosphorylated_pos	b3611//b1132//b1884//b1042//b0378//b2990//b3367//b0112//b4406//b0192//b3672//b3223//b3609//b0346//b0676//b1597//b3960//b1021//b2583//b0041//b3161//b0774//b2425//b3035//b3072//b3125//b1513//b0383//b1392//b0338//b3702//b1129//b2509//b4397//b0683//b1222//b3830//b0177//b2583//b1391//b3424//b3274//b1591//b1210//b2364//
CreB-Phosphorylated_neg	b4132//b3169//b2551//
CreB-Phosphorylated_pos	b4095//b1821//b2486//b3423//b4382//b2291//
CueR-Ag_neg	b0622//b2818//b0935//b4007//b1246//
CueR-Ag_pos	b0484//b1887//
CueR-Cu+_neg	b4317//b3907//b0197//b1492//b4034//
CueR-Cu+_pos	b4324//b2803//
CuerR-Au_neg	b4201//b2092//b1323//b1474//b2729//
CuerR-Au_pos	b3327//b2239//
CusR-Pasp_pos	b0931//b0150//b4203//b4671//b1208//b3423//b0184//b2197//b3451//b2707//b3726//b2094//
CynR-Cyanate_neg	b3860//
CynR-Cyanate_pos	b1779//b0296//b1264//
