#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1616//b2497//
Ada-Methylated_pos	b0765//b3334//b3275//b2421//
AlaS-L-alanine_neg	b3727//
AllS-allantoin_pos	b3938//b1395//b3118//
AraC-L-arabinose_neg	b3243//b4506//b1287//b3707//b3321//b1885//b1517//b1407//
AraC-L-arabinose_pos	b3702//b0178//b3845//b2285//b0588//b2029//b2723//b4037//b3511//b0861//
ArcA-Phosphorylated_neg	b2727//b4233//b2196//b1111//b0345//b2551//b4040//b3320//b1475//b4506//b0777//b2559//b1907//b2720//b2713//b3266//b0594//b0782//b3222//b2207//b0396//b1482//b0613//b0726//b3566//b2990//b4139//b2925//b2406//b3903//b0959//b4663//b2211//b0615//b1780//b0574//b3671//b4177//b3455//b0154//b1297//b4159//b1391//b2529//b4152//b0062//b0904//b2425//b2927//b1655//b0957//b1814//b3324//b2711//b2285//b0682//b4092//b1335//b2507//b3709//b2487//b0586//b2926//b2676//b2731//b2392//b0366//b3327//b3845//b3325//b3727//b0677//b3721//b2802//b0598//b4439//b0522//b1517//b3603//b1493//b2758//b3213//b3274//b1517//b4122//b4018//b2987//b3005//b0383//b4010//b0113//b2375//b4354//b3859//b2342//b1020//b3860//b0040//b0108//b2465//b3277//b3077//b0432//b4003//b1227//b2509//b2994//b1287//b2344//b0970//b4417//b4450//b0970//b0177//b2535//b2727//b2280//b0758//b3700//b0431//b3868//b4019//b3403//b3722//b2715//b0553//b3509//
ArcA-Phosphorylated_pos	b0776//b3325//b3845//b2197//b3326//b1672//b1023//b0895//b2393//b3828//b0333//b4319//b0181//b1008//b1540//b1818//b1131//b0107//b4105//b4007//b0728//b1882//b3853//b1205//b3334//b4506//b0077//b0979//b0035//b1920//b0114//b3231//b4671//b2078//b1262//b1321//b1323//b1205//b4195//b4322//b1734//b0935//b0153//b1287//b4058//b4104//b1782//b3237//b3571//b0862//b4122//b0390//b0805//b4009//b3846//b4071//b2763//b1597//
ArgP-L-arginine_neg	b3438//
ArgP-L-arginine_pos	b2660//b0037//b1276//b1272//b2206//b1612//b2280//b3960//b1921//b2589//b2392//b0484//b1113//b0728//b4291//
ArgR-L-arginine_neg	b4450//b0123//b2296//b0352//b1264//b1262//b2344//b3212//b4171//b3831//b1062//b3701//b0618//b3172//b1015//b1884//b2663//b3367//b0192//b1810//b0150//b2369//b2840//b1398//b2964//b4037//b3852//b2805//b2204//b2371//b0184//b2279//b2481//b1658//
ArgR-L-arginine_pos	b1388//b3854//b0613//b3750//b3410//
AtoC-phosphorylated_pos	b0179//b3312//b2203//b0183//
BaeR-Phosphorylated_pos	b4268//b1900//b2990//b3260//b0566//b4194//b0781//b0342//
BirA-bio-5-AMP_neg	b1227//b2715//b2912//b2916//b4438//
CRP-cAMP_neg	b4254//b3114//b2370//b1006//b2288//b1039//b2282//b3441//b2310//b3207//b3701//b1391//b3320//b0043//b3272//b0889//b4119//b3511//b2802//b2801//b2923//b1516//b3005//b1062//b3449//b2725//b3829//sroD//b4036//b0979//b0602//b2631//b3969//b3756//b1127//b0078//b3272//b4319//b3038//b1613//b1620//b4132//b3569//b3959//b2559//b0184//b3458//b2674//b3960//b4381//b3227//b3364//b0615//b1655//b3907//b3518//b0886//b0156//b4314//b2416//b0366//b0166//b1907//b4010//b1713//b0388//b0396//b2588//b3424//b2393//b3227//b2600//b2307//b0622//b0403//b0339//b4131//b4010//b3167//b2310//b1220//b0734//b0602//b2490//b2148//b2573//b3038//b4310//b3617//b2559//b2486//b1857//b0441//b1883//b2727//b3114//b4129//b0959//b4018//b0273//b0198//b2926//b2290//b0428//b3037//b2937//b3541//b3728//b0033//b0150//b3748//b2852//b1738//b2535//b0191//b1810//b2717//b3404//b1500//b3266//b4471//b1015//b2963//b1024//b1429//b4416//b2312//b4201//b4172//b1987//b1476//b1276//b4062//
