#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1127//b2552//
Ada-Methylated_pos	b3077//b1515//b0784//b3568//
AlaS-L-alanine_neg	b3869//
AllS-allantoin_pos	b2601//b4160//b3312//
AraC-L-arabinose_neg	b4125//b0034//b2503//b2904//b2407//b2430//b1746//b1299//
AraC-L-arabinose_pos	b1706//b3329//b4197//b0827//b0575//b3334//b4033//b1987//b0398//b1670//
ArcA-Phosphorylated_neg	b2235//b3170//b0346//b1389//b3531//b0722//b3117//b4288//b4093//b3574//b3277//b1298//b2092//b0998//b4119//b0347//b0785//b4592//b3095//b0156//b0785//b4439//b4406//b0894//b2659//b3359//b2085//b0107//b2422//b3035//b2482//b2194//b3574//b0340//b0721//b2279//b4400//b2729//b4016//b2730//b0605//b3070//b3672//b3114//b2697//b1384//b3970//b2156//b2150//b4167//b1540//b1528//b3057//b0588//b1272//b1548//b2311//b4005//b3604//b1208//b2725//b2554//b4193//b2091//b2674//b1397//b0180//b2803//b1220//b2029//b2728//b2705//b1888//b3605//b0106//b1546//b2927//b0345//b2009//b4451//b0620//b3414//b0341//b1501//b0864//b4323//b0118//b4098//b2675//b3707//b3368//b0345//b4663//b0933//b4384//b0592//b4005//b4034//b2074//b2279//b0338//b2666//b0112//b2553//b3165//b1112//b3365//b3438//b1016//b1715//b1132//b3222//b1748//b2428//b2976//b3701//b3168//b3958//b0980//b1817//b2009//b2724//b2916//b4460//b3049//b2287//b1038//
ArcA-Phosphorylated_pos	b4439//b3868//b3544//b0676//b0784//b2508//b4068//b2997//b0872//b2240//b2503//b3057//b0522//b1921//b2572//b1850//b4131//b3423//b2975//b2285//b1226//b2286//b1883//b0591//b2231//b1892//b3008//b3312//b0605//b0184//b2706//b3565//b2240//b3906//b3272//b2764//b0383//b4233//b2152//b1512//b2500//b4426//b2600//b3212//b0366//b3533//b2370//b3364//b4129//b0378//b4018//b0296//b0152//b4102//b3845//b4399//b1012//b2742//
ArgP-L-arginine_neg	b4072//
ArgP-L-arginine_pos	b1246//b2976//b1514//b0189//b4008//b3417//b4160//b4354//b0778//b4406//b1890//b2276//b2309//b2707//b0972//
ArgR-L-arginine_neg	b1733//b0783//b1132//b2213//b0334//b0591//b0181//b2107//b4317//b4120//b0181//b0167//b2197//b4123//b3093//b0592//b2662//b4266//b2583//b3428//b1656//b1482//b3958//b0042//b0337//b3806//b3357//b0756//b3317//b2866//b3481//b2609//b3532//b1393//
ArgR-L-arginine_pos	b2107//b2465//b1669//b0805//b4070//
AtoC-phosphorylated_pos	b2717//b1679//b0975//b0996//
BaeR-Phosphorylated_pos	b4397//b4194//b1683//b0515//b4314//b0033//b0201//b1921//
BirA-bio-5-AMP_neg	b3359//b0623//b0273//b2470//b2155//
