#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4101//b0820//
Ada-Methylated_pos	b0113//b1886//b0873//b3938//
AlaS-L-alanine_neg	b1988//
AllS-allantoin_pos	b1654//b4400//b3214//
AraC-L-arabinose_neg	b2965//b2631//b2464//b3610//b0676//b4467//b0333//b0365//
AraC-L-arabinose_pos	b1190//b4203//b1497//b4290//b4016//b4097//b3959//b1160//b3905//b0340//
ArcA-Phosphorylated_neg	b4426//b0346//b3508//b4393//b3212//b0110//b3564//b3708//b1497//b0353//b2492//b3449//b0154//b1008//b2171//b1594//b2290//b2977//b4438//b1715//b0125//b2673//b0178//b3393//b2964//b2499//b0614//b2726//b3855//b2153//b0389//b2943//b3416//b2912//b4383//b0180//b1779//b1743//b1515//b4264//b0887//b4197//b0125//b3544//b2579//b2207//b0895//b4120//b3854//b3363//b1613//b0589//b2344//b3771//b3724//b3456//b2976//b3332//b2724//b1246//b4322//b3806//b3364//b2203//b0605//b1885//b2367//b2208//b1905//b0204//b1275//b2232//b2804//b2341//b1037//b2675//ilvG_1//b1298//b1020//b2759//b4007//b3870//b3959//b4015//b4015//b2311//b0461//b3508//b0605//b2202//b3125//b0880//b4131//b3266//b3748//b0973//b0931//b0678//b1886//b2224//b1482//b3905//b0860//b2232//b1518//b0592//b4319//b2009//b3565//b0336//b2675//b4068//b1589//b3508//b3724//b4195//b0344//b0602//b4241//b3366//b2074//b4068//b0720//b3449//b3212//b1101//b0484//
ArcA-Phosphorylated_pos	b4068//b4119//b0161//b0077//b3168//b2242//b1394//b2927//b3540//b4317//b0880//b2759//b1040//b0031//b4450//b0565//b3318//b3395//b2215//b2977//b3404//b2207//b4417//b3096//b2424//b1024//b3093//b1514//b0785//b2491//b2291//b3418//b0684//b2484//b1113//b1493//b3134//b3728//b2993//b3569//b3451//b1492//b0863//b4203//b2093//b1109//b1260//b2867//b3479//b2224//b4238//b4637//b2530//b1182//b3213//b3806//b1761//b3667//
ArgP-L-arginine_neg	b2617//
ArgP-L-arginine_pos	b2728//b3276//b2976//b4079//b4382//b3908//b3478//b2507//b4209//b2731//b2614//b3863//b0198//b3564//b0675//
ArgR-L-arginine_neg	b0377//b3774//b3708//b4124//b2852//b2759//b1718//b3365//b3601//b2755//b1261//b0184//b3456//b1857//b2754//b0115//b4160//b1857//b3770//b0240//b2371//b2990//b1518//b1622//b2704//b2868//b0203//b0617//b0622//b4705//b4102//b1528//b0199//b4267//
