#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1379//b2551//
Ada-Methylated_pos	b3172//b3508//b2662//b1517//
AlaS-L-alanine_neg	b0722//
AllS-allantoin_pos	b2234//b0553//b0574//
AraC-L-arabinose_neg	b4076//b1429//b0597//b0161//b1015//b3863//b0440//b1988//
AraC-L-arabinose_pos	b1301//b0313//b4406//b1890//b4008//b3541//b2313//b4094//b3770//b0976//
ArcA-Phosphorylated_neg	b3701//b0684//b4124//b1798//b0167//b3771//b2422//b1982//b3568//b3319//b2838//b2309//b3072//b4476//b3133//b2147//b0724//b2728//b3266//b1679//b3702//b2203//b3531//b1882//b1101//b1263//b4035//b2707//b4008//b1609//b0618//b1589//b0872//b2364//b2926//b4119//b2991//b1656//b3319//b0586//b1821//b0586//b4168//b1620//b1810//b0432//b3394//b2663//b4030//b0720//b0042//b2725//b3081//b0785//b0592//b4124//b0805//b4237//b2416//b4169//b0615//b2630//b0390//b3926//b3748//b1247//b0880//b1211//b0587//b3806//b1850//b0557//b3671//b3701//b2488//b4637//b3454//b3670//b1223//b0570//b2957//b2469//b2802//b2707//b2425//b4670//b2570//b3709//b4417//b1388//b4266//b4326//b3569//b1111//b0461//b3942//b3316//b0584//b2631//b0945//b2579//b2283//b2723//b3413//b1712//b2367//b4168//b3903//b2570//b1679//b4071//b4321//b3225//b0819//b1515//b0390//b3454//b4037//b3960//b1205//b4151//b3905//b2661//b2204//b4123//b2905//b3240//
ArcA-Phosphorylated_pos	b0995//b4151//b3903//b4401//b0123//b2996//b2212//b4152//b4471//b2630//b2206//b1671//b2709//b4118//b3588//b4106//b3410//b2976//b2590//b2341//b1111//b3313//b2589//b1846//b0729//b0570//b0161//b4000//b2203//b4249//b1851//b0622//b3277//b0201//b1890//b4010//b0342//b1682//b4460//b2095//b1038//b0904//b1889//b0106//b2731//b1334//b3092//b0040//b1540//b2205//b2579//b0118//b0887//b1851//b4355//b3413//b1036//b2727//
ArgP-L-arginine_neg	b4058//
ArgP-L-arginine_pos	b2369//b2483//b0400//b4152//b3428//b4131//b3934//b2370//b3853//b4400//b3167//b4014//b0044//b1287//b0998//
ArgR-L-arginine_neg	b0776//b1743//b0441//b3049//b3869//b3241//b1396//b0389//b2094//b4392//b1492//b4399//b0064//b1887//b3171//b2841//b2758//b4151//b0351//b0589//b1497//b3333//b4169//b0048//b3774//b4209//b4663//b0522//b4239//b2559//b0861//b0572//b4467//b3438//
ArgR-L-arginine_pos	b2482//b2148//b0077//b0566//b2709//
AtoC-phosphorylated_pos	b1109//b3123//b0273//b0945//
BaeR-Phosphorylated_pos	b0241//b0330//b0728//b1260//b2912//b0978//b3531//b0933//
BirA-bio-5-AMP_neg	b3905//b1002//b3868//b1323//b2308//
CRP-cAMP_neg	b3418//b3038//b3038//b4062//b3333//b4309//b1717//b2279//b0333//b4177//b0681//b0197//b2224//b2911//b2096//b1671//b2535//b2721//b0168//b0588//b3037//b2712//b3227//b4383//b1007//b0613//b1654//b0754//b3902//b2311//b3615//b1023//b3572//b3429//b1391//b3508//b4133//b4265//b0156//b3168//b2597//b1733//b1334//b2759//b2979//b3135//b3164//b0756//b1476//b4592//b4398//b0621//b2805//b4265//b4067//b4287//b3565//b2590//b2277//b2414//b2241//b1020//b0959//b2584//b2963//b3114//b4100//b2287//b4471//b3330//b1016//b2709//b4194//b3530//b3864//b3125//b2943//b2485//b0860//b1743//b1988//b0614//b3864//b0614//b3568//b3828//b4467//b2306//b0110//b2287//b2661//b1038//b2991//b2704//b3574//b0903//b1323//b2975//b4153//b0755//b0841//b3275//b1010//b3330//b2975//b4173//b3222//b3315//b1704//b2242//b4254//b0676//b4197//b2597//b2291//b3324//b2719//b3132//b0353//b2288//b4196//b3451//b4014//b0723//b3364//b0331//b4382//b1009//b1221//b1548//b1272//b0894//b3604//
CRP-cAMP_pos	b4075//b1182//b1892//b3115//b0078//b0826//b3541//b1130//b3758//b2715//b2963//b3335//b2415//b3667//b0908//b3266//b3608//b4159//b2742//b4201//b0154//b0399//b3403//b3231//b4058//b0397//b2965//b2155//b4202//b1609//b4241//b2509//b0311//b1111//b2279//b3408//b0777//b3478//b1622//b1852//b0566//b4175//b1252//b2215//b2297//b3961//b4003//b2993//b2801//b1264//b1732//b0621//b2484//b2802//b1885//b1922//b2977//b2422//b3221//b4154//b0564//b0398//b0933//b4663//efeU_2//b0033//b0571//b1521//b4198//b4267//b1207//b3604//b3700//b0523//b1247//b3541//b0151//b2755//b4506//b0814//b3319//b2482//b2417//b4311//b0602//b4196//b0977//b2530//b1683//b4310//b1042//b3902//b0953//b1518//b1591//b4292//b4018//b0908//b3601//b1475//b3725//b0207//b0774//b3072//b0970//b4326//b0523//b3469//b1738//b0564//b2751//b0873//b2223//b4122//b2573//b3566//b0887//b0675//b1900//b4471//b4511//b4172//b1407//b3770//b2094//b1714//b2925//b3542//b2755//b1338//b0064//b0863//b2713//b3426//b0221//b2937//b0428//b3774//b0111//b0202//b2146//b3241//b3036//b1512//b3118//b2291//b3926//b2202//b3670//b2535//b4238//b3133//b4599//b2231//b3510//b3477//b2660//b0111//b1679//b3574//b2841//b2727//b2759//b0039//b4238//b1732//b3135//b4450//b1012//b0312//b2529//b0037//b2996//b0112//b3454//b0077//b2364//b1207//b3312//b0606//b3452//b4169//b1010//b0035//b1719//b0517//b1748//b0352//b3958//b4003//b4506//b3452//b2106//b4266//b4290//b2163//b2904//b4382//b1395//b2241//b3212//b1324//b4393//b2591//b0980//b0565//b3541//b3666//b2106//b3753//b4175//b3431//b2484//b0996//b3394//b0181//b1905//b2614//b4154//b4406//b1982//b1886//b3758//b1743//b3493//b4201//b4266//b0241//b4431//b2085//b2957//b3940//b0460//b1211//b1859//b0564//b2726//b1397//b3359//b2669//b3908//b4195//b2841//b1810//b2207//b3461//b1817//b3224//b0777//b3927//b3480//b2146//b3845//b0161//b3127//b2606//b1012//b1261//b3416//b1220//b4197//b3728//b4202//b4320//b0623//b4698//b2224//b4471//b4264//b3008//b3278//b1300//b1717//b3276//b2674//b4070//b4015//b3168//b4076//b1735//b1256//b1681//b4567//b0377//b3565//b3266//b0034//b4013//b0584//b0202//b2708//b4072//b1736//b3508//b2600//b3938//b2697//b0873//b0340//b3038//b3223//b4450//b2905//b2741//b1012//b1335//b4131//b2476//b3958//b0564//b0201//b4397//b0383//b3925//b1205//b2310//b2308//b3751//b4203//b0180//b2583//b1885//b1260//b0036//b1718//b3328//b4175//b1223//ilvG_2//b3610//b2288//b2617//b3449//b3518//b0586//b4311//b0191//b4034//b0733//b2306//b4159//b3278//b1497//b2975//b0296//b0592//b4699//b3728//b2242//b2344//b2911//b2465//b2606//b0343//b3617//b3615//b4151//b3859//b1921//b4014//b3275//b0614//b1546//b1227//b3599//b0783//b0616//b1101//b2485//b4054//b1682//b0365//b0775//b0723//b1589//b4095//b1988//b2492//b0400//b2990//b4124//b4019//b0111//b4125//b1385//b1852//b3707//b3870//b2063//b2557//b0953//b3237//b4004//b4317//b2975//b3509//ilvG_1//b0934//b2911//b0353//b4177//b3859//b3212//b0887//b0197//b4095//b4292//b3026//b2287//b0177//b1881//b1189//b2503//b3240//b1548//b2852//b4063//b3669//b0679//b0841//b3277//b0880//b1102//b0428//b4355//b4240//b1037//b2373//b2799//
ChbR-Monoacetylchitobiose-6P_neg	b0574//b4249//b1613//b3161//b0182//b1247//
ChbR-Monoacetylchitobiose-6P_pos	b1517//b2150//b1396//b3453//b3511//b1747//
CpxR-Phosphorylated_neg	b2198//b4013//b0038//b2491//b4079//b3666//b3170//b3273//b1129//b3668//b2196//b4254//b3672//b0166//b0616//b0975//b0313//b0907//b2148//b2912//b2499//b0077//b4567//b4315//
CpxR-Phosphorylated_pos	b1387//b3025//b0588//b1734//b2222//b3049//b0203//b1716//b2718//b3317//b3035//b0113//b3116//b3424//b4067//b1616//b3533//b4115//b2553//b0621//b1537//b3409//b3357//b0814//b4468//b1732//b4476//b2277//b2764//b3272//b0061//b0929//b3925//b0063//b4198//b1530//b2584//b2307//b2282//b4133//b4209//b3276//b2961//b2197//b0873//
CreB-Phosphorylated_neg	b0036//b4315//b0605//
CreB-Phosphorylated_pos	b1850//b3035//b0166//b3727//b4201//b0184//
CueR-Ag_neg	b2278//b1548//b0411//b3125//b2995//
CueR-Ag_pos	b2341//b1337//
CueR-Cu+_neg	b3616//b3236//b2799//b3942//b1493//
CueR-Cu+_pos	b1223//b3926//
CuerR-Au_neg	b0191//b4323//b2280//b3758//b0781//
CuerR-Au_pos	b0077//b2554//
CusR-Pasp_pos	b0564//b2800//b0613//b3359//b2364//b1388//b2415//b1129//b4669//b1512//b4170//b3276//
CynR-Cyanate_neg	b0337//
CynR-Cyanate_pos	b0428//b2365//b0903//
CysB-N-acetyl-L-serine_neg	b2498//b1973//b1415//b0734//b0151//b1395//b1613//
