#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2571//b0179//
Ada-Methylated_pos	b2424//b3458//b1683//b0345//
AlaS-L-alanine_neg	b4125//
AllS-allantoin_pos	b4416//b0889//b4392//
AraC-L-arabinose_neg	b3708//b0757//b3905//b1673//b2276//b0043//b3454//b1210//
AraC-L-arabinose_pos	b0756//b1211//b3758//b0973//b3237//b4153//b0048//b2284//b0150//b2728//
ArcA-Phosphorylated_neg	b0617//b3423//b3213//b3601//b0566//b3748//b2063//b0240//b3971//b3769//b0048//b1475//b0156//b4416//b3528//b1616//b0337//b4450//b3476//b3458//b3364//b0880//b0805//b2560//b0978//b0874//b4168//b4268//b2242//b3453//b4203//b0979//b3753//b3769//b3511//b3161//b4096//b1298//b3669//b4079//b3095//b0953//b2631//b2285//b3572//b0583//b4111//b0156//b0974//b2571//b3409//b3368//b3751//b1858//b3531//b1384//b1101//b0619//b0776//b4072//b3605//b4698//b3227//b2307//b2756//b4663//b2913//b4139//b1901//b4326//b4197//b1888//b4094//b2730//b3449//b2731//b0350//b3478//b4393//b3688//b3278//b0061//b1016//b2659//b1302//b2224//b0860//b2497//b2697//b1300//b1796//b3960//b0614//b0033//b2364//b3365//b1039//b4068//b1226//b0190//b2760//b2203//b0863//b0037//b3091//b4058//b4426//b1589//b1982//b2407//b2962//b4237//b2799//b1492//b3456//b0976//b3275//b4124//b2373//b1589//b2990//b4209//b4705//b1907//b4173//b3316//b1006//
ArcA-Phosphorylated_pos	b1010//b0516//b3114//b3667//b2942//b0728//b0178//b2222//b4172//b4316//b2276//b0763//b0150//b1593//b2076//b1037//b0330//b2717//b4265//b4013//b3940//b4291//b1299//b0182//b3574//b3668//b0123//b3318//b3224//b1900//b2009//b2428//b1037//b2631//b2554//b4168//b3133//b1020//b2211//b2507//b2535//b3277//b1247//b3724//b0189//b4238//b2149//b1548//b4138//b0727//b3311//b2552//b2281//b0522//b2913//b4293//b4125//b0586//
ArgP-L-arginine_neg	b3939//
ArgP-L-arginine_pos	b1796//b0979//b0957//b4008//b1276//b3608//b1818//b0873//b3480//b3830//b2552//b4119//b2535//b0682//b1338//
ArgR-L-arginine_neg	b0980//b0201//b4079//b2631//b0347//b4663//b1021//b0191//b2290//b4003//b3460//b0106//b2107//b2422//b0557//b2589//b1016//b2987//b4200//b0390//b4006//b3568//b3855//b0873//b3364//b0784//b1987//b2975//b4097//b3521//b0683//b2096//b1492//b0734//
ArgR-L-arginine_pos	b0880//b0589//b0598//b0451//b0784//
AtoC-phosphorylated_pos	b1734//b0398//b0593//b1394//
BaeR-Phosphorylated_pos	b3437//b4313//b0062//b0167//b4320//b3272//b1020//b2374//
BirA-bio-5-AMP_neg	b1221//b2507//b1712//b0684//b1379//
CRP-cAMP_neg	b2201//b3903//b4249//b4034//b2421//b1988//b4187//b1531//b4174//b2867//b3958//b3456//b0109//b4160//b4311//b3940//b0062//b2150//b3588//b3940//b1621//b3431//b0484//b4506//b3969//b4203//b3530//b3318//b0179//b2211//b3327//b0168//b1511//b4367//b3766//b0570//b2484//b2975//b0167//b0575//b0929//b2725//b2799//b2284//b0337//b0336//b1609//b3544//b1970//b1501//b0863//b4698//b3853//b3026//b0345//b0597//b3168//b3429//b4153//b3510//b0931//b1613//b1684//b0775//b0873//b3766//b2406//b0970//b0826//b1002//b3277//b0757//b2720//b1719//b2579//b3521//b0895//b2607//b3451//b4699//b4067//b2212//b0116//b1396//b4198//b4438//b2979//b1220//b0978//b3864//b3458//b1101//b2423//b0591//b0976//b3095//b3521//b0389//b4592//b2156//b2713//b2204//b1296//b4010//b2195//b1011//b0203//b1818//b2866//b1858//b4152//b3227//b4033//b1591//b4450//b3319//b1889//b0959//b2200//b3325//b0484//b1022//b0973//b0389//b1397//b2992//b2078//b3091//b2485//b2503//b3852//b1921//b0889//
