#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b4124//b2285//
Ada-Methylated_pos	b2732//b2222//b1010//b1006//
AlaS-L-alanine_neg	b0583//
AllS-allantoin_pos	b0935//b2287//b2866//
AraC-L-arabinose_neg	b3461//b2528//b3831//b2205//b2755//b0351//b1275//b3332//
AraC-L-arabinose_pos	b4249//b4316//b4120//b3458//b4320//b1746//b2609//b2709//b0907//b2724//
ArcA-Phosphorylated_neg	b1336//b0937//b4451//b1616//b4202//b2414//b2588//b3853//b0112//b3072//b4322//b3617//b1394//b2309//b3870//b4074//b4002//b1735//b0976//b2215//b3971//b1882//b3124//b1537//b3533//b4382//b2106//b1415//b4139//b0820//b2554//b1674//b2424//b2201//b1207//b4406//b4008//b0729//b0440//b0403//b1818//b0353//b2551//b0620//b3365//b4450//b2212//b0564//b3393//b1302//b3939//b4293//b3912//b0441//b0814//b4100//b1902//b0873//b1987//b1738//b1532//b3912//b2763//b2720//b2722//b1006//b2096//b0724//b1608//b1136//b3759//b4438//b0461//b4194//b2718//b3942//b4007//b0605//b2075//b0032//b3116//b0199//b0184//b3574//b0347//b1497//b2669//b3114//b0202//b3533//b3265//b0190//b0826//b4467//b4317//b2557//b4069//b3092//b4014//b2221//b3095//b0570//b4159//b3669//b3006//b3846//b3752//b0785//b0429//b2242//b3316//b3971//b1514//b3707//b3225//b0339//b0620//b1388//b3266//b0566//b3907//b1884//b2551//b2091//ilvG_2//b3230//b4067//
ArcA-Phosphorylated_pos	b2630//b3240//b1613//b0675//b1276//b0241//b1858//b0032//b1212//b3225//b2559//b3359//b4105//b4092//b0729//b1391//b0758//b4320//b3758//b3934//b2991//b0337//b0154//b4073//b3960//b3392//b2085//b2290//b4406//b1684//b4400//b4200//b3404//b0333//b0588//b4098//b2661//b3870//b2146//b0113//b1129//b4265//b2997//b3316//b0727//b3236//b3855//b2221//b0179//b3938//b0463//b0602//b3911//b1323//b4131//b4138//b2903//b3359//
ArgP-L-arginine_neg	b1516//
ArgP-L-arginine_pos	b3599//b1712//b3325//b4441//b1389//b0460//b3940//b4004//b4115//b1608//b1514//b2239//b2841//b4400//b2662//
ArgR-L-arginine_neg	b2867//b3722//b1857//b0595//b2710//b1474//b0061//b1704//b0614//b3958//b0896//b3531//b3410//b1884//b2306//b3477//b2500//b2720//b1212//b3724//b1222//b0154//b3493//b1300//b2614//b1905//b1683//b1611//b2724//b3214//b1851//b4416//b4014//b3425//
ArgR-L-arginine_pos	b2841//b0726//b2957//b3405//b2979//
AtoC-phosphorylated_pos	sroD//b3172//b0775//b1499//
BaeR-Phosphorylated_pos	b2232//b2277//b4125//b3864//b2213//b4669//b1392//b3544//
BirA-bio-5-AMP_neg	b0152//b4392//b1500//b1397//b0616//
CRP-cAMP_neg	b4567//b2215//b1040//b1498//b2242//b1900//b3095//b0812//b0974//b0043//b3164//b2852//b4310//b3481//b4174//b3721//b1041//b1719//b2964//b1296//b1587//b2485//b2465//b1160//b4125//b2470//b0179//b3907//b0591//b3432//b2750//b1826//b4213//b2076//b3424//b4393//b0733//b1597//b1252//ilvG_2//b4174//b3860//b1392//b2200//b1970//b2311//b1511//b0774//b0587//b2913//b0765//b2194//b1297//b2155//b2490//b0202//b0161//b2965//b0827//b4058//b1615//b2661//b2867//b2957//b1272//b2492//b0596//b2631//b3671//b4069//b2095//b2371//b1182//b4397//b0033//b3855//b0346//b2204//b3426//b3168//b2756//b2570//b0523//b1272//b2750//b1062//b1302//b0366//b4355//b0189//b1043//b3934//b2342//b2374//b3530//b3477//b0037//b3321//b2943//b4324//b3363//b0928//b3333//b2990//b3509//b0585//b3854//b1589//b0116//b3441//b1015//b4431//b4316//b0411//b1136//b4441//b0352//b0970//b2232//b0684//b2590//b1043//b3453//b2904//b2976//b0032//b0618//b3574//b0595//b1335//b0616//b3367//b2196//
