#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b2106//b3325//
Ada-Methylated_pos	b2195//b0367//b0606//b1245//
AlaS-L-alanine_neg	b3008//
AllS-allantoin_pos	b4118//b2703//b2029//
AraC-L-arabinose_neg	b0168//b4131//b0814//b3870//b0189//b0044//b3236//b0340//
AraC-L-arabinose_pos	b2965//b4092//b1245//b1738//b4699//b2241//b1851//b2422//b0032//b2311//
ArcA-Phosphorylated_neg	b1890//b2702//b0205//b4076//b4354//b4094//b3568//b2469//b2718//b2096//b0166//b2916//b0805//b4068//b0111//b2903//b1226//b4194//b2709//b4254//b1672//b2282//b1656//b1384//b3275//b1886//b0594//b0178//b3222//b0723//b1501//b2149//b1222//b4237//b3700//b2198//b3366//b3940//b2484//b3541//b4187//b2993//b2979//b2313//b4324//b2242//b1882//b1547//b4018//b3469//b0678//b3458//b2975//b1388//b0726//b4399//b4567//b0189//b4187//b0805//b0118//b0784//b2868//b0979//b1883//b3169//b3709//b1276//b0723//b4129//b2276//b2990//b2676//b2976//b0377//b3531//b1475//b2852//b3927//b4167//b1112//b2572//b1012//b2673//b1515//b1891//b3225//b2222//b4073//b2195//b2416//b1265//b2591//b3770//b0314//b1850//b0574//b0995//b3171//b3318//b4007//b3853//b0585//b3324//b3604//b3457//b1672//b2481//b4139//b1514//b1396//b4322//b1674//b3708//b0778//b0114//b0929//b0616//b4054//b1987//b3772//sroD//b2552//b0189//b2697//b4105//b1850//
ArcA-Phosphorylated_pos	b3766//b1737//b2499//b1761//b2763//b3315//b0313//b1970//b1102//b2723//b0061//b4069//b2425//b0757//b2977//b2429//sroD//b0062//b3329//b4311//b0383//b3409//b4502//b0330//b3829//b0978//b1497//b1512//b0570//b3456//b3332//b4099//b1324//b0063//b1656//b0978//b1796//b0167//b2484//b0903//b0390//b3212//b3518//b3941//b1547//b0078//b2975//b2838//b1901//b3331//b0515//b1385//b4174//b2236//b1223//b2240//b0064//b3057//
ArgP-L-arginine_neg	b1617//
ArgP-L-arginine_pos	b0109//b1987//b2751//b1012//b3727//b3903//b2721//b0177//b1379//b4132//b0109//b4096//b3753//b3171//b2213//
ArgR-L-arginine_neg	b4036//b2801//b3903//b3672//b0342//b0078//b2754//b3830//b1220//b0978//b3868//b4035//b0523//b2107//b0584//b1392//b0347//b4102//b3574//b2416//b2282//b2763//b0348//b2669//b1008//b2171//b4670//b3588//b1735//b2430//b4003//b4441//b0727//b2530//
ArgR-L-arginine_pos	b2224//b0826//b0781//b2152//b0874//
AtoC-phosphorylated_pos	b3455//b2987//b0043//b0812//
BaeR-Phosphorylated_pos	b4014//b3332//b2310//b3332//b4354//b4671//b1136//b0575//
BirA-bio-5-AMP_neg	b4476//b0150//b4202//yegZ//b4096//
CRP-cAMP_neg	b1781//b1323//b0344//b1982//b2724//b3750//b2197//b3278//b3331//b0384//b2278//b3241//b0384//b3829//b3759//b3566//b2482//b3756//b4288//b2943//b3454//b2290//b4567//b0997//b2204//b1548//b0970//b2283//b2728//b3600//b2308//b3116//b3542//b2977//b3528//b0314//b2484//b3036//b3830//b0516//b3005//b0311//b0754//b1714//b3161//b0400//b1532//b1212//b4059//b4153//b4170//b3493//b1113//b1396//b1272//b1608//b3227//b3005//b2171//b4468//b1016//b1528//b0896//ilvG_1//b4171//b3564//b0201//b3469//b4592//b3240//b3165//b3327//b3072//b4238//b0592//b4100//b1515//b2697//b1858//b1905//b1734//b4173//b0620//b3409//b1780//b0997//b3315//b3417//b0516//b1920//b3431//b1656//b1002//b0598//b4067//b3830//b4381//b3242//b2285//b3368//b3454//b4131//b2755//b3320//b0616//b0733//b4095//b0729//b3533//b4125//b2483//b0125//b0399//b1256//b0331//b3126//b1501//b4018//b1322//b2417//b3214//b2205//b0033//b1475//b1670//b3260//b3394//b1901//b3037//b4406//b2240//b3006//b2762//
