#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b1672//b4097//
Ada-Methylated_pos	b1796//b3260//b1611//b0998//
AlaS-L-alanine_neg	b4036//
AllS-allantoin_pos	b2156//b4233//b1002//
AraC-L-arabinose_neg	b3423//b0183//b1513//b4317//b3708//b2800//b1704//b0814//
AraC-L-arabinose_pos	b3230//b2163//b4240//b4058//b0978//b2724//b3172//b1036//b0683//b2374//
ArcA-Phosphorylated_neg	b2742//b0344//b0623//b3315//b0183//b3408//b4032//b3416//yegZ//b1887//b3311//b0432//b1734//b4177//b2367//b2309//b2341//b3135//b2763//b1131//b0573//yegZ//b3751//b1609//b4314//b4663//b0764//b0886//b0038//b3425//b2607//b1415//b1011//b0389//b0462//b3934//b2617//b4174//b0726//b0863//b3616//b1006//b2584//b4169//b1907//b3759//b0182//b3601//b4439//b2724//b3912//b2995//b0724//b1682//b3852//b0945//b0338//b0191//b1988//b3265//b2241//b3114//b3170//b4125//b4321//b4030//b4175//b3095//b2092//b0588//b3035//b0111//b0336//b2282//b0034//b2009//b0570//b3766//b2091//b2207//b2976//b3441//b0061//b2992//b3479//b0337//b2231//b2697//b4476//b3395//b2868//b0586//b3702//b4125//b2422//b3831//b2486//b2368//b4355//b2709//b3469//b0783//b4268//b0721//b3457//b4567//b3393//b3415//b2486//b3751//b2802//b3702//b1891//b3172//b2716//b2497//b3481//b4506//b0334//b0037//b4265//b2481//b0978//b2975//b4567//b3617//b3481//
ArcA-Phosphorylated_pos	b3166//b1041//b1275//b0863//b4123//b4399//b2074//b1262//b4097//b2235//b0598//b2077//b3903//b1850//b4397//b3481//b1516//b2757//b2277//b0585//b1782//b3432//b0757//b0606//b3224//b3161//b3272//b3616//b4293//b4310//b2961//b4152//b1275//b1733//b2756//b1588//b4106//b3426//b1263//b4124//b1884//b3410//b0108//b2243//b1617//b1338//b0729//b0805//b2242//b0112//b3532//b3568//b3405//b4240//b0617//b3970//b4265//b3960//
ArgP-L-arginine_neg	b0812//
ArgP-L-arginine_pos	b3608//b3404//b0378//b1671//b1782//b4241//b2163//b1782//b4314//b1658//b4237//b2171//b1394//b2705//b3392//
ArgR-L-arginine_neg	b1890//b3567//b1474//b0720//b0036//b1622//b4015//b1515//b3317//b2107//b4313//b0107//b2661//b3588//b4406//ilvG_1//b2234//b1744//b3568//b4067//b2570//b2203//b4663//b0334//b0034//b2560//b0296//b3161//b1748//b0365//b3367//b1531//b0596//b1190//
ArgR-L-arginine_pos	b0613//b1129//b0972//b4018//b2669//
AtoC-phosphorylated_pos	b1207//b4382//b0064//b1846//
BaeR-Phosphorylated_pos	b1826//b2421//b0722//b3026//b2590//b2666//b4592//b3603//
BirA-bio-5-AMP_neg	b3831//b0389//b0597//b3318//b2942//
