#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:30 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_effect_bnum.txt
Ada-Methylated_neg	b0384//b0077//
Ada-Methylated_pos	b4567//b0602//b3902//b3367//
AlaS-L-alanine_neg	b0378//
AllS-allantoin_pos	b1548//b3368//b0341//
AraC-L-arabinose_neg	b0929//b0553//b2212//b2211//b4317//b3224//b2712//b1515//
AraC-L-arabinose_pos	b3328//b2344//b3134//b2754//b3366//b0411//b0613//b0107//b1336//b2530//
ArcA-Phosphorylated_neg	b3231//b1335//b3541//b2307//b1387//b4441//b1265//b2488//b3759//b3441//b0756//b3335//b2697//b0312//b3359//b1387//b1513//b1846//b3771//b4310//b0349//b2554//b0390//b0975//b4171//b1805//b2560//b0340//b3241//b2579//b3532//b4154//b0959//b0123//b3828//b1987//b1671//b3455//b3530//b1260//b1394//b3610//b4320//b2916//b1131//b0972//b4401//b1243//b0812//b0584//b4059//b1421//b1518//b4170//b1205//b4069//b1744//b2804//b4318//b0112//b2609//b4669//b3588//b4381//b0116//b1389//b0778//b3941//b4119//b0177//b0461//b4194//b3115//b0978//b2499//b0344//b0777//b4197//b3588//b2964//b1130//b2093//b2962//b3072//b3070//b4316//b2591//b3072//b3511//b1482//b2232//b2925//b4175//b4039//b0776//b4172//b0340//b4039//b1892//b3769//b2476//b2671//b2723//b4058//b1514//b4123//b0190//b4119//b2726//b3356//b0860//b2487//b1654//b4384//b1276//b3416//b0048//b2606//b2530//b3615//b1826//b4174//b2094//b3277//b3416//b0204//b2721//
ArcA-Phosphorylated_pos	b4471//b2630//b2428//b2232//b3316//b1818//b4468//b3415//b2370//b2938//b2156//b1006//b4059//b2075//b2203//b4154//b3451//b0241//b2284//b3413//b2763//b0676//b4040//b0043//b3214//b3035//b0553//b3908//b3409//b1846//b0042//b2488//b0048//b1748//b0907//b3431//b4075//b1040//b4098//b2996//b3365//b3565//b4002//b0041//b2802//b1881//b2068//b2710//b3959//b2840//b2231//b3272//b1298//b4238//b3167//b0241//b0574//b4071//
ArgP-L-arginine_neg	b3749//
ArgP-L-arginine_pos	b2285//b0783//b0440//b3927//b0591//b2980//b3357//b1499//b4567//b1714//b0398//b3425//b3212//b4315//b0615//
ArgR-L-arginine_neg	b2370//b4384//b2573//b4118//b3236//b1907//b0591//b3905//b4238//b0241//b1515//b3968//b1620//b2752//b2666//b0517//b0614//b3452//b2375//b3237//b1211//b2905//b1780//b3938//b4309//b3845//b3161//b3037//b1182//b2488//b2485//b2757//b0203//b2370//
ArgR-L-arginine_pos	b3236//b2365//b0759//b3212//b2422//
AtoC-phosphorylated_pos	b3672//b2718//b3521//b2673//
BaeR-Phosphorylated_pos	b0980//b2207//b2491//b0764//b4151//b2726//b4076//b1681//
BirA-bio-5-AMP_neg	b2197//b0388//b1009//b2712//b4323//
CRP-cAMP_neg	b4506//b4193//b1882//b0972//b1300//b2009//b4599//b3670//b4039//b3748//b2866//b0729//b0032//b0124//b1182//b1226//b3096//b0677//b2799//b0679//b0044//b0980//b1395//b1016//b2868//b0192//b2617//b3853//b0336//b0616//b0041//b3365//b0034//b2583//b4669//b0618//b2606//b2730//b4173//b1112//b2196//b1132//b2239//b1039//b4068//b0365//b3750//b3860//b2476//b0348//b1747//b1531//b1530//b3907//b0812//b2283//b3312//b0377//b2963//b0726//b1851//b0765//b0339//b2801//b4196//b4476//b3356//b3905//b0388//b0350//b2712//b4036//b2414//b0682//b4092//b3458//b0623//b1127//b2727//b2609//b2078//b0191//b3266//b0346//b1780//b1540//b2531//b3925//b1922//b3666//b3363//b3114//b3615//b2591//b3319//b3133//b1111//b3429//b0178//b0684//b1301//b2417//b2424//b1982//b0589//b3329//b0040//b0351//b4242//b1015//b3276//b4168//b2731//b2990//b2285//b0383//b4439//b2224//b1131//b0343//b2196//b3540//b4238//b2288//b0034//b3860//b2994//b1673//b2296//b3035//b0756//b4132//b1713//
